# 
# Subset of stars selected as members
# M1: primary mass
# M2: secondary mass (if binary system)
# P_binar: binary probability
# 
ID Mag Col M1 M1_std M2 M2_std P_binar
"Gaia EDR3 5252335267449005568" 12.75475 1.67374 1.22094 0.02766 1.03411 0.08840 0.52
"Gaia EDR3 5252334438496787968" 13.67037 1.72162 1.22103 0.02758 1.03424 0.08897 0.53
"Gaia EDR3 5252335198729523968" 14.36701 1.80441 1.22104 0.02757 1.03405 0.09027 0.53
"Gaia EDR3 5252335233089249920" 14.45968 1.88172 1.22096 0.02756 1.03281 0.09176 0.53
"Gaia EDR3 5252334404137020544" 14.96308 1.55075 1.22137 0.02798 1.03816 0.08831 0.55
"Gaia EDR3 5252332827907525632" 15.11330 0.25026 1.22252 0.02804 1.06388 0.09812 0.51
"Gaia EDR3 5252335336168514432" 15.11687 1.14824 1.22176 0.02807 1.05658 0.08803 0.53
"Gaia EDR3 5252334511534802432" 15.14479 1.61019 1.22106 0.02804 1.04279 0.08776 0.56
"Gaia EDR3 5252333751302012672" 15.27485 1.53435 1.22102 0.02794 1.05022 0.08725 0.55
"Gaia EDR3 5252332896627005696" 15.54666 1.36923 1.22027 0.02775 1.04896 0.10132 0.58
"Gaia EDR3 5252335198729516672" 15.57566 1.55656 1.21968 0.02761 1.02764 0.09499 0.58
"Gaia EDR3 5252334408455528704" 15.75514 1.52608 1.22001 0.02746 1.04167 0.09422 0.60
"Gaia EDR3 5252335336168516480" 15.76792 1.55034 1.21983 0.02743 1.03761 0.09284 0.59
"Gaia EDR3 5252334408455531776" 15.82093 1.31671 1.22262 0.02757 1.06446 0.09596 0.60
"Gaia EDR3 5252334442815292928" 15.86526 1.43884 1.22169 0.02757 1.06190 0.09395 0.62
"Gaia EDR3 5252334305376361344" 15.95550 1.44511 1.22228 0.02769 1.05172 0.09224 0.60
"Gaia EDR3 5252334202297128832" 15.97249 1.38616 1.22340 0.02782 1.05372 0.09171 0.63
