# 
# Subset of stars selected as members
# M1: primary mass
# M2: secondary mass (if binary system)
# P_binar: binary probability
# 
ID Mag Col M1 M1_std M2 M2_std P_binar
"Gaia EDR3 5516043506329855616" 14.91718 2.13164 1.28803 0.15634 1.11102 0.17622 0.56
"Gaia EDR3 5516043304472455168" 15.80571 2.10462 1.28771 0.15637 1.11091 0.17176 0.55
"Gaia EDR3 5516044369624316672" 15.91958 1.78730 1.28852 0.15692 1.11603 0.17642 0.56
"Gaia EDR3 5516043957295942144" 16.26414 1.95708 1.28764 0.15584 1.10098 0.16887 0.55
"Gaia EDR3 5516038631547992960" 16.61536 1.82999 1.28720 0.15537 1.09783 0.16691 0.56
"Gaia EDR3 5516043510630861312" 16.63961 1.79858 1.28713 0.15512 1.09782 0.16476 0.57
"Gaia EDR3 5516044335264571904" 16.72140 0.88952 1.28715 0.15452 1.12063 0.17424 0.53
"Gaia EDR3 5516038352366118400" 16.74059 2.04552 1.28450 0.15311 1.08411 0.16204 0.54
"Gaia EDR3 5516043613710076800" 16.76404 1.92684 1.28519 0.15383 1.08859 0.16273 0.55
"Gaia EDR3 5516043441911393536" 16.80187 1.89856 1.28505 0.15376 1.09067 0.16295 0.55
"Gaia EDR3 5516043407552383232" 16.80255 1.85240 1.28532 0.15403 1.09232 0.16309 0.56
"Gaia EDR3 5516044300904832000" 16.82761 1.87721 1.28485 0.15363 1.08940 0.16260 0.55
"Gaia EDR3 5516044266545099136" 16.86511 1.69275 1.28502 0.15385 1.09737 0.16430 0.56
"Gaia EDR3 5516043441911394048" 17.03065 1.92123 1.28265 0.15270 1.08174 0.15827 0.55
"Gaia EDR3 5516043304472454784" 17.04060 1.98553 1.28237 0.15253 1.07881 0.15526 0.54
"Gaia EDR3 5516043510630860544" 17.42459 1.40881 1.27747 0.14870 1.11141 0.16434 0.58
"Gaia EDR3 5516044227881409664" 17.43142 1.70423 1.27793 0.14979 1.09635 0.15742 0.59
"Gaia EDR3 5516044266545102336" 17.57663 0.71869 1.27073 0.14408 1.13455 0.16421 0.54
"Gaia EDR3 5516044369624318080" 17.58271 0.81172 1.27156 0.14460 1.13283 0.16456 0.55
"Gaia EDR3 5516043540686599296" 17.69584 1.60658 1.27404 0.14715 1.10086 0.16003 0.61
"Gaia EDR3 5516043613710080512" 17.71253 1.35522 1.27204 0.14538 1.11924 0.16391 0.60
"Gaia EDR3 5516044369624317184" 17.76908 1.25272 1.27075 0.14454 1.12455 0.16128 0.59
"Gaia EDR3 5516044266545097344" 17.78984 1.81753 1.27276 0.14628 1.08223 0.15629 0.57
"Gaia EDR3 5516044335252963840" 17.96506 1.75033 1.27033 0.14498 1.08510 0.15563 0.57
"Gaia EDR3 5516043441899832704" 18.11830 0.94647 1.25843 0.13721 1.13005 0.14095 0.57
"Gaia EDR3 5516043471967132928" 18.12503 1.29370 1.26313 0.13927 1.11880 0.14926 0.63
"Gaia EDR3 5516044335264570624" 18.16863 1.89263 1.26794 0.14366 1.06258 0.14990 0.52
"Gaia EDR3 5516044296601904384" 18.19887 1.40700 1.26302 0.13903 1.10674 0.14228 0.63
"Gaia EDR3 5516043609406134272" 18.23187 1.14685 1.25816 0.13661 1.12234 0.13786 0.62
"Gaia EDR3 5516038631547996416" 18.26449 1.63525 1.26477 0.14085 1.07808 0.14121 0.60
