RA_ICRS DE_ICRS _x _y EDR3Name e_Plx PM pmRA e_pmRA pmDE e_pmDE Gmag e_Gmag BPmag e_BPmag RPmag e_RPmag BP-RP Plx_corr e_BP-RP
163.57213739238 -61.74565754026 0.008919 -0.00573 "Gaia EDR3 5241870317667177088" 0.2368 4.66 -4.388 0.286 1.569 0.243 19.313215 0.004078 20.293488 0.077815 18.453676 0.039085 1.839811 -0.310534 0.0870793399722345
163.53803150017 -61.74456339892 -0.007226 -0.004635 "Gaia EDR3 5241870352026855040" 0.3292 4.6 -4.193 0.38 1.892 0.321 19.64532 0.00454 20.443926 0.098 18.971292 0.05446 1.472633 -0.257968 0.11211552791652012
163.53856427384 -61.74713929646 -0.006974 -0.007211 "Gaia EDR3 5241870352026855168" 0.3068 4.298 -3.744 0.359 2.11 0.323 19.673054 0.004715 20.608288 0.057559 18.806652 0.030363 1.801636 0.363628 0.06507649537275344
163.53857107707 -61.74561701577 -0.006971 -0.005689 "Gaia EDR3 5241870356327143680" 0.0425 5.316 -5.043 0.049 1.682 0.044 16.011677 0.00282 16.20151 0.004195 15.618737 0.004676 0.582772 0.349124 0.006281958372991657
163.54658107417 -61.74512125239 -0.003179 -0.005192 "Gaia EDR3 5241870386333629568" 0.144 5.503 -5.133 0.168 1.984 0.146 18.512804 0.003529 18.784073 0.032592 17.629625 0.030355 1.154448 0.230682 0.044538348521246274
163.55271559448 -61.74145205905 -0.000275 -0.001523 "Gaia EDR3 5241870386342389504" 0.0495 5.257 -4.984 0.058 1.674 0.053 15.955623 0.003273 16.57524 0.015563 14.799425 0.010546 1.775814 0.12936 0.018799603320283118
163.55364294469 -61.74238583523 0.000164 -0.002457 "Gaia EDR3 5241870386342389632" 0.1243 5.066 -4.772 0.185 1.703 0.199 17.562643 0.004189 "" "" "" "" "" 0.278136 ""
163.55547628257 -61.74578365809 0.001032 -0.005855 "Gaia EDR3 5241870386342389760" 0.0866 4.852 -4.392 0.108 2.061 0.093 17.371292 0.003237 "" "" "" "" "" 0.196626 ""
163.55559515345 -61.73976192797 0.001089 0.000167 "Gaia EDR3 5241870386353326336" 0.0989 4.852 -4.484 0.13 1.854 0.114 17.834883 0.003479 "" "" "" "" "" 0.20496 ""
163.56418419612 -61.74655157029 0.005154 -0.006623 "Gaia EDR3 5241870386386586880" 0.2832 5.015 -4.762 0.338 1.572 0.276 19.39702 0.004188 20.141842 0.056214 18.427774 0.031814 1.714068 -0.34896699999999997 0.06459213877864706
163.54777688388 -61.74253075979 -0.002613 -0.002602 "Gaia EDR3 5241870386386596480" 0.445 4.252 -3.973 0.534 1.514 0.493 20.046293 0.006316 "" "" "" "" "" 0.761554 ""
163.55085982657 -61.74864960229 -0.001153 -0.008721 "Gaia EDR3 5241870386386597888" 0.397 5.067 -4.794 0.502 1.641 0.384 19.893707 0.005692 20.709854 0.099014 19.1845 0.043574 1.525354 -0.399443 0.1081779352363503
163.55194913807 -61.7476318736 -0.000638 -0.007703 "Gaia EDR3 5241870386386598144" 0.4319 5.184 -4.588 0.547 2.414 0.42 19.826584 0.005561 20.373684 0.083681 18.65877 0.031899 1.714914 -0.768151 0.08955476515518312
163.55227010967 -61.74919224118 -0.000486 -0.009263 "Gaia EDR3 5241870386386598400" 0.4112 4.571 -4.06 0.515 2.1 0.456 19.911734 0.005542 20.817766 0.154143 19.321262 0.070034 1.496504 0.22442700000000002 0.1693068976887829
163.55295877334 -61.74853486945 -0.00016 -0.008606 "Gaia EDR3 5241870386386598656" 0.3663 4.686 -4.249 0.41 1.977 0.343 19.776243 0.004916 20.537218 0.116121 19.126223 0.05451 1.410996 0.172539 0.12827870727833204
163.55750053494 -61.74212742753 0.001991 -0.002198 "Gaia EDR3 5241870386386600704" 0.4106 4.851 -4.483 0.464 1.854 0.43 20.029137 0.005891 20.61651 0.168248 19.229229 0.073569 1.387281 0.282339 0.1836294836484599
163.54217667758 -61.74600185124 -0.005264 -0.006073 "Gaia EDR3 5241870386386616064" 0.6364 4.564 -4.12 0.805 1.964 0.816 20.41357 0.007604 21.481653 0.144291 19.958763 0.081025 1.52289 0.5261290000000001 0.16548396691522715
163.57086166292 -61.74483765141 0.008316 -0.00491 "Gaia EDR3 5241870386386671872" 0.6946 4.879 -4.671 1.168 1.409 0.969 20.364662 0.008272 21.200026 0.094819 19.622719 0.097298 1.577307 -0.451936 0.13585854248077298
163.54668710855 -61.73636630879 -0.00313 0.003563 "Gaia EDR3 5241870386386847488" 0.14 4.928 -4.593 0.461 1.787 0.231 17.895758 0.003727 "" "" "" "" "" -0.076521 ""
163.55213064576 -61.74119374621 -0.000552 -0.001265 "Gaia EDR3 5241870386386848128" 0.1344 4.866 -4.519 0.176 1.806 0.169 17.593 0.003251 "" "" "" "" "" 0.109544 ""
163.5552656235 -61.7370128972 0.000933 0.002916 "Gaia EDR3 5241870386386848896" 0.1209 4.783 -4.375 0.141 1.931 0.116 18.274096 0.003162 19.344185 0.044746 17.185732 0.016796 2.158453 -0.106315 0.04779445712632376
163.5474786582 -61.7356093791 -0.002755 0.00432 "Gaia EDR3 5241870386386850560" 0.2327 4.533 -4.184 0.254 1.744 0.22 19.129555 0.004071 "" "" "" "" "" -0.082409 ""
163.54814034362 -61.73852429485 -0.002441 0.001405 "Gaia EDR3 5241870386386850816" 0.2883 5.156 -4.894 0.294 1.623 0.281 19.255674 0.004963 19.737286 0.072781 17.991127 0.060006 1.746159 0.069536 0.09432811880346177
163.54935845051 -61.73524761092 -0.001865 0.004681 "Gaia EDR3 5241870386386851072" 0.258 4.166 -3.671 0.297 1.969 0.242 19.293741 0.004123 "" "" "" "" "" -0.083948 ""
163.54985677684 -61.73953967716 -0.001628 0.000389 "Gaia EDR3 5241870386386851200" 0.3123 4.989 -4.763 0.399 1.486 0.328 19.011093 0.005323 "" "" "" "" "" 0.13107 ""
163.55353330739 -61.73830246697 0.000112 0.001627 "Gaia EDR3 5241870386386852224" 0.2742 4.395 -3.905 0.311 2.015 0.268 19.386377 0.004525 20.165823 0.065381 18.459143 0.031333 1.70668 0.36563399999999996 0.07250125550637036
163.55650431076 -61.73805777334 0.001519 0.001871 "Gaia EDR3 5241870386386852864" 0.2304 4.964 -4.519 0.282 2.054 0.228 19.027262 0.003929 "" "" "" "" "" 0.218769 ""
163.54126023128 -61.73787197279 -0.005699 0.002057 "Gaia EDR3 5241870386386856320" 0.3603 5.471 -5.066 0.439 2.066 0.348 19.738049 0.005411 "" "" "" "" "" 0.849792 ""
163.54436802174 -61.73708931913 -0.004228 0.002839 "Gaia EDR3 5241870386386856704" 0.3589 5.035 -4.734 0.405 1.714 0.341 19.752363 0.00475 20.500145 0.193875 18.602484 0.051343 1.897661 0.478046 0.20055826902424143
163.54721038269 -61.7342966019 -0.002882 0.005632 "Gaia EDR3 5241870386386857728" 0.4501 4.578 -4.117 0.58 2.001 0.526 20.073545 0.006259 21.109777 0.151252 19.338377 0.082008 1.7714 0.489549 0.17205371128807423
163.5536107021 -61.73698122836 0.000149 0.002948 "Gaia EDR3 5241870386386860416" 0.2938 5.28 -4.862 0.339 2.059 0.285 19.554377 0.005339 20.198034 0.091247 18.487555 0.031309 1.71048 -0.411317 0.09646900274181339
163.55441240216 -61.73995546588 0.000529 -2.6e-05 "Gaia EDR3 5241870386386860800" 0.2914 4.668 -4.224 0.346 1.988 0.303 19.448133 0.005261 19.87495 0.030928 18.083733 0.047286 1.791218 -0.034238 0.056502274113525736
163.55561173322 -61.74171718685 0.001096 -0.001788 "Gaia EDR3 5241870386386861056" 0.4273 4.769 -4.194 0.521 2.27 0.446 19.911005 0.005877 21.193409 0.213983 18.917675 0.107035 2.275734 0.46376900000000004 0.2392597239695808
163.54488508818 -61.73623904884 -0.003983 0.00369 "Gaia EDR3 5241870386386869120" 0.769 4.379 -3.768 1.056 2.231 0.824 20.546803 0.009386 "" "" "" "" "" 0.11589600000000001 ""
163.54280355143 -61.74028319849 -0.004968 -0.000355 "Gaia EDR3 5241870390663278720" 0.1332 4.542 -3.887 0.156 2.35 0.133 18.215033 0.003833 18.893877 0.05136 16.905468 0.018622 1.988409 -0.011664 0.05463175344065025
163.54227030109 -61.73941438284 -0.005221 0.000514 "Gaia EDR3 5241870390663279104" 0.1028 4.834 -4.352 0.117 2.104 0.104 18.08193 0.003376 18.911024 0.031731 16.819532 0.016308 2.091492 0.129659 0.03567642393794535
163.55455684254 -61.74275018923 0.000597 -0.002821 "Gaia EDR3 5241870390663285888" 0.4438 4.225 -3.722 0.579 1.999 0.913 19.30729 0.006031 "" "" "" "" "" 0.146873 ""
163.55648594497 -61.74005339424 0.00151 -0.000124 "Gaia EDR3 5241870390663295360" 0.0779 4.798 -4.425 0.088 1.853 0.08 17.611378 0.0031 18.511131 0.040493 16.409056 0.026802 2.102076 0.206656 0.04855955367381377
163.55530346709 -61.73772327867 0.00095 0.002206 "Gaia EDR3 5241870390663301248" 0.4236 4.417 -4.124 0.517 1.58 0.376 19.810863 0.005765 "" "" "" "" "" -0.1245 ""
163.5489102414 -61.74404051039 -0.002076 -0.004112 "Gaia EDR3 5241870390686887040" 0.0918 4.838 -4.431 0.107 1.943 0.093 17.914942 0.003032 18.994549 0.0184 16.825327 0.005843 2.169222 0.136862 0.01930545645666012
163.54662580561 -61.74257248379 -0.003158 -0.002644 "Gaia EDR3 5241870390686887296" 0.1731 5.354 -4.823 0.206 2.326 0.178 18.87024 0.003919 19.081945 0.034108 17.76008 0.024544 1.321865 -0.19836 0.042020989993097495
163.54639915008 -61.7413068635 -0.003265 -0.001378 "Gaia EDR3 5241870390686888960" 0.0948 5.05 -4.589 0.109 2.109 0.096 17.901825 0.003195 18.784063 0.033759 16.760004 0.013157 2.024059 0.213326 0.036232260901025756
163.54520784024 -61.73858759198 -0.00383 0.001341 "Gaia EDR3 5241870390686892160" 0.0767 4.936 -4.538 0.085 1.941 0.075 17.554451 0.002977 18.765331 0.015945 16.506462 0.006364 2.258869 0.21330600000000002 0.017168096021399695
163.55305299071 -61.7405093984 -0.000115 -0.00058 "Gaia EDR3 5241870390686893568" 0.1275 4.673 -4.19 0.143 2.068 0.127 17.844328 0.003328 18.67153 0.027054 16.601973 0.017262 2.069557 0.448351 0.03209198591548987
163.56185259625 -61.74339809919 0.004051 -0.003469 "Gaia EDR3 5241870390686893824" 0.0848 5.135 -4.711 0.101 2.043 0.085 17.709368 0.002931 18.775143 0.020409 16.68119 0.007391 2.093952 0.11880399999999999 0.021706085828633405
163.55656736553 -61.7410080095 0.001549 -0.001079 "Gaia EDR3 5241870390686894592" 0.4482 4.859 -4.578 0.72 1.631 0.726 19.527754 0.006169 "" "" "" "" "" -0.941804 ""
163.5552767302 -61.74009173658 0.000938 -0.000163 "Gaia EDR3 5241870390686895232" 1.1059 4.524 -4.235 1.427 1.59 1.006 20.368406 0.011373 "" "" "" "" "" 0.090901 ""
163.5597786013 -61.74091552316 0.003069 -0.000987 "Gaia EDR3 5241870390686896896" 0.0824 4.458 -4.009 0.092 1.949 0.08 16.618864 0.003062 17.723185 0.007077 15.467641 0.004869 2.255544 0.123452 0.00859017403781786
163.54924704184 -61.7372793865 -0.001917 0.00265 "Gaia EDR3 5241870390686897024" 0.0933 4.86 -4.448 0.105 1.957 0.093 17.907045 0.003035 19.193193 0.024507 16.848703 0.008135 2.34449 0.319359 0.02582191460755767
