RA_ICRS DE_ICRS _x _y EDR3Name e_Plx PM pmRA e_pmRA pmDE e_pmDE Gmag e_Gmag BPmag e_BPmag RPmag e_RPmag BP-RP Plx_corr e_BP-RP
106.70642529374 -11.68483975211 0.024639 0.045676 "Gaia EDR3 3046146597680929152" 0.0233 1.535 -0.599 0.027 1.413 0.022 14.267101 0.002793 15.333775 0.003971 13.249651 0.00387 2.084124 0.212499 0.005544884218809261
106.67923371058 -11.71827137081 -0.001989 0.012245 "Gaia EDR3 3046144909750052608" 0.0382 1.506 -0.573 0.039 1.392 0.038 15.624386 0.002806 16.468569 0.005864 14.71559 0.004015 1.752979 0.22835699999999998 0.007106808073952751
106.69299793179 -11.72161945492 0.011488 0.008897 "Gaia EDR3 3046144914053776384" 0.1774 1.511 -0.597 0.178 1.388 0.165 18.334187 0.003395 18.91833 0.032617 17.621017 0.016202 1.297312 0.214039 0.03641941093702643
106.67132245708 -11.71014478322 -0.009735 0.020372 "Gaia EDR3 3046144982773257344" 0.0939 1.525 -0.612 0.099 1.397 0.088 17.164259 0.003044 17.678463 0.017249 16.491112 0.008395 1.187351 0.1441 0.019183431027842753
106.68806327911 -11.73209602184 0.006656 -0.001579 "Gaia EDR3 3046141924756547072" 0.0347 1.477 -0.549 0.033 1.371 0.031 15.326043 0.002799 16.173698 0.003985 14.411086 0.004085 1.762612 0.223599 0.005706789815649425
106.67944954243 -11.74891270199 -0.001777 -0.018396 "Gaia EDR3 3046141821677348864" 0.052 1.558 -0.552 0.053 1.457 0.05 16.38563 0.002854 16.911903 0.005104 15.685014 0.005113 1.22689 0.20377900000000002 0.0072245127863406824
106.64566427755 -11.71840143832 -0.034859 0.012113 "Gaia EDR3 3046145047189004160" 0.1098 1.526 -0.563 0.111 1.418 0.098 17.618298 0.003096 18.209845 0.013756 16.883839 0.015178 1.326006 0.127415 0.02048412116738231
106.63739817943 -11.76178329687 -0.042946 -0.03127 "Gaia EDR3 3046144325638713216" 0.4752 1.482 -0.569 0.368 1.368 0.325 19.328268 0.005447 20.223166 0.092309 18.542793 0.019048 1.680372 0.129001 0.09425379453899987
106.69484985684 -11.72224027474 0.013302 0.008276 "Gaia EDR3 3046144909750037120" 0.097 1.488 -0.539 0.094 1.387 0.09 17.294727 0.003022 17.82817 0.011763 16.620943 0.006728 1.207228 0.221245 0.013551167957043407
106.67747613665 -11.72570711177 -0.00371 0.00481 "Gaia EDR3 3046144879694047488" 0.0425 1.489 -0.586 0.041 1.369 0.039 15.715089 0.002815 16.564196 0.006704 14.803656 0.004135 1.76054 0.242683 0.007876664332063415
