# 
# Subset of stars selected as members
# M1: primary mass
# M2: secondary mass (if binary system)
# P_binar: binary probability
# 
ID Mag Col M1 M1_std M2 M2_std P_binar
"Gaia EDR3 5857909438438268416" 14.39380 1.67633 2.04540 0.09247 1.78868 0.13921 0.49
"Gaia EDR3 5857909747673533184" 14.96348 2.18336 2.04473 0.09307 1.78509 0.14110 0.47
"Gaia EDR3 5857909747673520384" 15.44399 1.20552 2.04295 0.09143 1.79816 0.13583 0.51
"Gaia EDR3 5857909708953283200" 15.72624 2.05163 2.03724 0.09402 1.78719 0.14236 0.48
"Gaia EDR3 5857909708948518400" 15.77181 2.17146 2.03641 0.09402 1.78496 0.14462 0.46
"Gaia EDR3 5857909708948517888" 15.81681 1.72969 2.03437 0.09400 1.79311 0.14111 0.52
"Gaia EDR3 5857909713297191808" 16.00080 2.12737 2.02930 0.09580 1.78493 0.14539 0.46
"Gaia EDR3 5857909747673504640" 16.17336 1.92185 2.02948 0.09382 1.78904 0.14603 0.55
"Gaia EDR3 5857909713313754880" 16.28954 1.46623 2.03693 0.08993 1.81241 0.12692 0.57
"Gaia EDR3 5857909678953999616" 16.30461 2.90287 2.01625 0.09625 1.74884 0.16913 0.46
"Gaia EDR3 5857909816393000192" 16.40242 1.87728 2.02936 0.09011 1.78706 0.14738 0.61
"Gaia EDR3 5857909644594275456" 16.41395 2.35940 2.01975 0.09361 1.75891 0.16566 0.42
"Gaia EDR3 5857909644594240384" 16.42167 2.07876 2.02432 0.09313 1.77150 0.15697 0.46
"Gaia EDR3 5857909644594259968" 16.43573 1.65046 2.03615 0.08944 1.80546 0.12651 0.62
"Gaia EDR3 5857909816393044608" 16.46496 1.83003 2.03145 0.09106 1.78958 0.14186 0.65
"Gaia EDR3 5857909747673504256" 16.49316 2.13180 2.02166 0.09244 1.76133 0.16056 0.42
"Gaia EDR3 5857909404076053632" 16.51226 2.00093 2.02645 0.09232 1.76977 0.15374 0.53
"Gaia EDR3 5857909713297375872" 16.53853 1.60199 2.04548 0.08615 1.80967 0.11617 0.64
"Gaia EDR3 5857909747656997248" 16.54003 1.83899 2.03378 0.08965 1.78276 0.13683 0.68
"Gaia EDR3 5857909816393015808" 16.55485 1.98213 2.02751 0.09246 1.76655 0.15335 0.56
"Gaia EDR3 5857912633893969024" 16.58310 1.13534 2.03949 0.07894 1.81232 0.09100 0.58
"Gaia EDR3 5857909713297317248" 16.64051 2.20148 2.02009 0.09567 1.73738 0.16687 0.42
"Gaia EDR3 5857909713313770496" 16.64910 1.67472 2.04685 0.08605 1.80001 0.11621 0.68
"Gaia EDR3 5857912771330538880" 16.66620 1.88910 2.03975 0.08952 1.76350 0.14571 0.66
"Gaia EDR3 5857909644594284928" 16.69086 2.06709 2.02678 0.09496 1.73703 0.16299 0.45
"Gaia EDR3 5857909713297412992" 16.71773 1.89675 2.04191 0.08917 1.74348 0.14920 0.64
"Gaia EDR3 5857909713313757824" 16.73340 2.16653 2.02114 0.09588 1.72020 0.16696 0.41
"Gaia EDR3 5857912698245769088" 16.74566 1.84734 2.04310 0.08843 1.74722 0.14107 0.69
"Gaia EDR3 5857909816393022464" 16.75191 0.89179 1.96236 0.07282 1.75457 0.09584 0.60
"Gaia EDR3 5857909644577680768" 16.75722 1.87396 2.04273 0.08899 1.73760 0.14440 0.66
"Gaia EDR3 5857909713297288192" 16.78303 1.89765 2.04247 0.08847 1.72532 0.14927 0.62
"Gaia EDR3 5857912668251727872" 16.84660 1.86766 2.04396 0.08319 1.71609 0.14136 0.65
"Gaia EDR3 5857909816393040128" 16.86519 1.85859 2.04438 0.08113 1.71480 0.13927 0.66
"Gaia EDR3 5857909747673514240" 16.87516 1.12974 1.98909 0.07057 1.76447 0.08905 0.62
"Gaia EDR3 5857909644594266624" 16.93328 2.50137 2.00050 0.10067 1.64195 0.16975 0.44
"Gaia EDR3 5857909713297388160" 16.93962 1.82279 2.04298 0.07584 1.70711 0.12609 0.69
"Gaia EDR3 5857909610234518016" 16.94662 2.05204 2.02992 0.08845 1.64338 0.15434 0.34
"Gaia EDR3 5857909713297325312" 17.00705 1.74749 2.03916 0.06980 1.72862 0.11285 0.74
"Gaia EDR3 5857909713313770368" 17.03282 1.15881 1.95509 0.06772 1.74518 0.09618 0.67
"Gaia EDR3 5857912633891495808" 17.08634 1.88140 2.03283 0.06856 1.62546 0.12325 0.55
"Gaia EDR3 5857909743308243072" 17.10742 1.07252 1.92047 0.06335 1.73462 0.10306 0.69
"Gaia EDR3 5857909816376780160" 17.10916 1.02109 1.91206 0.06218 1.73312 0.10458 0.67
"Gaia EDR3 5857909713297294208" 17.11611 1.95557 2.02706 0.07121 1.60192 0.12802 0.33
"Gaia EDR3 5857909644594255616" 17.20474 1.93819 2.01718 0.06854 1.58439 0.11741 0.33
"Gaia EDR3 5857909713313782528" 17.21045 1.92355 2.01715 0.06753 1.58639 0.11597 0.37
"Gaia EDR3 5857909644577778944" 17.23342 1.72772 2.01289 0.06472 1.67740 0.10463 0.73
"Gaia EDR3 5857909713313759232" 17.23827 1.20140 1.91910 0.06209 1.72522 0.10263 0.72
"Gaia EDR3 5857909708953282560" 17.24523 1.92046 2.01146 0.06752 1.58279 0.11441 0.36
"Gaia EDR3 5857909713297220864" 17.30463 1.72508 2.00236 0.06324 1.65717 0.10623 0.70
"Gaia EDR3 5857909708953281664" 17.34167 1.78829 1.99783 0.06337 1.62427 0.10549 0.66
"Gaia EDR3 5857909708953283584" 17.38811 1.19133 1.90433 0.06256 1.68895 0.11358 0.75
