EDR3Name,_x,_y,RA_ICRS,DE_ICRS,Plx,e_Plx,pmRA,e_pmRA,pmDE,e_pmDE,Gmag,e_Gmag,BP-RP,e_BP-RP,probs_final,membs_select
Gaia EDR3 2021998623651052928,-0.025441,-0.000541,295.02163739921,26.25946200369,0.1308,0.0135,-2.373,0.01,-4.678,0.014,13.614081,0.002791,2.812816,0.005113384782183167,0.9763,1
Gaia EDR3 2021997936456193920,0.009639,-0.011909,295.06075306923,26.24809665093,0.1212,0.1029,-2.32,0.082,-4.659,0.104,18.039427,0.00295,1.845495,0.014883614617331665,0.9702,1
Gaia EDR3 2021997897752305280,-0.00163,-0.017775,295.0481886442,26.24223113151,0.0944,0.1406,-2.231,0.114,-4.709,0.141,18.693586,0.003078,1.946014,0.03141370806364316,0.9697,1
Gaia EDR3 2021998383132839936,0.006199,0.022881,295.05692054384,26.28288688751,0.0052,0.0523,-2.352,0.042,-4.581,0.052,16.887058,0.002833,2.779428,0.010378703077214915,0.9761,1
Gaia EDR3 2021998005132065280,-0.005848,0.002022,295.04348492819,26.26202803248,0.1453,0.1724,-2.272,0.136,-4.555,0.173,18.91927,0.003148,1.69121,0.03181149733442909,0.98,1
Gaia EDR3 2021998005133214080,-0.002866,0.007511,295.04681064763,26.26751691686,0.0575,0.579,-2.253,0.451,-4.753,0.569,20.386358,0.005831,,,0.9771,1
Gaia EDR3 2021997867693139072,-0.016532,-0.012751,295.0315741066,26.24725427921,0.0106,0.1322,-2.428,0.101,-4.552,0.131,18.073374,0.003479,2.096392,0.03032404234593858,0.9756,1
Gaia EDR3 2021997833377050112,-0.027908,-0.019712,295.01889224018,26.2402906064,0.0202,0.0486,-2.218,0.04,-4.624,0.05,16.146381,0.002829,2.729859,0.007148566050508311,0.9674,1
Gaia EDR3 2021998005175724160,-0.00598,0.0063,295.0433374864,26.26630608989,0.0309,0.0248,-2.392,0.02,-4.52,0.027,15.222578,0.002789,3.050839,0.005824814082220817,0.9796,1
Gaia EDR3 2021998005132060288,-0.004681,0.003077,295.04478703724,26.26308315577,-0.0143,0.2496,-2.238,0.186,-4.685,0.234,19.244783,0.003507,2.256296,0.09329157778330383,0.9778,1
Gaia EDR3 2021998761089982592,-0.008378,0.012828,295.04066301181,26.27283345348,0.0766,0.0564,-2.332,0.043,-4.494,0.058,16.965485,0.002817,2.544599,0.009176188375205431,0.9794,1
Gaia EDR3 2021998761046368640,-0.004679,0.014765,295.04478772257,26.27477123272,0.0223,0.3606,-2.43,0.283,-4.535,0.339,19.864004,0.004229,1.91411,0.0701650040166048,0.9777,1
Gaia EDR3 2021998829809593088,-0.019644,0.025651,295.02809679917,26.28565552419,0.1748,0.4916,-2.402,0.401,-4.507,0.507,20.178974,0.00508,1.87388,0.18532843731299933,0.9713,1
Gaia EDR3 2021997867693172352,-0.022693,-0.017563,295.02470608433,26.24244036678,0.1497,0.2651,-2.186,0.217,-4.614,0.264,19.538303,0.003723,2.120171,0.05123010481766938,0.9681,1
Gaia EDR3 2021998756745971328,-0.003679,0.017274,295.0459034689,26.2772798228,0.1858,0.1163,-2.188,0.094,-4.653,0.114,18.31547,0.003013,1.58334,0.01714081173481267,0.9743,1
Gaia EDR3 2021998005175711488,-0.000442,0.005023,295.04951320039,26.26502870654,0.0398,0.0532,-2.176,0.041,-4.671,0.053,16.913706,0.002813,2.320738,0.009001149050521127,0.974,1
Gaia EDR3 2021998005132088832,-0.003799,0.009896,295.04576995676,26.26990179029,0.0804,0.2688,-2.255,0.198,-4.833,0.275,19.409515,0.003771,,,0.9747,1
