EDR3Name,_x,_y,RA_ICRS,DE_ICRS,Plx,e_Plx,pmRA,e_pmRA,pmDE,e_pmDE,Gmag,e_Gmag,BP-RP,e_BP-RP,probs_final,membs_select
Gaia EDR3 5985413200471731840,-0.050222,-0.009978,234.77178544534,-50.0589484617,0.0439,0.0587,-3.945,0.058,-3.073,0.057,16.580854,0.002832,2.223832,0.009733353034598892,0.9974,1
Gaia EDR3 5985412517645814784,-0.023558,-0.003652,234.8133225953,-50.05264293078,0.0601,0.0928,-3.972,0.097,-3.093,0.081,17.569256,0.002913,2.158791,0.014144870147428146,0.9966,1
Gaia EDR3 5985413303550156416,-0.050483,0.011317,234.77141330344,-50.03765329363,0.0615,0.1115,-3.912,0.12,-3.117,0.101,17.822895,0.002998,1.767742,0.02405115701871771,0.9974,1
Gaia EDR3 5985413406630589312,-0.064708,0.001499,234.74924601331,-50.04745393488,0.0808,0.1462,-3.921,0.148,-3.113,0.117,18.168371,0.003202,1.916664,0.022569163493594512,0.996,1
Gaia EDR3 5985413406630178944,-0.059556,0.006658,234.75727822427,-50.04230207619,0.0829,0.1288,-3.959,0.13,-3.139,0.118,18.043701,0.002986,1.832378,0.04218089275190094,0.9968,1
Gaia EDR3 5985413273560103040,-0.03033,0.015665,234.80279519571,-50.03332218311,0.0006,0.0696,-3.954,0.071,-3.023,0.059,16.968073,0.002847,2.303207,0.013618930591966828,0.996,1
Gaia EDR3 5985414815379872000,-0.032887,0.026889,234.79882588105,-50.02209635797,0.1044,0.0812,-3.967,0.085,-3.039,0.069,17.265448,0.002852,2.252672,0.012837550080798484,0.9941,1
Gaia EDR3 5985413342279595520,-0.043252,0.018758,234.78268253979,-50.03021916859,-0.0004,0.0854,-3.937,0.088,-3.139,0.073,17.355183,0.002886,1.824535,0.013738833048883962,0.9966,1
Gaia EDR3 5985413514044473216,-0.052795,0.009696,234.76781136072,-50.03927195091,0.0115,0.1268,-3.89,0.119,-3.132,0.107,18.042286,0.003122,,,0.9973,1
Gaia EDR3 5985413273560080000,-0.031782,0.002039,234.8005204507,-50.04694705199,0.063,0.1023,-4.046,0.108,-3.097,0.096,17.730366,0.002929,1.860329,0.015330972154053813,0.9973,1
Gaia EDR3 5985413200472154496,-0.053593,-0.007662,234.76653880645,-50.05662887621,0.0648,0.5166,-4.047,0.538,-3.055,0.413,19.772045,0.00573,1.699623,0.18439869145324667,0.9972,1
Gaia EDR3 5985413170480869888,-0.062688,-0.011074,234.75236548624,-50.06002956744,-0.0244,0.0772,-4.004,0.08,-3.015,0.067,17.206627,0.002875,2.152105,0.012711858701363418,0.9957,1
Gaia EDR3 5985413234831894656,-0.033831,-0.00433,234.79732280113,-50.05331521287,0.1364,0.1408,-3.956,0.134,-3.024,0.108,18.116941,0.00304,1.870008,0.02667594386537694,0.9976,1
Gaia EDR3 5985413307885853312,-0.043018,-0.004336,234.78301410507,-50.05331324592,-0.0463,0.0381,-3.971,0.038,-3.022,0.034,15.44389,0.002939,3.404514,0.010628506999165701,0.9978,1
Gaia EDR3 5985413273560091264,-0.031885,0.008035,234.80036671933,-50.04095135739,0.1384,0.0989,-3.967,0.12,-3.02,0.071,17.17429,0.003071,,,0.9971,1
Gaia EDR3 5985413204840594432,-0.046043,-0.007607,234.77829826738,-50.0565816282,-0.0276,0.0442,-4.011,0.042,-3.011,0.039,16.090809,0.002837,2.720369,0.012820068074820964,0.9977,1
Gaia EDR3 5985412375838426112,-0.030562,-0.022327,234.80239569277,-50.07131434552,0.0901,0.1032,-4.047,0.109,-3.024,0.089,17.75017,0.002955,2.087555,0.017350241179729886,0.9957,1
Gaia EDR3 5985412478926509952,-0.025844,-0.009574,234.80975791033,-50.05856383909,0.0858,0.0941,-3.961,0.097,-2.966,0.082,17.58276,0.002915,2.184805,0.016491405173047768,0.9967,1
Gaia EDR3 5985413307919838592,-0.046489,0.00591,234.77762414507,-50.04306424593,0.1501,0.0733,-4.012,0.075,-3.108,0.069,17.060047,0.002846,2.098984,0.015184423491054512,0.9977,1
Gaia EDR3 5985413514044510720,-0.053168,0.014195,234.76723727143,-50.03477260685,-0.003,0.134,-4.079,0.133,-3.091,0.114,18.044413,0.003024,1.891468,0.02252084744042223,0.9968,1
Gaia EDR3 5985413269200491648,-0.030814,0.010122,234.80203502108,-50.03886504376,0.1108,0.0725,-4.0,0.076,-2.97,0.061,17.035488,0.002867,2.270422,0.019263795376270567,0.9966,1
Gaia EDR3 5985413514044535552,-0.050227,0.019506,234.77182479809,-50.02946514496,-0.014,0.2113,-3.852,0.214,-3.151,0.163,18.729343,0.003448,,,0.9964,1
Gaia EDR3 5985413307885924480,-0.045613,0.000344,234.77898016366,-50.04863141554,-0.029,0.0619,-3.835,0.058,-3.088,0.053,15.589411,0.003999,4.249034,0.03488242952568561,0.9978,1
Gaia EDR3 5985412483286065792,-0.028637,-0.011221,234.80540608865,-50.06020972771,0.1646,0.0552,-4.031,0.053,-3.057,0.047,16.613432,0.002822,2.308795,0.008919331353905997,0.9969,1
Gaia EDR3 5985413307919831424,-0.040028,0.004232,234.78768282755,-50.0447485695,0.0497,0.0849,-4.092,0.09,-3.124,0.072,17.331423,0.002915,2.116295,0.02271244502106242,0.9976,1
Gaia EDR3 5985412517645803904,-0.022639,-0.008196,234.81475141017,-50.05718792242,0.0064,0.159,-3.812,0.15,-3.104,0.118,18.197393,0.003054,2.046545,0.023682875897030633,0.9965,1
Gaia EDR3 5985413337911120384,-0.035892,0.024527,234.79414580883,-50.02445606191,-0.022,0.1656,-3.962,0.162,-3.215,0.126,18.316736,0.00312,2.027981,0.03292639444386129,0.9946,1
Gaia EDR3 5985413307885853056,-0.042666,-0.003715,234.78356274346,-50.05269303567,-0.0838,0.1254,-3.956,0.123,-3.162,0.106,18.036343,0.003375,1.807024,0.03160785437968083,0.9978,1
Gaia EDR3 5985412517611783040,-0.025665,-0.005301,234.81003963818,-50.05429139106,-0.0587,0.2396,-3.992,0.248,-3.186,0.189,18.920294,0.003509,2.071014,0.03715773280845293,0.9968,1
Gaia EDR3 5985413170446889856,-0.058725,-0.013507,234.75853329182,-50.06246780502,0.065,0.0583,-3.999,0.057,-3.225,0.05,16.646404,0.002855,2.180213,0.008936847551020264,0.9957,1
Gaia EDR3 5985413342245820288,-0.041901,0.02013,234.78478739978,-50.02884902035,0.0443,0.4324,-4.02,0.489,-3.224,0.34,19.672297,0.004436,1.773394,0.09373746887075883,0.996,1
Gaia EDR3 5985413239166390656,-0.040023,-0.002259,234.78768147268,-50.05123946758,0.0594,0.1615,-4.083,0.174,-2.979,0.124,18.060282,0.003528,,,0.9976,1
