EDR3Name,_x,_y,RA_ICRS,DE_ICRS,Plx,e_Plx,pmRA,e_pmRA,pmDE,e_pmDE,Gmag,e_Gmag,BP-RP,e_BP-RP,probs_final,membs_select
Gaia EDR3 5353694983808499584,0.002904,0.023936,160.35511246303,-55.28606856047,0.1437,0.0468,-6.712,0.051,3.252,0.042,16.592003,0.002813,2.082515,0.0072836966868774665,0.9986,1
Gaia EDR3 5353694983808492288,0.001434,0.020304,160.35253141423,-55.28970045138,0.1503,0.1438,-6.663,0.154,3.29,0.125,18.615725,0.003122,1.591934,0.04821244943070422,0.9987,1
Gaia EDR3 5353695357449534848,0.001803,0.040778,160.35317733174,-55.26922625491,0.1043,0.0798,-6.719,0.085,3.26,0.072,17.6495,0.002923,1.918974,0.016985407403323813,0.9971,1
Gaia EDR3 5353695361765627648,0.005441,0.025702,160.35956647525,-55.28430196479,0.1679,0.1836,-6.661,0.203,3.259,0.156,18.946619,0.003399,1.56015,0.028349052888277652,0.9985,1
Gaia EDR3 5353695155586110976,-0.014529,0.025239,160.32450104696,-55.28476272355,0.1637,0.1403,-6.709,0.145,3.231,0.125,18.516943,0.003219,1.753519,0.0231645124601175,0.9968,1
Gaia EDR3 5353694949448723072,-0.010371,0.009628,160.33179442011,-55.30037483895,0.1645,0.0391,-6.665,0.041,3.321,0.035,16.275612,0.002798,1.964994,0.005857771217511947,0.9978,1
Gaia EDR3 5353694983787481984,-0.007461,0.027523,160.33691191882,-55.28248022722,0.1655,0.2165,-6.74,0.217,3.308,0.175,19.13814,0.003657,1.685835,0.0684958365693784,0.998,1
Gaia EDR3 5353695155586051712,-0.022223,0.020906,160.31098639854,-55.28909241346,0.1001,0.166,-6.731,0.169,3.325,0.143,18.721832,0.00334,1.55916,0.026283315800826084,0.9949,1
Gaia EDR3 5353694979487923200,0.003462,0.025291,160.35609181341,-55.28471331567,0.1425,0.0391,-6.633,0.042,3.309,0.036,16.299294,0.002803,1.975431,0.0079289220320054,0.9986,1
Gaia EDR3 5353694846369494784,-0.011079,0.001297,160.33054634125,-55.30870529009,0.1513,0.0401,-6.696,0.042,3.35,0.036,16.26297,0.002801,2.139434,0.006565033392211948,0.9971,1
Gaia EDR3 5353694983787440128,0.004468,0.011375,160.35786019838,-55.29862903109,0.069,0.1441,-6.671,0.15,3.232,0.124,18.621458,0.003239,1.533039,0.0286565650900254,0.9984,1
Gaia EDR3 5353695323089798400,0.023209,0.034939,160.39075652398,-55.27505863728,0.1814,0.1127,-6.641,0.123,3.219,0.103,18.234648,0.00302,1.587814,0.01654254524046772,0.9954,1
Gaia EDR3 5353695018168166528,-0.019276,-0.002837,160.31614201053,-55.31283611138,0.1951,0.0452,-6.649,0.049,3.336,0.039,16.405691,0.00282,2.046368,0.007909783548133709,0.9951,1
Gaia EDR3 5353694983787435648,-0.006901,0.02078,160.33789352493,-55.28922342954,0.0856,0.2114,-6.671,0.221,3.356,0.182,19.105732,0.003577,1.550282,0.033495239651773166,0.9983,1
Gaia EDR3 5353695288729209344,0.008881,0.02191,160.36560852132,-55.28809369134,0.1422,0.1451,-6.78,0.154,3.227,0.13,18.633133,0.003199,1.694897,0.028504108245493688,0.9984,1
Gaia EDR3 5353694949448741888,0.001121,0.013425,160.35198245492,-55.2965795199,0.0839,0.0462,-6.79,0.05,3.31,0.042,16.63097,0.002806,2.153349,0.007150884638394771,0.9986,1
Gaia EDR3 5353694537131917440,0.029384,0.011638,160.40162721431,-55.29835497625,0.0305,0.1419,-6.705,0.147,3.322,0.123,18.53661,0.003251,1.4811,0.035825466719309966,0.9923,1
Gaia EDR3 5353695018146990464,-0.026737,0.00691,160.30304317733,-55.30308519242,0.1324,0.2569,-6.811,0.249,3.299,0.212,19.32328,0.005081,2.001465,0.06681479224185535,0.9938,1
Gaia EDR3 5353694979492412416,-0.002154,0.022169,160.34623066859,-55.28783482349,0.2003,0.1144,-6.768,0.121,3.203,0.1,18.238123,0.003052,1.587625,0.018558151962549025,0.9985,1
Gaia EDR3 5353694915067969792,0.005236,0.01178,160.35920943334,-55.29822403456,0.0148,0.1891,-6.702,0.199,3.268,0.168,19.019588,0.0035,1.570358,0.05011416568106599,0.9984,1
Gaia EDR3 5353694979487919872,-0.004412,0.02241,160.34226428823,-55.28759429211,0.0239,0.144,-6.658,0.152,3.225,0.125,18.603003,0.003366,1.636684,0.023421933867478782,0.9985,1
Gaia EDR3 5353694915068025856,0.01162,0.014256,160.37042218599,-55.29574669748,0.0525,0.2299,-6.733,0.247,3.183,0.197,19.310818,0.003843,1.653683,0.04814824923930648,0.9977,1
Gaia EDR3 5353695396125392384,0.007957,0.042644,160.36397840957,-55.26735914281,0.0367,0.0468,-6.78,0.049,3.254,0.041,16.561756,0.002812,2.02134,0.00875366517103183,0.9967,1
Gaia EDR3 5353694983808491776,-0.000623,0.021391,160.34891937882,-55.28861372827,0.1329,0.1011,-6.708,0.106,3.142,0.089,18.046394,0.003019,1.591139,0.02974591045132977,0.9985,1
Gaia EDR3 5353694983787461504,-0.006893,0.024255,160.33790859552,-55.28574873477,0.0246,0.1578,-6.778,0.165,3.236,0.136,18.704065,0.003304,1.619467,0.025746964047200397,0.9982,1
Gaia EDR3 5353694846369503616,-0.003016,0.000905,160.34471274635,-55.30909959289,0.0643,0.127,-6.779,0.148,3.182,0.118,18.438574,0.003128,1.813311,0.028725734027578567,0.9975,1
Gaia EDR3 5353694983787463680,-0.001672,0.020191,160.34707669966,-55.28981353683,0.0502,0.2578,-6.817,0.268,3.282,0.211,19.420935,0.003924,1.615309,0.05190687576954289,0.9986,1
Gaia EDR3 5353694915067963776,0.009888,0.006737,160.36738256491,-55.30326648052,0.2689,0.2753,-6.667,0.281,3.345,0.231,19.505133,0.004061,,,0.9972,1
Gaia EDR3 5353694979487916032,0.004728,0.020892,160.35831646613,-55.28911234038,0.2789,0.1241,-6.747,0.133,3.322,0.109,18.333124,0.003127,1.911644,0.024839269402920052,0.9987,1
