EDR3Name,_x,_y,RA_ICRS,DE_ICRS,Plx,e_Plx,pmRA,e_pmRA,pmDE,e_pmDE,Gmag,e_Gmag,BP-RP,e_BP-RP,probs_final,membs_select
Gaia EDR3 5237116892658784640,-0.002235,0.006903,169.91551867206,-65.21309988448,0.0643,0.0432,-4.029,0.046,1.351,0.046,16.516584,0.002837,1.873153,0.0070543078853906975,0.9902,1
Gaia EDR3 5237116823939316480,0.007204,0.004904,169.93803618083,-65.215098009,0.1121,0.0316,-4.046,0.034,1.38,0.036,15.827249,0.00281,2.271306,0.006952951812855614,0.9902,1
Gaia EDR3 5237115415180496000,-0.000572,0.001054,169.91948563393,-65.21894982453,0.1466,0.0749,-4.049,0.081,1.344,0.079,17.517242,0.003112,1.879992,0.013299958258742627,0.9906,1
Gaia EDR3 5237115586988713600,-0.019645,0.00408,169.8739884478,-65.21591577466,0.0857,0.0364,-3.996,0.041,1.33,0.04,16.131895,0.002813,2.313543,0.006870960433498879,0.9872,1
Gaia EDR3 5237115621348452480,-0.020536,0.009472,169.87187078583,-65.21052382654,0.0223,0.0215,-4.078,0.023,1.359,0.024,15.054026,0.002835,2.588446,0.0059075467423478755,0.9839,1
Gaia EDR3 5237115415190030080,-0.003305,-0.004427,169.91296373293,-65.22443067779,0.0211,0.0999,-4.136,0.112,1.327,0.106,17.89555,0.003092,2.054812,0.023199212814739485,0.9893,1
Gaia EDR3 5237115410866226816,-0.000318,0.002989,169.92009255357,-65.21701420197,0.1666,0.0861,-4.136,0.093,1.363,0.089,17.77774,0.003006,1.953285,0.017965494584788622,0.9901,1
Gaia EDR3 5237115415180486784,-0.001376,-0.003077,169.91756785389,-65.22308086888,0.0834,0.2267,-4.173,0.258,1.354,0.223,19.307861,0.003953,1.154371,0.07173977863765159,0.9895,1
Gaia EDR3 5237116823939319168,0.011289,0.001325,169.94778364539,-65.21867616142,0.1119,0.0881,-4.128,0.095,1.456,0.093,17.747932,0.002996,1.908772,0.0154699468388079,0.9894,1
Gaia EDR3 5237115376503620224,-0.001157,-0.014381,169.91808886082,-65.23438416694,0.1823,0.0867,-4.025,0.096,1.455,0.091,17.82093,0.002989,1.98041,0.015969084293150894,0.9859,1
Gaia EDR3 5237115410866225152,-0.002088,-0.000939,169.91586839184,-65.22094204426,-0.0355,0.0875,-4.031,0.104,1.274,0.09,17.675173,0.0031,1.894897,0.029181506448778798,0.9901,1
Gaia EDR3 5237116819614744064,0.006089,0.000727,169.93537848145,-65.21927537269,0.0976,0.0853,-4.196,0.09,1.402,0.086,17.683092,0.002969,1.954262,0.022380540053964167,0.9896,1
Gaia EDR3 5237116823939318656,0.010971,0.000157,169.9470262431,-65.21984414436,-0.0099,0.0889,-4.069,0.096,1.466,0.094,17.752352,0.003002,1.995098,0.01625838561790856,0.9897,1
Gaia EDR3 5237115415180509312,0.001112,-0.00123,169.92350477848,-65.22123389198,0.1298,0.2082,-4.203,0.239,1.41,0.206,19.148355,0.003688,1.922819,0.07631041632151997,0.9898,1
Gaia EDR3 5237116819614727936,0.002921,0.005804,169.92781892873,-65.21419936973,0.065,0.0925,-3.988,0.096,1.19,0.107,17.754679,0.003053,,,0.9887,1
Gaia EDR3 5237115415190034432,-0.001589,0.004482,169.9170595863,-65.2155215593,0.1094,0.1018,-4.177,0.115,1.218,0.108,18.095505,0.003113,1.067732,0.024517737853490096,0.9874,1
Gaia EDR3 5237116858289603456,0.016957,0.007043,169.96129764025,-65.21295491989,0.1444,0.2462,-4.008,0.276,1.522,0.25,19.37502,0.004103,1.943832,0.058736917054540344,0.9876,1
Gaia EDR3 5237115342143890816,0.01464,-0.008076,169.95578945184,-65.22807522878,0.0881,0.0853,-4.192,0.093,1.5,0.093,17.699772,0.002943,1.886362,0.014940654379760781,0.9843,1
Gaia EDR3 5237116823929818496,0.007268,0.002696,169.93818845952,-65.21730643833,0.1841,0.3309,-3.911,0.363,1.445,0.337,19.648037,0.005106,1.231802,0.06930999564922115,0.9905,1
Gaia EDR3 5237116892658789760,0.001399,0.009709,169.92418633971,-65.21029406443,0.0293,0.0986,-3.868,0.106,1.377,0.102,17.947033,0.003011,1.9641,0.01936169055629323,0.9901,1
Gaia EDR3 5237116888334976128,-0.000807,0.005999,169.91892621441,-65.21400437955,0.2416,0.0879,-3.967,0.095,1.26,0.092,17.806393,0.003014,1.926981,0.021001692030150915,0.9901,1
Gaia EDR3 5237115346461043456,0.007043,-0.012276,169.93766092531,-65.23227849697,0.2627,0.6654,-3.984,1.101,1.429,1.004,20.322388,0.008856,1.321501,0.12691632964652022,0.9837,1
Gaia EDR3 5237115380830288768,-0.008947,-0.002237,169.89950276969,-65.22223904108,0.086,0.1096,-3.888,0.13,1.469,0.116,18.181547,0.003122,2.058254,0.02539455430754086,0.9899,1
Gaia EDR3 5237116823929834880,0.008997,0.008011,169.94230921094,-65.21199098954,-0.0722,0.4337,-4.014,0.477,1.221,0.439,19.964739,0.004984,1.794807,0.09541055974699196,0.988,1
Gaia EDR3 5237115410866223360,-0.006009,-0.001844,169.90651283952,-65.2218465435,-0.1166,0.1431,-4.059,0.17,1.414,0.147,18.626926,0.003411,1.940907,0.04505388397572841,0.9903,1
Gaia EDR3 5237115415180458240,-0.009397,-0.000371,169.89843122506,-65.22037233072,0.2186,0.0951,-3.969,0.098,1.21,0.09,17.789305,0.00303,1.804592,0.026480535867889482,0.989,1
Gaia EDR3 5237115415180483072,-0.004793,0.004733,169.90941597943,-65.21527026977,-0.0095,0.5894,-3.956,0.809,1.529,0.612,20.293716,0.007335,1.343597,0.1355868446959947,0.9895,1
Gaia EDR3 5237115380820703104,-0.011654,-0.007938,169.89303793482,-65.22793843019,0.0885,0.9313,-3.891,1.126,1.525,1.342,20.31801,0.009624,,,0.9876,1
Gaia EDR3 5237115415190030720,-0.003288,-0.001308,169.91300434165,-65.22131076107,0.0404,0.094,-4.149,0.107,1.573,0.097,17.895174,0.00302,2.133465,0.031362576644200606,0.989,1
Gaia EDR3 5237105102944723584,0.02605,0.005846,169.98298969631,-65.21414498779,-0.1549,0.1158,-4.071,0.127,1.307,0.122,18.234861,0.003167,1.972849,0.02391805347703766,0.984,1
Gaia EDR3 5237116892649269120,0.001168,0.003759,169.9236378251,-65.21624419501,-0.1371,0.1544,-3.99,0.161,1.261,0.165,17.48351,0.00375,1.5553,0.04742941502080145,0.9902,1
Gaia EDR3 5237115342146752128,0.007435,-0.003321,169.9385919698,-65.22332389159,0.2919,0.1116,-4.165,0.127,1.236,0.118,18.163332,0.003115,2.005974,0.023008438049854293,0.9871,1
Gaia EDR3 5237115415180493696,-0.000145,-0.000997,169.9205054287,-65.22100086702,0.0696,0.0745,-4.178,0.082,1.589,0.078,17.305141,0.003012,2.022217,0.028209531617306438,0.9888,1
Gaia EDR3 5237115415190033024,0.000611,0.001151,169.92230746978,-65.21885279387,-0.0327,0.1047,-4.153,0.127,1.121,0.092,17.274645,0.003146,,,0.9847,1
Gaia EDR3 5237115346462355584,0.003975,0.001387,169.93033462607,-65.21861581391,0.0753,0.2781,-3.785,0.288,1.289,0.289,19.362858,0.007461,1.633417,0.10814450920502117,0.991,1
