EDR3Name,_x,_y,RA_ICRS,DE_ICRS,Plx,e_Plx,pmRA,e_pmRA,pmDE,e_pmDE,Gmag,e_Gmag,BP-RP,e_BP-RP,probs_final,membs_select
Gaia EDR3 5246554928657386624,-0.002048,-0.040236,150.80520507602,-64.79024079554,0.0505,0.0298,-3.008,0.034,2.466,0.03,15.846879,0.002782,1.428837,0.005931299386031354,0.9955,1
Gaia EDR3 5246556337411619328,0.01872,-0.010891,150.85391765536,-64.76088905478,0.0639,0.0239,-3.005,0.027,2.454,0.024,13.99979,0.002777,1.826557,0.005029511099134457,0.998,1
Gaia EDR3 5246559464147802112,-0.021405,0.015942,150.75986423063,-64.7340547999,0.0614,0.5308,-2.952,0.646,2.471,0.627,20.200733,0.007217,0.553705,0.17123483922051036,0.9978,1
Gaia EDR3 5246559464123552000,-0.015773,0.018078,150.7730628386,-64.73192272833,0.0389,0.0705,-2.984,0.08,2.505,0.074,17.560972,0.002928,1.250706,0.025279239300281066,0.9977,1
Gaia EDR3 5246556577905702656,0.024846,0.008709,150.86824089283,-64.74128489849,0.0506,0.1382,-3.028,0.161,2.475,0.168,18.57815,0.003322,0.951479,0.033017248613088114,0.9965,1
Gaia EDR3 5246556234327495936,0.019958,-0.027115,150.8568482173,-64.77711257149,0.0853,0.0371,-2.978,0.041,2.507,0.041,16.214552,0.002793,1.293439,0.0058208634797524165,0.9971,1
Gaia EDR3 5246557917954613888,-0.024765,-0.022691,150.75190951566,-64.77268462327,0.0635,0.0349,-2.998,0.04,2.522,0.037,16.180939,0.00279,1.304903,0.006337912215200867,0.9967,1
Gaia EDR3 5246559429783133056,-0.026983,0.003238,150.74676507034,-64.74675307081,0.0223,0.0387,-3.03,0.045,2.471,0.04,16.337526,0.002814,1.385161,0.0076505442240393465,0.9979,1
Gaia EDR3 5246559532862386560,-0.026446,0.03069,150.74808629623,-64.7193019215,0.0305,0.0234,-2.935,0.027,2.474,0.025,15.432345,0.002775,1.493721,0.0051864509140718265,0.9958,1
Gaia EDR3 5246557952314362752,-0.032826,-0.005344,150.73304411493,-64.75532891456,0.0079,0.0312,-2.992,0.036,2.433,0.034,15.8939,0.002784,1.364596,0.006479138095614065,0.9972,1
Gaia EDR3 5246556509186068992,-0.005846,0.009645,150.79631439575,-64.74035889562,0.1128,0.1503,-2.98,0.171,2.439,0.16,18.72479,0.003393,0.855875,0.03231893329245511,0.9986,1
Gaia EDR3 5246559532862371712,-0.026627,0.019909,150.74763900122,-64.73008266506,0.074,0.0342,-2.963,0.042,2.411,0.037,16.16002,0.002793,1.383085,0.00627433402625959,0.9972,1
Gaia EDR3 5246556165590595456,0.030468,-0.026378,150.88150988038,-64.77636560665,-0.0035,0.353,-3.011,0.39,2.47,0.354,19.832676,0.004828,0.902277,0.07871290322913557,0.9954,1
Gaia EDR3 5246556642331981824,0.011391,0.020427,150.83669765989,-64.72957593537,0.1234,0.0668,-2.957,0.074,2.481,0.071,17.448055,0.002894,1.268076,0.012348475745990318,0.9973,1
Gaia EDR3 5246556749723639552,0.039295,0.006617,150.90210932863,-64.74335937579,-0.0016,0.0403,-3.012,0.046,2.431,0.042,16.354172,0.00281,1.359773,0.006750702748744876,0.994,1
Gaia EDR3 5246559670301380096,-0.010388,0.044491,150.78570237136,-64.70551148539,0.0893,0.0267,-2.96,0.029,2.532,0.03,15.585216,0.002778,1.457736,0.005235613520758177,0.9932,1
Gaia EDR3 5246559429783145472,-0.015355,-0.001352,150.77401595361,-64.75135212373,0.0379,0.0491,-2.911,0.055,2.44,0.049,16.80156,0.002824,1.323734,0.00685999239812595,0.9987,1
Gaia EDR3 5246556406126158464,-4e-06,-0.026188,150.81000353191,-64.77619287225,0.0664,0.0357,-2.899,0.039,2.468,0.036,16.214724,0.002799,1.290412,0.0074430549090359404,0.9981,1
Gaia EDR3 5246556440486427648,0.005998,-0.001652,150.82407576702,-64.75165636962,-0.0256,0.0519,-3.016,0.058,2.471,0.055,16.9131,0.002831,1.289936,0.007393102119703496,0.9988,1
Gaia EDR3 5246556646644948736,0.007487,0.028939,150.82754674879,-64.72106444354,0.1041,0.5904,-2.948,0.658,2.535,0.635,20.35515,0.008208,0.986155,0.11681128108260569,0.9963,1
Gaia EDR3 5246554718191238016,0.002753,-0.044767,150.81647899505,-64.79477207145,0.0401,0.1588,-2.896,0.185,2.462,0.17,18.72544,0.003631,1.308515,0.029976687686101816,0.9943,1
Gaia EDR3 5246556509186066944,-0.003625,0.006567,150.8015177518,-64.74343724819,-0.0236,0.27,-2.946,0.288,2.488,0.252,19.372107,0.004432,,,0.9988,1
Gaia EDR3 5246554997377410304,-0.020989,-0.021739,150.76077028199,-64.77173541254,0.0887,0.0477,-2.939,0.055,2.392,0.049,16.79868,0.00283,1.342773,0.0074824129214331025,0.9973,1
Gaia EDR3 5246559498502611200,-0.030521,0.008367,150.73848499813,-64.74162052046,0.0291,0.0806,-2.95,0.092,2.555,0.091,17.769629,0.003638,1.359076,0.018841004197246696,0.9973,1
Gaia EDR3 5246556303027800320,0.03778,-0.004926,150.89859728224,-64.75490472246,0.151,0.1436,-2.955,0.168,2.447,0.165,18.676046,0.003393,0.867346,0.02515300596434399,0.9945,1
Gaia EDR3 5246556234310563968,0.019058,-0.022545,150.85472956218,-64.77254279618,0.0292,0.6221,-3.088,0.754,2.466,0.698,20.404005,0.007062,0.859287,0.1256839711290344,0.9974,1
Gaia EDR3 5246556607984259584,0.004798,0.00313,150.82125969152,-64.74687436081,-0.0073,0.1397,-3.066,0.156,2.493,0.15,18.533632,0.003295,0.854021,0.027715143919845846,0.9987,1
Gaia EDR3 5246556474845644160,-0.003959,-0.015282,150.80072853194,-64.76528648154,0.0335,0.0405,-3.065,0.046,2.401,0.042,16.332829,0.002795,1.324739,0.006179946929329997,0.9986,1
Gaia EDR3 5246556440485936384,0.014577,-0.014422,150.84420595291,-64.76442256863,0.018,0.055,-2.918,0.063,2.541,0.057,17.020382,0.002924,0.28883,0.007908632042201276,0.9984,1
Gaia EDR3 5246556333091771136,0.031318,-0.015554,150.88347491981,-64.76554033301,0.1519,0.1289,-2.981,0.161,2.412,0.135,18.315424,0.003281,1.283169,0.022342545232805117,0.996,1
Gaia EDR3 5246559429763697920,-0.025078,0.00458,150.75123458611,-64.74541310402,-0.0167,0.1423,-3.026,0.162,2.392,0.151,18.620338,0.003344,0.98317,0.022033230680610243,0.998,1
Gaia EDR3 5246554997357354880,-0.011281,-0.031468,150.78353822836,-64.78147026642,0.0617,0.178,-2.901,0.202,2.545,0.179,18.954012,0.003607,0.810181,0.04043862839889726,0.9968,1
Gaia EDR3 5246556543547723264,0.011224,0.006129,150.83632107534,-64.7438731161,0.0607,0.152,-3.098,0.18,2.442,0.167,18.668177,0.00375,0.788656,0.06222974393154305,0.9981,1
Gaia EDR3 5246556646625179008,0.006462,0.02938,150.82514692089,-64.72062429518,0.0444,0.1501,-3.024,0.172,2.585,0.167,18.711506,0.003504,0.876944,0.018866373204657307,0.9958,1
Gaia EDR3 5246556230012773760,0.020199,-0.019914,150.8574015142,-64.76991171787,0.0038,0.1658,-3.075,0.189,2.379,0.188,18.769625,0.003486,0.866701,0.028156362807042676,0.9972,1
Gaia EDR3 5246556509205402112,-0.001971,-0.002773,150.8053926481,-64.75277740219,0.0968,0.107,-2.854,0.124,2.469,0.104,18.091288,0.003136,1.073896,0.01570394065456709,0.999,1
Gaia EDR3 5246556234308155136,0.015742,-0.015924,150.84694056517,-64.76592422646,0.1723,0.1723,-3.008,0.209,2.543,0.187,18.833471,0.003475,0.844458,0.030559656751494652,0.9982,1
