EDR3Name,_x,_y,RA_ICRS,DE_ICRS,Plx,e_Plx,pmRA,e_pmRA,pmDE,e_pmDE,Gmag,e_Gmag,BP-RP,e_BP-RP,probs_final,membs_select
Gaia EDR3 5516044262248650368,-0.003349,0.015561,124.7050241284,-47.77444488184,0.1071,0.1405,-2.487,0.152,2.885,0.151,18.77757,0.003317,1.410133,0.03390771735845346,0.997,1
Gaia EDR3 5516043304472454784,0.039954,-0.008972,124.76948602643,-47.79896259546,0.0724,0.0555,-2.443,0.059,2.846,0.06,17.040604,0.002878,1.985533,0.02052130378266988,0.9914,1
Gaia EDR3 5516044266545102336,0.000119,0.012469,124.71018456606,-47.77753729605,0.127,0.0695,-2.502,0.074,2.848,0.076,17.57663,0.002904,0.718693,0.012104490698972603,0.9972,1
Gaia EDR3 5516043506329855616,0.000156,0.00614,124.71023999716,-47.7838655424,0.0453,0.0193,-2.483,0.022,2.833,0.022,14.91718,0.002777,2.131635,0.005615883597971998,0.9971,1
Gaia EDR3 5516043304472455168,0.045231,-0.000153,124.7773312961,-47.79013953115,0.1039,0.0282,-2.499,0.031,2.804,0.032,15.805708,0.002788,2.104624,0.009373897864079935,0.9886,1
Gaia EDR3 5516044369624316672,0.007259,0.034691,124.72080529396,-47.75531426513,0.0484,0.0324,-2.485,0.036,2.883,0.036,15.919583,0.002789,1.787296,0.007116860376302214,0.995,1
Gaia EDR3 5516044335264571904,-0.010067,0.026559,124.69503143233,-47.76344648243,0.0882,0.0458,-2.467,0.049,2.898,0.049,16.721395,0.002834,0.889523,0.008240991442901002,0.996,1
Gaia EDR3 5516043540686599296,0.018664,-0.004094,124.73778980205,-47.79409656354,0.0321,0.0813,-2.46,0.088,2.869,0.088,17.695839,0.002933,1.606585,0.012434687111306497,0.9961,1
Gaia EDR3 5516043441911393536,0.01225,-0.005642,124.72824230156,-47.79564677836,0.1397,0.0469,-2.477,0.05,2.886,0.05,16.801874,0.002851,1.89856,0.012526383482092266,0.9966,1
Gaia EDR3 5516043613710076800,0.012824,0.026692,124.72908597333,-47.76331277528,0.133,0.051,-2.441,0.057,2.888,0.055,16.764044,0.002853,1.926838,0.009547918123165031,0.9953,1
Gaia EDR3 5516043506326919040,0.008608,0.005567,124.72281882217,-47.78443859935,0.0605,0.1257,-2.456,0.136,2.917,0.146,18.56992,0.003241,1.78664,0.04556348057260743,0.9969,1
Gaia EDR3 5516038631547992960,-0.037093,0.019872,124.65481765286,-47.77012121739,0.0825,0.0417,-2.575,0.045,2.848,0.046,16.615358,0.002822,1.829991,0.007925578502909536,0.992,1
Gaia EDR3 5516044266545099136,-0.005829,0.016014,124.70133387831,-47.77399204749,0.0004,0.052,-2.441,0.056,2.816,0.057,16.865112,0.002836,1.692751,0.00928925053603697,0.9968,1
Gaia EDR3 5516043407552383232,-0.003587,-0.019741,124.7046662425,-47.80974722055,0.0829,0.0461,-2.408,0.051,2.923,0.05,16.80255,0.00283,1.8524,0.010452186765647978,0.9939,1
Gaia EDR3 5516044300904832000,-0.021232,0.012163,124.67841209747,-47.77783829542,0.1158,0.0475,-2.539,0.054,2.952,0.053,16.827608,0.00283,1.877212,0.010606955599712807,0.9951,1
Gaia EDR3 5516044335252963840,-0.009373,0.033224,124.69606577641,-47.75678148098,0.1326,0.0904,-2.543,0.103,2.746,0.109,17.965057,0.003027,1.750334,0.036424709483738923,0.9956,1
Gaia EDR3 5516043957307476736,0.043674,0.02633,124.7749804146,-47.76365786366,0.021,0.2643,-2.591,0.27,2.828,0.27,19.432055,0.004158,1.405539,0.06647976633139165,0.9839,1
