EDR3Name,_x,_y,RA_ICRS,DE_ICRS,Plx,e_Plx,pmRA,e_pmRA,pmDE,e_pmDE,Gmag,e_Gmag,BP-RP,e_BP-RP,probs_final,membs_select
Gaia EDR3 3111897216920309504,-0.006295,7e-06,110.22704131653,1.80805661263,0.1233,0.028,-0.261,0.027,-0.308,0.022,14.270944,0.002788,1.933184,0.005410563506286101,0.9987,1
Gaia EDR3 3111894266281620096,-0.004751,-0.009971,110.22858621154,1.79807841217,0.0274,0.0608,-0.283,0.055,-0.281,0.045,16.06722,0.002838,1.308626,0.00833520617173941,0.9984,1
Gaia EDR3 3111894193263284864,0.01175,-0.016124,110.24509550224,1.79192595885,0.0223,0.0691,-0.17,0.067,-0.315,0.056,16.543344,0.002866,1.404098,0.008828373894071545,0.9975,1
Gaia EDR3 3111897319999530496,-0.000846,0.005192,110.23249281304,1.81324176251,0.1916,0.1685,-0.347,0.157,-0.374,0.128,17.782106,0.003295,0.311558,0.02168707711943381,0.9987,1
Gaia EDR3 3111897182560557184,-0.021829,-0.002057,110.21150032789,1.80599267985,0.1305,0.3694,-0.122,0.298,-0.244,0.252,18.952044,0.004097,0.969889,0.06955421421690874,0.9973,1
Gaia EDR3 3111894231921883520,-0.013433,-0.01939,110.21990037571,1.78865935607,0.0023,0.0811,-0.295,0.064,-0.362,0.052,16.381733,0.002876,1.276126,0.009942366971063588,0.9969,1
Gaia EDR3 3111897319999529600,0.004893,0.004553,110.23823474314,1.81260296307,0.0875,0.072,-0.354,0.071,-0.394,0.055,16.516756,0.002873,1.396154,0.01021890645859633,0.9986,1
Gaia EDR3 3111894266279516672,0.001657,-0.001097,110.23499749138,1.80695213699,-0.007,0.7059,-0.154,0.509,-0.266,0.392,19.732977,0.006972,,,0.9987,1
Gaia EDR3 3111897216920315136,0.000638,0.003898,110.23397813511,1.81194790629,0.2064,0.1122,-0.288,0.104,-0.43,0.084,17.3272,0.002986,1.309095,0.022973060012611186,0.9987,1
Gaia EDR3 3111897354359296768,0.020356,0.017698,110.25370622275,1.82574729327,-0.0304,0.2794,-0.222,0.241,-0.381,0.226,18.743736,0.004222,1.034359,0.063085107534899,0.9939,1
Gaia EDR3 3111897496097025280,-0.025732,0.017217,110.20759429291,1.82526587235,-0.0536,0.2586,-0.206,0.225,-0.332,0.208,18.660389,0.003901,0.889635,0.052825897305376346,0.9955,1
Gaia EDR3 3111897285644040064,-0.01889,0.011084,110.21443973967,1.81913301344,0.32,0.3397,-0.226,0.276,-0.299,0.247,18.874043,0.004504,0.872709,0.052001826981722496,0.997,1
Gaia EDR3 3111897354359291520,0.013561,0.012966,110.24690725765,1.82101517047,-0.0537,0.1152,-0.367,0.108,-0.217,0.089,17.32836,0.003011,1.332354,0.014645025406997768,0.9975,1
Gaia EDR3 3111897324298331264,0.008202,0.008133,110.24154584558,1.81618291864,0.3033,0.5533,-0.409,0.449,-0.179,0.322,19.434101,0.005529,0.936928,0.08040026773304021,0.9983,1
Gaia EDR3 3111897216920315264,-0.001738,0.001557,110.23160087979,1.80960658208,0.3265,0.0763,-0.305,0.073,-0.427,0.058,16.60078,0.002932,1.233111,0.01006102139583237,0.9987,1
Gaia EDR3 3111894365062035968,0.012092,0.0052,110.24543747296,1.81324908726,0.2559,0.1983,-0.421,0.182,-0.429,0.174,18.143496,0.003402,1.227167,0.042175579251351486,0.998,1
Gaia EDR3 3111894261982774144,0.001246,-0.011064,110.23458592289,1.79698543864,-0.0538,0.3296,-0.393,0.272,-0.153,0.258,18.844612,0.004004,0.942821,0.06594275279911399,0.9981,1
Gaia EDR3 3111897216920309888,-0.00852,-0.001378,110.22481525798,1.80667179007,0.2136,0.3156,-0.021,0.259,-0.309,0.249,18.825455,0.004321,0.963865,0.05563630230375149,0.9984,1
Gaia EDR3 3111897319999545600,-0.000863,0.010716,110.23247651151,1.81876559042,0.1594,0.3257,-0.492,0.268,-0.125,0.245,18.913874,0.004879,0.854839,0.08456272530168328,0.9979,1
Gaia EDR3 3111897216923865216,0.000388,0.003268,110.233727798,1.8113174672,-0.0185,0.2014,-0.463,0.178,-0.437,0.159,18.1533,0.003648,1.146753,0.0305140960219977,0.9985,1
Gaia EDR3 3111894365062020096,0.011597,0.001359,110.244942703,1.80940801656,0.4135,0.2855,-0.233,0.24,-0.315,0.226,18.764524,0.004137,0.938074,0.039403741969580144,0.9984,1
Gaia EDR3 3111897255576767872,-0.029898,-0.001683,110.20342697675,1.8063662728,0.2198,0.6109,-0.568,0.459,-0.353,0.407,19.614498,0.006049,,,0.9926,1
