# 
# Subset of stars selected as members
# M1: primary mass
# M2: secondary mass (if binary system)
# P_binar: binary probability
# 
ID Mag Col M1 M1_std M2 M2_std P_binar
"Gaia EDR3 3046146597680929152" 14.26710 2.08412 1.71074 0.22184 1.50045 0.23548 0.58
"Gaia EDR3 3046145017133026304" 14.27670 0.74292 1.71305 0.22111 1.52312 0.23680 0.55
"Gaia EDR3 3046145154571959424" 14.37700 1.94826 1.71105 0.22206 1.50201 0.23520 0.60
"Gaia EDR3 3046141134482869376" 14.74952 1.90293 1.71110 0.22189 1.50198 0.23786 0.61
"Gaia EDR3 3046144364298013952" 14.83514 0.79064 1.71238 0.21600 1.52304 0.22107 0.55
"Gaia EDR3 3046141924756547072" 15.32604 1.76261 1.71152 0.22030 1.46959 0.21492 0.61
"Gaia EDR3 3046144909750052608" 15.62439 1.75298 1.70715 0.21646 1.43522 0.19178 0.56
"Gaia EDR3 3046141512439721984" 15.70046 1.78096 1.70425 0.21405 1.42324 0.18485 0.53
"Gaia EDR3 3046144879694047488" 15.71509 1.76054 1.70393 0.21381 1.42302 0.18435 0.54
"Gaia EDR3 3046144810974596992" 15.74187 1.80868 1.70315 0.21339 1.41754 0.18246 0.52
"Gaia EDR3 3046145081548716032" 15.82974 1.90048 1.69918 0.21028 1.40734 0.17621 0.48
"Gaia EDR3 3046147491034141312" 16.06147 1.85122 1.68957 0.20369 1.40072 0.16509 0.48
"Gaia EDR3 3046146391522514688" 16.14450 0.98408 1.65434 0.17361 1.45449 0.15653 0.63
"Gaia EDR3 3046141856037080320" 16.33111 1.25846 1.64766 0.17015 1.40909 0.15158 0.66
"Gaia EDR3 3046144772311034240" 16.38342 1.37320 1.64695 0.16994 1.39352 0.14860 0.64
"Gaia EDR3 3046141821677348864" 16.38563 1.22689 1.64156 0.16599 1.40709 0.15060 0.66
"Gaia EDR3 3046145047188999680" 16.49357 1.84883 1.65855 0.18599 1.35419 0.14886 0.50
"Gaia EDR3 3046141920452773248" 16.51893 1.28957 1.63025 0.15845 1.37977 0.14248 0.66
"Gaia EDR3 3046141924756552320" 16.53596 1.26543 1.62773 0.15670 1.38123 0.14103 0.66
"Gaia EDR3 3046145188931678336" 16.70734 1.30221 1.61134 0.14853 1.35448 0.13308 0.65
"Gaia EDR3 3046146460241993344" 16.73621 1.24947 1.60666 0.14581 1.35653 0.13253 0.66
"Gaia EDR3 3046144845334321792" 16.75913 1.20370 1.60324 0.14432 1.35858 0.13032 0.66
"Gaia EDR3 3046146735119895552" 16.77443 1.33454 1.60489 0.14453 1.33437 0.12934 0.64
"Gaia EDR3 3046144982773257216" 16.79098 0.79308 1.59017 0.14061 1.36937 0.13081 0.55
"Gaia EDR3 3046144982773253760" 16.80189 1.10741 1.59732 0.14217 1.36090 0.13017 0.64
"Gaia EDR3 3046144948413529472" 16.80272 1.15227 1.59813 0.14228 1.35678 0.13078 0.65
