ID MP sel
"Gaia EDR3 5588806029058941696" 1.0 1
"Gaia EDR3 5588806132138139904" 1.0 1
"Gaia EDR3 5588805685461552128" 1.0 1
"Gaia EDR3 5588805651101991424" 1.0 1
"Gaia EDR3 5588804929547478656" 1.0 1
"Gaia EDR3 5588806166497877120" 1.0 1
"Gaia EDR3 5588806127837945216" 1.0 1
"Gaia EDR3 5588806132138146048" 1.0 1
"Gaia EDR3 5588805818600229376" 1.0 1
"Gaia EDR3 5588805960339462272" 1.0 1
"Gaia EDR3 5588805685452741504" 1.0 1
"Gaia EDR3 5588806338296574208" 1.0 1
"Gaia EDR3 5588806162197721472" 1.0 1
"Gaia EDR3 5588806063418665728" 1.0 1
"Gaia EDR3 5588806029058943488" 1.0 1
"Gaia EDR3 5588806162196633472" 1.0 1
"Gaia EDR3 5588806437075677056" 1.0 1
"Gaia EDR3 5588806166497874176" 1.0 1
"Gaia EDR3 5588806132138143872" 1.0 1
"Gaia EDR3 5588805303204151808" 1.0 1
"Gaia EDR3 5588806372656309888" 1.0 1
"Gaia EDR3 5588805960339459584" 1.0 1
"Gaia EDR3 5588805754181031552" 1.0 1
"Gaia EDR3 5588805234484641664" 1.0 1
"Gaia EDR3 5588805960339460864" 1.0 1
"Gaia EDR3 5588805337563919616" 1.0 1
"Gaia EDR3 5588806269577082624" 1.0 1
"Gaia EDR3 5588818158046576512" 1.0 1
"Gaia EDR3 5588804860828002048" 1.0 1
"Gaia EDR3 5588806441375783424" 1.0 1
"Gaia EDR3 5588805646801517312" 1.0 1
"Gaia EDR3 5588805754181029248" 1.0 1
"Gaia EDR3 5588806471435400704" 1.0 1
"Gaia EDR3 5588806475725339520" 1.0 1
"Gaia EDR3 5588805749880774016" 1.0 1
"Gaia EDR3 5588806333996389504" 1.0 1
"Gaia EDR3 5588806093478190208" 1.0 1
"Gaia EDR3 5588806368356152576" 1.0 1
"Gaia EDR3 5588805303204181376" 1.0 1
"Gaia EDR3 5588805307495584768" 1.0 1
"Gaia EDR3 5588806059118421248" 1.0 1
"Gaia EDR3 5588805440643171712" 1.0 1
"Gaia EDR3 5588806127837929344" 1.0 1
"Gaia EDR3 5588818153746434176" 1.0 1
"Gaia EDR3 5588806093478203648" 1.0 1
"Gaia EDR3 5588805887319765504" 1.0 1
"Gaia EDR3 5588806024758750720" 1.0 1
"Gaia EDR3 5588818153748744832" 1.0 1
"Gaia EDR3 5588817775789898368" 1.0 1
"Gaia EDR3 5588805956041144320" 1.0 1
"Gaia EDR3 5588806162197736704" 1.0 1
"Gaia EDR3 5588805303206591232" 1.0 1
"Gaia EDR3 5588805681161275008" 1.0 1
"Gaia EDR3 5588806059118454784" 1.0 1
"Gaia EDR3 5588806132127985920" 1.0 1
"Gaia EDR3 5588806132129319680" 1.0 1
"Gaia EDR3 5588805440643195136" 1.0 1
"Gaia EDR3 5588806132129302528" 1.0 1
"Gaia EDR3 5588806162197699968" 1.0 1
"Gaia EDR3 5588806097778575360" 1.0 1
"Gaia EDR3 5588805440643182720" 1.0 1
"Gaia EDR3 5588806402715921280" 1.0 1
"Gaia EDR3 5588806338287743488" 1.0 1
"Gaia EDR3 5588806368358484224" 1.0 1
"Gaia EDR3 5588806132138469120" 1.0 1
"Gaia EDR3 5588806127837937152" 1.0 1
"Gaia EDR3 5588806196557434496" 1.0 1
"Gaia EDR3 5588806166498053632" 1.0 1
"Gaia EDR3 5588805303204185856" 1.0 1
"Gaia EDR3 5588806132129321728" 1.0 1
"Gaia EDR3 5588805440643167360" 1.0 1
"Gaia EDR3 5588806333996383744" 1.0 1
"Gaia EDR3 5588806127837951488" 1.0 1
"Gaia EDR3 5588806063409820416" 1.0 1
"Gaia EDR3 5588806063409815552" 1.0 1
"Gaia EDR3 5588806407007240192" 1.0 1
"Gaia EDR3 5588806132129295616" 1.0 1
"Gaia EDR3 5588806063409817728" 1.0 1
"Gaia EDR3 5588806132129301120" 1.0 1
"Gaia EDR3 5588806093478208128" 1.0 1
"Gaia EDR3 5588806372647454464" 1.0 1
"Gaia EDR3 5588805681161279616" 1.0 1
"Gaia EDR3 5588806368356160000" 1.0 1
"Gaia EDR3 5588805960330672896" 1.0 1
"Gaia EDR3 5588805956039252608" 1.0 1
"Gaia EDR3 5588806029059108736" 1.0 1
"Gaia EDR3 5588806372647452800" 1.0 1
"Gaia EDR3 5588806127837918976" 1.0 1
"Gaia EDR3 5588806372647461632" 1.0 1
"Gaia EDR3 5588806162197695360" 1.0 1
"Gaia EDR3 5588805444934436992" 1.0 1
"Gaia EDR3 5588806265276935680" 1.0 1
"Gaia EDR3 5588805376214946560" 1.0 1
"Gaia EDR3 5588806063414867328" 1.0 1
"Gaia EDR3 5588805925970956928" 1.0 1
"Gaia EDR3 5588806132129299456" 1.0 1
"Gaia EDR3 5588806437075660544" 1.0 1
"Gaia EDR3 5588805749880781824" 1.0 1
"Gaia EDR3 5588806097779584512" 1.0 1
"Gaia EDR3 5588805715521023488" 1.0 1
"Gaia EDR3 5588806372647460352" 1.0 1
"Gaia EDR3 5588806097769500800" 1.0 1
"Gaia EDR3 5588806368356171392" 1.0 1
"Gaia EDR3 5588805818600233216" 1.0 1
"Gaia EDR3 5588806505796994944" 1.0 1
"Gaia EDR3 5588806265276944768" 1.0 1
"Gaia EDR3 5588805268844400768" 1.0 1
"Gaia EDR3 5588806200848696064" 1.0 1
"Gaia EDR3 5588805754172238720" 1.0 1
"Gaia EDR3 5588806333996429184" 1.0 1
"Gaia EDR3 5588806505795172224" 1.0 1
"Gaia EDR3 5588805960330658432" 1.0 1
"Gaia EDR3 5588804895187742976" 1.0 1
"Gaia EDR3 5588806127837950592" 1.0 1
"Gaia EDR3 5588806230917211264" 1.0 1
"Gaia EDR3 5588806132129304960" 1.0 1
"Gaia EDR3 5588805960330662528" 1.0 1
"Gaia EDR3 5588806196557464832" 1.0 1
"Gaia EDR3 5588804925246989696" 1.0 1
"Gaia EDR3 5588806063419779072" 1.0 1
"Gaia EDR3 5588805960330683904" 1.0 1
"Gaia EDR3 5588806097768235264" 1.0 1
"Gaia EDR3 5588806063413470336" 1.0 1
"Gaia EDR3 5588805754172224256" 1.0 1
"Gaia EDR3 5588806059118454912" 1.0 1
"Gaia EDR3 5588805749880785280" 1.0 1
"Gaia EDR3 5588804895182382592" 1.0 1
"Gaia EDR3 5588805990398984832" 1.0 1
"Gaia EDR3 5588806368356152832" 1.0 1
"Gaia EDR3 5588806097769532416" 1.0 1
"Gaia EDR3 5588806132132947968" 1.0 1
"Gaia EDR3 5588805960334254976" 1.0 1
"Gaia EDR3 5588805307504749824" 1.0 1
"Gaia EDR3 5588806437075668736" 1.0 1
"Gaia EDR3 5588805925974523136" 1.0 1
"Gaia EDR3 5588806544444822016" 1.0 1
"Gaia EDR3 5588806029048815872" 1.0 1
"Gaia EDR3 5588805341858968448" 1.0 1
"Gaia EDR3 5588806063413475840" 1.0 1
"Gaia EDR3 5588805307499230720" 1.0 1
"Gaia EDR3 5588806166487707648" 1.0 1
"Gaia EDR3 5588805303204166144" 1.0 1
"Gaia EDR3 5588805925974525184" 1.0 1
"Gaia EDR3 5588806132132947456" 1.0 1
"Gaia EDR3 5588806372647456000" 1.0 1
"Gaia EDR3 5588806372651101312" 1.0 1
"Gaia EDR3 5588806063409812096" 1.0 1
"Gaia EDR3 5588805754175832320" 1.0 1
"Gaia EDR3 5588806132132947584" 1.0 1
"Gaia EDR3 5588818158041750016" 1.0 1
"Gaia EDR3 5588806441365620736" 1.0 1
"Gaia EDR3 5588806097773206656" 1.0 1
"Gaia EDR3 5588805754172225536" 1.0 1
"Gaia EDR3 5588806200852415360" 1.0 1
"Gaia EDR3 5588806097773205248" 1.0 1
"Gaia EDR3 5588806471435388800" 1.0 1
"Gaia EDR3 5588806132132947328" 1.0 1
"Gaia EDR3 5588805337563908224" 1.0 1
"Gaia EDR3 5588806269568190208" 1.0 1
"Gaia EDR3 5588805337563928576" 1.0 1
"Gaia EDR3 5588806063409835136" 1.0 1
"Gaia EDR3 5588806200852809856" 1.0 1
"Gaia EDR3 5588806338286437504" 1.0 1
"Gaia EDR3 5588806166493079936" 1.0 1
