# 
# Subset of stars selected as members
# M1: primary mass
# M2: secondary mass (if binary system)
# P_binar: binary probability
# 
ID Mag Col M1 M1_std M2 M2_std P_binar
"Gaia EDR3 5588806029058941696" 15.13721 2.25827 1.27378 0.10977 1.08743 0.13934 0.43
"Gaia EDR3 5588806132138139904" 15.30102 2.20137 1.27375 0.10976 1.08807 0.13985 0.42
"Gaia EDR3 5588805685461552128" 15.45076 2.18547 1.27383 0.10981 1.08850 0.13984 0.42
"Gaia EDR3 5588805651101991424" 15.82037 2.09294 1.27393 0.10994 1.08811 0.13858 0.43
"Gaia EDR3 5588804929547478656" 15.90769 1.26748 1.27517 0.11043 1.09429 0.13687 0.49
"Gaia EDR3 5588806166497877120" 16.15124 1.90957 1.27392 0.11031 1.09212 0.13599 0.45
"Gaia EDR3 5588806127837945216" 16.49048 1.89492 1.27297 0.10995 1.09209 0.13488 0.47
"Gaia EDR3 5588806132138146048" 16.56619 1.89593 1.27299 0.11017 1.09172 0.13475 0.47
"Gaia EDR3 5588805818600229376" 16.63288 1.83384 1.27365 0.11027 1.09305 0.13624 0.49
"Gaia EDR3 5588805960339462272" 16.69290 1.98443 1.27248 0.10971 1.08739 0.13551 0.46
"Gaia EDR3 5588805685452741504" 16.87997 1.76215 1.27551 0.11077 1.09322 0.13571 0.50
"Gaia EDR3 5588806338296574208" 16.91649 1.75943 1.27562 0.11099 1.09260 0.13388 0.49
"Gaia EDR3 5588806162197721472" 16.97648 1.79610 1.27517 0.11090 1.09094 0.13420 0.48
"Gaia EDR3 5588806063418665728" 17.00110 1.81728 1.27490 0.11084 1.08790 0.13339 0.48
"Gaia EDR3 5588806029058943488" 17.00518 1.70049 1.27552 0.11096 1.09058 0.13322 0.49
"Gaia EDR3 5588806162196633472" 17.05421 1.77334 1.27487 0.11088 1.08805 0.13112 0.48
"Gaia EDR3 5588806437075677056" 17.07471 1.64221 1.27511 0.11092 1.08788 0.13199 0.49
"Gaia EDR3 5588806166497874176" 17.11286 1.81521 1.27399 0.11075 1.08174 0.13155 0.47
"Gaia EDR3 5588806132138143872" 17.11877 1.87456 1.27344 0.11052 1.08098 0.13122 0.46
"Gaia EDR3 5588805303204151808" 17.11930 1.86115 1.27358 0.11058 1.08061 0.13171 0.46
"Gaia EDR3 5588806372656309888" 17.14391 1.81298 1.27358 0.11067 1.08129 0.13064 0.47
"Gaia EDR3 5588805960339459584" 17.16775 1.81794 1.27313 0.11050 1.07975 0.13118 0.47
"Gaia EDR3 5588805754181031552" 17.17846 0.88477 1.27462 0.11017 1.08728 0.12930 0.50
"Gaia EDR3 5588805234484641664" 17.18173 1.84645 1.27268 0.11041 1.07954 0.13084 0.46
"Gaia EDR3 5588805960339460864" 17.20245 1.82528 1.27246 0.11037 1.07862 0.13080 0.46
"Gaia EDR3 5588805337563919616" 17.24495 1.88028 1.27142 0.10995 1.07308 0.12733 0.43
"Gaia EDR3 5588806269577082624" 17.25599 1.87771 1.27130 0.10992 1.07224 0.12713 0.43
"Gaia EDR3 5588818158046576512" 17.26413 1.87058 1.27118 0.11004 1.07248 0.12768 0.44
"Gaia EDR3 5588804860828002048" 17.30156 1.51595 1.27177 0.11004 1.07785 0.12904 0.49
"Gaia EDR3 5588806441375783424" 17.46653 1.95137 1.26683 0.10808 1.06709 0.12881 0.41
"Gaia EDR3 5588805646801517312" 17.85631 1.83338 1.26250 0.10640 1.07300 0.13094 0.44
"Gaia EDR3 5588805754181029248" 18.06968 1.82775 1.26019 0.10571 1.07348 0.13427 0.44
"Gaia EDR3 5588806471435400704" 18.18665 0.80834 1.25507 0.10330 1.10747 0.12756 0.53
"Gaia EDR3 5588806475725339520" 18.19983 0.83203 1.25495 0.10324 1.10737 0.12762 0.53
"Gaia EDR3 5588805749880774016" 18.24598 0.86376 1.25418 0.10280 1.10738 0.12819 0.53
"Gaia EDR3 5588806333996389504" 18.30900 1.76077 1.25790 0.10510 1.07333 0.13151 0.47
"Gaia EDR3 5588806093478190208" 18.33431 1.83818 1.25775 0.10509 1.06993 0.13123 0.43
"Gaia EDR3 5588806368356152576" 18.40334 1.71546 1.25694 0.10496 1.07749 0.12979 0.49
"Gaia EDR3 5588805303204181376" 18.43826 1.76753 1.25669 0.10492 1.07467 0.13034 0.46
"Gaia EDR3 5588805307495584768" 18.47927 1.24609 1.25357 0.10289 1.10499 0.12776 0.56
"Gaia EDR3 5588806059118421248" 18.54591 1.20960 1.25188 0.10209 1.10528 0.12533 0.58
