# 
# Subset of stars selected as members
# M1: primary mass
# M2: secondary mass (if binary system)
# P_binar: binary probability
# 
ID Mag Col M1 M1_std M2 M2_std P_binar
"Gaia EDR3 2021998726730242816" 13.14997 0.87152 2.11788 0.18651 1.88996 0.22002 0.54
"Gaia EDR3 2021998623651052928" 13.61408 2.81282 2.11906 0.18766 1.88387 0.22161 0.56
"Gaia EDR3 2021997936456193664" 14.86229 3.84556 2.11804 0.18761 1.87927 0.22198 0.58
"Gaia EDR3 2021999207766611968" 15.16449 2.84790 2.11906 0.18766 1.88297 0.22168 0.61
"Gaia EDR3 2021998005175724160" 15.22258 3.05084 2.11906 0.18766 1.88182 0.22133 0.61
"Gaia EDR3 2021998005175699456" 16.11514 2.51689 2.11863 0.18778 1.88536 0.21699 0.66
"Gaia EDR3 2021997833377050112" 16.14638 2.72986 2.11843 0.18734 1.88134 0.21926 0.67
"Gaia EDR3 2021997867736792960" 16.20104 2.22553 2.11843 0.18748 1.89574 0.21561 0.64
"Gaia EDR3 2021998314413310848" 16.64838 1.96077 2.11589 0.18510 1.91950 0.20236 0.63
"Gaia EDR3 2021997902096473216" 16.84285 2.68235 2.11429 0.18782 1.86822 0.23081 0.71
"Gaia EDR3 2021998383132839936" 16.88706 2.77943 2.11368 0.18758 1.86295 0.23426 0.68
"Gaia EDR3 2021998005175711488" 16.91371 2.32074 2.11664 0.18752 1.91674 0.20828 0.71
"Gaia EDR3 2021998761089982592" 16.96549 2.54460 2.11554 0.18730 1.89362 0.22256 0.73
"Gaia EDR3 2021997902096486016" 17.11602 2.53614 2.11513 0.18732 1.89008 0.21781 0.73
"Gaia EDR3 2021998005175714176" 17.15962 2.46018 2.11590 0.18666 1.89418 0.20894 0.74
"Gaia EDR3 2021998005175718144" 17.16472 2.53663 2.11519 0.18691 1.88613 0.21640 0.73
"Gaia EDR3 2021997970816002560" 17.28296 2.60024 2.11453 0.18597 1.86534 0.22069 0.71
"Gaia EDR3 2021997897752340096" 17.48876 1.60742 2.05882 0.15747 1.85662 0.14260 0.67
"Gaia EDR3 2021998726730256768" 17.57357 2.68166 2.11053 0.18343 1.80573 0.22244 0.60
"Gaia EDR3 2021998000841283584" 17.66241 2.50593 2.11190 0.18165 1.78411 0.20310 0.69
"Gaia EDR3 2021997829032812032" 17.68774 2.65045 2.10882 0.18250 1.77160 0.22410 0.58
"Gaia EDR3 2021997902052640640" 17.69682 2.32484 2.10987 0.17942 1.82643 0.18295 0.76
"Gaia EDR3 2021997970815977728" 17.70974 2.42060 2.11003 0.18075 1.78847 0.19704 0.74
"Gaia EDR3 2021998000841283456" 17.72413 2.22923 2.10354 0.17470 1.83878 0.17352 0.73
"Gaia EDR3 2021998692370553984" 17.74791 1.61965 2.02979 0.15134 1.82363 0.14793 0.71
"Gaia EDR3 2021998722386196992" 17.78308 2.37483 2.10721 0.17880 1.79302 0.18660 0.75
"Gaia EDR3 2021998005132080256" 17.79219 2.37497 2.10669 0.17891 1.79084 0.18634 0.75
"Gaia EDR3 2021998103918739840" 17.84675 2.65675 2.10198 0.18097 1.71516 0.20574 0.52
"Gaia EDR3 2021997970815969920" 17.85001 2.40084 2.10406 0.17876 1.76601 0.18780 0.73
"Gaia EDR3 2021998761089997312" 17.86875 2.14565 2.08483 0.16547 1.79903 0.16981 0.69
"Gaia EDR3 2021998005132056576" 17.89756 2.41543 2.10066 0.17770 1.74878 0.18767 0.71
"Gaia EDR3 2021998000841282816" 17.92448 2.37044 2.09740 0.17609 1.75645 0.18528 0.72
"Gaia EDR3 2021998722386224768" 17.95299 1.43064 1.99332 0.14998 1.79572 0.14807 0.65
"Gaia EDR3 2021997970772369280" 17.95504 2.45103 2.09610 0.17679 1.71862 0.18643 0.67
"Gaia EDR3 2021997966471836800" 17.97580 2.46464 2.09379 0.17640 1.71031 0.18740 0.65
"Gaia EDR3 2021999207723142016" 17.99847 1.60959 2.00085 0.14915 1.78437 0.15185 0.72
"Gaia EDR3 2021998761046357632" 18.00288 2.43844 2.09154 0.17561 1.71350 0.18488 0.66
"Gaia EDR3 2021997936456193920" 18.03943 1.84550 2.01817 0.14989 1.74631 0.16513 0.74
"Gaia EDR3 2021997966479647360" 18.03962 2.44169 2.08826 0.17471 1.70682 0.18368 0.65
"Gaia EDR3 2021998623651159680" 18.05432 2.41167 2.08659 0.17396 1.70898 0.18289 0.66
"Gaia EDR3 2021997867693139072" 18.07337 2.09639 2.05033 0.15610 1.71625 0.17766 0.67
"Gaia EDR3 2021997970815991936" 18.11261 2.44887 2.08195 0.17294 1.68369 0.17869 0.62
"Gaia EDR3 2021998688026405376" 18.14063 1.82338 2.00121 0.14753 1.72411 0.16689 0.74
"Gaia EDR3 2021997966471836928" 18.19867 2.51002 2.07504 0.17139 1.66111 0.17857 0.54
"Gaia EDR3 2021997966471948800" 18.19934 2.45004 2.07360 0.17037 1.67061 0.17727 0.59
"Gaia EDR3 2021998005175709824" 18.24238 1.79193 1.98956 0.14662 1.70204 0.16577 0.74
"Gaia EDR3 2021998005131983744" 18.28805 2.47971 2.06615 0.16834 1.64832 0.17223 0.54
"Gaia EDR3 2021998314413331584" 18.30460 1.80123 1.98219 0.14503 1.67463 0.16475 0.73
"Gaia EDR3 2021998756745971328" 18.31547 1.58334 1.96585 0.14502 1.71666 0.14139 0.69
"Gaia EDR3 2021998000831727360" 18.33903 2.22607 2.03205 0.15401 1.63258 0.17013 0.59
"Gaia EDR3 2021998722393894784" 18.38625 1.57020 1.95470 0.14401 1.70119 0.14277 0.67
"Gaia EDR3 2021997932112163968" 18.38823 2.59259 2.06183 0.16838 1.62122 0.16600 0.44
"Gaia EDR3 2021997798973528320" 18.39771 1.97737 1.98408 0.14403 1.62299 0.16160 0.65
"Gaia EDR3 2021998383141906944" 18.40438 1.65459 1.95785 0.14399 1.68827 0.14970 0.70
"Gaia EDR3 2021998310069284736" 18.54023 1.82253 1.94859 0.14162 1.61786 0.15709 0.69
