# 
# Subset of stars selected as members
# M1: primary mass
# M2: secondary mass (if binary system)
# P_binar: binary probability
# 
ID Mag Col M1 M1_std M2 M2_std P_binar
"Gaia EDR3 5237115621348452480" 15.05403 2.58845 1.11455 0.14627 0.95283 0.16048 0.54
"Gaia EDR3 5237116823939316480" 15.82725 2.27131 1.11458 0.14541 0.95193 0.15651 0.55
"Gaia EDR3 5237115586988713600" 16.13190 2.31354 1.11445 0.14541 0.94971 0.15468 0.55
"Gaia EDR3 5237116892658784640" 16.51658 1.87315 1.11542 0.14730 0.96122 0.16483 0.55
"Gaia EDR3 5237115410874745728" 16.80477 2.03342 1.11431 0.14537 0.95956 0.15991 0.55
"Gaia EDR3 5237115415180493696" 17.30514 2.02222 1.11344 0.14487 0.95310 0.15579 0.55
"Gaia EDR3 5237116858299062912" 17.35740 1.84664 1.11483 0.14619 0.96642 0.15823 0.57
"Gaia EDR3 5237116892649269120" 17.48351 1.55530 1.11516 0.14619 0.97151 0.16244 0.54
"Gaia EDR3 5237115415180496000" 17.51724 1.87999 1.11409 0.14527 0.95944 0.15640 0.56
"Gaia EDR3 5237116823929805440" 17.61391 1.88902 1.11383 0.14497 0.95380 0.15269 0.56
"Gaia EDR3 5237115617033044096" 17.63872 1.98862 1.11297 0.14420 0.95114 0.14658 0.56
"Gaia EDR3 5237115410866225152" 17.67517 1.89490 1.11343 0.14467 0.95311 0.15198 0.56
"Gaia EDR3 5237116819614744064" 17.68309 1.95426 1.11303 0.14438 0.94975 0.14581 0.57
"Gaia EDR3 5237115342143890816" 17.69977 1.88636 1.11322 0.14441 0.95227 0.14942 0.56
"Gaia EDR3 5237116823939319168" 17.74793 1.90877 1.11286 0.14412 0.94983 0.14915 0.56
"Gaia EDR3 5237116823939318656" 17.75235 1.99510 1.11232 0.14394 0.94579 0.14768 0.55
"Gaia EDR3 5237115410866226816" 17.77774 1.95328 1.11237 0.14378 0.94523 0.14811 0.56
"Gaia EDR3 5237115415180458240" 17.78930 1.80459 1.11298 0.14417 0.95349 0.15143 0.55
"Gaia EDR3 5237116888334976128" 17.80639 1.92698 1.11236 0.14379 0.94835 0.15286 0.56
"Gaia EDR3 5237115376503620224" 17.82093 1.98041 1.11201 0.14351 0.94414 0.14983 0.54
"Gaia EDR3 5237115415190030720" 17.89517 2.13347 1.11116 0.14307 0.93914 0.14763 0.52
"Gaia EDR3 5237115415190030080" 17.89555 2.05481 1.11138 0.14315 0.94126 0.15005 0.53
"Gaia EDR3 5237116892658789760" 17.94703 1.96410 1.11146 0.14327 0.94176 0.15168 0.54
"Gaia EDR3 5237115415190034432" 18.09550 1.06773 1.11132 0.14321 0.96172 0.16318 0.52
"Gaia EDR3 5237115342146752128" 18.16333 2.00597 1.10968 0.14252 0.94462 0.14613 0.54
