_r _x _y _p EDR3Name RA_ICRS e_RA_ICRS DE_ICRS e_DE_ICRS Source SolID RandomI Epoch Plx e_Plx RPlx PM pmRA e_pmRA pmDE e_pmDE RADEcor RAPlxcor RApmRAcor RApmDEcor DEPlxcor DEpmRAcor DEpmDEcor PlxpmRAcor PlxpmDEcor pmRApmDEcor NAL NAC NgAL NbAL gofAL chi2AL epsi sepsi Solved APF nueff pscol e_pscol RApscolCorr DEpscolCorr PlxpscolCorr pmRApscolCorr pmDEpscolCorr MatchObsA Nper amax MatchObs NewMatchObs MatchObsrm IPDgofha IPDgofhp IPDfmp IPDfow RUWE SDSk1 SDSk2 SDSk3 SDSk4 SDMk1 SDMk2 SDMk3 SDMk4 Dup o_Gmag FG e_FG RFG Gmag e_Gmag o_BPmag FBP e_FBP RFBP BPmag e_BPmag o_RPmag FRP e_FRP RFRP RPmag e_RPmag NBPcont NBPblend NRPcont NRPblend Mode E_BP_RP_ BP-RP BP-G G-RP RVDR2 e_RVDR2 o_RVDR2 Tefftemp loggtemp __Fe_H_temp GLON GLAT ELON ELAT PS1 SDSSDR13 SkyMapper2 URAT1 GmagCorr e_GmagCorr FGCorr E_BP_RP_Corr RAJ2000 e_RAJ2000 DEJ2000 e_DEJ2000 RADEcorJ2000 BPmag-RPmag e_BPmag-RPmag
0.211139 -0.149492 -0.149103 225.1 "Gaia EDR3 3358163361704800384" 103.16887612165 0.5260 16.76783182242 0.5127 3358163361704800384 1636042515805110273 1782453381 2016.0 1.1724 0.5798 2.0221 6.734 3.867 0.683 -5.514 0.544 -0.1802 0.2030 -0.2109 -0.4245 -0.5548 -0.4987 -0.0702 0.2477 0.0462 -0.0791 168 0 168 0 -1.5183 143.10 0.000 1.6e-15 95 0 "" 1.3368 0.1266 -0.078 0.199 -0.343 -0.064 0.011 19 13 1.0017 20 9 0 0.032 58 0 0 0.915 0.29 0.25 0.46 0.88 -58.634 26.211 -27.622 -39.460 0 168 236.9 1.288 184.023 19.750710 0.006512 14 60.45 9.202 6.569 20.885015 0.165297 19 257.3 11.93 21.562 18.721895 0.050496 0 0 0 0 1 1.341 2.163120 1.134306 1.028814 "" "" 0 "" "" "" 198.0522403114 7.8251393758 102.6723430526 -6.0940109375 128121031688941899 "" "" "" 19.739037 0.006455 239.5 -0.017 103.16885817366 11.0584 16.76785632766 8.7612 -0.0294 2.1631350989574862 0.1728385325907678
0.205752 -0.145515 -0.145461 225.0 "Gaia EDR3 3358163361704829056" 103.17302666157 1.2979 16.77147678637 1.3729 3358163361704829056 1636042515805110273 364140719 2016.0 -0.3506 1.3487 -0.2600 2.603 0.710 1.714 -2.504 1.545 -0.5316 0.3965 0.1519 -0.5020 -0.6478 -0.5622 0.2476 0.2636 -0.0278 -0.4986 125 0 124 1 0.7698 142.02 2.157 1.1 95 0 "" 1.2444 0.3125 -0.260 0.403 -0.493 -0.028 -0.086 14 10 2.9356 14 6 0 0.039 34 0 0 1.048 0.24 0.58 0.42 0.92 -84.769 41.690 -27.206 -41.429 0 121 117.3 1.094 107.259 20.513697 0.010491 7 40.18 6.886 5.834 21.328632 0.186113 14 147.1 17.73 8.300 19.328682 0.130866 0 0 0 3 1 1.596 1.999950 0.814936 1.185015 "" "" 0 "" "" "" 198.0506972432 7.8303106198 102.6759888826 -6.0900189098 128121031730346289 "" "" "" 20.504885 0.010412 118.3 0.261 103.17302336353 27.2582 16.77148791383 24.4214 -0.4534 1.9999092661811453 0.22751887695364081
0.199651 -0.131812 -0.149954 221.3 "Gaia EDR3 3358163460487359104" 103.18734234908 0.1041 16.76699373609 0.1065 3358163460487359104 1636042515805110273 870718348 2016.0 0.1682 0.1132 1.4865 1.626 0.460 0.134 -1.560 0.124 -0.3402 0.0134 -0.3371 0.1624 -0.4290 0.1214 -0.4365 0.0587 0.2053 -0.3568 185 0 183 2 0.2269 189.01 0.075 0.084 31 0 1.551 "" "" "" "" "" "" "" 21 16 0.2155 23 10 0 0.079 91 0 0 1.010 0.28 0.23 0.43 0.9 -102.656 28.121 -21.532 -40.329 0 164 1922 2.519 762.861 17.478172 0.003101 22 1024 13.43 76.193 17.813242 0.014520 23 1299 13.45 96.587 16.964058 0.011859 0 2 0 2 0 1.209 0.849184 0.335070 0.514114 "" "" 0 "" "" "" 198.0608401922 7.8406551686 102.6901273996 -6.0932330109 128121031873410896 1237679584839795095 "" 534117673 17.478172 0.003101 1922 0.005 103.18734021214 2.1735 16.76700066830 2.0384 -0.3570 0.8491767881611594 0.018747755292303766
0.203915 -0.139095 -0.149110 223.0 "Gaia EDR3 3358163460487360640" 103.17973531619 0.0513 16.76783244501 0.0486 3358163460487360640 1636042515805110273 792386529 2016.0 0.2610 0.0571 4.5735 1.732 -0.584 0.064 -1.631 0.057 -0.1655 -0.0759 -0.2771 0.0367 -0.3676 0.0360 -0.3520 0.0451 0.2437 -0.2073 201 0 201 0 -1.0547 182.50 0.000 0 31 0 1.596 "" "" "" "" "" "" "" 23 17 0.094934 25 11 0 0.097 89 0 0 0.946 0.24 0.21 0.4 0.9 -94.079 24.769 -22.476 -39.879 0 201 5142 3.955 1299.960 16.409616 0.002879 22 2976 18.42 161.633 16.654295 0.007274 24 3132 18.47 169.599 16.008366 0.007434 0 0 0 1 0 1.188 0.645929 0.244678 0.401251 "" "" 0 "" "" "" 198.0568501405 7.8344802235 102.6827560029 -6.0930623347 128121031797361894 1237679584839795072 "" 534117637 16.409616 0.002879 5142 -0.000 103.17973802528 1.0363 16.76783969273 0.9367 -0.2043 0.645901680530482 0.010400721279154253
0.200519 -0.134900 -0.148357 222.3 "Gaia EDR3 3358163460487362048" 103.18411565174 0.1210 16.76858921887 0.1131 3358163460487362048 1636042515805110273 843935835 2016.0 0.4439 0.1344 3.3022 3.629 -1.823 0.155 -3.138 0.137 -0.1104 -0.0676 -0.2981 -0.0570 -0.3839 -0.0448 -0.3446 0.0130 0.2622 -0.1418 194 0 193 1 -0.7671 180.43 0.000 0 31 0 1.470 "" "" "" "" "" "" "" 22 17 0.223 24 10 0 0.047 79 0 0 0.959 0.27 0.19 0.43 0.9 -94.927 18.849 -22.085 -39.746 0 193 1316 2.013 653.884 17.889189 0.003217 21 588.6 14.96 39.340 18.413939 0.027739 22 1031 14.89 69.265 17.214716 0.016124 0 1 0 1 0 1.231 1.199223 0.524750 0.674473 "" "" 0 "" "" "" 198.0580235009 7.8385804497 102.6868868914 -6.0919261075 128121031841142805 1237679584839795096 "" 534117661 17.889189 0.003217 1316 -0.006 103.18412411414 2.5144 16.76860316585 2.2260 -0.1323 1.1991873875668624 0.03208601783303928
0.204095 -0.142542 -0.146071 224.3 "Gaia EDR3 3358163460487365888" 103.17613268000 0.0546 16.77086973776 0.0513 3358163460487365888 1636042515805110273 1010272802 2016.0 0.4945 0.0605 8.1674 3.406 0.090 0.068 -3.405 0.062 -0.1657 -0.0723 -0.2740 -0.0007 -0.3521 -0.0039 -0.3379 0.0616 0.2664 -0.2400 204 0 204 0 0.0089 206.89 0.000 0 31 0 1.530 "" "" "" "" "" "" "" 23 17 0.10213 25 11 0 0.081 89 0 0 0.999 0.22 0.22 0.38 0.9 -91.808 26.199 -22.872 -39.870 0 203 4578 3.128 1463.219 16.535776 0.002853 23 2348 16.3 144.094 16.911654 0.008035 22 3155 10.15 310.760 16.000257 0.005147 0 1 0 2 0 1.202 0.911396 0.375877 0.535519 "" "" 0 "" "" "" 198.0525663768 7.8327155762 102.6790228705 -6.0903522826 128121031761295542 "" "" 534117629 16.535776 0.002853 4578 -0.007 103.17613226388 1.1024 16.77088487189 1.0096 -0.2323 0.9113987661534466 0.009542058641636045
0.198002 -0.137919 -0.142068 224.2 "Gaia EDR3 3358163460487370112" 103.18095793905 0.0645 16.77487585614 0.0603 3358163460487370112 1636042515805110273 22069618 2016.0 0.3588 0.0699 5.1308 2.622 0.675 0.080 -2.534 0.072 -0.1149 -0.0638 -0.3209 -0.0473 -0.3497 -0.0572 -0.3630 0.0730 0.2466 -0.1428 194 0 192 2 0.9697 214.08 0.176 1.1 31 0 1.541 "" "" "" "" "" "" "" 22 16 0.11656 24 11 0 0.066 85 0 0 1.049 0.21 0.19 0.35 0.9 -81.940 23.099 -24.091 -39.651 0 188 3987 3.216 1239.823 16.685764 0.002891 24 2083 14.02 148.600 17.042015 0.007821 22 2714 13.65 198.790 16.164003 0.006642 0 1 0 0 0 1.203 0.878012 0.356251 0.521761 "" "" 0 "" "" "" 198.0509819878 7.8386256960 102.6832822471 -6.0859415083 128131031809550345 1237679584839795021 "" 534117646 16.685764 0.002891 3987 -0.003 103.18095480687 1.3086 16.77488711769 1.1787 -0.1327 0.878036570634599 0.010260813538799323
0.191143 -0.134726 -0.135590 224.8 "Gaia EDR3 3358163460487690880" 103.18428783474 0.9485 16.78135630962 0.9754 3358163460487690880 1636042515805110273 578598624 2016.0 0.7833 0.9097 0.8610 2.236 -2.225 1.171 -0.221 1.104 -0.5995 0.2077 -0.0560 -0.1873 -0.3909 -0.2670 -0.0209 0.2574 0.0070 -0.5014 119 0 119 0 0.0582 120.65 0.000 0 95 0 "" 1.3307 0.2185 0.017 0.081 -0.457 -0.076 -0.015 14 11 1.9435 15 5 0 0.12 95 0 0 1.001 0.26 0.42 0.38 0.95 -107.896 41.162 -25.496 -42.326 0 117 160.9 1.313 122.581 20.171005 0.009276 11 44.27 6.169 7.175 21.223354 0.151342 13 174.2 7.934 21.954 19.145340 0.049598 0 0 0 0 0 1.358 2.078014 1.052349 1.025665 "" "" 0 "" "" "" 198.0465187094 7.8443362541 102.6858805164 -6.0791972279 128131031843238140 1237679584839797643 "" "" 20.160835 0.009197 162.4 0.012 103.18429816567 18.8118 16.78135729284 17.7106 -0.4756 2.078029106950247 0.15926351593592197
0.193203 -0.131878 -0.141193 223.0 "Gaia EDR3 3358163464785545984" 103.18726675793 0.5886 16.77575528335 0.5575 3358163464785545984 1636042515805110273 338911516 2016.0 0.0085 0.5606 0.0152 0.917 -0.472 0.781 0.786 0.729 -0.2987 0.0457 -0.4717 0.0949 -0.3151 0.0600 -0.4973 0.0729 0.2391 -0.3119 168 0 167 1 -0.5732 159.00 0.000 0 95 0 "" 1.3052 0.1417 0.135 -0.049 -0.196 0.038 -0.093 19 15 1.2415 19 8 0 0.059 86 0 0 0.966 0.21 0.23 0.36 0.9 -71.663 28.847 -26.480 -40.054 0 161 207.7 1.424 145.898 19.893587 0.007935 10 64.43 5.654 11.394 20.815880 0.095329 14 191.3 9.985 19.154 19.043827 0.056810 0 0 0 1 1 1.231 1.772053 0.922293 0.849760 "" "" 0 "" "" "" 198.0528626212 7.8444384541 102.6892507854 -6.0845146313 128131031872631407 1237679584839797667 "" "" 19.888554 0.007903 208.7 -0.073 103.18726894820 12.7833 16.77575178980 11.9537 -0.3052 1.7720372561372564 0.11097252208767402
0.181630 -0.128545 -0.128318 225.1 "Gaia EDR3 3358163494847126400" 103.19073871002 6.6956 16.78863189437 7.1681 3358163494847126400 1636042515805110273 426197354 2016.0 "" "" "" "" "" "" "" "" -0.9925 "" "" "" "" "" "" "" "" "" 88 0 87 1 1.9792 109.24 1.846 1.6 3 0 "" "" "" "" "" "" "" "" 10 8 18.355 16 7 1 2.7 1.4e+02 0 61 "" 0.38 0.99 0.38 0.97 -138.459 46.293 -18.426 -43.686 0 89 174.3 1.627 107.147 20.084284 0.010501 0 "" "" "" "" "" 0 "" "" "" "" "" "" "" "" "" 2 "" "" "" "" "" "" 0 "" "" "" 198.0426587535 7.8530801746 102.6913977905 -6.0713883729 128141031906516827 "" "" "" 20.084284 0.010501 174.3 "" 103.19073871002 6.6956 16.78863189437 7.1681 -0.9925 25.3385422158 ""
0.178168 -0.119543 -0.132111 222.1 "Gaia EDR3 3358163499145274112" 103.20014391679 0.4284 16.78484550733 0.4408 3358163499145274112 1636042515805110273 1408231927 2016.0 0.4670 0.3853 1.2120 2.088 0.076 0.542 -2.086 0.501 -0.5330 0.1560 0.1975 -0.5414 -0.4402 -0.5765 0.3466 0.2393 0.0097 -0.4899 147 0 147 0 1.0532 167.15 0.783 1 31 0 1.499 "" "" "" "" "" "" "" 17 12 0.94597 18 8 0 0.14 90 0 0 1.061 0.25 0.43 0.4 0.94 -100.901 40.426 -25.482 -41.848 0 147 404.8 1.502 269.485 19.169363 0.004881 17 179.4 10.28 17.441 19.704290 0.062314 16 281.1 16.34 17.199 18.625732 0.063241 0 0 0 0 0 1.138 1.078558 0.534927 0.543631 "" "" 0 "" "" "" 198.0500846095 7.8595069313 102.7007628951 -6.0743367074 128141032001552329 1237679584839796420 "" 534117729 19.169363 0.004881 404.8 -0.087 103.20014356311 8.5919 16.78485477932 7.8809 -0.4445 1.07854536271417 0.08878250080542985
0.178855 -0.125302 -0.127627 224.5 "Gaia EDR3 3358163499145274880" 103.19412602762 0.2962 16.78932590952 0.3053 3358163499145274880 1636042515805110273 471938614 2016.0 0.1456 0.2900 0.5020 1.793 -1.549 0.392 0.903 0.357 -0.4430 0.1644 0.0940 -0.4624 -0.4726 -0.5233 0.2423 0.2530 0.0117 -0.4445 159 0 159 0 -1.3479 136.49 0.000 0 31 0 1.447 "" "" "" "" "" "" "" 18 13 0.65528 19 7 0 0.16 93 0 0 0.922 0.26 0.34 0.42 0.94 -84.665 38.326 -27.710 -41.403 0 157 540.7 1.894 285.433 18.854900 0.004697 15 240.8 8.642 27.865 19.384317 0.039064 16 445.4 14.52 30.684 18.126049 0.035585 0 0 0 0 0 1.269 1.258268 0.529417 0.728851 "" "" 0 "" "" "" 198.0434670446 7.8562984260 102.6945816782 -6.0704011967 128141031941167690 1237679584839794907 "" 534117700 18.854900 0.004697 540.7 0.026 103.19413321634 6.2536 16.78932189667 5.6458 -0.4018 1.2582664919587607 0.05284162707270003
0.180546 -0.125353 -0.129936 224.0 "Gaia EDR3 3358163499145276544" 103.19407366315 0.0377 16.78701638794 0.0356 3358163499145276544 1636042515805110273 152939812 2016.0 0.5273 0.0416 12.6775 3.948 -3.510 0.046 -1.808 0.042 -0.1679 -0.0712 -0.2798 0.0397 -0.3473 0.0335 -0.3512 0.0634 0.2405 -0.2272 205 0 204 1 0.3288 214.28 0.074 0.52 31 0 1.559 "" "" "" "" "" "" "" 23 17 0.069796 25 11 0 0.1 90 0 0 1.015 0.23 0.21 0.39 0.9 -91.598 25.209 -22.904 -39.861 0 203 9250 4.165 2220.800 15.772043 0.002798 24 5009 16.99 294.874 16.089214 0.004620 21 6079 14.23 427.160 15.288366 0.004555 0 1 0 2 0 1.199 0.800848 0.317171 0.483677 "" "" 0 "" "" "" 198.0455393598 7.8552391150 102.6947435340 -6.0727056487 128141031940824921 1237679584839794906 "" 534117699 15.772043 0.002798 9250 -0.001 103.19408995877 0.7549 16.78702442160 0.6878 -0.2235 0.8008393406959193 0.006487429998576226
0.190242 -0.131944 -0.137050 223.9 "Gaia EDR3 3358163499145282432" 103.18719510693 0.1221 16.77989770112 0.1140 3358163499145282432 1636042515805110273 957777188 2016.0 0.1659 0.1335 1.2428 1.339 0.172 0.152 -1.328 0.138 -0.1410 -0.0571 -0.3164 -0.0304 -0.3588 -0.0366 -0.3571 0.0587 0.2740 -0.2020 205 0 204 1 1.1342 231.04 0.294 0.85 31 0 1.529 "" "" "" "" "" "" "" 23 17 0.22551 25 11 0 0.08 89 0 0 1.056 0.22 0.21 0.38 0.9 -90.004 25.239 -23.188 -39.852 0 203 1361 2.165 628.468 17.852960 0.003252 24 697.2 11.38 61.292 18.230137 0.017933 23 953.4 15.83 60.217 17.299698 0.018422 0 3 0 2 0 1.213 0.930439 0.377176 0.553263 "" "" 0 "" "" "" 198.0490755701 7.8461962343 102.6888019056 -6.0803957601 128131031871876372 1237679584839796439 "" 534117672 17.852960 0.003252 1361 0.002 103.18719430821 2.4740 16.77990360171 2.2501 -0.1919 0.9304368879712115 0.025708890689182144
