_r _x _y _p EDR3Name RA_ICRS e_RA_ICRS DE_ICRS e_DE_ICRS Source SolID RandomI Epoch Plx e_Plx RPlx PM pmRA e_pmRA pmDE e_pmDE RADEcor RAPlxcor RApmRAcor RApmDEcor DEPlxcor DEpmRAcor DEpmDEcor PlxpmRAcor PlxpmDEcor pmRApmDEcor NAL NAC NgAL NbAL gofAL chi2AL epsi sepsi Solved APF nueff pscol e_pscol RApscolCorr DEpscolCorr PlxpscolCorr pmRApscolCorr pmDEpscolCorr MatchObsA Nper amax MatchObs NewMatchObs MatchObsrm IPDgofha IPDgofhp IPDfmp IPDfow RUWE SDSk1 SDSk2 SDSk3 SDSk4 SDMk1 SDMk2 SDMk3 SDMk4 Dup o_Gmag FG e_FG RFG Gmag e_Gmag o_BPmag FBP e_FBP RFBP BPmag e_BPmag o_RPmag FRP e_FRP RFRP RPmag e_RPmag NBPcont NBPblend NRPcont NRPblend Mode E_BP_RP_ BP-RP BP-G G-RP RVDR2 e_RVDR2 o_RVDR2 Tefftemp loggtemp __Fe_H_temp GLON GLAT ELON ELAT PS1 SDSSDR13 SkyMapper2 URAT1 GmagCorr e_GmagCorr FGCorr E_BP_RP_Corr RAJ2000 e_RAJ2000 DEJ2000 e_DEJ2000 RADEcorJ2000 BPmag-RPmag e_BPmag-RPmag
0.161166 0.066937 -0.146608 155.5 "Gaia EDR3 2922206417183556480" 102.32336101885 0.1632 -24.14659645226 0.2540 2922206417183556480 1636042515805110273 675622425 2016.0 0.9091 0.3337 2.7241 5.725 4.749 0.226 -3.198 0.334 -0.0420 -0.0568 -0.0127 0.1195 0.1147 0.1507 -0.0728 -0.0134 0.0521 0.0628 590 0 589 1 0.3018 669.42 0.646 0.73 95 0 "" 1.1739 0.0622 -0.256 0.006 -0.060 -0.057 0.070 68 26 0.46381 72 72 0 0.024 1.1e+02 0 0 1.008 0.36 0.41 0.12 0.13 -89.014 -87.812 36.057 40.535 0 583 239.7 0.6295 380.695 19.738379 0.003966 26 38.85 4.97 7.816 21.365189 0.138948 31 300.1 6.105 49.164 18.554638 0.022405 0 1 0 0 1 1.414 2.810551 1.626810 1.183741 "" "" 0 "" "" "" 234.4725831008 -11.1938702476 106.5544146551 -46.8801668140 79021023232714331 "" 48953144 "" 19.715561 0.003923 244.8 -0.038 102.32333788699 3.6230 -24.14658224013 5.3734 0.0498 2.8105544695018168 0.14074145432974422
0.161687 0.081737 -0.139505 149.6 "Gaia EDR3 2922206447238998144" 102.33957551175 0.1200 -24.13948518626 0.1839 2922206447238998144 1636042515805110273 496397492 2016.0 -0.2261 0.2395 -0.9439 0.917 0.828 0.164 0.395 0.222 -0.0712 -0.0691 -0.1021 0.1611 0.1035 0.1670 -0.2210 0.0242 -0.0356 0.0471 587 0 581 6 -1.1042 563.88 0.000 0 31 0 1.481 "" "" "" "" "" "" "" 68 28 0.31152 72 31 0 0.038 1e+02 0 0 0.967 0.32 0.38 0.1 0.11 -88.114 -88.224 30.951 43.789 0 564 348.1 0.6919 503.166 19.333015 0.003500 63 161.6 4.253 38.003 19.817255 0.028706 65 269.1 4.148 64.862 18.673237 0.017161 0 0 0 1 0 1.237 1.144018 0.484240 0.659779 "" "" 0 "" "" "" 234.4723527736 -11.1774554505 106.5745990507 -46.8712718857 79031023396042971 "" "" "" 19.333015 0.003500 348.1 0.006 102.33957147913 2.6427 -24.13948694199 3.5941 0.0304 1.1440049758622095 0.033443963263029314
0.158841 0.082878 -0.135505 148.5 "Gaia EDR3 2922206447239009536" 102.34082231461 0.0596 -24.13548431827 0.0916 2922206447239009536 1636042515805110273 726849378 2016.0 0.2140 0.1156 1.8503 1.990 -0.299 0.082 1.967 0.113 -0.0904 -0.1298 -0.1156 0.2011 0.0864 0.1980 -0.2788 0.0434 -0.0678 0.0441 574 0 572 2 -0.0341 588.90 0.000 0 31 0 1.574 "" "" "" "" "" "" "" 66 27 0.1604 70 32 0 0.029 1.1e+02 1 0 0.998 0.25 0.35 0.096 0.098 -98.492 -88.233 18.797 -38.607 0 554 983.5 1.053 934.206 18.205427 0.002990 67 535.2 7.613 70.306 18.517185 0.015693 66 613.5 6.402 95.830 17.778433 0.011944 0 0 0 2 0 1.168 0.738752 0.311758 0.426994 "" "" 0 "" "" "" 234.4691412434 -11.1747397440 106.5755226995 -46.8671605888 79031023408517715 "" 48989807 "" 18.205427 0.002990 983.5 -0.027 102.34082376962 1.3265 -24.13549306154 1.8422 0.0243 0.7387612989650201 0.019721067853263816
0.149735 0.081164 -0.125829 147.2 "Gaia EDR3 2922206447239036928" 102.33893744805 0.0586 -24.12580927435 0.0903 2922206447239036928 1636042515805110273 141749831 2016.0 0.5032 0.1168 4.3086 2.961 -1.675 0.083 2.442 0.115 -0.0309 -0.0914 -0.1044 0.1617 0.0581 0.1657 -0.2261 0.0267 -0.0473 0.0675 605 0 603 2 0.5153 641.53 0.082 0.081 31 0 1.509 "" "" "" "" "" "" "" 69 28 0.16143 72 32 0 0.023 1.2e+02 0 0 1.014 0.26 0.37 0.1 0.095 -96.992 -85.958 24.586 -44.057 0 598 953 0.9501 1003.092 18.239635 0.002960 64 457.4 4.939 92.601 18.687853 0.012052 63 694.8 4.636 149.876 17.643291 0.008171 0 2 0 1 0 1.209 1.044561 0.448217 0.596344 "" "" 0 "" "" "" 234.4594571296 -11.1722287769 106.5712672283 -46.8577744743 79041023389479333 "" 48953165 "" 18.239635 0.002960 953 -0.012 102.33894560299 1.3320 -24.12582012797 1.8634 0.0512 1.0445564517708839 0.014560987330412282
0.147835 0.079865 -0.124406 147.3 "Gaia EDR3 2922206447239039616" 102.33751404921 0.1667 -24.12438678498 0.2590 2922206447239039616 1636042515805110273 1331405041 2016.0 0.7254 0.3368 2.1540 2.083 -0.657 0.235 1.976 0.319 -0.0759 -0.0689 -0.1358 0.1653 0.1051 0.1797 -0.1845 -0.0033 -0.0231 0.0484 590 0 585 5 1.5713 669.99 0.726 0.86 31 0 1.515 "" "" "" "" "" "" "" 67 27 0.44537 70 30 0 0.027 1.3e+02 1 0 1.046 0.28 0.4 0.082 0.096 -92.522 -87.722 21.368 41.463 0 579 234 0.579 404.147 19.764286 0.003848 59 115.6 4.728 24.456 20.180784 0.044483 62 155.4 4.306 36.098 19.269003 0.030314 0 1 0 1 0 1.158 0.911781 0.416498 0.495283 "" "" 0 "" "" "" 234.4575845613 -11.1728086069 106.5691236638 -46.8565244898 79051023374281060 "" "" "" 19.764286 0.003848 234 -0.051 102.33751724766 3.7885 -24.12439556817 5.1509 0.0312 0.9117834988663454 0.05382996957950277
0.159233 0.087412 -0.133095 146.7 "Gaia EDR3 2922206451535732224" 102.34578887967 0.6751 -24.13307151444 1.4361 2922206451535732224 1636042515805110273 1496832663 2016.0 "" "" "" "" "" "" "" "" -0.0832 "" "" "" "" "" "" "" "" "" 215 0 210 5 2.4804 258.66 3.206 2.3 3 0 "" "" "" "" "" "" "" "" 25 15 3.1202 25 6 1 0.089 1.2e+02 0 0 "" 0.44 0.45 0.23 0.14 -115.116 89.488 13.973 35.057 0 210 79.37 0.871 91.129 20.938198 0.012229 13 35.63 6.606 5.394 21.458933 0.201312 20 90.02 9.168 9.819 19.862032 0.110638 0 0 0 0 0 1.583 1.596901 0.520735 1.076166 "" "" 0 "" "" "" 234.4688544017 -11.1696128140 106.5816615049 -46.8642028236 79041023457360615 "" "" "" 20.938198 0.012229 79.37 0.301 102.34578887967 0.6751 -24.13307151444 1.4361 -0.0832 1.596905843704075 0.22971447282388105
0.153848 0.074254 -0.134742 151.1 "Gaia EDR3 2922206451535751552" 102.33137251526 0.3656 -24.13472657181 0.5682 2922206451535751552 1636042515805110273 1068833984 2016.0 0.6572 0.7654 0.8586 1.724 -0.627 0.568 1.606 0.758 -0.0040 0.0232 0.1183 0.1543 0.0318 0.1809 -0.0138 -0.0225 0.0368 0.1334 399 0 395 4 0.3508 419.10 0.000 0 95 0 "" 1.5998 0.1404 -0.273 -0.069 -0.086 -0.186 -0.001 46 23 1.0609 47 17 2 0.026 1.6e+02 1 0 1.012 0.41 0.41 0.034 0.16 -86.197 -87.645 -42.242 36.784 0 392 107.8 0.6422 167.804 20.606216 0.007032 35 51.76 4.821 10.736 21.053602 0.101168 44 92.43 5.816 15.893 19.833320 0.068421 0 1 0 0 0 1.338 1.220282 0.447386 0.772896 "" "" 0 "" "" "" 234.4647416610 -11.1822440182 106.5628692452 -46.8674806598 79031023313538630 "" "" "" 20.608155 0.007043 107.6 0.099 102.33137556656 9.0475 -24.13473371143 12.1475 0.1190 1.2202823567971492 0.12213200759195325
0.152089 0.077733 -0.130724 149.3 "Gaia EDR3 2922206451538032768" 102.33518204671 0.6233 -24.13070622178 1.2672 2922206451538032768 1636042515805110273 117594554 2016.0 2.5536 1.9724 1.2947 5.547 3.847 1.025 3.997 1.233 -0.1903 -0.1892 -0.1527 0.2379 0.5803 0.4906 -0.0558 0.3651 -0.1168 -0.0055 239 0 239 0 -0.9893 284.34 2.280 1 95 0 "" 1.1009 0.2432 -0.190 -0.042 0.037 -0.150 0.169 28 15 1.927 29 12 0 0.046 5.7 0 0 0.953 0.36 0.49 0.12 0.12 -99.465 -89.270 19.076 35.996 0 235 87.24 0.8185 106.585 20.835608 0.010553 21 36.34 5.443 6.676 21.437700 0.162662 28 83.39 8.248 10.110 19.945156 0.107456 0 1 0 1 0 1.372 1.492544 0.602093 0.890451 "" "" 0 "" "" "" 234.4625151432 -11.1773985238 106.5671839453 -46.8630594434 79041023351383510 "" "" "" 20.834601 0.010544 87.32 0.103 102.33516331190 16.5046 -24.13072398509 19.8421 -0.0460 1.4925498536375095 0.19494869142808896
0.154980 0.085365 -0.129350 146.6 "Gaia EDR3 2922206451538928000" 102.34354405167 0.4441 -24.12932758755 0.7524 2922206451538928000 1636042515805110273 1114265008 2016.0 -0.6352 1.1077 -0.5734 18.229 15.654 0.659 -9.340 0.964 -0.0249 0.1048 -0.1853 0.0855 0.3454 0.1780 0.2469 -0.0286 0.0237 0.0567 291 0 288 3 0.3168 302.64 0.000 0 95 0 "" 1.4072 0.1772 -0.230 0.066 0.022 -0.041 0.195 34 15 1.3557 37 15 1 0.023 37 0 0 1.012 0.38 0.42 0.12 0.17 -93.257 86.959 30.568 28.361 0 288 100.4 0.6489 154.805 20.682530 0.007535 9 49.47 12.32 4.016 21.102715 0.270393 11 69.72 8.575 8.131 20.139467 0.133588 0 0 0 0 0 1.187 0.963247 0.420185 0.543062 "" "" 0 "" "" "" 234.4645137769 -11.1698956339 106.5780075478 -46.8607427689 79041023435375130 "" "" "" 20.686057 0.007557 100.1 -0.027 102.34346781542 10.6332 -24.12928607522 15.2635 0.0445 0.9632384405954859 0.30158949377977695
0.154971 0.086038 -0.128894 146.3 "Gaia EDR3 2922206451541511808" 102.34428119224 0.0494 -24.12887062916 0.0751 2922206451541511808 1636042515805110273 457754450 2016.0 0.1351 0.0959 1.4080 1.574 -0.049 0.071 1.573 0.096 -0.0523 -0.0778 -0.0578 0.1779 0.0472 0.1824 -0.2124 0.0672 -0.0311 0.0568 563 0 562 1 0.1197 583.57 0.000 0 31 0 1.576 "" "" "" "" "" "" "" 65 27 0.1346 69 30 0 0.031 1.1e+02 0 0 1.003 0.26 0.36 0.12 0.12 -104.460 -88.317 24.584 -43.313 0 558 1305 1.082 1205.581 17.898417 0.002899 56 734.5 7.798 94.198 18.173525 0.011859 58 858.8 5.424 158.323 17.413185 0.007830 0 0 0 1 0 1.221 0.760340 0.275108 0.485231 "" "" 0 "" "" "" 234.4643798308 -11.1690930668 106.5789006498 -46.8602056947 79041023443025670 "" 48989809 "" 17.898417 0.002899 1305 0.024 102.34428142908 1.1445 -24.12887762058 1.5549 0.0394 0.7603276671493227 0.014210868470608332
0.148622 0.076694 -0.127304 148.9 "Gaia EDR3 2922206451541514880" 102.33404106424 0.0245 -24.12728734129 0.0371 2922206451541514880 1636042515805110273 1499500077 2016.0 0.5626 0.0467 12.0444 10.340 -8.480 0.034 5.916 0.049 -0.0338 -0.0946 -0.1296 0.1829 0.0523 0.1880 -0.2385 0.0534 -0.0164 0.0592 594 0 590 4 2.8823 718.10 0.158 2.2 31 0 1.520 "" "" "" "" "" "" "" 68 28 0.068051 70 32 0 0.026 1.1e+02 0 0 1.085 0.27 0.36 0.12 0.11 -95.050 -85.573 28.141 -42.186 0 586 4754 1.959 2427.104 16.494810 0.002791 62 2370 8.013 295.698 16.901888 0.004612 59 3383 8.108 417.296 15.924572 0.004588 0 1 0 1 0 1.210 0.977316 0.407078 0.570238 "" "" 0 "" "" "" 234.4589070781 -11.1769045022 106.5650514969 -46.8597964701 79041023340447606 "" 48953164 "" 16.494810 0.002791 4754 -0.005 102.33408236057 0.5526 -24.12731363563 0.7858 0.0412 0.9773240966886458 0.006505425102461279
0.149155 0.075059 -0.128893 149.8 "Gaia EDR3 2922206451541516672" 102.33225014799 0.0940 -24.12887719398 0.1478 2922206451541516672 1636042515805110273 220713338 2016.0 0.9559 0.1936 4.9388 2.365 -1.526 0.132 -1.807 0.195 -0.0713 -0.0924 -0.0829 0.1715 0.1447 0.1637 -0.1855 -0.0150 0.0060 0.0872 561 0 557 4 1.7835 640.18 0.185 0.18 31 0 1.339 "" "" "" "" "" "" "" 64 26 0.27214 68 30 0 0.022 1.2e+02 0 0 1.054 0.27 0.37 0.11 0.1 -97.462 -87.388 30.419 -44.276 0 553 523.6 0.8037 651.525 18.889814 0.003220 63 155.2 6.043 25.679 19.861380 0.042373 61 546.4 6.196 88.194 17.904066 0.012878 0 63 0 61 0 1.340 1.957313 0.971565 0.985748 "" "" 0 "" "" "" 234.4596761627 -11.1790561990 106.5629685964 -46.8615770929 79041023321815702 "" 48953152 "" 18.889814 0.003220 523.6 0.011 102.33225757874 2.1232 -24.12886916175 3.1460 0.0706 1.9573236873554514 0.04428701695386274
0.157707 0.076071 -0.138148 151.2 "Gaia EDR3 2922206451541521280" 102.33336560949 0.0241 -24.13813111526 0.0372 2922206451541521280 1636042515805110273 990367332 2016.0 4.7586 0.0470 101.2399 17.693 -3.639 0.034 17.315 0.051 -0.0517 -0.0923 -0.1144 0.2162 0.1050 0.2301 -0.1572 0.1056 0.0298 0.0353 582 0 580 2 2.2178 680.85 0.093 0.68 31 0 1.274 "" "" "" "" "" "" "" 67 27 0.070854 70 32 0 0.019 1.2e+02 0 0 1.066 0.3 0.39 0.12 0.099 -94.852 -87.315 31.444 -44.540 0 577 4900 3.007 1629.403 16.461983 0.002835 68 945.5 7.238 130.631 17.899385 0.008767 65 6107 9.875 618.443 15.283361 0.004167 0 1 0 2 0 1.439 2.616024 1.437403 1.178621 "" "" 0 "" "" "" 234.4686700428 -11.1820265026 106.5661278808 -46.8706327886 79031023333664527 "" 48953151 "" 16.461983 0.002835 4900 0.016 102.33338333246 0.5481 -24.13820806903 0.8205 0.0149 2.616027089224783 0.009707345801695591
0.153471 0.083715 -0.128628 146.9 "Gaia EDR3 2922206451543290496" 102.34173499506 0.0942 -24.12860672988 0.1416 2922206451543290496 1636042515805110273 1108151247 2016.0 0.5655 0.1833 3.0850 1.773 -0.938 0.130 1.504 0.172 -0.0557 -0.0726 -0.0752 0.1605 0.0807 0.1849 -0.2198 0.0012 -0.0585 0.0588 571 0 569 2 -0.8142 553.41 0.000 0 95 0 "" 1.5625 0.0356 -0.190 -0.023 -0.067 -0.046 0.072 65 27 0.2422 67 67 0 0.025 1.2e+02 0 0 0.975 0.28 0.37 0.1 0.12 -97.092 -88.021 25.681 44.635 0 563 507.4 0.7901 642.186 18.924046 0.003233 56 249.5 6.737 37.029 19.346037 0.029453 56 347.1 4.983 69.652 18.396828 0.016040 0 0 0 0 0 1.176 0.949209 0.421991 0.527218 "" "" 0 "" "" "" 234.4631390199 -11.1710899519 106.5754806726 -46.8602328079 79041023417226086 "" 48989808 "" 18.927620 0.003236 505.7 -0.036 102.34173956127 2.0891 -24.12861341552 2.7929 0.0412 0.9492183203044533 0.03353749244562102
0.156823 0.077492 -0.136340 150.4 "Gaia EDR3 2922206451543292416" 102.33492176451 0.5388 -24.13632230780 0.8222 2922206451543292416 1636042515805110273 517454077 2016.0 2.3222 1.0680 2.1743 7.359 -6.924 0.800 2.493 1.118 0.0541 -0.0780 0.0051 0.1463 0.1407 0.1751 -0.1344 0.0629 0.0471 0.1610 551 0 549 2 33.3125 2673.66 8.406 48 95 0 "" 1.6264 0.1878 -0.137 -0.047 -0.003 -0.107 0.080 64 27 1.5702 67 67 0 0.22 1.4e+02 0 0 2.165 0.31 0.4 0.085 0.1 -94.014 -86.485 35.003 39.711 0 541 146.3 1.198 122.143 20.274372 0.009306 57 81.44 5.661 14.387 20.561419 0.075519 61 180.5 5.09 35.463 19.106617 0.030848 0 0 0 1 0 1.791 1.454802 0.287046 1.167755 "" "" 0 "" "" "" 234.4676064908 -11.1799771484 106.5678601377 -46.8686615060 79031023349526554 "" "" "" 20.273839 0.009302 146.4 0.526 102.33495548766 12.8091 -24.13633338719 18.0117 0.1458 1.4547787535697125 0.08157713917085814
0.152727 0.059671 -0.140587 157.0 "Gaia EDR3 2922206481598734464" 102.31539518955 0.1134 -24.14057953868 0.1878 2922206481598734464 1636042515805110273 26321114 2016.0 0.4209 0.2429 1.7326 1.109 0.030 0.161 1.108 0.244 -0.0156 -0.1014 -0.0460 0.1372 0.1529 0.1528 -0.0972 0.0213 0.0612 0.0809 604 0 603 1 -0.8545 596.05 0.000 0 31 0 1.517 "" "" "" "" "" "" "" 69 26 0.33978 73 30 0 0.038 1.2e+02 0 0 0.975 0.31 0.44 0.12 0.097 -89.412 -86.218 30.361 38.011 0 601 350.2 0.6645 527.033 19.326563 0.003440 69 170.9 4.345 39.338 19.756410 0.027741 67 223 3.971 56.165 18.877056 0.019697 0 0 0 0 0 1.125 0.879355 0.429848 0.449507 "" "" 0 "" "" "" 234.4639014005 -11.1979336525 106.5427699874 -46.8750989715 79031023153481727 "" "" "" 19.326563 0.003440 350.2 -0.081 102.31539504277 2.5807 -24.14058446419 3.9340 0.0669 0.8793969995336539 0.03402270309019609
0.150011 0.063971 -0.135687 154.8 "Gaia EDR3 2922206481598748032" 102.32010458560 0.1549 -24.13567685961 0.2425 2922206481598748032 1636042515805110273 1772479777 2016.0 0.5782 0.3198 1.8083 1.982 0.182 0.212 1.973 0.308 -0.0847 -0.0911 -0.1017 0.1814 0.1743 0.1982 -0.1197 0.0352 0.0479 0.0405 547 0 547 0 1.5097 622.76 0.585 0.68 31 0 1.490 "" "" "" "" "" "" "" 63 26 0.42774 67 30 0 0.031 1.1e+02 0 0 1.046 0.31 0.4 0.12 0.13 -91.759 -86.971 25.469 43.456 0 546 268.8 0.6666 403.262 19.613737 0.003852 61 116.7 5.149 22.661 20.170986 0.047994 62 195.8 5.079 38.560 19.018192 0.028410 0 26 0 27 0 1.163 1.152794 0.557249 0.595545 "" "" 0 "" "" "" 234.4612103427 -11.1919723649 106.5481176590 -46.8697007431 79031023201107545 "" "" "" 19.613737 0.003852 268.8 -0.069 102.32010369978 3.4109 -24.13568562994 4.9550 0.0220 1.1527606622170268 0.05577122000093183
0.146303 0.057613 -0.134481 156.8 "Gaia EDR3 2922206481598752256" 102.31313736663 0.1523 -24.13447434748 0.2427 2922206481598752256 1636042515805110273 920379404 2016.0 0.2576 0.3150 0.8176 2.840 -0.423 0.206 2.809 0.308 -0.0222 -0.0084 -0.0577 0.1820 0.1491 0.1898 -0.0715 0.0038 0.1107 0.0942 547 0 544 3 0.8043 595.03 0.000 0 31 0 1.511 "" "" "" "" "" "" "" 63 26 0.42887 67 28 1 0.022 1.4e+02 0 0 1.024 0.33 0.42 0.084 0.09 -97.527 -86.195 18.858 43.006 0 539 259.8 0.6688 388.412 19.650843 0.003925 59 124.1 4.552 27.258 20.104366 0.039929 60 165.1 5.211 31.691 19.203226 0.034468 0 1 0 1 0 1.113 0.901140 0.453524 0.447617 "" "" 0 "" "" "" 234.4573716204 -11.1972346853 106.5386710965 -46.8692966610 79031023131778938 "" "" "" 19.650843 0.003925 259.8 -0.095 102.31313942678 3.3108 -24.13448682987 4.9461 0.0758 0.9011761666434239 0.0527478143567696
0.143997 0.057848 -0.131867 156.3 "Gaia EDR3 2922206481598760448" 102.31339332224 0.0497 -24.13185946295 0.0768 2922206481598760448 1636042515805110273 866541807 2016.0 0.4134 0.0996 4.1520 2.252 0.631 0.072 2.162 0.104 -0.0383 -0.1018 -0.1280 0.1914 0.1055 0.2109 -0.1533 0.0724 0.0198 0.0336 602 0 599 3 1.4654 673.18 0.093 0.16 31 0 1.482 "" "" "" "" "" "" "" 69 27 0.145 73 31 0 0.026 1.2e+02 0 0 1.042 0.27 0.38 0.1 0.12 -98.746 -85.582 29.248 42.715 0 599 1286 1.041 1234.458 17.914513 0.002892 67 576.8 8.593 67.128 18.435910 0.016413 66 976.4 8.704 112.183 17.273806 0.010390 0 1 0 0 0 1.208 1.162104 0.521397 0.640707 "" "" 0 "" "" "" 234.4550534983 -11.1959227770 106.5385355574 -46.8666730002 79041023133652094 "" 48953149 "" 17.914513 0.002892 1286 -0.025 102.31339024837 1.1624 -24.13186907276 1.6803 0.0154 1.1620998908216826 0.019425165983051926
0.147558 0.063487 -0.133202 154.5 "Gaia EDR3 2922206481599798784" 102.31957359988 0.0913 -24.13319193228 0.1472 2922206481599798784 1636042515805110273 1134966919 2016.0 0.3567 0.1904 1.8732 3.218 -0.979 0.131 3.065 0.190 -0.0628 -0.0854 -0.1359 0.1814 0.1824 0.2090 -0.1287 0.0468 0.0591 0.0376 572 0 569 3 -0.5175 571.23 0.000 0 31 0 1.537 "" "" "" "" "" "" "" 66 26 0.26411 70 29 0 0.033 1.2e+02 0 0 0.984 0.28 0.42 0.091 0.12 -90.093 -86.642 28.174 41.757 0 567 513.6 0.7942 646.719 18.910807 0.003226 65 261 5.755 45.355 19.296831 0.024101 64 347.6 6.135 56.659 18.395233 0.019532 0 0 0 0 0 1.185 0.901598 0.386024 0.515574 "" "" 0 "" "" "" 234.4587045043 -11.1913665631 106.5469631507 -46.8672951942 79041023196280538 "" "" "" 18.910807 0.003226 513.6 -0.023 102.31957836535 2.1089 -24.13320555598 3.0601 0.0191 0.9015888335730011 0.03102134732350545
0.147198 0.062769 -0.133144 154.8 "Gaia EDR3 2922206485895504896" 102.31878631822 0.2407 -24.13313495301 0.3836 2922206485895504896 1636042515805110273 1687141861 2016.0 0.2823 0.5095 0.5540 1.239 -0.143 0.353 1.231 0.492 -0.0928 -0.0996 -0.0734 0.1647 0.2145 0.1655 -0.1228 -0.0330 -0.0181 0.0466 513 0 512 1 0.6294 563.09 0.000 0 31 0 1.461 "" "" "" "" "" "" "" 59 26 0.68359 63 25 1 0.035 1.2e+02 0 0 1.019 0.29 0.4 0.1 0.13 -89.344 -88.221 31.541 41.303 0 510 153.1 0.5976 256.168 20.225039 0.005055 12 82.27 7.919 10.389 20.550432 0.104545 12 107.3 9.71 11.050 19.671450 0.098333 0 0 0 0 0 1.238 0.878983 0.325394 0.553589 "" "" 0 "" "" "" 234.4583436913 -11.1919943896 106.5459100606 -46.8673278420 79041023187780483 "" "" "" 20.225039 0.005055 153.1 0.032 102.31878701378 5.6645 -24.13314042393 7.9209 0.0309 0.8789411381294414 0.1435265093264439
0.146643 0.063712 -0.132079 154.2 "Gaia EDR3 2922206485901261696" 102.31981947750 0.0569 -24.13206924528 0.0910 2922206485901261696 1636042515805110273 111340927 2016.0 0.3448 0.1165 2.9603 1.932 -0.991 0.082 -1.659 0.122 -0.0285 -0.0711 -0.1173 0.1738 0.1319 0.1882 -0.1799 0.0430 0.0406 0.0586 591 0 588 3 0.2302 615.22 0.000 0 31 0 1.520 "" "" "" "" "" "" "" 69 27 0.16989 74 32 0 0.039 1.2e+02 0 0 1.006 0.27 0.41 0.12 0.1 -93.108 -84.954 32.405 43.250 0 584 1011 0.9864 1025.155 18.175308 0.002952 65 512.6 10.38 49.408 18.564056 0.022151 70 703.9 6.307 111.599 17.629139 0.010437 0 3 0 3 0 1.203 0.934917 0.388748 0.546169 "" "" 0 "" "" "" 234.4577624934 -11.1906906807 106.5470849670 -46.8661533362 79041023199691749 "" 48953150 "" 18.175308 0.002952 1011 -0.008 102.31982430166 1.3198 -24.13206187238 1.9673 0.0415 0.9349198701332924 0.024486606362928952
0.149075 0.055633 -0.138305 158.1 "Gaia EDR3 2922206485901267712" 102.31096910051 0.0323 -24.13829876999 0.0516 2922206485901267712 1636042515805110273 1229486746 2016.0 0.5196 0.0655 7.9349 0.838 -0.671 0.046 -0.502 0.071 -0.0231 -0.0993 -0.0401 0.1484 0.0540 0.1583 -0.1040 0.0694 0.0478 0.0464 555 0 552 3 0.4002 583.17 0.000 0 31 0 1.487 "" "" "" "" "" "" "" 63 26 0.098477 66 27 0 0.036 1e+02 0 0 1.012 0.3 0.42 0.14 0.12 -100.825 -89.143 31.529 34.309 0 551 2576 1.713 1503.311 17.160152 0.002848 62 1195 5.521 216.411 17.645222 0.005741 59 1955 6.397 305.596 16.520119 0.005187 0 10 0 12 0 1.223 1.125103 0.485069 0.640034 "" "" 0 "" "" "" 234.4600600664 -11.2006385607 106.5364931755 -46.8733370348 79031023109674371 "" 48953139 "" 17.160152 0.002848 2576 -0.006 102.31097236618 0.7366 -24.13829653727 1.1419 0.0324 1.1250736426043666 0.007737054828732841
0.146007 0.068084 -0.129161 152.2 "Gaia EDR3 2922206515958504064" 102.32460755410 0.1593 -24.12914881185 0.2494 2922206515958504064 1636042515805110273 856092407 2016.0 0.4289 0.3284 1.3058 4.101 -0.005 0.215 4.101 0.313 -0.0426 -0.0786 -0.0466 0.1468 0.1876 0.1780 -0.0951 -0.0064 0.0545 0.0671 523 0 521 2 -0.0874 536.57 0.000 0 95 0 "" 1.3860 0.0620 -0.210 0.009 -0.046 -0.043 0.077 60 26 0.43487 64 28 0 0.022 1.3e+02 0 0 0.997 0.27 0.42 0.063 0.083 -91.477 -86.611 22.659 41.215 0 518 253.2 0.6382 396.790 19.678558 0.003883 59 87.76 4.659 18.835 20.480272 0.057711 57 230.3 6.066 37.968 18.842102 0.028845 0 0 0 0 0 1.256 1.638170 0.801714 0.836456 "" "" 0 "" "" "" 234.4569358138 -11.1854978665 106.5528961662 -46.8627129744 79041023246085305 "" "" "" 19.675557 0.003878 253.9 -0.031 102.32460757969 3.4537 -24.12916703973 5.0358 0.0508 1.6381623991311294 0.06451795637058463
0.146453 0.074226 -0.126250 149.5 "Gaia EDR3 2922206515958512384" 102.33133639226 0.2039 -24.12623442932 0.3012 2922206515958512384 1636042515805110273 189597344 2016.0 0.8256 0.3784 2.1817 6.278 -0.477 0.278 -6.260 0.410 -0.0019 -0.0853 -0.1418 0.1813 0.0327 0.1981 -0.1890 0.0351 0.0435 0.0508 566 0 564 2 76.8190 10354.79 3.520 1.8e+02 95 0 "" 1.2571 0.0658 -0.081 -0.082 -0.059 -0.080 0.071 65 27 0.5721 69 31 1 0.038 80 27 0 4.030 0.32 0.37 0.13 0.12 -95.601 -88.528 30.778 -41.834 0 499 977.1 1.795 544.343 18.212479 0.003401 60 357.9 5.697 62.822 18.954184 0.017507 60 1313 7.159 183.358 16.952456 0.007025 0 60 0 60 0 1.710 2.001728 0.741705 1.260023 "" "" 0 "" "" "" 234.4568746922 -11.1787006815 106.5612782706 -46.8590584138 79041023313218883 "" 48953163 "" 18.203636 0.003392 985.1 0.375 102.33133871734 4.4794 -24.12620660570 6.6227 0.0328 2.001716800830362 0.018863560270379998
