_r _x _y _p EDR3Name RA_ICRS e_RA_ICRS DE_ICRS e_DE_ICRS Source SolID RandomI Epoch Plx e_Plx RPlx PM pmRA e_pmRA pmDE e_pmDE RADEcor RAPlxcor RApmRAcor RApmDEcor DEPlxcor DEpmRAcor DEpmDEcor PlxpmRAcor PlxpmDEcor pmRApmDEcor NAL NAC NgAL NbAL gofAL chi2AL epsi sepsi Solved APF nueff pscol e_pscol RApscolCorr DEpscolCorr PlxpscolCorr pmRApscolCorr pmDEpscolCorr MatchObsA Nper amax MatchObs NewMatchObs MatchObsrm IPDgofha IPDgofhp IPDfmp IPDfow RUWE SDSk1 SDSk2 SDSk3 SDSk4 SDMk1 SDMk2 SDMk3 SDMk4 Dup o_Gmag FG e_FG RFG Gmag e_Gmag o_BPmag FBP e_FBP RFBP BPmag e_BPmag o_RPmag FRP e_FRP RFRP RPmag e_RPmag NBPcont NBPblend NRPcont NRPblend Mode E_BP_RP_ BP-RP BP-G G-RP RVDR2 e_RVDR2 o_RVDR2 Tefftemp loggtemp __Fe_H_temp GLON GLAT ELON ELAT PS1 SDSSDR13 SkyMapper2 URAT1 GmagCorr e_GmagCorr FGCorr E_BP_RP_Corr RAJ2000 e_RAJ2000 DEJ2000 e_DEJ2000 RADEcorJ2000 BPmag-RPmag e_BPmag-RPmag
0.182972 0.107084 -0.148363 144.2 "Gaia EDR3 3111702504580586880" 110.34046894533 0.0419 1.65968325385 0.0390 3111702504580586880 1636042515805110273 99271567 2016.0 0.4347 0.0481 9.0319 2.564 -0.053 0.047 -2.563 0.039 -0.3035 0.0281 -0.4289 0.2679 -0.4071 0.1737 -0.3266 0.1851 -0.0957 -0.2387 209 0 209 0 -1.2778 186.63 0.000 0 31 0 1.559 "" "" "" "" "" "" "" 24 15 0.073562 24 11 0 0.06 1e+02 2 0 0.936 0.32 0.24 0.4 0.76 -60.913 26.213 -27.104 -39.036 0 209 8038 3.815 2106.950 15.924437 0.002803 22 4329 14.68 294.947 16.247572 0.004619 20 5319 12.63 420.993 15.433398 0.004575 0 0 0 0 0 1.200 0.814174 0.323134 0.491039 "" "" 0 "" "" "" 214.8717099819 7.4136571006 111.7378998131 -20.2577304807 109991103404462063 "" "" 459079497 15.924437 0.002803 8038 -0.001 110.34046918254 0.7764 1.65969464493 0.6446 -0.2533 0.814171093085001 0.00650159945725534
0.181410 0.102446 -0.149714 145.6 "Gaia EDR3 3111702504580588544" 110.33582827106 0.6986 1.65833263022 0.6275 3111702504580588544 1636042515805110273 1627293091 2016.0 0.9267 0.7339 1.2627 2.693 1.015 0.685 -2.494 0.573 -0.5633 0.1497 -0.4955 0.2756 -0.3531 0.2931 -0.3237 0.2633 -0.2819 -0.3875 167 0 167 0 1.8934 225.01 1.259 0.98 95 0 "" 1.0547 0.1853 -0.283 0.165 -0.378 -0.103 0.253 20 13 1.1683 21 10 0 0.046 1e+02 0 0 1.105 0.29 0.45 0.38 0.72 -65.721 37.532 -24.559 -39.533 0 167 191.8 1.267 151.298 19.980516 0.007687 15 74.78 21.12 3.541 20.654125 0.306624 17 198.6 10.61 18.721 19.002935 0.058120 0 0 0 0 1 1.426 1.651190 0.673609 0.977581 "" "" 0 "" "" "" 214.8707877083 7.4089130986 111.7332213530 -20.2597499575 109991103357970476 "" "" "" 19.977325 0.007667 192.3 0.137 110.33582375775 11.3240 1.65834371506 9.3930 -0.4041 1.6511747582068068 0.31208425240334453
0.183781 0.111681 -0.145954 142.6 "Gaia EDR3 3111702534642157568" 110.34506791775 0.3474 1.66209181587 0.3296 3111702534642157568 1636042515805110273 504487660 2016.0 0.2817 0.4141 0.6801 3.443 0.059 0.361 -3.443 0.292 -0.3841 0.0768 -0.4411 0.1716 -0.4393 0.1081 -0.2084 0.2243 -0.1984 -0.1675 171 0 171 0 0.6639 186.18 0.598 0.6 31 0 1.498 "" "" "" "" "" "" "" 20 12 0.55542 20 10 0 0.052 98 0 0 1.035 0.3 0.44 0.38 0.74 -69.347 38.208 -25.217 -40.083 0 171 344 1.471 233.915 19.345955 0.005398 17 137 11.84 11.568 19.996862 0.093897 18 265.6 11.34 23.418 18.687378 0.046518 0 0 0 0 0 1.170 1.309484 0.650907 0.658577 "" "" 0 "" "" "" 214.8716637283 7.4188466908 111.7423679632 -20.2546706342 109991103451024958 "" "" "" 19.345955 0.005398 344 -0.078 110.34506765349 5.9396 1.66210711658 4.7566 -0.1789 1.3095331261573016 0.10478647988283148
0.185813 0.116429 -0.144812 141.2 "Gaia EDR3 3111702534642159872" 110.34981772710 0.0444 1.66323369400 0.0394 3111702534642159872 1636042515805110273 1362414661 2016.0 4.4611 0.0501 89.1250 25.145 9.246 0.051 -23.383 0.042 -0.2532 -0.0955 -0.3936 0.2471 -0.2739 0.1619 -0.2703 0.2398 -0.1704 -0.2217 207 0 204 3 1.0537 228.59 0.135 1.6 31 0 1.328 "" "" "" "" "" "" "" 24 15 0.077914 24 11 0 0.045 1e+02 1 0 1.052 0.25 0.24 0.31 0.77 -71.501 27.843 -24.674 -39.598 0 205 8279 4.469 1852.467 15.892395 0.002817 24 2195 6.789 323.358 16.984837 0.004366 22 9170 14.05 652.724 14.841946 0.004129 0 0 0 0 0 1.373 2.142891 1.092442 1.050449 "" "" 0 "" "" "" 214.8728235211 7.4235925209 111.7471939453 -20.2528412752 109991103497876368 "" "" 459079527 15.892395 0.002817 8279 0.018 110.34977661545 0.8328 1.66333762026 0.6834 -0.2360 2.1429085459039694 0.006009172397334052
0.184640 0.118791 -0.141352 140.0 "Gaia EDR3 3111702534642163200" 110.35218064102 0.1524 1.66669327969 0.1411 3111702534642163200 1636042515805110273 522569415 2016.0 0.0767 0.1756 0.4369 0.706 -0.580 0.180 0.402 0.165 -0.2598 -0.0400 -0.3802 0.0783 -0.3277 0.0036 -0.0731 0.2155 -0.1128 -0.2989 191 0 191 0 -0.4465 184.30 0.000 0 31 0 1.546 "" "" "" "" "" "" "" 22 14 0.2805 22 9 0 0.084 98 0 0 0.975 0.22 0.28 0.26 0.83 -88.153 36.981 -26.885 -41.121 0 184 908.8 1.745 520.702 18.291246 0.003455 19 483.2 11.15 43.323 18.628252 0.025216 20 615.8 11.58 53.171 17.774275 0.020767 0 0 0 1 0 1.209 0.853977 0.337006 0.516972 "" "" 0 "" "" "" 214.8708056890 7.4272727029 111.7491402393 -20.2490712406 110001103522390350 "" "" "" 18.291246 0.003455 908.8 0.005 110.35218322005 2.9359 1.66669149185 2.6616 -0.2960 0.8539687033027015 0.03266662428198575
0.175248 0.105941 -0.139601 142.8 "Gaia EDR3 3111702534642165632" 110.33932505718 0.0324 1.66844600182 0.0304 3111702534642165632 1636042515805110273 1651628859 2016.0 1.3531 0.0371 36.4579 8.706 -6.989 0.036 -5.192 0.030 -0.3120 -0.0122 -0.4294 0.2718 -0.3825 0.1796 -0.3319 0.1927 -0.0905 -0.2390 199 0 197 2 -0.6626 185.94 0.000 0 31 0 1.490 "" "" "" "" "" "" "" 23 14 0.056543 23 11 0 0.033 99 0 0 0.965 0.31 0.26 0.38 0.77 -66.427 30.430 -26.829 -39.377 0 197 1.395e+04 4.901 2847.184 15.325594 0.002782 19 6519 25.7 253.612 15.803056 0.005110 22 1.057e+04 23.77 444.713 14.687595 0.004499 0 1 0 1 0 1.225 1.115460 0.477462 0.637999 "" "" 0 "" "" "" 214.8633205718 7.4166375714 111.7353178398 -20.2492319253 110001103393242583 "" "" 459079495 15.325594 0.002782 1.395e+04 -0.003 110.33935613067 0.5943 1.66846907882 0.4952 -0.2543 1.1154511021487785 0.006808585120233314
0.186011 0.124131 -0.138534 138.1 "Gaia EDR3 3111702534642166144" 110.35752323468 0.2562 1.66951108417 0.2360 3111702534642166144 1636042515805110273 1149997098 2016.0 0.2595 0.2976 0.8722 0.497 -0.205 0.294 0.453 0.265 -0.2530 -0.0092 -0.4177 0.1044 -0.3492 0.0313 -0.1116 0.2215 -0.1374 -0.2511 191 0 190 1 1.4320 223.19 0.770 1.5 31 0 1.544 "" "" "" "" "" "" "" 22 14 0.45426 22 9 0 0.11 99 0 0 1.074 0.22 0.28 0.26 0.83 -87.381 36.630 -27.258 -41.172 0 190 493.8 1.198 412.148 18.953398 0.003812 19 239.4 11.92 20.085 19.390886 0.054128 18 343 12.31 27.879 18.409494 0.039127 0 1 0 0 0 1.179 0.981392 0.437489 0.543903 "" "" 0 "" "" "" 214.8707341321 7.4333104266 111.7543271386 -20.2454966918 110001103575893862 "" "" "" 18.953398 0.003812 493.8 -0.036 110.35752414711 4.8192 1.66950907122 4.2740 -0.2513 0.9813659577870588 0.06678704876219829
0.184223 0.115172 -0.143782 141.3 "Gaia EDR3 3111702534642239872" 110.34856050426 0.0959 1.66426372121 0.0865 3111702534642239872 1636042515805110273 952153547 2016.0 0.2117 0.1103 1.9190 3.077 -1.379 0.109 2.751 0.089 -0.2460 -0.0354 -0.4328 0.1946 -0.3333 0.1034 -0.2760 0.2486 -0.1523 -0.2005 208 0 205 3 -0.3781 199.78 0.000 0 31 0 1.514 "" "" "" "" "" "" "" 24 15 0.1665 24 11 0 0.061 1e+02 1 0 0.979 0.26 0.23 0.32 0.77 -66.724 27.788 -25.828 -39.465 0 205 1848 2.139 864.025 17.520740 0.003028 22 928.8 8.984 103.381 17.918728 0.010867 20 1365 16.21 84.191 16.910200 0.013438 0 1 0 1 0 1.241 1.008528 0.397987 0.610540 "" "" 0 "" "" "" 214.8713209925 7.4229441961 111.7457072058 -20.2520077898 109991103485697569 "" "" 459079524 17.520740 0.003028 1848 0.024 110.34856663413 1.7950 1.66425149276 1.4544 -0.2091 1.0085020844269863 0.017282367363680596
0.184976 0.120311 -0.140504 139.4 "Gaia EDR3 3111702538936789248" 110.35370153711 0.8975 1.66754189112 0.7510 3111702538936789248 1636042515805110273 837666632 2016.0 0.1574 1.0014 0.1572 1.779 0.518 0.894 1.702 0.763 -0.5499 0.3530 -0.1793 0.0690 -0.3757 0.1351 -0.1032 0.3847 -0.2802 -0.3808 139 0 139 0 -1.3365 118.42 0.000 8.7e-16 95 0 "" 1.5370 0.2790 -0.493 0.269 -0.494 -0.222 0.313 16 13 1.4128 16 6 0 0.11 1e+02 0 0 0.917 0.24 0.49 0.3 0.74 -58.711 39.621 -30.436 -41.525 0 139 146.5 0.9577 152.976 20.272717 0.007614 15 74.42 7.691 9.677 20.659319 0.112235 14 116.2 8.797 13.207 19.585030 0.082298 0 0 0 0 0 1.301 1.074289 0.386602 0.687687 "" "" 0 "" "" "" 214.8707436313 7.4290126804 111.7506095375 -20.2480077286 110001103537041486 "" "" "" 20.275719 0.007632 146.1 0.077 110.35369923252 14.4886 1.66753432673 12.3074 -0.3873 1.0742510103025147 0.13917636959115612
0.185982 0.119688 -0.142351 139.9 "Gaia EDR3 3111702538936791808" 110.35307845165 1.9385 1.66569453460 1.6536 3111702538936791808 1636042515805110273 1729399857 2016.0 "" "" "" "" "" "" "" "" -0.8479 "" "" "" "" "" "" "" "" "" 104 0 103 1 0.0396 97.89 0.000 0 3 0 "" "" "" "" "" "" "" "" 12 10 4.3821 12 4 0 0.061 1.0e+02 0 0 "" 0.14 0.61 0.094 0.8 -140.687 41.635 -23.294 44.787 0 103 114.4 1.304 87.770 20.540852 0.012673 10 45.32 5.459 8.301 21.197865 0.130828 12 140.9 11.59 12.157 19.375630 0.089388 0 0 0 1 0 1.627 1.822235 0.657013 1.165222 "" "" 0 "" "" "" 214.8721148595 7.4276156139 111.7502433102 -20.2499267326 109991103530649282 "" "" "" 20.540852 0.012673 114.4 0.316 110.35307845165 1.9385 1.66569453460 1.6536 -0.8479 1.8222472936295944 0.15844915846808566
0.180021 0.109015 -0.143260 142.7 "Gaia EDR3 3111702538936799104" 110.34240023514 0.6683 1.66478674700 0.5794 3111702538936799104 1636042515805110273 479525581 2016.0 2.2245 0.7616 2.9210 7.235 0.520 0.678 7.216 0.569 -0.5071 0.2628 -0.3642 0.1994 -0.3774 0.2266 -0.2297 0.2936 -0.2748 -0.3227 150 0 149 1 0.7747 164.90 0.471 0.11 95 0 "" 1.2920 0.1964 -0.355 0.170 -0.428 -0.146 0.230 18 13 1.0883 18 8 0 0.028 91 1 0 1.044 0.26 0.44 0.36 0.76 -60.215 37.872 -31.500 -42.095 0 149 183.3 1.323 138.525 20.029327 0.008308 11 33.8 8.48 3.986 21.516329 0.272421 15 235.6 13.03 18.086 18.817299 0.060150 0 1 0 1 0 1.470 2.699030 1.487001 1.212028 "" "" 0 "" "" "" 214.8680185179 7.4177033926 111.7391332954 -20.2523981958 109991103424578271 "" "" "" 20.008293 0.008166 186.9 0.034 110.34239792205 11.1040 1.66475467540 9.2552 -0.3376 2.698995680392926 0.27897987775792116
0.179010 0.107930 -0.142813 142.9 "Gaia EDR3 3111702538936800000" 110.34131565551 0.5142 1.66523375616 0.4511 3111702538936800000 1636042515805110273 1663143597 2016.0 1.0349 0.6015 1.7207 3.902 -3.341 0.492 -2.017 0.397 -0.4323 0.2464 -0.3576 0.0432 -0.4915 0.0903 -0.1117 0.2248 -0.2414 -0.0975 164 0 163 1 0.6670 177.16 0.000 1.6e-15 95 0 "" 1.3665 0.1501 -0.425 0.286 -0.313 0.029 0.212 19 12 0.73969 19 9 0 0.025 94 0 0 1.036 0.29 0.42 0.39 0.72 -59.665 35.407 -27.795 -40.520 0 163 228.7 1.165 196.253 19.789200 0.006180 16 61.16 7.996 7.649 20.872387 0.141976 15 230.9 10.87 21.241 18.839336 0.051255 0 0 0 0 0 1.277 2.033050 1.083187 0.949863 "" "" 0 "" "" "" 214.8671185924 7.4169426246 111.7379201293 -20.2521158545 109991103415158641 "" "" "" 19.779815 0.006138 230.7 -0.062 110.34133050990 8.0723 1.66524272049 6.4244 -0.1050 2.033055571835 0.15094533411300826
0.172583 0.112899 -0.130532 139.1 "Gaia EDR3 3111702538940318336" 110.34628701638 0.0804 1.67751369968 0.0721 3111702538940318336 1636042515805110273 1727254283 2016.0 0.1749 0.0915 1.9114 0.456 -0.032 0.092 -0.454 0.075 -0.2576 -0.0444 -0.4394 0.2066 -0.3199 0.1151 -0.2854 0.2567 -0.1520 -0.2075 205 0 205 0 -0.4130 198.98 0.000 0 31 0 1.591 "" "" "" "" "" "" "" 24 15 0.13991 24 11 0 0.071 1e+02 0 0 0.978 0.25 0.23 0.32 0.77 -67.794 27.605 -25.603 -39.503 0 205 2478 2.304 1075.456 17.202030 0.002934 20 1424 18.62 76.441 17.454970 0.014475 22 1519 16.48 92.143 16.794160 0.012374 0 0 0 0 0 1.187 0.660809 0.252939 0.407869 "" "" 0 "" "" "" 214.8583850977 7.4269670558 111.7412295666 -20.2392375950 110011103462763565 "" "" 459079514 17.202030 0.002934 2478 -0.002 110.34628715915 1.5019 1.67751571941 1.2158 -0.2170 0.6608520453177213 0.019043533554018326
0.152090 0.034977 -0.148014 166.7 "Gaia EDR3 3111703015678491776" 110.26833175513 0.1747 1.66003544358 0.1655 3111703015678491776 1636042515805110273 602143786 2016.0 0.4616 0.2042 2.2604 0.947 -0.908 0.201 0.270 0.184 -0.3083 0.1198 -0.4252 0.2441 -0.4067 0.2223 -0.1764 0.0742 -0.1607 -0.2223 163 0 163 0 -0.5785 153.52 0.000 0 31 0 1.561 "" "" "" "" "" "" "" 19 15 0.31465 19 7 0 0.11 97 0 0 0.966 0.34 0.19 0.31 0.84 -60.186 29.600 -28.378 -39.659 0 161 845.9 1.875 451.268 18.369097 0.003658 17 482.5 11.94 40.415 18.629892 0.027009 19 540.6 16.85 32.080 17.915768 0.034055 0 2 0 1 0 1.209 0.714125 0.260796 0.453329 "" "" 0 "" "" "" 214.8382214634 7.3496527004 111.6618174156 -20.2679917617 109991102683162480 "" "" "" 18.369097 0.003658 845.9 0.016 110.26833579177 3.2896 1.66003424195 2.9777 -0.2403 0.7141233172942592 0.043466370391263345
