_r _x _y _p EDR3Name RA_ICRS e_RA_ICRS DE_ICRS e_DE_ICRS Source SolID RandomI Epoch Plx e_Plx RPlx PM pmRA e_pmRA pmDE e_pmDE RADEcor RAPlxcor RApmRAcor RApmDEcor DEPlxcor DEpmRAcor DEpmDEcor PlxpmRAcor PlxpmDEcor pmRApmDEcor NAL NAC NgAL NbAL gofAL chi2AL epsi sepsi Solved APF nueff pscol e_pscol RApscolCorr DEpscolCorr PlxpscolCorr pmRApscolCorr pmDEpscolCorr MatchObsA Nper amax MatchObs NewMatchObs MatchObsrm IPDgofha IPDgofhp IPDfmp IPDfow RUWE SDSk1 SDSk2 SDSk3 SDSk4 SDMk1 SDMk2 SDMk3 SDMk4 Dup o_Gmag FG e_FG RFG Gmag e_Gmag o_BPmag FBP e_FBP RFBP BPmag e_BPmag o_RPmag FRP e_FRP RFRP RPmag e_RPmag NBPcont NBPblend NRPcont NRPblend Mode E_BP_RP_ BP-RP BP-G G-RP RVDR2 e_RVDR2 o_RVDR2 Tefftemp loggtemp __Fe_H_temp GLON GLAT ELON ELAT PS1 SDSSDR13 SkyMapper2 URAT1 GmagCorr e_GmagCorr FGCorr E_BP_RP_Corr RAJ2000 e_RAJ2000 DEJ2000 e_DEJ2000 RADEcorJ2000 BPmag-RPmag e_BPmag-RPmag
0.102127 -0.027285 -0.098414 195.5 "Gaia EDR3 3129423780164099584" 102.54758782828 0.0604 5.65157928328 0.0641 3129423780164099584 1636042515805110273 1455589687 2016.0 0.1223 0.0817 1.4972 0.481 0.017 0.081 -0.481 0.065 -0.1486 -0.0213 -0.0332 0.0027 -0.5515 -0.1176 -0.1577 0.2322 -0.0059 -0.2650 174 0 172 2 1.5155 204.09 0.222 2.2 31 0 1.494 "" "" "" "" "" "" "" 20 15 0.11833 21 6 0 0.019 17 0 0 1.082 0.38 0.23 0.54 0.81 -72.890 24.615 -21.741 -37.816 0 174 4803 4.03 1191.971 16.483492 0.002902 20 2292 14.34 159.820 16.937819 0.007344 18 3632 20.05 181.138 15.847402 0.007086 0 0 0 0 0 1.233 1.090417 0.454327 0.636090 "" "" 0 "" "" "" 207.7575247297 2.2972373557 103.0816862497 -17.2197031531 114781025475642359 "" "" 479084300 16.483492 0.002902 4803 0.008 102.54758775241 1.3001 5.65158142144 1.0494 -0.2546 1.0904048997088136 0.010205371115339668
0.104499 -0.034336 -0.098697 199.2 "Gaia EDR3 3129423780164859136" 102.54050294687 0.0940 5.65129609319 0.0936 3129423780164859136 1636042515805110273 817246117 2016.0 0.1810 0.1164 1.5553 0.730 0.288 0.134 0.671 0.103 -0.0287 -0.0217 -0.2080 -0.1490 -0.4742 -0.2284 -0.1921 0.1638 -0.0587 -0.0954 164 0 163 1 1.7925 199.65 0.224 0.85 31 0 1.436 "" "" "" "" "" "" "" 19 14 0.18995 20 6 0 0.0066 16 0 0 1.100 0.36 0.21 0.51 0.81 -65.548 18.605 -23.454 -38.090 0 163 2323 2.563 906.243 17.272326 0.003005 19 924.2 13.1 70.569 17.924072 0.015637 18 1976 19.17 103.055 16.508377 0.011193 0 1 0 0 0 1.249 1.415695 0.651747 0.763948 "" "" 0 "" "" "" 207.7545693627 2.2908288640 103.0743620023 -17.2206228790 114781025404672015 "" "" 479084276 17.272326 0.003005 2323 -0.012 102.54050166100 2.1711 5.65129311244 1.6671 -0.0743 1.41569534847617 0.019229444525387492
0.100037 -0.015378 -0.098848 188.8 "Gaia EDR3 3129423810225644288" 102.55955373122 0.9311 5.65114559519 1.1893 3129423810225644288 1636042515805110273 856936226 2016.0 0.7328 1.3388 0.5474 2.359 -1.660 1.170 1.676 1.031 -0.5202 0.2038 -0.1982 0.1940 -0.6858 -0.0055 -0.2680 0.2288 -0.0069 -0.5913 112 0 110 2 -0.7836 98.75 0.000 0 95 0 "" 1.3887 0.2518 -0.303 0.313 -0.443 -0.262 0.065 13 12 1.9569 14 5 0 0.037 68 0 0 0.943 0.36 0.58 0.47 0.86 -100.084 43.220 -21.476 -41.276 0 110 149.4 1.426 104.749 20.251290 0.010725 11 48.55 10.26 4.734 21.123123 0.229374 13 154.1 11.65 13.231 19.278050 0.082145 0 0 0 0 0 1.356 1.845074 0.871834 0.973240 "" "" 0 "" "" "" 207.7633289879 2.3076463608 103.0941426866 -17.2190572328 114781025595281796 "" "" "" 20.245084 0.010668 150.3 0.043 102.55956114579 18.9189 5.65113814543 16.8600 -0.5832 1.8450771285878673 0.2436270083911534
0.097618 -0.005051 -0.097487 183.0 "Gaia EDR3 3129423810225646464" 102.56993084242 0.0255 5.65250667025 0.0260 3129423810225646464 1636042515805110273 128482102 2016.0 0.1713 0.0339 5.0512 0.893 0.268 0.033 -0.852 0.027 -0.0068 -0.2068 -0.1174 -0.0287 -0.5242 -0.0887 -0.2908 0.2115 0.2095 -0.1764 183 0 182 1 -0.2045 178.84 0.000 0 31 0 1.525 "" "" "" "" "" "" "" 21 15 0.046669 22 7 0 0.036 1e+02 0 0 0.987 0.37 0.2 0.54 0.82 -92.310 20.175 -19.866 -38.036 0 181 2.018e+04 7.997 2523.403 14.925068 0.002789 18 1.026e+04 39.14 262.273 15.310123 0.004992 19 1.458e+04 26.53 549.576 14.338306 0.004265 0 0 0 1 0 1.231 0.971817 0.385056 0.586762 "" "" 0 "" "" "" 207.7668138945 2.3174630680 103.1047802991 -17.2167662265 114781025699113458 "" "" 479084386 14.925068 0.002789 2.018e+04 0.017 102.56992964447 0.5259 5.65251045815 0.4413 -0.1653 0.9718665198189864 0.006565747422812418
0.098808 -0.011685 -0.098115 186.8 "Gaia EDR3 3129423810225657216" 102.56326444718 0.0564 5.65187884474 0.0593 3129423810225657216 1636042515805110273 1760825404 2016.0 0.5930 0.0760 7.8080 6.380 -2.348 0.076 -5.932 0.061 -0.1410 -0.0661 -0.0302 -0.0056 -0.5408 -0.1276 -0.1188 0.2470 -0.0091 -0.3189 183 0 180 3 0.7599 197.24 0.103 0.44 31 0 1.431 "" "" "" "" "" "" "" 21 15 0.11273 22 6 0 0.026 1e+02 0 0 1.039 0.38 0.26 0.55 0.81 -80.288 27.261 -21.465 -38.515 0 183 4663 3.578 1303.325 16.515696 0.002879 20 1850 13.97 132.426 17.170624 0.008661 17 4092 10.98 372.561 15.718073 0.004772 0 1 0 0 0 1.274 1.452551 0.654928 0.797623 "" "" 0 "" "" "" 207.7643553810 2.3112687581 103.0979232116 -17.2179925506 114781025632462715 "" "" 479084359 16.515696 0.002879 4663 0.010 102.56327493579 1.2178 5.65190520906 0.9864 -0.3078 1.4525298968138216 0.009888442599778826
0.093706 -0.008817 -0.093290 185.4 "Gaia EDR3 3129423814519113216" 102.56614604415 0.4183 5.65670413993 0.5511 3129423814519113216 1636042515805110273 800897499 2016.0 1.0671 0.6047 1.7646 0.705 -0.132 0.589 0.692 0.491 -0.5266 0.1035 -0.3834 0.4229 -0.6519 0.1599 -0.4575 0.2694 0.0270 -0.6326 147 0 147 0 -0.3769 145.66 0.000 0 95 0 "" 1.2749 0.1042 -0.020 0.141 -0.395 -0.418 0.214 17 13 1.0067 17 6 0 0.039 98 0 0 0.975 0.41 0.49 0.59 0.79 -92.918 38.668 -19.757 -39.274 0 147 365.3 1.662 219.799 19.280653 0.005656 13 129 13.72 9.402 20.062216 0.115509 15 343.8 18.04 19.055 18.407090 0.057105 0 0 0 1 0 1.294 1.655127 0.781563 0.873564 "" "" 0 "" "" "" 207.7613585987 2.3160164313 103.1004553055 -17.2129273171 114781025661028489 "" "" "" 19.277405 0.005643 366.4 0.005 102.56614663489 9.5914 5.65670106314 8.1200 -0.6311 1.6551370722298593 0.12885434284621575
0.101817 -0.000319 -0.101816 180.2 "Gaia EDR3 3129423814519114368" 102.57468572040 10.8174 5.64817764020 13.5017 3129423814519114368 1636042515805110273 1527371470 2016.0 "" "" "" "" "" "" "" "" -0.9187 "" "" "" "" "" "" "" "" "" 45 0 45 0 -1.2694 29.14 0.000 0 3 0 "" "" "" "" "" "" "" "" 5 4 2777.6 5 2 0 2.3 1.4e+02 0 0 "" 1 0.99 0.97 0.95 -132.314 47.690 -12.303 -42.293 0 44 89.12 2.187 40.749 20.812471 0.026787 2 50.72 1.243 40.814 21.075525 0.026748 5 96.75 17.21 5.622 19.783798 0.193171 0 0 0 0 1 1.655 1.291727 0.263054 1.028673 "" "" 0 "" "" "" 207.7728256783 2.3197098004 103.1101245286 -17.2206485105 114771025746198253 "" "" "" 20.812471 0.026787 89.12 0.408 102.57468572040 10.8174 5.64817764020 13.5017 -0.9187 1.291728180008004 0.19501802396827425
0.092513 -0.005859 -0.092327 183.6 "Gaia EDR3 3129423814521627264" 102.56911898555 0.8904 5.65766695592 1.2460 3129423814521627264 1636042515805110273 244310498 2016.0 0.0076 1.3982 0.0054 2.068 -1.823 1.170 0.977 0.981 -0.4755 0.1762 -0.2187 0.2643 -0.7243 -0.0696 -0.3800 0.3307 0.0832 -0.4569 118 0 117 1 -0.0575 116.61 0.000 0 95 0 "" 1.8742 0.2507 -0.271 0.366 -0.429 -0.258 0.050 14 12 1.8582 15 5 0 0.042 89 0 0 0.993 0.36 0.49 0.5 0.79 -87.629 40.330 -20.855 -39.518 0 118 146.8 1.348 108.929 20.270231 0.010341 8 32.91 7.669 4.292 21.545080 0.252982 13 145.6 12.85 11.328 19.340054 0.095916 0 0 0 0 1 1.216 2.205027 1.274849 0.930178 "" "" 0 "" "" "" 207.7618462748 2.3190892267 103.1034484016 -17.2117003921 114781025691079679 "" "" "" 20.257812 0.010232 148.5 -0.148 102.56912712743 18.9337 5.65766261380 16.2044 -0.4458 2.205023842048387 0.27055652624400617
0.098296 -0.013073 -0.097423 187.6 "Gaia EDR3 3129423814523433472" 102.56186988386 9.3563 5.65257125256 9.2748 3129423814523433472 1636042515805110273 851333680 2016.0 "" "" "" "" "" "" "" "" -0.8380 "" "" "" "" "" "" "" "" "" 44 0 44 0 0.7245 45.02 0.000 0 3 0 "" "" "" "" "" "" "" "" 5 5 46.005 5 2 0 0.084 1.5e+02 0 0 "" 0.74 0.73 0.96 0.68 -124.538 36.901 -16.938 -43.540 0 44 79.39 1.894 41.918 20.937923 0.026048 2 88.13 19.53 4.513 20.475685 0.240602 3 84.05 31.73 2.649 19.936510 0.409820 0 1 0 0 0 2.169 0.539175 -0.462238 1.001413 "" "" 0 "" "" "" 207.7631067644 2.3103474213 103.0964106331 -17.2174286915 114781025618183511 "" "" "" 20.937923 0.026048 79.39 0.987 102.56186988386 9.3563 5.65257125256 9.2748 -0.8380 0.5391710435881052 0.4752239372100733
0.093763 -0.005986 -0.093572 183.7 "Gaia EDR3 3129423814523827584" 102.56899169890 0.0367 5.65642176206 0.0383 3129423814523827584 1636042515805110273 1094461848 2016.0 0.2888 0.0497 5.8052 2.146 -0.107 0.048 -2.143 0.039 0.0037 -0.1864 -0.1156 -0.0110 -0.5569 -0.0936 -0.3001 0.2296 0.1942 -0.1736 182 0 181 1 0.6028 195.08 0.049 0.24 31 0 1.501 "" "" "" "" "" "" "" 21 15 0.068019 22 7 0 0.03 1e+02 0 0 1.030 0.37 0.2 0.55 0.82 -87.452 16.813 -20.297 -37.645 0 180 1.009e+04 5.352 1885.214 15.677618 0.002815 17 4859 27.16 178.886 16.122180 0.006680 19 7537 16.28 462.884 15.054899 0.004448 0 0 0 0 0 1.229 1.067282 0.444563 0.622719 "" "" 0 "" "" "" 207.7628986579 2.3184103637 103.1034344734 -17.2129519412 114781025689728161 "" "" 479084382 15.677618 0.002815 1.009e+04 0.005 102.56899217770 0.7667 5.65643128838 0.6351 -0.1629 1.06727575512196 0.008025414246884457
0.095500 -0.004386 -0.095399 182.6 "Gaia EDR3 3129423814523827712" 102.57059945900 0.0668 5.65459483915 0.0749 3129423814523827712 1636042515805110273 1371793853 2016.0 0.5355 0.0995 5.3824 1.994 -0.635 0.093 -1.890 0.072 -0.0349 -0.1594 -0.0835 -0.0278 -0.6222 -0.2251 -0.1742 0.3589 0.0663 -0.2568 174 0 173 1 -1.5334 147.23 0.000 0 31 0 1.453 "" "" "" "" "" "" "" 20 14 0.13697 21 6 0 0.02 1e+02 0 0 0.916 0.41 0.22 0.61 0.81 -82.483 22.400 -21.431 -37.945 0 173 3452 2.941 1173.683 16.842230 0.002906 19 1436 14.59 98.453 17.445513 0.011375 19 2898 15.76 183.935 16.092710 0.007009 0 2 0 1 0 1.256 1.352802 0.603283 0.749519 "" "" 0 "" "" "" 207.7652551363 2.3190049523 103.1052758742 -17.2146263485 114781025705785964 "" "" 479084389 16.842230 0.002906 3452 0.002 102.57060229467 1.4876 5.65460324106 1.1662 -0.2367 1.3527804840472193 0.013361733765435134
0.105062 -0.005091 -0.104938 182.8 "Gaia EDR3 3129423814523832064" 102.56989085250 0.0826 5.64505578831 0.0863 3129423814523832064 1636042515805110273 38486747 2016.0 0.2286 0.1110 2.0604 0.995 0.150 0.113 -0.983 0.091 -0.1237 -0.1008 -0.0530 0.0092 -0.5268 -0.1191 -0.1260 0.2611 -0.0279 -0.3310 183 0 182 1 0.5706 195.38 0.000 0 31 0 1.444 "" "" "" "" "" "" "" 21 15 0.16876 22 6 0 0.022 1e+02 0 0 1.029 0.37 0.25 0.54 0.82 -79.081 27.341 -21.713 -38.521 0 182 2342 2.728 858.771 17.263180 0.003032 19 958.2 12.05 79.487 17.884935 0.013941 17 1994 15.5 128.663 16.498442 0.009246 0 0 0 1 0 1.260 1.386494 0.621756 0.764738 "" "" 0 "" "" "" 207.7734377449 2.3140405739 103.1054457826 -17.2241900511 114771025698684524 "" "" 479084385 17.263180 0.003032 2342 0.003 102.56989018200 1.8183 5.64506015782 1.4696 -0.3207 1.3865165609025283 0.016728427959396174
0.102542 -0.009045 -0.102142 185.1 "Gaia EDR3 3129423814523832832" 102.56591697711 0.0957 5.64785186783 0.1067 3129423814523832832 1636042515805110273 614389349 2016.0 0.0392 0.1401 0.2796 1.305 -0.508 0.133 -1.202 0.103 -0.0229 -0.2020 -0.1531 -0.0273 -0.6123 -0.2255 -0.1939 0.3536 0.0460 -0.2630 172 0 171 1 0.2746 177.65 0.000 0.0055 31 0 1.468 "" "" "" "" "" "" "" 20 14 0.19683 21 6 0 0.021 1e+02 0 0 1.013 0.41 0.23 0.61 0.81 -84.992 25.034 -21.078 -38.103 0 171 1971 2.292 859.804 17.450882 0.003031 17 878 16.23 54.099 17.979868 0.020262 18 1630 14.44 112.831 16.717672 0.010338 0 1 0 1 0 1.273 1.262196 0.528986 0.733210 "" "" 0 "" "" "" 207.7691460663 2.3117892706 103.1010573021 -17.2217638343 114771025659017879 "" "" 479084372 17.450882 0.003031 1971 0.029 102.56591924774 2.1415 5.64785721176 1.6719 -0.2418 1.2621747652934268 0.02274795896402576
0.093275 0.003104 -0.093223 178.1 "Gaia EDR3 3129423844585102592" 102.57812579590 0.5993 5.65677114986 0.7738 3129423844585102592 1636042515805110273 1041410068 2016.0 -0.8532 0.8372 -1.0191 1.183 0.930 0.836 0.730 0.719 -0.5268 0.1121 -0.4018 0.3898 -0.6234 0.1886 -0.4601 0.2397 -0.0082 -0.6369 141 0 141 0 -1.1408 124.07 0.000 0 95 0 "" 1.2913 0.1463 -0.032 0.082 -0.383 -0.391 0.277 16 13 1.449 17 6 0 0.029 11 1 0 0.929 0.37 0.46 0.54 0.79 -83.390 38.126 -20.000 -38.497 0 135 234 1.482 157.971 19.764156 0.007405 11 84.36 11.86 7.115 20.523216 0.152625 14 228.4 15.01 15.220 18.851103 0.071437 0 0 0 0 0 1.336 1.672113 0.759060 0.913053 "" "" 0 "" "" "" 207.7667225056 2.3266653890 103.1128779220 -17.2117799885 114781025780878562 "" "" "" 19.760656 0.007384 234.8 0.045 102.57812164189 13.6215 5.65676790403 11.8811 -0.6355 1.6721059442679334 0.16851983646786658
0.090288 0.009034 -0.089835 174.3 "Gaia EDR3 3129423844585111552" 102.58408444293 0.5448 5.66015937323 0.7727 3129423844585111552 1636042515805110273 1711486161 2016.0 0.3433 0.8495 0.4042 1.654 -1.506 0.770 0.683 0.650 -0.4872 0.0666 -0.3920 0.4033 -0.6948 0.0704 -0.4809 0.3289 0.1140 -0.5911 138 0 136 2 0.8970 154.06 1.276 1.6 95 0 "" 1.3108 0.1274 0.057 0.058 -0.321 -0.414 0.234 16 12 1.3048 17 6 0 0.14 94 0 0 1.054 0.46 0.47 0.66 0.79 -98.013 38.522 -19.621 -38.980 0 136 308.6 2.028 152.220 19.463697 0.007646 15 109.5 11.18 9.795 20.239614 0.110884 15 326.1 9.882 33.007 18.464336 0.033111 0 1 0 1 0 1.412 1.775278 0.775917 0.999361 "" "" 0 "" "" "" 207.7663996895 2.3334871426 103.1187381360 -17.2078678835 114791025840622649 "" "" "" 19.458614 0.007615 310.1 0.107 102.58409117094 12.5377 5.66015633935 10.7864 -0.5828 1.7752583008715668 0.11571694644934487
0.089765 0.005534 -0.089594 176.5 "Gaia EDR3 3129423844585111680" 102.58056783776 0.9485 5.66040002580 1.1722 3129423844585111680 1636042515805110273 1365647405 2016.0 1.3283 1.1467 1.1584 1.628 1.330 1.242 0.938 1.039 -0.6728 0.1764 -0.4046 0.5834 -0.5565 0.3027 -0.6173 0.3255 0.0426 -0.6417 104 0 104 0 0.1727 115.33 0.929 0.38 95 0 "" 0.8808 0.2174 -0.197 0.216 -0.456 -0.304 0.097 12 10 2.2182 13 4 0 0.0017 1.4e+02 0 0 1.009 0.29 0.58 0.44 0.75 -86.961 40.634 -19.575 -39.584 0 103 196.5 1.486 132.208 19.954130 0.008662 10 60.33 11.24 5.366 20.887154 0.202350 12 178.7 9.324 19.161 19.117844 0.056789 0 0 0 0 0 1.216 1.769310 0.933023 0.836287 "" "" 0 "" "" "" 207.7645931210 2.3304795123 103.1150669432 -17.2079456704 114791025805712928 "" "" "" 19.949141 0.008627 197.4 -0.087 102.58056189566 20.2668 5.66039585534 17.3644 -0.6501 1.769327755877221 0.21016299632863233
0.082261 0.003564 -0.082184 177.5 "Gaia EDR3 3129423844585388416" 102.57858800967 0.0959 5.66781026658 0.1027 3129423844585388416 1636042515805110273 767689749 2016.0 0.9034 0.1300 6.9487 5.363 -1.034 0.130 5.262 0.105 -0.1566 -0.0551 -0.0439 -0.0099 -0.5455 -0.1344 -0.1352 0.2449 -0.0037 -0.3101 180 0 178 2 1.5511 212.11 0.382 2.5 31 0 1.387 "" "" "" "" "" "" "" 21 15 0.19256 22 6 0 0.014 1.1e+02 0 0 1.083 0.38 0.27 0.56 0.82 -81.813 29.430 -21.463 -38.618 0 169 2386 3.308 721.263 17.243100 0.003140 19 792.7 11.32 70.021 18.090725 0.015755 17 2268 17.13 132.376 16.358850 0.009031 0 1 0 0 0 1.283 1.731874 0.847626 0.884249 "" "" 0 "" "" "" 207.7570909391 2.3320930802 103.1123094702 -17.2007446453 114801025785711818 "" "" 479084418 17.243100 0.003140 2386 -0.016 102.57859262767 2.0834 5.66778688039 1.7019 -0.2979 1.7318932123679502 0.01815919788738231
0.098466 0.004854 -0.098346 177.2 "Gaia EDR3 3129423848878834944" 102.57988442842 1.7520 5.65164767442 1.9570 3129423848878834944 1636042515805110273 55075636 2016.0 -0.2277 1.8313 -0.1244 3.684 1.602 1.965 -3.317 1.621 -0.7357 0.0439 -0.2251 0.3342 -0.4002 0.1127 -0.3111 0.4064 -0.0466 -0.6289 105 0 104 1 0.4047 108.63 0.843 0.094 95 0 "" 1.2892 0.3571 0.033 0.075 -0.369 -0.444 0.266 12 10 3.3366 12 3 0 0.1 84 0 0 1.026 0.35 0.71 0.45 0.84 -110.420 44.138 -18.339 -41.062 0 102 112.1 1.578 71.036 20.563465 0.015531 7 61.78 14.07 4.392 20.861370 0.247248 10 116.6 26.75 4.359 19.580925 0.249095 0 0 0 0 0 1.592 1.280445 0.297905 0.982540 "" "" 0 "" "" "" 207.7720859947 2.3258952282 103.1151889723 -17.2167236303 114781025798542453 "" "" "" 20.564854 0.015550 111.9 0.347 102.57987727217 31.8858 5.65166241581 26.6112 -0.6335 1.28040683492123 0.3509788762693104
0.084465 0.006436 -0.084220 175.6 "Gaia EDR3 3129423848883553664" 102.58147413891 0.0601 5.66577429965 0.0669 3129423848883553664 1636042515805110273 1383648624 2016.0 0.3678 0.0879 4.1867 2.157 1.840 0.084 1.126 0.064 -0.0242 -0.1665 -0.1271 -0.0379 -0.6162 -0.2317 -0.1961 0.3509 0.0622 -0.2312 174 0 173 1 0.8076 190.81 0.000 0 31 0 1.457 "" "" "" "" "" "" "" 20 14 0.1229 21 6 0 0.022 1.1e+02 0 0 1.042 0.41 0.23 0.61 0.81 -84.957 24.731 -21.108 -38.098 0 172 4199 3.251 1291.608 16.629496 0.002881 19 1792 10.42 172.010 17.205067 0.006901 19 3471 10.39 334.207 15.896678 0.004984 0 2 0 1 0 1.253 1.308389 0.575571 0.732818 "" "" 0 "" "" "" 207.7602125038 2.3337257672 103.1154968816 -17.2025117465 114791025814549381 "" "" 479084431 16.629496 0.002881 4199 0.005 102.58146592001 1.3460 5.66576929557 1.0430 -0.2099 1.3084109477468715 0.008512591729299317
0.093237 0.010446 -0.092650 173.6 "Gaia EDR3 3129423848883557120" 102.58550407073 0.0149 5.65734357951 0.0144 3129423848883557120 1636042515805110273 1422874968 2016.0 0.6484 0.0181 35.8364 4.098 -0.828 0.019 -4.013 0.016 -0.1218 -0.0646 -0.0397 0.0298 -0.4138 0.0163 -0.1999 0.0771 0.1251 -0.2584 192 0 192 0 2.3747 222.44 0.044 1.2 31 0 1.366 "" "" "" "" "" "" "" 22 16 0.027781 23 7 0 0.027 1.1e+02 0 0 1.123 0.32 0.22 0.48 0.82 -83.975 22.737 -20.334 -38.264 0 191 7.616e+04 15.66 4863.880 13.483078 0.002764 23 2.41e+04 34.95 689.540 14.383513 0.003204 23 7.56e+04 35.17 2149.755 12.551618 0.003813 0 0 0 0 0 1.309 1.831895 0.900435 0.931460 "" "" 0 "" "" "" 207.7695525381 2.3334655211 103.1204784104 -17.2105438860 114781025855009273 "" "" 479084439 13.483078 0.002764 7.616e+04 -0.003 102.58550776990 0.3050 5.65736141639 0.2587 -0.2570 1.8318798733558843 0.0049802649511320645
0.094666 0.001546 -0.094653 179.1 "Gaia EDR3 3129423848883561984" 102.57656039351 0.0386 5.65534104809 0.0376 3129423848883561984 1636042515805110273 698265246 2016.0 1.5399 0.0462 33.3619 3.875 3.732 0.050 -1.044 0.042 -0.1104 -0.1159 -0.1362 0.0771 -0.3358 0.0455 -0.3038 0.1449 0.0047 -0.2613 176 0 175 1 0.9804 195.60 0.050 0.22 31 0 1.443 "" "" "" "" "" "" "" 20 15 0.073858 21 7 0 0.0099 1.6e+02 0 0 1.052 0.29 0.22 0.44 0.82 -82.612 24.152 -19.231 -37.910 0 157 9507 6.454 1473.011 15.742229 0.002852 20 3985 22.61 176.262 16.337420 0.006762 19 8080 16.15 500.445 14.979397 0.004358 0 0 0 1 0 1.269 1.358023 0.595190 0.762833 "" "" 0 "" "" "" 207.7672886585 2.3246277747 103.1113895832 -17.2133454582 114781025765336863 "" "" 479084410 15.742229 0.002852 9507 0.015 102.57654372726 0.8079 5.65534568615 0.6844 -0.2610 1.3580229244877007 0.008044672388570892
0.091032 -0.003799 -0.090953 182.4 "Gaia EDR3 3129423848883562368" 102.57118929189 0.0861 5.65904092471 0.0926 3129423848883562368 1636042515805110273 338549269 2016.0 0.3355 0.1200 2.7949 1.371 -0.243 0.118 -1.349 0.095 -0.1017 -0.1348 -0.1199 0.0387 -0.5226 -0.1276 -0.1909 0.3335 -0.0428 -0.3509 160 0 159 1 0.2346 164.33 0.151 0.43 31 0 1.444 "" "" "" "" "" "" "" 19 13 0.17844 21 6 0 0.061 1e+02 0 0 1.011 0.38 0.25 0.55 0.83 -79.983 29.911 -20.214 -37.722 0 157 2485 2.53 982.239 17.199120 0.002969 17 1010 10.46 96.539 17.828053 0.011588 17 2110 15.74 134.078 16.437134 0.008936 0 0 0 0 0 1.256 1.390919 0.628933 0.761986 "" "" 0 "" "" "" 207.7615587651 2.3215488537 103.1054659640 -17.2101453632 114791025711701303 "" "" 479084391 17.199120 0.002969 2485 -0.002 102.57119037774 1.9041 5.65904692018 1.5421 -0.3384 1.3909234547898066 0.01463320829233648
0.095121 0.000726 -0.095118 179.6 "Gaia EDR3 3129423848883562624" 102.57573639886 0.1282 5.65487585955 0.1298 3129423848883562624 1636042515805110273 1744140815 2016.0 1.7416 0.1649 10.5640 2.727 2.713 0.169 0.274 0.136 -0.2389 -0.0044 -0.0118 0.0578 -0.4754 -0.0573 -0.1455 0.2428 -0.0552 -0.3262 167 0 166 1 28.4139 1447.56 0.955 56 31 0 1.398 "" "" "" "" "" "" "" 19 14 0.25042 20 6 0 0.05 90 1 0 2.944 0.34 0.26 0.5 0.81 -76.000 29.197 -20.852 -38.177 0 163 6850 13.17 520.176 16.098093 0.003457 8 2599 22.83 113.847 16.801678 0.009937 9 6753 28.19 239.593 15.174136 0.005901 0 0 0 0 0 1.365 1.627541 0.703585 0.923957 "" "" 0 "" "" "" 207.7673302987 2.3236859448 103.1105788416 -17.2138830803 114781025757106298 "" "" 479084408 16.098093 0.003457 6850 0.079 102.57572428166 2.7009 5.65487464124 2.1944 -0.3222 1.6275560562312616 0.011556818134459055
0.081185 0.003670 -0.081102 177.4 "Gaia EDR3 3129423848885592960" 102.57869446328 0.3620 5.66889204907 0.4670 3129423848885592960 1636042515805110273 1497744128 2016.0 1.2689 0.5035 2.5204 4.151 0.657 0.496 4.098 0.415 -0.5331 0.0797 -0.4111 0.4310 -0.6214 0.1939 -0.4792 0.2507 0.0328 -0.6196 148 0 148 0 -0.7480 147.10 0.000 0 95 0 "" 1.2036 0.0826 0.061 0.063 -0.361 -0.410 0.220 17 13 0.85338 18 18 0 0.039 1.1e+02 0 0 0.954 0.39 0.48 0.58 0.79 -90.668 38.413 -19.847 -39.082 0 148 442.8 1.725 256.752 19.071877 0.005047 16 101.6 10.66 9.536 20.321026 0.113887 15 504.4 13.14 38.385 17.991058 0.028537 0 0 0 0 0 1.369 2.329967 1.249149 1.080818 "" "" 0 "" "" "" 207.7561747730 2.3326791732 103.1123172135 -17.1996577136 114801025786673122 "" "" "" 19.057228 0.005000 448.8 -0.013 102.57869153010 8.0882 5.66887383437 6.8817 -0.6200 2.3299220060456207 0.11740606691278174
0.085287 0.005118 -0.085133 176.6 "Gaia EDR3 3129423848885593600" 102.58014947657 1.0271 5.66486070066 1.5779 3129423848885593600 1636042515805110273 884455246 2016.0 -0.1464 1.7356 -0.0844 5.312 3.901 1.501 -3.606 1.274 -0.4312 0.0445 -0.4036 0.3847 -0.7405 0.0643 -0.4752 0.2938 0.1114 -0.6080 129 0 129 0 -0.6624 123.60 0.000 0 95 0 "" 0.6050 0.2494 -0.019 0.109 -0.327 -0.436 0.244 15 11 2.5604 16 16 0 0.071 96 0 0 0.955 0.47 0.54 0.65 0.79 -104.086 40.701 -18.708 -39.519 0 129 126.7 1.273 99.506 20.430332 0.011254 8 49.35 8.387 5.884 21.105421 0.184553 15 142.7 12.45 11.466 19.361557 0.094768 0 0 0 0 0 1.516 1.743864 0.675089 1.068775 "" "" 0 "" "" "" 207.7604272407 2.3321363466 103.1142093874 -17.2035411400 114791025801158285 "" "" "" 20.425741 0.011209 127.2 0.215 102.58013205564 24.4564 5.66487672788 21.1849 -0.5964 1.743881086650294 0.20746135976882335
