ID MP sel
"Gaia EDR3 2929387499427018368" 1.0 1
"Gaia EDR3 2929388702017834752" 1.0 1
"Gaia EDR3 2929388220981618176" 1.0 1
"Gaia EDR3 2929388461499747456" 1.0 1
"Gaia EDR3 2929388427140036736" 1.0 1
"Gaia EDR3 2929388564578914176" 1.0 1
"Gaia EDR3 2929388461499734528" 1.0 1
"Gaia EDR3 2929388324060740736" 1.0 1
"Gaia EDR3 2929387396347886848" 1.0 1
"Gaia EDR3 2929388255335213440" 1.0 1
"Gaia EDR3 2929388220981596928" 1.0 1
"Gaia EDR3 2929388457194545024" 1.0 1
"Gaia EDR3 2929388251036116864" 1.0 1
"Gaia EDR3 2929388564578921728" 1.0 1
"Gaia EDR3 2929388564578929920" 1.0 1
"Gaia EDR3 2929388461499740032" 1.0 1
"Gaia EDR3 2929388255341317632" 1.0 1
"Gaia EDR3 2929386915311587200" 1.0 1
"Gaia EDR3 2929388251036533888" 1.0 1
"Gaia EDR3 2929386984031050368" 1.0 1
"Gaia EDR3 2929388976895724928" 1.0 1
"Gaia EDR3 2929388495859506816" 1.0 1
"Gaia EDR3 2929398769421291648" 1.0 1
"Gaia EDR3 2929387361988133760" 1.0 1
"Gaia EDR3 2929388564580351872" 1.0 1
"Gaia EDR3 2929400831005444096" 1.0 1
"Gaia EDR3 2929388427140020864" 1.0 1
"Gaia EDR3 2929388564578913280" 1.0 1
"Gaia EDR3 2929388598938627328" 1.0 1
"Gaia EDR3 2929387430707606016" 1.0 1
"Gaia EDR3 2929388530219222016" 1.0 1
"Gaia EDR3 2929400796645721600" 1.0 1
"Gaia EDR3 2929388461499748864" 1.0 1
"Gaia EDR3 2929400384328928384" 1.0 1
"Gaia EDR3 2929388598938633984" 1.0 1
"Gaia EDR3 2929388598938630912" 1.0 1
"Gaia EDR3 2929388461499731200" 1.0 1
"Gaia EDR3 2929388702017828608" 1.0 1
"Gaia EDR3 2929388358420518144" 1.0 1
"Gaia EDR3 2929388530219225472" 1.0 1
"Gaia EDR3 2929388461499746048" 1.0 1
"Gaia EDR3 2929388324060752256" 1.0 1
"Gaia EDR3 2929388186621849344" 1.0 1
"Gaia EDR3 2929388770737315328" 1.0 1
"Gaia EDR3 2929388220981600512" 1.0 1
"Gaia EDR3 2929388628993747712" 1.0 1
"Gaia EDR3 2929388564578945664" 1.0 1
"Gaia EDR3 2929388564578943616" 1.0 1
"Gaia EDR3 2929388461499731840" 1.0 1
"Gaia EDR3 2929388220981615744" 1.0 1
"Gaia EDR3 2929388461499737856" 1.0 1
"Gaia EDR3 2929388289701019776" 1.0 1
"Gaia EDR3 2929388255335274624" 1.0 1
"Gaia EDR3 2929388358420504576" 1.0 1
"Gaia EDR3 2929388392780211712" 1.0 1
"Gaia EDR3 2929388908176229120" 1.0 1
"Gaia EDR3 2929388358420513920" 1.0 1
"Gaia EDR3 2929388633298396544" 1.0 1
"Gaia EDR3 2929388220981596416" 1.0 1
"Gaia EDR3 2929386984031058944" 1.0 1
"Gaia EDR3 2929388530219220480" 1.0 1
"Gaia EDR3 2929388564578928384" 1.0 1
"Gaia EDR3 2929388702017833216" 1.0 1
"Gaia EDR3 2929388633298394880" 1.0 1
"Gaia EDR3 2929388461499747072" 1.0 1
"Gaia EDR3 2929388564578927104" 1.0 1
"Gaia EDR3 2929387430707604480" 1.0 1
"Gaia EDR3 2929387361988309376" 1.0 1
"Gaia EDR3 2929388530219213824" 1.0 1
"Gaia EDR3 2929388255341328000" 1.0 1
"Gaia EDR3 2929386945366409216" 1.0 1
"Gaia EDR3 2929388564578940800" 1.0 1
"Gaia EDR3 2929388564578938624" 1.0 1
"Gaia EDR3 2929386949671313920" 1.0 1
"Gaia EDR3 2929388324060723072" 1.0 1
"Gaia EDR3 2929388564572760192" 1.0 1
"Gaia EDR3 2929388427140034176" 1.0 1
"Gaia EDR3 2929388358414327296" 1.0 1
"Gaia EDR3 2929388976895726464" 1.0 1
"Gaia EDR3 2929388392780208512" 1.0 1
"Gaia EDR3 2929387396347899392" 1.0 1
"Gaia EDR3 2929386949671303808" 1.0 1
"Gaia EDR3 2929388427140031744" 1.0 1
"Gaia EDR3 2929388427140029568" 1.0 1
"Gaia EDR3 2929388358420487296" 1.0 1
"Gaia EDR3 2929388976895732096" 1.0 1
"Gaia EDR3 2929388186621839232" 1.0 1
"Gaia EDR3 2929388564578930944" 1.0 1
"Gaia EDR3 2929388564572665216" 1.0 1
"Gaia EDR3 2929388358414360064" 1.0 1
"Gaia EDR3 2929388530219214464" 1.0 1
"Gaia EDR3 2929388358420508800" 1.0 1
"Gaia EDR3 2929388633298391680" 1.0 1
"Gaia EDR3 2929388461493601920" 1.0 1
"Gaia EDR3 2929388255341322880" 1.0 1
"Gaia EDR3 2929388392780201600" 1.0 1
"Gaia EDR3 2929388560273760768" 1.0 1
"Gaia EDR3 2929388255341329280" 1.0 1
"Gaia EDR3 2929387568146487040" 1.0 1
"Gaia EDR3 2929400418688635648" 1.0 1
"Gaia EDR3 2929388598940087936" 1.0 1
"Gaia EDR3 2929388220981613440" 1.0 1
"Gaia EDR3 2929388152262128000" 1.0 1
"Gaia EDR3 2929388560273759616" 1.0 1
"Gaia EDR3 2929388702017836672" 1.0 1
"Gaia EDR3 2929388564572665088" 1.0 1
"Gaia EDR3 2929389045615205632" 1.0 1
"Gaia EDR3 2929388564578913792" 1.0 1
"Gaia EDR3 2929400418690085504" 1.0 1
"Gaia EDR3 2929400453048393088" 1.0 1
"Gaia EDR3 2929388530219206912" 1.0 1
"Gaia EDR3 2929388324062187392" 1.0 1
"Gaia EDR3 2929400281249748992" 1.0 1
"Gaia EDR3 2929389079974929280" 1.0 1
"Gaia EDR3 2929388358421934976" 1.0 1
"Gaia EDR3 2929388633298410368" 1.0 1
"Gaia EDR3 2929400242585334400" 1.0 1
"Gaia EDR3 2929388358414323968" 1.0 1
"Gaia EDR3 2929388495859496832" 1.0 1
"Gaia EDR3 2929388358420485888" 1.0 1
"Gaia EDR3 2929388564578947328" 1.0 1
"Gaia EDR3 2929387533786799232" 1.0 1
"Gaia EDR3 2929387018390774912" 1.0 1
"Gaia EDR3 2929388358420489344" 1.0 1
"Gaia EDR3 2929388255341326720" 1.0 1
"Gaia EDR3 2929388702017839232" 1.0 1
"Gaia EDR3 2929388564578910976" 1.0 1
"Gaia EDR3 2929388358420507648" 1.0 1
"Gaia EDR3 2929388255342724480" 1.0 1
"Gaia EDR3 2929388358421934848" 1.0 1
"Gaia EDR3 2929388598938644736" 1.0 1
"Gaia EDR3 2929388220981612928" 1.0 1
"Gaia EDR3 2929388564578926080" 1.0 1
"Gaia EDR3 2929400246890030848" 1.0 1
"Gaia EDR3 2929388220981609088" 1.0 1
"Gaia EDR3 2929388358420499968" 1.0 1
"Gaia EDR3 2929388976895743232" 1.0 1
"Gaia EDR3 2929388461499742080" 1.0 1
"Gaia EDR3 2929388598932325120" 1.0 1
"Gaia EDR3 2929388461493649408" 1.0 1
"Gaia EDR3 2929388255335238400" 1.0 1
