# 
# Subset of stars selected as members
# M1: primary mass
# M2: secondary mass (if binary system)
# P_binar: binary probability
# 
ID Mag Col M1 M1_std M2 M2_std P_binar
"Gaia EDR3 2929387499427018368" 12.41858 0.35904 1.51834 0.03081 1.31336 0.09600 0.50
"Gaia EDR3 2929388702017834752" 12.73916 0.32560 1.51881 0.03149 1.31715 0.09469 0.50
"Gaia EDR3 2929388220981618176" 13.17339 0.34914 1.51875 0.03170 1.32880 0.09356 0.50
"Gaia EDR3 2929388461499747456" 13.80424 1.44314 1.51746 0.03260 1.32636 0.10047 0.50
"Gaia EDR3 2929388427140036736" 14.21163 1.78815 1.51040 0.02897 1.32376 0.10057 0.55
"Gaia EDR3 2929388564578914176" 14.61694 1.64354 1.51057 0.03118 1.33722 0.09142 0.57
"Gaia EDR3 2929388461499734528" 14.62547 1.70798 1.50990 0.03080 1.33376 0.08908 0.55
"Gaia EDR3 2929388324060740736" 14.95883 1.47499 1.51901 0.03591 1.32407 0.10619 0.53
"Gaia EDR3 2929387396347886848" 15.05157 1.68024 1.51326 0.03371 1.27217 0.12394 0.45
"Gaia EDR3 2929388255335213440" 15.08340 1.41813 1.51538 0.03408 1.34904 0.13234 0.56
"Gaia EDR3 2929388220981596928" 15.23991 1.65131 1.50665 0.03094 1.30543 0.13982 0.52
"Gaia EDR3 2929388457194545024" 15.30619 1.65600 1.50656 0.03071 1.30528 0.13187 0.49
"Gaia EDR3 2929388251036116864" 15.32486 1.36465 1.51451 0.03228 1.39834 0.09258 0.62
"Gaia EDR3 2929388564578921728" 15.33986 1.59466 1.50769 0.03039 1.33844 0.11596 0.59
"Gaia EDR3 2929388564578929920" 15.35274 0.84032 1.53228 0.03321 1.41953 0.08000 0.54
"Gaia EDR3 2929388461499740032" 15.42410 1.56701 1.51135 0.03148 1.32627 0.10373 0.60
"Gaia EDR3 2929388255341317632" 15.43371 1.61423 1.50970 0.03163 1.29285 0.10303 0.53
"Gaia EDR3 2929386915311587200" 15.46308 1.57135 1.51277 0.03233 1.30320 0.10215 0.58
"Gaia EDR3 2929388251036533888" 15.47250 1.61048 1.51010 0.03206 1.28076 0.09606 0.51
"Gaia EDR3 2929386984031050368" 15.49810 1.55032 1.51737 0.03362 1.29141 0.09471 0.60
"Gaia EDR3 2929388976895724928" 15.53107 0.77492 1.53015 0.03301 1.40629 0.07644 0.53
"Gaia EDR3 2929388495859506816" 15.53507 1.56325 1.51868 0.03493 1.26875 0.09284 0.59
"Gaia EDR3 2929398769421291648" 15.54611 1.46789 1.52819 0.03474 1.33130 0.09612 0.71
"Gaia EDR3 2929387361988133760" 15.57536 1.40957 1.53094 0.03407 1.36887 0.08938 0.71
"Gaia EDR3 2929388564580351872" 15.58631 1.56794 1.52114 0.03536 1.24924 0.09346 0.57
"Gaia EDR3 2929400831005444096" 15.61320 1.48601 1.53003 0.03430 1.29940 0.09775 0.66
"Gaia EDR3 2929388427140020864" 15.62159 1.48510 1.53030 0.03426 1.29453 0.09705 0.66
"Gaia EDR3 2929388564578913280" 15.62982 1.50944 1.52958 0.03450 1.28139 0.09802 0.54
"Gaia EDR3 2929388598938627328" 15.67108 1.46754 1.53107 0.03330 1.29221 0.09743 0.73
"Gaia EDR3 2929387430707606016" 15.67209 1.41650 1.53087 0.03310 1.36185 0.08646 0.76
"Gaia EDR3 2929388530219222016" 15.70451 1.46631 1.53022 0.03303 1.27657 0.08969 0.74
"Gaia EDR3 2929400796645721600" 15.71318 1.46932 1.52990 0.03300 1.26828 0.08897 0.71
"Gaia EDR3 2929388461499748864" 15.72871 1.56256 1.52116 0.03661 1.21332 0.08591 0.51
"Gaia EDR3 2929400384328928384" 15.74255 1.44143 1.52840 0.03285 1.30554 0.08347 0.77
"Gaia EDR3 2929388598938633984" 15.74385 1.47657 1.52862 0.03292 1.24256 0.08495 0.64
"Gaia EDR3 2929388598938630912" 15.74504 1.48634 1.52866 0.03296 1.23256 0.08688 0.55
"Gaia EDR3 2929388461499731200" 15.74551 1.53333 1.52809 0.03351 1.22801 0.08604 0.41
"Gaia EDR3 2929388702017828608" 15.74982 1.52461 1.52843 0.03320 1.22645 0.08528 0.37
"Gaia EDR3 2929388358420518144" 15.75230 1.42195 1.52756 0.03280 1.32137 0.08546 0.72
"Gaia EDR3 2929388530219225472" 15.78131 1.48519 1.52622 0.03288 1.21915 0.08214 0.50
"Gaia EDR3 2929388461499746048" 15.78967 1.52120 1.52574 0.03311 1.21494 0.08205 0.34
"Gaia EDR3 2929388324060752256" 15.81071 1.50769 1.52408 0.03295 1.20996 0.08163 0.30
"Gaia EDR3 2929388186621849344" 15.81184 1.49532 1.52393 0.03293 1.21199 0.08282 0.36
"Gaia EDR3 2929388770737315328" 15.81561 1.49361 1.52359 0.03286 1.21180 0.08244 0.37
"Gaia EDR3 2929388220981600512" 15.81938 1.40960 1.52314 0.03254 1.27612 0.09166 0.59
"Gaia EDR3 2929388628993747712" 15.85278 1.47610 1.51996 0.03255 1.22540 0.08561 0.45
"Gaia EDR3 2929388564578945664" 15.85828 1.58888 1.50439 0.03340 1.22440 0.07701 0.36
"Gaia EDR3 2929388564578943616" 15.87580 1.51869 1.51701 0.03280 1.22189 0.08019 0.27
"Gaia EDR3 2929388461499731840" 15.87627 1.50906 1.51714 0.03262 1.22057 0.08173 0.26
"Gaia EDR3 2929388220981615744" 15.89133 0.65101 1.52165 0.03172 1.38691 0.08118 0.52
"Gaia EDR3 2929388461499737856" 15.91260 1.53536 1.51229 0.03272 1.22722 0.07814 0.33
"Gaia EDR3 2929388289701019776" 16.01928 1.53897 1.50568 0.03368 1.23303 0.07397 0.40
"Gaia EDR3 2929388255335274624" 16.05419 0.84711 1.51535 0.03137 1.31895 0.08896 0.52
"Gaia EDR3 2929388358420504576" 16.09237 1.37106 1.50695 0.03216 1.25799 0.09123 0.57
"Gaia EDR3 2929388392780211712" 16.13196 0.41223 1.51266 0.03082 1.40329 0.06940 0.55
"Gaia EDR3 2929388908176229120" 16.23759 1.52641 1.49689 0.03084 1.23785 0.08078 0.50
"Gaia EDR3 2929388358420513920" 16.24815 1.42239 1.49686 0.03075 1.25571 0.08840 0.61
"Gaia EDR3 2929388633298396544" 16.29819 1.49430 1.49619 0.03103 1.24116 0.09128 0.51
"Gaia EDR3 2929388220981596416" 16.37428 1.50431 1.49562 0.03068 1.23580 0.10058 0.46
"Gaia EDR3 2929386984031058944" 16.37432 1.43073 1.49561 0.03068 1.24591 0.10061 0.56
"Gaia EDR3 2929388530219220480" 16.42555 1.45906 1.49522 0.03021 1.23587 0.10369 0.52
"Gaia EDR3 2929388564578928384" 16.47255 1.50999 1.49482 0.02984 1.23081 0.10415 0.43
"Gaia EDR3 2929388702017833216" 16.47935 0.43137 1.48358 0.02980 1.40175 0.07029 0.59
"Gaia EDR3 2929388633298394880" 16.50804 1.47591 1.49451 0.02974 1.23582 0.10680 0.46
"Gaia EDR3 2929388461499747072" 16.53614 0.50963 1.48354 0.02986 1.40197 0.06948 0.61
"Gaia EDR3 2929388564578927104" 16.55696 1.49006 1.49411 0.02981 1.24212 0.10937 0.43
"Gaia EDR3 2929387430707604480" 16.61284 0.63669 1.48360 0.02993 1.40260 0.06973 0.64
"Gaia EDR3 2929387361988309376" 16.61706 1.38907 1.49343 0.02967 1.27120 0.11316 0.55
"Gaia EDR3 2929388530219213824" 16.62399 0.94729 1.48944 0.02947 1.40955 0.06510 0.70
"Gaia EDR3 2929388255341328000" 16.66389 0.88402 1.48576 0.02929 1.40682 0.06727 0.73
"Gaia EDR3 2929386945366409216" 16.72575 1.43146 1.49263 0.02945 1.28923 0.10741 0.56
"Gaia EDR3 2929388564578940800" 16.85596 1.10937 1.48647 0.03029 1.35157 0.09245 0.75
"Gaia EDR3 2929388564578938624" 16.88334 0.96770 1.48393 0.02996 1.39486 0.07422 0.84
"Gaia EDR3 2929386949671313920" 16.89163 0.39587 1.48263 0.02987 1.35433 0.08715 0.56
"Gaia EDR3 2929388324060723072" 16.89673 0.95587 1.48380 0.02995 1.39725 0.06913 0.85
"Gaia EDR3 2929388564572760192" 16.90868 1.47884 1.49119 0.02968 1.27542 0.10551 0.48
"Gaia EDR3 2929388427140034176" 16.91962 0.96588 1.48372 0.02996 1.38960 0.07262 0.85
"Gaia EDR3 2929388358414327296" 16.98732 0.98569 1.48369 0.03001 1.36142 0.07510 0.85
"Gaia EDR3 2929388976895726464" 17.00117 0.91290 1.48330 0.03001 1.36636 0.06872 0.87
"Gaia EDR3 2929388392780208512" 17.01644 1.11251 1.48460 0.03012 1.27160 0.10952 0.72
"Gaia EDR3 2929387396347899392" 17.02790 0.95450 1.48347 0.03002 1.35555 0.06528 0.89
"Gaia EDR3 2929386949671303808" 17.05562 1.44472 1.49003 0.02988 1.23706 0.10618 0.39
"Gaia EDR3 2929388427140031744" 17.05969 1.19546 1.48551 0.03012 1.24924 0.11103 0.69
"Gaia EDR3 2929388427140029568" 17.08408 0.92333 1.48324 0.03001 1.33283 0.07873 0.89
"Gaia EDR3 2929388358420487296" 17.08629 1.44769 1.48999 0.02982 1.22694 0.10377 0.37
"Gaia EDR3 2929388976895732096" 17.10974 0.86427 1.48305 0.02996 1.34231 0.07475 0.77
"Gaia EDR3 2929388186621839232" 17.11405 1.02431 1.48376 0.03008 1.26879 0.09240 0.71
"Gaia EDR3 2929388564578930944" 17.13567 1.05435 1.48388 0.03010 1.23367 0.09607 0.62
"Gaia EDR3 2929388564572665216" 17.15095 0.77492 1.48269 0.02982 1.33449 0.06827 0.59
"Gaia EDR3 2929388358414360064" 17.15365 1.08016 1.48399 0.03015 1.20559 0.09424 0.56
"Gaia EDR3 2929388530219214464" 17.15723 0.92657 1.48310 0.02989 1.29948 0.08125 0.86
"Gaia EDR3 2929388358420508800" 17.17283 1.03095 1.48375 0.03010 1.22781 0.08522 0.62
"Gaia EDR3 2929388633298391680" 17.18173 0.98651 1.48336 0.02998 1.24299 0.08155 0.78
"Gaia EDR3 2929388461493601920" 17.20646 0.92292 1.48295 0.02983 1.28878 0.07499 0.83
"Gaia EDR3 2929388255341322880" 17.21283 0.89663 1.48281 0.02978 1.30603 0.06928 0.79
"Gaia EDR3 2929388392780201600" 17.21955 0.57218 1.48215 0.02980 1.31900 0.05718 0.52
"Gaia EDR3 2929388560273760768" 17.22984 1.35083 1.48916 0.02962 1.19780 0.08875 0.52
"Gaia EDR3 2929388255341329280" 17.23058 0.88718 1.48264 0.02970 1.30404 0.06479 0.75
"Gaia EDR3 2929387568146487040" 17.23340 0.74209 1.48225 0.02972 1.31693 0.05908 0.55
"Gaia EDR3 2929400418688635648" 17.23860 0.99425 1.48309 0.02977 1.20750 0.07308 0.71
"Gaia EDR3 2929388598940087936" 17.24361 0.91062 1.48260 0.02960 1.28525 0.06946 0.79
"Gaia EDR3 2929388220981613440" 17.25310 0.95368 1.48265 0.02953 1.23268 0.07250 0.79
"Gaia EDR3 2929388152262128000" 17.25439 0.99053 1.48287 0.02962 1.20112 0.07022 0.71
"Gaia EDR3 2929388560273759616" 17.25664 1.00507 1.48302 0.02967 1.19501 0.06904 0.65
"Gaia EDR3 2929388702017836672" 17.25901 1.12552 1.48433 0.03007 1.16854 0.06701 0.41
"Gaia EDR3 2929388564572665088" 17.27263 0.99271 1.48265 0.02943 1.19310 0.06587 0.69
"Gaia EDR3 2929389045615205632" 17.28888 0.84957 1.48203 0.02951 1.29517 0.05477 0.65
"Gaia EDR3 2929388564578913792" 17.29083 1.01552 1.48257 0.02928 1.18029 0.06406 0.61
"Gaia EDR3 2929400418690085504" 17.30339 0.89647 1.48187 0.02931 1.27271 0.06271 0.72
"Gaia EDR3 2929400453048393088" 17.30347 1.00019 1.48216 0.02902 1.18241 0.06370 0.65
"Gaia EDR3 2929388530219206912" 17.31862 0.96368 1.48166 0.02887 1.19753 0.06700 0.72
"Gaia EDR3 2929388324062187392" 17.33381 1.41737 1.48919 0.02947 1.18568 0.08558 0.35
"Gaia EDR3 2929400281249748992" 17.33800 1.35827 1.48845 0.02950 1.18056 0.08049 0.43
"Gaia EDR3 2929389079974929280" 17.35099 0.96860 1.48090 0.02844 1.18337 0.06113 0.68
"Gaia EDR3 2929388358421934976" 17.35834 0.72131 1.48152 0.02964 1.28193 0.04532 0.54
"Gaia EDR3 2929388633298410368" 17.36291 0.88938 1.48092 0.02885 1.25504 0.06267 0.69
"Gaia EDR3 2929400242585334400" 17.36523 1.31682 1.48713 0.02943 1.17479 0.07420 0.42
"Gaia EDR3 2929388358414323968" 17.36629 0.82720 1.48104 0.02909 1.27096 0.05104 0.61
"Gaia EDR3 2929388495859496832" 17.39358 1.33480 1.48767 0.02944 1.16952 0.07430 0.37
"Gaia EDR3 2929388358420485888" 17.39409 0.89179 1.48005 0.02827 1.23854 0.06390 0.68
"Gaia EDR3 2929388564578947328" 17.39418 1.28538 1.48668 0.02955 1.16577 0.06775 0.35
"Gaia EDR3 2929387533786799232" 17.39971 1.01848 1.47927 0.02744 1.15119 0.05868 0.54
"Gaia EDR3 2929387018390774912" 17.40168 1.38618 1.48861 0.02925 1.17238 0.07867 0.30
"Gaia EDR3 2929388358420489344" 17.40207 1.31676 1.48719 0.02954 1.16659 0.07198 0.36
"Gaia EDR3 2929388255341326720" 17.40324 0.94956 1.47958 0.02782 1.17662 0.06795 0.57
"Gaia EDR3 2929388702017839232" 17.41411 0.99121 1.47886 0.02737 1.15029 0.06098 0.53
"Gaia EDR3 2929388564578910976" 17.42588 0.97233 1.47854 0.02726 1.15175 0.06312 0.49
"Gaia EDR3 2929388358420507648" 17.43922 1.05610 1.47743 0.02640 1.13360 0.05688 0.48
"Gaia EDR3 2929388255342724480" 17.43986 1.33805 1.48772 0.02927 1.15866 0.07175 0.30
"Gaia EDR3 2929388358421934848" 17.44110 0.57281 1.47832 0.02891 1.27513 0.04161 0.53
"Gaia EDR3 2929388598938644736" 17.44678 0.90743 1.47751 0.02665 1.19878 0.06943 0.67
"Gaia EDR3 2929388220981612928" 17.44686 0.96212 1.47747 0.02662 1.14918 0.06566 0.45
"Gaia EDR3 2929388564578926080" 17.45331 0.88134 1.47725 0.02654 1.21925 0.06493 0.69
"Gaia EDR3 2929400246890030848" 17.45655 0.96928 1.47687 0.02626 1.14261 0.06419 0.42
"Gaia EDR3 2929388220981609088" 17.45737 0.93736 1.47684 0.02621 1.16216 0.06992 0.52
"Gaia EDR3 2929388358420499968" 17.46932 1.04526 1.47563 0.02581 1.12008 0.05508 0.45
"Gaia EDR3 2929388976895743232" 17.47690 0.92293 1.47537 0.02535 1.16773 0.07207 0.62
"Gaia EDR3 2929388461499742080" 17.47936 1.08535 1.47530 0.02550 1.11432 0.05450 0.45
"Gaia EDR3 2929388598932325120" 17.48277 0.97474 1.47509 0.02526 1.12821 0.06187 0.37
"Gaia EDR3 2929388461493649408" 17.49319 0.95439 1.47425 0.02474 1.13484 0.06653 0.42
"Gaia EDR3 2929388255335238400" 17.49339 1.08769 1.47421 0.02515 1.10856 0.05492 0.44
"Gaia EDR3 2929400418688639488" 17.50142 0.84289 1.47239 0.02423 1.25495 0.05275 0.72
"Gaia EDR3 2929388770737311616" 17.50745 0.93448 1.47261 0.02385 1.14438 0.06863 0.56
"Gaia EDR3 2929387361988125824" 17.50827 0.91865 1.47239 0.02380 1.16048 0.07264 0.66
"Gaia EDR3 2929388358420498432" 17.51280 0.96563 1.47233 0.02386 1.11971 0.06115 0.36
"Gaia EDR3 2929400796645719168" 17.51995 0.86706 1.47051 0.02316 1.23958 0.06017 0.76
"Gaia EDR3 2929388564578937472" 17.52376 0.97655 1.47132 0.02353 1.10795 0.05755 0.33
"Gaia EDR3 2929388633298401536" 17.52624 0.91629 1.47025 0.02303 1.15513 0.07394 0.68
"Gaia EDR3 2929388564578923136" 17.52628 0.92014 1.47026 0.02304 1.14989 0.07336 0.66
"Gaia EDR3 2929388427140023552" 17.52646 0.83119 1.46890 0.02296 1.25973 0.04818 0.72
"Gaia EDR3 2929387946103859072" 17.54911 1.05354 1.46910 0.02357 1.08351 0.04901 0.40
"Gaia EDR3 2929388358420517504" 17.55438 0.96216 1.46764 0.02235 1.09902 0.05659 0.36
"Gaia EDR3 2929388354117220736" 17.55517 0.95734 1.46742 0.02227 1.10054 0.05752 0.40
"Gaia EDR3 2929400796645729536" 17.57069 0.92787 1.46474 0.02153 1.12274 0.07188 0.60
"Gaia EDR3 2929387533786804864" 17.57291 0.86434 1.46258 0.02120 1.24095 0.05543 0.80
"Gaia EDR3 2929398769421300608" 17.59228 0.87849 1.45989 0.02085 1.22256 0.06804 0.81
"Gaia EDR3 2929388255335221376" 17.59289 0.96843 1.46277 0.02119 1.08283 0.05206 0.34
"Gaia EDR3 2929388461499733760" 17.59510 1.03863 1.46408 0.02183 1.07025 0.04405 0.37
"Gaia EDR3 2929385918879153664" 17.60467 0.91170 1.45903 0.02078 1.15045 0.08057 0.68
"Gaia EDR3 2929388392780222720" 17.62608 0.98510 1.45851 0.02081 1.06793 0.04404 0.31
"Gaia EDR3 2929388598938648960" 17.62951 0.89988 1.45449 0.02058 1.17476 0.08240 0.74
"Gaia EDR3 2929388461499732992" 17.63010 0.95579 1.45675 0.02056 1.08061 0.05499 0.39
"Gaia EDR3 2929388564578914304" 17.63076 0.93429 1.45580 0.02055 1.10341 0.06944 0.51
"Gaia EDR3 2929386949665325184" 17.63100 0.89242 1.45403 0.02057 1.18886 0.08231 0.77
"Gaia EDR3 2929388457196432640" 17.63404 1.00960 1.45842 0.02077 1.06370 0.04209 0.33
"Gaia EDR3 2929400796645724032" 17.64009 0.89479 1.45228 0.02042 1.18283 0.08212 0.76
