# 
# Subset of stars selected as members
# M1: primary mass
# M2: secondary mass (if binary system)
# P_binar: binary probability
# 
ID Mag Col M1 M1_std M2 M2_std P_binar
"Gaia EDR3 2033896232818470400" 15.10525 2.71607 1.85695 0.34308 1.61244 0.34436 0.52
"Gaia EDR3 2033896232818460160" 16.17918 2.13796 1.85813 0.34466 1.61942 0.34019 0.57
"Gaia EDR3 2033896129739236096" 16.55814 2.28807 1.85535 0.34168 1.60637 0.33156 0.55
"Gaia EDR3 2033896335897681920" 16.73010 2.28582 1.85378 0.34065 1.59717 0.32044 0.54
"Gaia EDR3 2033896164098970240" 16.79726 2.18208 1.85486 0.34029 1.59746 0.31490 0.56
"Gaia EDR3 2033896232818461696" 16.83191 2.19317 1.85483 0.34045 1.59419 0.31374 0.55
"Gaia EDR3 2033896061019736704" 17.12932 2.26910 1.84614 0.33289 1.56271 0.30256 0.50
"Gaia EDR3 2033896335897687552" 17.15760 2.24598 1.84561 0.33163 1.56181 0.30028 0.50
"Gaia EDR3 2033896331561251200" 17.17031 2.05258 1.84749 0.33138 1.56702 0.29405 0.55
"Gaia EDR3 2033899256475481600" 17.21922 2.11585 1.84493 0.33008 1.55769 0.29425 0.53
"Gaia EDR3 2033899187755984128" 17.33994 2.17149 1.84022 0.32741 1.54109 0.28384 0.51
"Gaia EDR3 2033896335872602368" 17.50095 1.94797 1.82756 0.31277 1.53012 0.26593 0.56
"Gaia EDR3 2033896262841084032" 17.53959 1.82083 1.81778 0.30317 1.53038 0.25971 0.57
"Gaia EDR3 2033896232818476160" 17.56180 2.06590 1.82792 0.31491 1.51694 0.26364 0.53
"Gaia EDR3 2033896335872618112" 17.72742 2.13871 1.81920 0.30984 1.49033 0.25257 0.50
"Gaia EDR3 2033896262839818112" 17.74609 2.19533 1.81842 0.31030 1.48268 0.24972 0.48
"Gaia EDR3 2033896370257426176" 17.79927 2.40984 1.81607 0.31291 1.47453 0.25483 0.44
"Gaia EDR3 2033896335897672960" 17.81869 2.18706 1.81205 0.30667 1.47346 0.24439 0.48
"Gaia EDR3 2033896331561250816" 17.86153 1.92593 1.79497 0.29087 1.47593 0.23826 0.55
"Gaia EDR3 2033899290835198080" 17.89743 2.14370 1.80252 0.29919 1.46566 0.23836 0.49
