EDR3Name,_x,_y,RA_ICRS,DE_ICRS,Plx,e_Plx,pmRA,e_pmRA,pmDE,e_pmDE,Gmag,e_Gmag,BP-RP,e_BP-RP
Gaia EDR3 5516056322509484928,-0.045483,0.053608,124.64237893755,-47.73637764874,0.1932,0.093,-3.054,0.116,7.032,0.115,17.980713,0.00305,1.312448,0.01847890913149512
Gaia EDR3 5516056322509493760,-0.038974,0.056547,124.65205999605,-47.73344451972,0.9997,0.218,-3.161,0.263,11.619,0.267,19.319304,0.003994,2.1278,0.07234432495487284
Gaia EDR3 5516056322509493888,-0.044721,0.056277,124.6435153574,-47.73370974975,0.7649,0.2044,-5.696,0.263,6.314,0.251,19.132854,0.004175,1.556755,0.03209388707104068
Gaia EDR3 5516056322519567872,-0.045164,0.05343,124.64285361344,-47.73655629052,,,,,,,20.84711,0.017755,,
Gaia EDR3 5516056326801562624,-0.048157,0.051838,124.63840075206,-47.73814586028,,,,,,,20.859734,0.014703,1.355169,0.2313264316831634
Gaia EDR3 5516056326801564544,-0.044764,0.056069,124.64345144292,-47.73391745369,,,,,,,20.783005,0.022485,,
Gaia EDR3 5516056326801566592,-0.045153,0.052263,124.64286751716,-47.73772382712,0.5813,0.3647,-1.861,0.397,2.963,0.494,19.986801,0.005236,1.445017,0.09504039502024902
Gaia EDR3 5516056326801568768,-0.044105,0.052431,124.64442655202,-47.73755593455,-0.2735,0.5373,-1.527,0.571,2.593,0.741,20.505766,0.006916,0.964302,0.122714803646544
Gaia EDR3 5516056326801571200,-0.044439,0.05018,124.64392722322,-47.73980704963,-0.8508,0.6383,-0.858,0.718,-1.445,0.836,20.546528,0.007855,1.309835,0.2100441039389551
Gaia EDR3 5516056326801580032,-0.039589,0.048764,124.65113681769,-47.74122726791,,,,,,,20.899189,0.013749,1.531357,0.22207219500750036
Gaia EDR3 5516056326801580160,-0.041806,0.044208,124.64783557692,-47.74578128173,-0.0741,0.1668,-4.22,0.198,6.086,0.204,18.915264,0.003905,1.73365,0.08343704285459215
Gaia EDR3 5516056326801580416,-0.041202,0.044482,124.64873356604,-47.74550752001,0.4117,0.0873,-4.196,0.103,5.844,0.105,18.093445,0.003071,1.477991,0.03762525127176672
Gaia EDR3 5516056326801581568,-0.035823,0.054672,124.65674426567,-47.73532207026,,,,,,,20.887743,0.016348,1.189552,0.17628521126181187
Gaia EDR3 5516056326801583616,-0.038291,0.048341,124.65306654654,-47.74165088531,0.5843,0.8916,-0.703,1.069,2.361,1.118,20.682924,0.010976,1.507614,0.20586602967950926
Gaia EDR3 5516056326813241216,-0.039157,0.06418,124.65179720514,-47.72581113089,0.0026,0.2146,-2.236,0.279,2.145,0.247,19.343357,0.004013,1.691492,0.054986772123208065
Gaia EDR3 5516056326813242112,-0.046551,0.047117,124.64078282955,-47.74286858528,0.2267,0.1247,-1.874,0.149,4.216,0.16,18.617966,0.00319,1.425512,0.026526703911629538
