EDR3Name,_x,_y,RA_ICRS,DE_ICRS,Plx,e_Plx,pmRA,e_pmRA,pmDE,e_pmDE,Gmag,e_Gmag,BP-RP,e_BP-RP
Gaia EDR3 3045764444368114176,0.017665,-0.145928,106.68472436671,-11.87926638523,0.4322,0.1012,-0.732,0.102,1.285,0.096,17.576532,0.002996,1.294157,0.014712549370303077
Gaia EDR3 3045764444368115840,0.005408,-0.14508,106.67219898371,-11.87841967702,0.129,0.0389,0.081,0.04,-0.472,0.038,16.009287,0.002816,1.894627,0.009112361917406022
Gaia EDR3 3045764444372075904,0.00402,-0.149187,106.6707805488,-11.88252655577,0.0497,0.1398,0.137,0.143,1.098,0.135,18.25382,0.003203,1.341482,0.02621151308674922
Gaia EDR3 3045764448664853248,0.020136,-0.148923,106.68724977302,-11.88226195275,-0.3623,0.364,-1.107,0.332,0.234,0.312,19.514915,0.005645,1.434544,0.10970881768019333
Gaia EDR3 3045764448664857600,0.01435,-0.145762,106.68133645503,-11.87910090807,0.0355,0.5078,0.889,0.547,1.257,0.493,20.208973,0.006873,1.881149,0.1579157073160314
Gaia EDR3 3045764448664869120,0.012722,-0.149589,106.67967360962,-11.88292770495,-0.5487,1.42,1.845,1.277,-0.66,1.126,20.569748,0.009949,1.366756,0.24693456496458802
Gaia EDR3 3045764448664876160,0.006816,-0.148344,106.67363858441,-11.88168329064,0.2848,0.6375,-2.788,0.598,1.101,0.534,20.276445,0.00688,2.039921,0.17097827503070107
Gaia EDR3 3045764448664877824,0.00329,-0.146511,106.67003495802,-11.8798500237,0.4677,0.7204,-2.487,0.721,4.906,0.711,20.406834,0.007761,1.798201,0.25869030265639353
Gaia EDR3 3045764448664882688,0.00572,-0.14975,106.67251861963,-11.88308950107,,,,,,,20.96805,0.020992,1.277145,0.7810866177695689
Gaia EDR3 3045764448664884736,0.002825,-0.148566,106.66955987116,-11.88190552248,0.1758,0.4613,0.09,0.495,1.403,0.446,20.080486,0.006168,,
Gaia EDR3 3045764448664886912,0.002092,-0.148978,106.66881077638,-11.88231751731,-0.7076,0.4083,-2.223,0.394,-1.975,0.351,19.693935,0.005266,1.839352,0.11637703789555336
Gaia EDR3 3045764448670310528,0.019272,-0.148868,106.68636712734,-11.88220615985,0.0106,0.0551,-0.389,0.057,1.757,0.055,16.728233,0.002846,1.021132,0.00836724104056118
Gaia EDR3 3045764448670314752,0.00653,-0.143376,106.67334531896,-11.87671484919,0.5318,0.0463,-1.587,0.047,6.089,0.045,16.391161,0.00282,1.266389,0.009749506257083493
Gaia EDR3 3045764448670325120,0.001107,-0.14933,106.66780374352,-11.88266944718,0.6715,0.0897,0.781,0.091,-4.583,0.086,16.760916,0.002953,1.377685,0.008823723384980206
Gaia EDR3 3045764478727851008,0.021807,-0.1465,106.68895756571,-11.87983808854,0.1241,0.4658,-7.619,0.442,1.86,0.41,19.272839,0.006974,2.241322,0.10238852886840709
Gaia EDR3 3045764478727856256,0.024705,-0.141816,106.69191828028,-11.87515386641,0.6074,0.128,0.673,0.133,-1.176,0.123,18.152788,0.003177,1.513943,0.029950277530742597
Gaia EDR3 3045764478727856768,0.014809,-0.141724,106.68180585086,-11.87506254862,0.2981,0.1251,-0.123,0.126,0.415,0.127,18.11692,0.003167,1.338406,0.030777698027439692
Gaia EDR3 3045764478727857152,0.023185,-0.140908,106.69036521779,-11.87424646146,0.6722,0.3815,1.026,0.375,1.024,0.334,19.57844,0.006298,1.38438,0.09839037663546228
Gaia EDR3 3045764478727861504,0.020242,-0.137726,106.68735774354,-11.87106448909,0.0501,0.1008,-1.038,0.102,0.481,0.1,17.79961,0.003137,1.802513,0.02022629477273685
Gaia EDR3 3045764478727862656,0.027486,-0.135698,106.69475911008,-11.86903635342,0.4892,0.3799,-1.88,0.377,0.258,0.37,19.607471,0.005188,1.413786,0.1253185934926565
Gaia EDR3 3045764478735038080,0.028509,-0.136471,106.69580452876,-11.86980891256,0.278,0.3289,-0.95,0.328,0.459,0.307,19.270647,0.004338,1.41761,0.0634480490972104
Gaia EDR3 3045764483024558080,0.020712,-0.133335,106.68783715015,-11.86667351072,-0.1314,0.6141,-0.426,0.474,2.059,0.419,19.922312,0.006152,1.448511,0.1277723191860579
Gaia EDR3 3045764483024567552,0.019578,-0.138321,106.68667882607,-11.87165988131,0.8198,0.1933,-0.217,0.213,1.665,0.217,18.781242,0.003811,1.589666,0.0879964671080319
Gaia EDR3 3045764483024569984,0.015773,-0.136509,106.68279093258,-11.86984788714,0.9997,1.0895,-1.356,0.876,-0.426,0.757,20.41641,0.00884,1.811861,0.2565380530601377
Gaia EDR3 3045764483026844416,0.015616,-0.142233,106.68263027391,-11.87557223631,-2.5776,1.6979,-10.932,1.93,-0.975,2.457,20.727804,0.015995,1.809734,0.2403322658812773
Gaia EDR3 3045764483030041600,0.022123,-0.138224,106.68927920176,-11.871562845,0.1897,0.1356,-0.745,0.145,1.342,0.135,18.2588,0.003372,1.237364,0.02748421546946032
Gaia EDR3 3045764483030044544,0.023261,-0.145003,106.69044311381,-11.87834130513,0.4796,0.0425,-1.712,0.044,1.324,0.042,16.217144,0.002811,1.285824,0.008403899715634445
Gaia EDR3 3045764483031378048,0.017762,-0.141733,106.68482332183,-11.87507214049,-4.7676,0.6629,-4.562,0.687,-7.115,0.621,17.65422,0.004877,1.418121,0.015479366234933534
Gaia EDR3 3045764517384344320,0.004635,-0.142782,106.67140902215,-11.87612092204,-0.0731,0.6008,-0.113,0.618,2.546,0.516,20.157215,0.006606,1.484743,0.1820256918521101
Gaia EDR3 3045764517384356352,-0.004013,-0.141429,106.66257237926,-11.87476853214,1.1769,0.4174,-1.958,0.445,-1.29,0.396,19.876682,0.005791,1.591402,0.14161325751592826
Gaia EDR3 3045764517384359040,-0.006589,-0.140416,106.65993976296,-11.87375549558,,,,,,,20.801306,0.017059,1.7901,0.28796672425815684
Gaia EDR3 3045764517389792000,-0.005918,-0.134858,106.6606260136,-11.8681969127,0.0742,0.0434,-0.734,0.045,0.835,0.042,16.178072,0.002813,1.816157,0.009397390784594705
Gaia EDR3 3045764517389792256,0.003427,-0.141998,106.67017534594,-11.87533757805,0.9388,0.1224,-1.698,0.125,-1.576,0.119,18.088566,0.003304,2.424873,0.04036773635485698
Gaia EDR3 3045764517389796608,-0.009471,-0.137432,106.6569947232,-11.87077139234,0.353,0.0494,-4.442,0.052,1.775,0.049,16.496855,0.002907,1.257136,0.019093720734572866
Gaia EDR3 3045764517389796736,-0.009378,-0.138237,106.65709005505,-11.87157584928,0.7365,0.0193,2.483,0.021,-0.907,0.019,14.420042,0.00277,1.074578,0.00518723803477238
Gaia EDR3 3045764517389797248,-0.003633,-0.142155,106.66296003322,-11.87549385548,0.4644,0.0469,0.075,0.048,-0.108,0.046,16.42617,0.002814,1.274656,0.009475886983694401
Gaia EDR3 3045764517389800192,-0.009645,-0.139509,106.65681670003,-11.87284786175,0.1692,0.0355,-1.61,0.036,0.604,0.035,15.650658,0.002796,1.806227,0.0064750389236061245
Gaia EDR3 3045764547447339136,0.011569,-0.136153,106.67849506729,-11.86949166576,0.3247,0.1061,-2.729,0.107,0.38,0.103,17.878418,0.003057,1.38039,0.027013157797668597
Gaia EDR3 3045764547447343616,0.00653,-0.131571,106.67334522991,-11.86490996362,0.18,0.1058,-1.321,0.107,0.682,0.102,17.87953,0.003024,1.450224,0.02689870167031472
Gaia EDR3 3045764547447346944,0.009115,-0.127361,106.67598630433,-11.86070043745,0.5873,0.3983,-1.962,0.373,0.116,0.344,19.61746,0.005239,1.65238,0.13217633750324081
Gaia EDR3 3045764547447347968,0.004613,-0.126589,106.67138605215,-11.85992866701,0.9512,0.1465,-3.804,0.142,4.017,0.131,18.186125,0.003306,2.169649,0.04858730855766288
Gaia EDR3 3045764547447348224,0.016669,-0.126328,106.68370548386,-11.85966681814,-4.6665,1.8816,-0.785,1.575,-7.416,1.769,19.641962,0.019526,1.694769,0.07660603576360724
Gaia EDR3 3045764551744031872,0.014451,-0.124567,106.68143918096,-11.85790622061,-0.7265,0.4716,-1.658,0.515,1.23,0.462,20.004032,0.005933,1.622112,0.1260060573760743
Gaia EDR3 3045764551744033152,0.012014,-0.12446,106.67894890317,-11.85779870562,-0.4829,0.5142,-0.884,0.529,-1.017,0.528,20.067116,0.006566,1.328733,0.16689436735464452
Gaia EDR3 3045764551744045056,0.003901,-0.126709,106.67065946455,-11.86004839219,0.1543,0.1943,0.312,0.206,0.06,0.194,18.819067,0.003598,1.585163,0.15261172039150228
Gaia EDR3 3045764551744055680,0.009534,-0.136418,106.67641479971,-11.86975667866,0.3149,1.1008,-0.693,0.878,0.889,0.962,20.476685,0.009034,1.374355,0.2653535170846654
Gaia EDR3 3045764551744056448,0.002685,-0.131488,106.66941680909,-11.86482760625,1.9224,0.5621,8.864,0.608,-10.653,0.538,20.19067,0.006398,2.031019,0.2361222375122443
Gaia EDR3 3045764551744060672,0.003865,-0.132709,106.67062183354,-11.86604856459,-0.0397,0.4575,-0.764,0.52,0.827,0.433,19.948818,0.006393,1.4928,0.1187969837400022
Gaia EDR3 3045764551749516544,0.010132,-0.125355,106.67702610451,-11.85869402733,1.6738,0.0618,-1.322,0.066,-1.411,0.061,16.812672,0.002878,1.91319,0.013234853834686994
Gaia EDR3 3045764551749518208,0.010522,-0.128778,106.67742482489,-11.86211737738,0.1692,0.2921,-0.773,0.289,1.042,0.256,19.273102,0.004381,1.562901,0.08157472121258966
Gaia EDR3 3045764551749523200,0.009906,-0.137367,106.67679511448,-11.87070660501,0.1043,0.0956,-0.795,0.096,1.174,0.092,17.727264,0.003012,1.164654,0.023177083152319745
Gaia EDR3 3045764581807064704,-0.042862,-0.148706,106.62287253354,-11.88204225784,0.5269,0.0425,-2.186,0.048,2.523,0.047,16.136608,0.002822,1.262343,0.007277431238262405
Gaia EDR3 3045764581807068032,-0.033812,-0.145188,106.6321214396,-11.87852501318,-0.07,0.3373,-1.987,0.324,1.685,0.304,19.387278,0.004865,1.566719,0.09124620782581133
Gaia EDR3 3045764581807072128,-0.031698,-0.141571,106.63428144173,-11.8749082694,0.1085,0.1958,-0.895,0.188,0.838,0.187,18.698992,0.003685,1.417534,0.04849976112387567
Gaia EDR3 3045764586103878528,-0.02407,-0.147278,106.64207642758,-11.88061674784,-1.5736,2.2554,-1.95,2.205,5.964,2.811,20.89393,0.020671,1.384428,0.33053062292640456
Gaia EDR3 3045764586103897984,-0.032214,-0.148378,106.63375321772,-11.88171558635,1.0821,0.4203,1.178,0.392,-0.627,0.377,18.854795,0.005503,1.923136,0.06322470347018636
Gaia EDR3 3045764586109294080,-0.02864,-0.143644,106.63740631714,-11.87698193263,3.4194,0.0204,-18.0,0.02,-13.926,0.02,13.022559,0.002776,1.147136,0.004838409579017604
Gaia EDR3 3045764586109294208,-0.027486,-0.144526,106.63858536521,-11.87786421277,-0.0128,0.1531,-0.472,0.167,1.572,0.159,18.158115,0.003381,1.246922,0.03897556832651473
Gaia EDR3 3045764586109301760,-0.032434,-0.148546,106.63352835952,-11.88188385839,,,,,,,19.384354,0.006122,,
Gaia EDR3 3045764616166806144,-0.023659,-0.145548,106.64249606808,-11.87888632317,-0.1957,0.2194,-4.254,0.229,3.826,0.206,19.053202,0.003995,1.457727,0.04341680128519601
Gaia EDR3 3045764616166813696,-0.016593,-0.138812,106.64971759426,-11.87215053953,0.6336,0.0748,-0.405,0.079,-0.023,0.079,17.266243,0.002942,1.445108,0.018808999922139507
Gaia EDR3 3045764616166814208,-0.013872,-0.138488,106.65249798513,-11.87182665849,0.3376,0.1681,-1.513,0.173,0.47,0.159,18.556513,0.003366,1.821842,0.03978625403656046
Gaia EDR3 3045764616166815488,-0.023622,-0.13647,106.64253516195,-11.86980802987,-0.9023,0.4327,-2.197,0.394,1.56,0.379,19.727066,0.005783,1.519268,0.09581003409565024
Gaia EDR3 3045764616166816256,-0.015157,-0.135724,106.65118455965,-11.86906305723,0.1225,0.4848,-0.706,0.519,1.073,0.478,19.985321,0.005625,1.433039,0.11705367631022
Gaia EDR3 3045764616166818432,-0.02146,-0.133968,106.64474454422,-11.86730666796,0.1741,0.029,-0.766,0.027,2.89,0.027,15.19057,0.002793,1.896744,0.005625828785360543
Gaia EDR3 3045764616166818560,-0.019341,-0.134202,106.64690968964,-11.86754078961,0.0003,0.1772,-0.573,0.181,0.96,0.184,18.701815,0.003479,1.408468,0.04063617070271445
Gaia EDR3 3045764616170766592,-0.028011,-0.141814,106.63804892366,-11.87515219133,0.7745,0.29,-2.97,0.264,1.12,0.244,19.147886,0.004725,1.345356,0.1108194066224932
Gaia EDR3 3045764620463582336,-0.020453,-0.133472,106.64577310178,-11.86681061999,0.3454,0.1461,-1.026,0.143,1.225,0.148,18.195784,0.003311,1.176127,0.026943429593431774
Gaia EDR3 3045764620463590016,-0.018382,-0.139298,106.6478887461,-11.8726368316,1.2103,0.6647,3.12,0.649,1.458,0.628,20.358133,0.007998,1.590975,0.2781225958912243
Gaia EDR3 3045764620463606656,-0.028056,-0.139151,106.63800358827,-11.87248917857,-0.4381,0.6798,-1.947,0.727,2.172,0.634,20.346405,0.008361,1.53907,0.1794518155524402
Gaia EDR3 3045764620467192448,-0.027329,-0.141901,106.63874648835,-11.8752392111,0.1529,0.2131,-1.731,0.217,0.744,0.206,18.93632,0.00387,1.408638,0.058809168533943385
Gaia EDR3 3045764620467528192,-0.013843,-0.1366,106.65252695206,-11.86993911296,,,,,,,20.801977,0.014409,2.008909,0.17895835791323353
Gaia EDR3 3045764620469026688,-0.02938,-0.13663,106.63665102864,-11.86996789428,0.4987,0.1557,-0.534,0.149,0.267,0.145,18.407705,0.003439,1.533529,0.028602383638769036
Gaia EDR3 3045764620469031168,-0.021466,-0.146955,106.64473722101,-11.88029383023,0.176,0.0893,-0.248,0.09,1.665,0.086,17.60675,0.002963,1.246733,0.015957367925950972
Gaia EDR3 3045764620470335616,-0.018783,-0.138778,106.64747944336,-11.872116845,0.7582,0.4836,-1.713,0.463,0.611,0.464,19.984463,0.005835,1.388939,0.1121259011035063
Gaia EDR3 3045764650526547712,-0.048484,-0.142185,106.61712879737,-11.87552031943,0.422,0.0786,-1.655,0.089,3.112,0.086,17.399502,0.002942,1.650751,0.024866745265574416
Gaia EDR3 3045764650526549120,-0.036675,-0.141066,106.62919559703,-11.8744029173,-0.3265,0.4544,-1.717,0.402,0.534,0.378,19.66739,0.005484,1.519445,0.14310801882918986
Gaia EDR3 3045764650526551936,-0.049439,-0.139144,106.61615270909,-11.87247845081,0.0447,0.0875,-1.642,0.099,2.472,0.094,17.522856,0.002996,1.295532,0.021040291460253165
Gaia EDR3 3045764650526556160,-0.04307,-0.133898,106.62266268373,-11.86723402565,-1.217,0.6866,-2.009,0.703,-3.198,0.602,19.56428,0.008111,1.588743,0.09932104782124505
Gaia EDR3 3045764650526556544,-0.0473,-0.136004,106.61833937517,-11.86933924381,0.4098,0.1171,-0.02,0.132,2.158,0.124,17.78362,0.003058,1.30023,0.021966986060178974
Gaia EDR3 3045764650526751488,-0.03965,-0.134412,106.62615731283,-11.86774894674,0.8426,0.3804,0.022,0.377,1.459,0.331,19.501568,0.005005,2.034492,0.13978648902962593
Gaia EDR3 3045764654823365120,-0.04193,-0.137634,106.62382664477,-11.87097052076,1.7126,0.6713,0.099,0.618,2.428,0.568,20.379196,0.008106,1.504038,0.14304715668122278
Gaia EDR3 3045764654823388416,-0.042553,-0.146395,106.62318818038,-11.87973130991,0.6652,0.4484,-1.088,0.479,0.587,0.438,19.981594,0.005633,1.542696,0.13667925992180566
Gaia EDR3 3045764654828770688,-0.037111,-0.137073,106.62875136861,-11.87041011505,0.3383,0.088,-0.126,0.089,-1.881,0.085,17.586285,0.002977,1.745235,0.02797796034583164
Gaia EDR3 3045764654828777600,-0.041602,-0.140519,106.62416112346,-11.87385527738,0.2647,0.0873,-1.488,0.092,-0.28,0.088,17.536312,0.003006,1.344036,0.01735903261332756
Gaia EDR3 3045764654828781056,-0.046113,-0.142322,106.61955099779,-11.8756579412,0.191,0.0901,0.045,0.095,-0.79,0.092,17.639639,0.00307,1.433569,0.02121379308678463
Gaia EDR3 3045764654829366528,-0.04767,-0.134126,106.61796168917,-11.86746080309,0.2756,0.0331,-1.225,0.039,2.352,0.035,15.67376,0.002788,1.034738,0.006231473405754866
Gaia EDR3 3045764654829366912,-0.049221,-0.137146,106.61637614777,-11.87048100699,0.4398,0.1816,-1.525,0.216,2.496,0.194,18.647768,0.003864,1.598415,0.05644536473079895
Gaia EDR3 3045764684886293760,-0.029768,-0.13502,106.63625468347,-11.86835811125,0.416,0.0671,-3.0,0.065,1.124,0.063,16.977373,0.002866,1.391632,0.011519767336476881
Gaia EDR3 3045764684886294272,-0.031946,-0.134373,106.63402887167,-11.86771003029,0.628,0.2812,-0.969,0.275,1.358,0.248,19.18998,0.004261,1.503246,0.0528349905675867
Gaia EDR3 3045764684886298240,-0.03909,-0.129918,106.62672948975,-11.86325409065,-0.1791,0.2188,-1.143,0.249,1.939,0.215,18.865328,0.003911,1.594914,0.051351353734519344
Gaia EDR3 3045764689183063168,-0.02552,-0.131587,106.64059531048,-11.86492531075,0.3255,0.6237,-0.896,0.655,0.06,0.706,20.43356,0.008601,1.368526,0.1696486048137261
Gaia EDR3 3045764689183071872,-0.035598,-0.127899,106.63029872364,-11.86123615975,,,,,,,20.794132,0.014338,1.480736,0.31306206723743274
Gaia EDR3 3045764689183078144,-0.039359,-0.128214,106.6264549138,-11.86155032632,,,,,,,20.929005,0.02569,2.2299,0.3967355399271352
Gaia EDR3 3045764689183083264,-0.037646,-0.13191,106.62820472809,-11.86524690446,0.7233,0.5313,-1.13,0.744,1.446,0.604,20.19481,0.00699,1.677486,0.1600287511525071
Gaia EDR3 3045764689187044736,-0.038378,-0.133349,106.62745718284,-11.8666858147,,,,,,,20.83128,0.032136,2.190002,0.21818736542078102
Gaia EDR3 3045764689188496512,-0.03276,-0.127014,106.63319818982,-11.8603512237,0.3856,0.0635,-2.377,0.068,5.125,0.063,16.7777,0.002879,1.455269,0.011774538257820813
Gaia EDR3 3045764689188499328,-0.029447,-0.132286,106.6365833274,-11.86562396741,0.1513,0.1123,-1.668,0.112,2.318,0.109,17.973814,0.003118,1.411188,0.02871682343452524
Gaia EDR3 3045764719246038912,-0.013632,-0.127738,106.65274392762,-11.86107675044,0.2156,0.0964,-0.771,0.098,-0.254,0.093,17.72799,0.00306,1.464565,0.01801611630964987
Gaia EDR3 3045764719246041600,-0.015598,-0.125187,106.65073514658,-11.85852597414,0.1689,0.4929,-2.199,0.532,1.479,0.484,20.12085,0.006665,1.686543,0.1448898178936223
Gaia EDR3 3045764719246045184,-0.012406,-0.121546,106.65399702551,-11.85488521188,0.6826,0.4703,0.519,0.438,3.01,0.417,19.825369,0.006275,1.63501,0.13177468117344085
Gaia EDR3 3045764719246256896,-0.013359,-0.12916,106.65302244817,-11.86249929593,1.4642,0.2209,-8.303,0.221,-7.572,0.204,18.952248,0.003831,2.579515,0.08263330065672456
Gaia EDR3 3045764723542756736,-0.006099,-0.128119,106.66044095724,-11.86145873032,3.3969,1.5938,-1.638,1.654,1.408,2.256,20.647247,0.011198,0.471188,0.187534194356361
Gaia EDR3 3045764723542780288,-0.00979,-0.134797,106.65666922745,-11.86813635519,0.6679,1.3212,1.035,1.305,4.509,1.663,20.641691,0.012719,1.306206,0.3510493870543544
Gaia EDR3 3045764723542783872,-0.009909,-0.13611,106.6565472747,-11.86944920457,0.5028,0.3343,-0.324,0.318,0.775,0.291,19.230253,0.004501,,
Gaia EDR3 3045764723546781696,-0.005927,-0.126912,106.66061698709,-11.86025101083,,,,,,,20.884846,0.016412,1.232485,0.2702341980339948
Gaia EDR3 3045764723548225792,-0.01371,-0.133431,106.65266313919,-11.86677005161,0.292,0.0518,-3.163,0.052,1.142,0.05,16.514309,0.002868,1.262854,0.008971911226778796
Gaia EDR3 3045764723548226432,-0.009974,-0.136701,106.6564806194,-11.87003974333,0.58,0.1231,1.361,0.13,-1.923,0.121,18.121838,0.003191,1.402492,0.03876339688321085
Gaia EDR3 3045764753605782784,-0.003933,-0.122397,106.662653927,-11.85573662325,0.1111,0.1446,0.16,0.147,-0.197,0.139,18.376463,0.003244,1.461842,0.04019696158843033
Gaia EDR3 3045764753605783168,0.002647,-0.122158,106.66937754981,-11.85549696178,0.1689,0.1274,-0.717,0.126,0.731,0.123,18.07143,0.003169,1.363983,0.03220699030117633
Gaia EDR3 3045764753605783808,-0.001068,-0.121103,106.66558177973,-11.85444193091,0.8147,0.1507,-4.292,0.159,-0.256,0.15,18.386057,0.003274,1.916199,0.044651182569901735
