EDR3Name,_x,_y,RA_ICRS,DE_ICRS,Plx,e_Plx,pmRA,e_pmRA,pmDE,e_pmDE,Gmag,e_Gmag,BP-RP,e_BP-RP
Gaia EDR3 5587906005770576000,-0.021981,-0.14524,114.40576315881,-36.21224318746,0.1783,0.084,-3.581,0.082,5.894,0.087,17.96742,0.002945,1.166889,0.016834579095300343
Gaia EDR3 5587906010065792768,-0.025373,-0.149513,114.40155748698,-36.21651451731,1.1612,0.5548,1.974,0.483,4.612,0.575,20.453922,0.006875,2.085169,0.1483414983151583
Gaia EDR3 5587906010067544704,-0.020223,-0.148407,114.40794104597,-36.21541035719,-1.6758,2.0546,-4.618,2.415,-4.25,1.535,20.798878,0.021596,1.923559,0.343969720322396
Gaia EDR3 5587906040130292352,-0.039294,-0.149083,114.38430214292,-36.21607963159,0.0962,0.2958,-2.068,0.274,1.935,0.301,19.796162,0.004496,1.250322,0.07135985694921763
Gaia EDR3 5587906040130292480,-0.044826,-0.14915,114.37744567161,-36.21614349457,0.3436,0.1618,-0.934,0.149,2.028,0.161,18.917767,0.003375,1.625771,0.0429056274715917
Gaia EDR3 5587906040130301184,-0.04624,-0.147745,114.37569392114,-36.21473735143,0.3911,0.1129,-2.205,0.107,4.048,0.123,18.23176,0.003071,1.216879,0.017322448195474252
Gaia EDR3 5587906040130301440,-0.05004,-0.149641,114.37098301946,-36.21663158083,0.0524,0.1767,-2.483,0.168,4.069,0.178,18.98283,0.00354,1.242168,0.03644642778328678
Gaia EDR3 5587906040130302592,-0.048847,-0.147046,114.37246364969,-36.21403712589,0.7241,0.3415,-0.392,0.299,1.896,0.357,19.887867,0.004888,1.124592,0.07678846948822853
Gaia EDR3 5587906040130308608,-0.038086,-0.145532,114.38580180885,-36.21252902018,1.0588,0.317,0.745,0.298,11.442,0.329,19.816153,0.004746,2.086912,0.10010435517149559
Gaia EDR3 5587906040130322048,-0.044238,-0.143165,114.37817837701,-36.21015856775,0.7399,0.1755,-3.394,0.164,3.232,0.182,19.036732,0.003493,1.549997,0.03720186765283649
Gaia EDR3 5587906044425539712,-0.042192,-0.141327,114.38071620105,-36.20832158699,0.3774,0.3353,-7.903,0.314,6.931,0.344,19.87421,0.004854,2.093035,0.08614137336894281
Gaia EDR3 5587906044425542144,-0.044806,-0.140696,114.37747606607,-36.20768902597,0.3029,0.0778,-1.035,0.071,0.956,0.077,17.59146,0.002933,1.312353,0.0164039083200654
Gaia EDR3 5587906044425542528,-0.04354,-0.144007,114.3790434806,-36.21100140853,1.7662,0.2323,-14.676,0.216,13.818,0.233,19.414036,0.00382,2.211136,0.10149519148784925
Gaia EDR3 5587906044425551360,-0.051108,-0.147107,114.36966105242,-36.214096612,0.1896,0.3582,-0.696,0.321,2.196,0.373,19.997889,0.004981,1.217571,0.08368574616422918
Gaia EDR3 5587906044427849472,-0.047916,-0.145286,114.3736189568,-36.2122778112,0.4791,0.7136,-3.348,0.614,3.532,0.775,20.570637,0.007736,2.137785,0.160904192875965
Gaia EDR3 5587906044428862464,-0.047448,-0.143595,114.37419972117,-36.21058665462,,,,,,,20.851957,0.014477,0.372234,0.377783518815348
Gaia EDR3 5587906044430067072,-0.041725,-0.14335,114.3812927378,-36.21034483168,0.7648,0.2248,-4.143,0.211,3.316,0.231,19.311008,0.003901,2.278515,0.07025755793034219
Gaia EDR3 5587906044430067328,-0.043924,-0.140031,114.3785703844,-36.20702455559,1.7044,0.0184,-8.891,0.018,12.56,0.019,14.757217,0.002767,1.129568,0.004866654172206577
Gaia EDR3 5587906044430068480,-0.043242,-0.148013,114.37940923467,-36.21500705328,0.6496,0.053,-8.534,0.05,8.162,0.053,17.022564,0.002833,1.363434,0.010532538576997373
Gaia EDR3 5587906044430071808,-0.050876,-0.148169,114.36994724987,-36.21515881046,0.4574,0.1476,-1.708,0.141,0.271,0.159,16.435415,0.004688,1.227374,0.006341594599903272
Gaia EDR3 5587906044431796352,-0.044545,-0.140054,114.37780035348,-36.20704771265,2.0313,0.4433,-7.552,0.425,11.355,0.416,19.984512,0.005714,,
Gaia EDR3 5587906074490088576,-0.030281,-0.137768,114.39547966602,-36.2047682038,-0.0518,0.0887,-1.332,0.085,1.768,0.095,17.99089,0.002999,1.089918,0.01623502766406015
Gaia EDR3 5587906074490099328,-0.036318,-0.135788,114.38799919701,-36.20278600279,0.4791,0.1157,-2.642,0.113,7.228,0.119,18.397907,0.003595,1.516321,0.040273253689456175
