EDR3Name,_x,_y,RA_ICRS,DE_ICRS,Plx,e_Plx,pmRA,e_pmRA,pmDE,e_pmDE,Gmag,e_Gmag,BP-RP,e_BP-RP
Gaia EDR3 2946726037576199168,-0.032701,-0.149523,100.21587053806,-16.6695263059,0.3898,0.1277,-0.22,0.118,1.652,0.142,18.14592,0.003105,1.276133,0.023807139185616354
Gaia EDR3 2946726175015153024,-0.075595,-0.149719,100.17109498765,-16.66970976349,0.6252,0.0339,-1.538,0.033,3.609,0.035,15.559754,0.002782,1.111282,0.005822871517507204
Gaia EDR3 2946726175015153152,-0.073364,-0.149857,100.17342321034,-16.66984852179,0.0621,0.1274,-0.235,0.119,0.381,0.136,18.085045,0.003069,1.286631,0.0328401853793926
Gaia EDR3 2946726179308499712,-0.074141,-0.149419,100.17261250653,-16.66941021925,0.1801,0.3842,0.323,0.339,2.505,0.417,19.656193,0.00506,1.279259,0.10628745438181918
Gaia EDR3 2946726243734635776,-0.040284,-0.146601,100.20795562219,-16.6666025937,0.4367,0.1013,2.596,0.092,0.784,0.106,17.764832,0.002999,1.349266,0.01763965519578151
Gaia EDR3 2946726243734637440,-0.048625,-0.145747,100.19924891308,-16.66574672955,0.2712,0.1689,-2.148,0.152,0.678,0.173,18.367584,0.003464,1.475157,0.04023209191199599
Gaia EDR3 2946726243734640000,-0.038935,-0.144433,100.20936448051,-16.66443450817,0.1829,0.33,-0.095,0.278,0.52,0.336,19.43126,0.004376,1.224831,0.06499558522912718
Gaia EDR3 2946726243734642688,-0.04071,-0.14355,100.20751129132,-16.66355159001,0.3115,0.2628,-0.434,0.224,1.293,0.266,19.189945,0.004044,1.554392,0.04690357563684487
Gaia EDR3 2946726243734644608,-0.047752,-0.142674,100.20016138499,-16.66267396571,1.3631,0.4107,-6.639,0.341,5.697,0.438,19.622072,0.005219,2.521305,0.14064027705239876
Gaia EDR3 2946726243734655488,-0.03643,-0.146327,100.21197800952,-16.66632981844,,,,,,,18.442867,0.019057,1.388672,0.026801483648068936
Gaia EDR3 2946726248027957504,-0.037632,-0.142206,100.21072461371,-16.66220846229,-0.1015,0.7449,0.093,0.645,1.415,0.779,20.471073,0.008617,1.326126,0.17501592753222237
Gaia EDR3 2946726248027963264,-0.044543,-0.148064,100.20350947199,-16.66806453632,0.2228,0.5692,3.553,0.488,-2.591,0.631,20.155678,0.00677,2.261156,0.19586350020929855
Gaia EDR3 2946726248030892544,-0.035074,-0.143973,100.21339473655,-16.66397597964,0.4388,2.0657,-2.32,1.444,1.996,2.218,20.611458,0.012229,1.678425,0.19255341969269724
Gaia EDR3 2946726248031648640,-0.037539,-0.140635,100.21082184262,-16.66063687346,0.2937,0.0311,-1.093,0.029,2.152,0.034,15.37832,0.002777,1.03858,0.005348359762123422
Gaia EDR3 2946726248031649408,-0.0393,-0.14172,100.20898407223,-16.66172208483,0.3997,0.0847,-1.293,0.08,2.819,0.093,17.432096,0.002882,1.498877,0.013744442667087707
Gaia EDR3 2946726278094379136,-0.068945,-0.148385,100.17803689772,-16.66837826305,0.0877,0.1138,1.199,0.11,0.233,0.12,17.834627,0.002983,1.370499,0.0277911579361189
Gaia EDR3 2946726278094380032,-0.056544,-0.143349,100.19098388571,-16.66334614697,-0.9466,0.9487,-0.139,0.88,-1.32,0.987,20.50559,0.009126,1.299477,0.18251957296410995
Gaia EDR3 2946726278094389120,-0.066542,-0.140123,100.18054848334,-16.66011721667,0.9462,1.7824,2.691,1.535,-4.489,2.162,20.770393,0.014421,1.780672,0.264640746560922
Gaia EDR3 2946726282387705600,-0.065797,-0.13973,100.18132580263,-16.6597247644,-0.003,0.7139,-0.516,0.655,2.852,0.734,20.202208,0.006847,1.404398,0.15063022061584957
Gaia EDR3 2946726282391390720,-0.063122,-0.138021,100.18411920419,-16.65801685287,0.2677,0.0676,0.462,0.066,2.945,0.071,16.901903,0.002862,1.404728,0.013066717634533306
Gaia EDR3 2946726282391391360,-0.059272,-0.14651,100.18813462598,-16.66650695862,0.1168,0.1388,0.115,0.136,1.956,0.141,17.995766,0.003336,1.031347,0.11904110569788101
Gaia EDR3 2946726282391391488,-0.058191,-0.149079,100.18926260236,-16.66907617866,1.0436,0.0142,1.227,0.014,-2.192,0.015,10.368553,0.002763,1.547634,0.004788411572661387
Gaia EDR3 2946726312454122368,-0.054685,-0.142407,100.19292365752,-16.66240480863,0.5915,0.2359,-0.169,0.21,2.767,0.243,19.082752,0.003933,1.416433,0.05592769524089915
Gaia EDR3 2946726312454134016,-0.053282,-0.137206,100.19439051358,-16.65720461491,0.0574,0.1728,-0.038,0.157,0.283,0.179,18.63507,0.003408,1.667385,0.05196844923794686
Gaia EDR3 2946726312454144768,-0.053367,-0.132594,100.19430248419,-16.65259247534,0.1559,0.4285,-0.643,0.351,-1.973,0.414,19.759697,0.004969,1.640982,0.12295653290308586
Gaia EDR3 2946726316747440256,-0.053846,-0.140937,100.19380078509,-16.66093487197,2.5756,0.6607,-2.714,0.574,1.239,0.616,20.250872,0.006956,2.406706,0.2050958889507084
Gaia EDR3 2946745828785536896,0.135428,-0.149283,100.39137436247,-16.66924125609,0.8411,0.0944,-2.511,0.081,4.415,0.104,17.566286,0.002921,1.601927,0.018561530608156383
Gaia EDR3 2946745833078728576,0.136702,-0.146603,100.39270227331,-16.66656039543,0.4619,0.123,-0.045,0.102,0.842,0.13,17.98346,0.003031,1.240391,0.02681042371174789
Gaia EDR3 2946745966224454528,0.092606,-0.148257,100.34667388682,-16.66824097716,-0.0379,0.2874,-0.266,0.242,0.136,0.309,19.331493,0.004064,1.159092,0.05815430311711633
Gaia EDR3 2946748921161959552,0.094325,-0.146106,100.34846738081,-16.66608924678,0.5872,0.2515,-3.039,0.229,4.094,0.27,18.07878,0.003644,1.502502,0.0313826943410808
Gaia EDR3 2946746000584190848,0.118285,-0.149034,100.37347956735,-16.66900390066,0.2544,0.4996,-3.084,0.413,2.1,0.537,20.05119,0.005943,1.429779,0.12469079030478715
Gaia EDR3 2946746004877429248,0.116263,-0.147674,100.37136832043,-16.66764456723,0.1518,0.5679,-0.655,0.498,-0.954,0.639,20.103163,0.00629,2.368359,0.1854934516295857
Gaia EDR3 2946746034943933312,0.122111,-0.147036,100.37747209206,-16.6670029937,0.3781,0.2973,0.109,0.248,0.92,0.321,19.415373,0.004218,1.258421,0.07369774525057331
Gaia EDR3 2946746039237166592,0.118881,-0.147189,100.37409994714,-16.66715803081,1.3941,0.856,-1.653,0.795,1.44,0.998,20.31482,0.00789,1.547689,0.15989041904752876
Gaia EDR3 2946746039240923264,0.124717,-0.139936,100.38018771829,-16.65990127581,0.3061,0.0601,-2.316,0.052,2.099,0.066,16.821896,0.002837,1.040268,0.01266646049603578
Gaia EDR3 2946746039240923648,0.1222,-0.140242,100.37756006719,-16.66020894782,2.1758,0.0352,10.428,0.031,-3.906,0.038,14.191195,0.002764,1.151905,0.004858092926304962
Gaia EDR3 2946746039241284992,0.132143,-0.146614,100.38794396511,-16.66657455569,0.3633,0.1879,-0.09,0.169,-0.524,0.237,18.672535,0.003442,1.184763,0.05616165649342696
Gaia EDR3 2946746069303674752,0.102416,-0.146959,100.35691324589,-16.66693788511,0.0211,0.1118,1.38,0.099,2.974,0.129,17.822197,0.003034,1.162149,0.021009205920383325
Gaia EDR3 2946746069303674880,0.101505,-0.145832,100.35596172051,-16.66581142427,0.1153,0.1644,0.593,0.142,2.067,0.185,18.525883,0.003262,1.089493,0.03381823177594562
Gaia EDR3 2946746069303675648,0.099294,-0.145714,100.35365399812,-16.66569441871,0.4018,0.1384,-0.6,0.125,2.428,0.165,18.196165,0.003162,1.113825,0.027515297947269035
Gaia EDR3 2946746069303687424,0.106307,-0.140776,100.36097138712,-16.66075293789,0.3992,0.349,-3.191,0.289,0.177,0.361,19.525978,0.004822,1.518055,0.0827965020258827
Gaia EDR3 2946746073596911104,0.100182,-0.141484,100.35457801161,-16.66146423105,0.5902,0.3795,0.136,0.325,2.971,0.399,19.66452,0.004727,1.20418,0.0930234977019761
Gaia EDR3 2946746073600664704,0.113305,-0.145383,100.36827836502,-16.66535586968,0.3113,0.1057,2.458,0.091,1.311,0.116,17.817883,0.002998,1.299459,0.01846116518829422
Gaia EDR3 2946746073600664960,0.110977,-0.145017,100.36584858967,-16.66499076973,1.7088,0.0386,12.222,0.034,2.015,0.042,15.906208,0.00279,1.541573,0.006342215001848726
Gaia EDR3 2946746073600665600,0.110803,-0.145954,100.36566744345,-16.66592776653,2.2203,0.2868,-7.069,0.248,2.531,0.312,17.281933,0.004473,1.601431,0.010951187900929788
Gaia EDR3 2946746103663415296,0.115971,-0.144909,100.37106085995,-16.66487999676,0.4694,0.2567,-0.435,0.211,0.411,0.274,19.180517,0.00376,1.403969,0.056914289148795
Gaia EDR3 2946746103663428608,0.109109,-0.139006,100.3638950989,-16.6589809887,0.2686,0.5208,0.087,0.456,-1.526,0.558,19.99867,0.006287,1.480457,0.1316628232233072
Gaia EDR3 2946746103663442816,0.122613,-0.13366,100.3779871968,-16.65362691837,-0.014,0.1625,0.313,0.14,3.294,0.176,18.473497,0.003291,1.404564,0.040499344466515194
Gaia EDR3 2946746103663442944,0.121352,-0.132745,100.37667066393,-16.65271233922,0.4152,0.1583,0.875,0.138,1.2,0.175,18.474043,0.003332,1.132708,0.039449535641888044
Gaia EDR3 2946746103663454592,0.11641,-0.127388,100.37150838204,-16.64735829125,1.8065,0.3561,-6.778,0.295,1.897,0.383,19.530954,0.004488,2.27486,0.14108993457595045
Gaia EDR3 2946746107956639104,0.112954,-0.134276,100.36790532146,-16.65424831401,,,,,,,20.807796,0.015923,1.31065,0.3946081530645571
Gaia EDR3 2946746107956641920,0.115536,-0.142177,100.37060588017,-16.66214772129,-0.5007,0.79,1.158,0.721,-0.198,0.947,20.359272,0.007655,1.452459,0.16281246595458873
Gaia EDR3 2946746107959657856,0.114827,-0.129241,100.36985787261,-16.64921218843,,,,,,,20.993214,0.024294,0.874521,0.4204156873630199
Gaia EDR3 2946746107961774976,0.112651,-0.141535,100.36759359645,-16.66150840996,,,,,,,17.112747,0.00466,1.909991,0.012063835179155727
Gaia EDR3 2946747306254248704,0.14777,-0.149446,100.40425818757,-16.669395649,0.1354,0.1897,0.149,0.163,1.202,0.204,18.689283,0.003366,1.230732,0.053963734207121306
Gaia EDR3 2946747310547464960,0.147696,-0.141002,100.4041742922,-16.66095117331,-0.5854,1.5693,-4.242,1.57,-14.817,2.119,20.741678,0.012551,1.574844,0.1973940833408834
Gaia EDR3 2946747310547469184,0.14598,-0.147249,100.40238736697,-16.66719983972,,,,,,,20.862835,0.020052,0.994549,0.223021453966127
Gaia EDR3 2946747310547476608,0.138805,-0.146719,100.39489748063,-16.66667499481,1.1558,0.7358,0.262,0.6,1.873,0.804,20.41886,0.007598,1.039612,0.1609896760506931
Gaia EDR3 2946747310551238912,0.145442,-0.14327,100.40182307189,-16.66322096495,0.0208,0.2156,0.327,0.181,1.632,0.233,18.938196,0.003572,1.162355,0.0642850210683302
Gaia EDR3 2946747512412702208,0.131922,-0.138847,100.38770763268,-16.65880804905,0.5831,0.6223,-0.562,0.518,3.151,0.695,20.227581,0.006775,1.82313,0.17580739743358276
