EDR3Name,_x,_y,RA_ICRS,DE_ICRS,Plx,e_Plx,pmRA,e_pmRA,pmDE,e_pmDE,Gmag,e_Gmag,BP-RP,e_BP-RP,probs_final,membs_select
Gaia EDR3 3007967258991592960,0.023184,0.033033,95.52333134591,-6.31697199427,0.0888,0.0239,0.21,0.021,1.061,0.022,14.289924,0.002775,1.432844,0.0051778489035360364,0.999,1
Gaia EDR3 3007966949753953280,0.038657,0.004996,95.53890183809,-6.34500830126,0.0875,0.0552,0.216,0.049,1.047,0.051,16.188868,0.003455,0.856402,0.01411122775924061,0.9945,1
Gaia EDR3 3007967224631860480,0.008302,0.027383,95.50835877445,-6.32262219816,0.1146,0.0375,0.195,0.038,1.039,0.036,15.411058,0.002778,1.519592,0.005729350560372621,0.9985,1
Gaia EDR3 3007967357773734656,0.037033,0.034207,95.53726534995,-6.3157972048,0.1009,0.059,0.167,0.053,1.077,0.056,16.276337,0.002834,0.905417,0.007833944118318191,0.9978,1
Gaia EDR3 3007967052833159296,0.04322,0.025158,95.54349113493,-6.32484642642,0.1733,0.0354,0.215,0.028,1.099,0.031,14.956786,0.002773,1.529751,0.005286095110049077,0.9963,1
Gaia EDR3 3007967018470361856,0.023676,0.020868,95.52382701326,-6.32913707728,0.1501,0.4124,0.214,0.381,1.036,0.401,19.351212,0.004603,1.067928,0.0662523554039892,0.9988,1
Gaia EDR3 3007965742866004736,-0.002594,0.01793,95.49739626647,-6.33207560749,0.0562,0.0514,0.231,0.052,1.057,0.05,16.06666,0.003023,0.702422,0.008481940507602854,0.9965,1
Gaia EDR3 3007967258991592576,0.019669,0.036365,95.51979552803,-6.31364030151,0.1155,0.0845,0.169,0.083,1.036,0.081,17.018604,0.002894,0.87796,0.020211006378227717,0.999,1
Gaia EDR3 3007968079328280448,0.012049,0.051467,95.51212855693,-6.29853872798,0.108,0.0832,0.272,0.074,1.128,0.079,17.016497,0.002989,0.825762,0.014379217023799384,0.9978,1
Gaia EDR3 3007965742865996800,0.003482,0.012942,95.5035095474,-6.33706348028,0.1566,0.1013,0.215,0.09,1.142,0.096,17.342358,0.002935,0.8169,0.019896590539951065,0.9973,1
Gaia EDR3 3007967254694526080,0.020769,0.036246,95.52090200607,-6.3137593872,0.1484,0.0237,0.152,0.023,1.109,0.022,14.062341,0.002769,1.648907,0.005059766733348872,0.9989,1
