EDR3Name,_x,_y,RA_ICRS,DE_ICRS,Plx,e_Plx,pmRA,e_pmRA,pmDE,e_pmDE,Gmag,e_Gmag,BP-RP,e_BP-RP,probs_final,membs_select
Gaia EDR3 5252334202297128832,0.033365,-0.023643,153.81789532738,-64.63362726072,0.0673,0.032,-3.545,0.039,2.76,0.033,15.972489,0.002786,1.386161,0.006155777138552324,0.9931,1
Gaia EDR3 5252333686900998528,-0.023083,-0.01651,153.68614643537,-64.62650528895,0.0576,0.0333,-3.549,0.041,2.723,0.034,16.165434,0.002799,1.386007,0.0056871449388128745,0.9977,1
Gaia EDR3 5252334271016614912,0.024087,-0.005979,153.79620250138,-64.6159732682,0.0737,0.034,-3.528,0.042,2.718,0.034,16.18549,0.00281,1.373763,0.010195532517703691,0.9976,1
Gaia EDR3 5252335164345909376,-0.016193,-0.010096,153.70223514705,-64.62009541228,0.0536,0.4107,-3.518,0.477,2.732,0.373,19.982027,0.005573,1.084406,0.08146565362595587,0.9986,1
Gaia EDR3 5252334442815292672,-0.000959,0.006534,153.73777884328,-64.60347092834,0.0503,0.2013,-3.57,0.246,2.74,0.187,19.165949,0.003852,0.85651,0.043715094079708555,0.9989,1
Gaia EDR3 5252335336168516480,-0.007849,0.041466,153.7217378017,-64.56853783997,0.0694,0.0278,-3.515,0.033,2.718,0.029,15.767921,0.002783,1.550338,0.0059205866717143,0.991,1
Gaia EDR3 5252335709807201920,0.003771,0.040169,153.74879578591,-64.56983561658,0.0862,0.0643,-3.537,0.079,2.771,0.067,17.44267,0.002894,1.394138,0.012723766382077721,0.9919,1
Gaia EDR3 5252335198729523968,-0.014471,0.010751,153.70627786203,-64.5992493628,0.0359,0.0163,-3.525,0.02,2.734,0.016,14.367012,0.002771,1.80441,0.005039853323241452,0.9982,1
Gaia EDR3 5252334408455533440,-0.009045,-0.000992,153.71891873498,-64.61099527908,0.0414,0.0467,-3.537,0.056,2.714,0.047,16.612415,0.002818,1.434311,0.008213761751237345,0.999,1
Gaia EDR3 5252334477175040384,0.010113,0.004863,153.76359691988,-64.60514009092,0.0328,0.0489,-3.533,0.058,2.749,0.046,16.779634,0.002868,0.353712,0.01599489142637406,0.9987,1
Gaia EDR3 5252334408431693056,-0.00782,-0.011584,153.72176918533,-64.62158747005,0.0693,0.1193,-3.58,0.153,2.752,0.12,18.385828,0.00315,0.926146,0.03214809095807805,0.9989,1
Gaia EDR3 5252334408455531776,-0.009291,-0.002206,153.71834456364,-64.61220951667,0.057,0.0276,-3.573,0.034,2.773,0.029,15.820925,0.002781,1.316711,0.006297415433534303,0.999,1
Gaia EDR3 5252335198729516672,-0.012115,0.003333,153.71176314375,-64.6066692065,0.0348,0.0253,-3.563,0.032,2.777,0.026,15.575656,0.002781,1.556561,0.005620132260674929,0.9988,1
Gaia EDR3 5252334374101622016,0.006499,-0.01435,153.75517865224,-64.62435408817,0.117,0.2996,-3.542,0.401,2.768,0.298,19.675404,0.004784,1.009788,0.0766427931229713,0.9986,1
Gaia EDR3 5252332930986767872,-0.009579,-0.01719,153.71766110692,-64.62719265698,0.0397,0.063,-3.5,0.077,2.717,0.065,17.326857,0.002888,1.378107,0.010552528850469116,0.9985,1
Gaia EDR3 5252334404137020544,-0.002317,-0.012218,153.73460715564,-64.62222225763,0.0447,0.019,-3.542,0.023,2.791,0.02,14.963079,0.002772,1.550747,0.00554653716883077,0.9989,1
Gaia EDR3 5252334271016616192,0.02862,-0.009421,153.80678638079,-64.61941034209,0.0521,0.0339,-3.546,0.042,2.685,0.035,16.185036,0.002793,1.389499,0.006116498382466204,0.9966,1
Gaia EDR3 5252333751302012672,-0.039425,-0.002935,153.64805791908,-64.61291121067,0.0916,0.0257,-3.532,0.032,2.795,0.028,15.274847,0.002782,1.534347,0.007047501442303052,0.9948,1
Gaia EDR3 5252334442815287808,-0.002305,0.003636,153.73463924777,-64.60636893141,0.0569,0.0539,-3.536,0.066,2.68,0.053,17.035444,0.002856,1.389593,0.00927352818365798,0.999,1
Gaia EDR3 5252334305376361344,0.029874,-0.003146,153.80969562236,-64.61313410443,0.0414,0.0318,-3.532,0.038,2.798,0.033,15.955502,0.002789,1.445106,0.005733096236936344,0.996,1
Gaia EDR3 5252335198729637504,-0.017498,0.020637,153.69923553828,-64.58936238266,0.0693,0.0381,-3.476,0.047,2.746,0.04,16.276346,0.002802,1.486923,0.0057321531461096914,0.9968,1
Gaia EDR3 5252334339712242048,0.005586,-0.019784,153.753051521,-64.62978780462,0.0263,0.1692,-3.498,0.214,2.766,0.17,18.821808,0.003419,0.899492,0.033335388370882124,0.9981,1
Gaia EDR3 5252334374072091136,0.01463,-0.012008,153.77415073132,-64.62200904057,0.0742,0.221,-3.531,0.272,2.674,0.218,19.312326,0.004139,0.901243,0.04136833438014411,0.9983,1
Gaia EDR3 5252334442815288704,-0.0017,0.0042,153.73604934379,-64.60580465625,0.0915,0.3158,-3.537,0.549,2.805,0.417,18.99374,0.0046,,,0.999,1
Gaia EDR3 5252334408455528704,-0.007885,-0.006813,153.72162115609,-64.61681706452,0.0428,0.0276,-3.589,0.034,2.787,0.028,15.75514,0.002783,1.526078,0.006500700349290676,0.999,1
Gaia EDR3 5252334889468371840,0.028196,0.022524,153.80571835408,-64.58746606806,0.0535,0.1263,-3.589,0.148,2.688,0.126,18.381916,0.003253,0.552511,0.02192239889939942,0.9941,1
Gaia EDR3 5252334163618840320,0.018986,-0.017067,153.78432130641,-64.62706459673,0.1297,0.0567,-3.558,0.071,2.774,0.06,17.202457,0.002894,1.374323,0.009946110401654096,0.9975,1
Gaia EDR3 5252335370528244736,-0.018261,0.039375,153.69748712063,-64.57062353201,0.0228,0.0882,-3.486,0.103,2.763,0.095,16.202244,0.003025,1.400372,0.006739265035857439,0.9901,1
Gaia EDR3 5252334511534802432,0.025781,0.014053,153.80010979195,-64.59593919264,0.0912,0.023,-3.604,0.031,2.7,0.023,15.144786,0.002772,1.610189,0.005608006945301936,0.9953,1
Gaia EDR3 5252334442815292928,0.002886,0.002771,153.74674519664,-64.6072338433,0.0698,0.0337,-3.47,0.041,2.768,0.035,15.865264,0.00282,1.438843,0.012729540118103918,0.9991,1
Gaia EDR3 5252334472859262336,0.016152,0.002788,153.77768076523,-64.60721221342,0.1054,0.0579,-3.512,0.071,2.678,0.057,17.179579,0.002886,1.382303,0.013213662553944613,0.9983,1
Gaia EDR3 5252334442791523584,0.002456,-0.005815,153.74574305212,-64.61581961276,0.1325,0.2486,-3.542,0.343,2.786,0.225,19.128616,0.007513,0.635311,0.043437832095845515,0.9991,1
Gaia EDR3 5252334167937384960,0.023053,-0.01886,153.79381624183,-64.62885453192,0.0723,0.0669,-3.48,0.083,2.793,0.07,17.458971,0.002919,1.365212,0.011448216858679534,0.9967,1
Gaia EDR3 5252334545870846720,0.001695,0.013693,153.74396630974,-64.59631187528,0.0643,0.1913,-3.465,0.232,2.71,0.176,18.917637,0.003644,0.93214,0.027313625744337083,0.9984,1
Gaia EDR3 5252333648232777600,-0.028463,-0.021052,153.67358049567,-64.63104159889,0.0105,0.1663,-3.496,0.211,2.778,0.165,18.887077,0.003561,0.938021,0.0371785136270222,0.9965,1
Gaia EDR3 5252334442791535232,0.000564,-0.002588,153.74133075374,-64.61259277994,0.0248,0.1115,-3.611,0.147,2.719,0.112,18.189442,0.003107,0.956663,0.02234714473585569,0.9991,1
Gaia EDR3 5252335194413763712,-0.015909,0.009386,153.70292380214,-64.60061378733,0.031,0.0837,-3.573,0.098,2.669,0.078,17.672949,0.002965,1.368408,0.014932228094515103,0.9981,1
Gaia EDR3 5252334919535888640,0.024867,0.037558,153.79792938751,-64.57243520034,0.1083,0.0675,-3.475,0.08,2.778,0.069,17.505724,0.0029,1.365295,0.01122801213528876,0.9918,1
Gaia EDR3 5252334404137008128,-0.007049,-0.017174,153.72356471994,-64.62717815752,0.0985,0.0796,-3.517,0.097,2.818,0.078,17.74039,0.003048,1.304356,0.03179491848540532,0.9985,1
Gaia EDR3 5252334545870865920,0.00933,0.008637,153.76176756054,-64.60136658826,0.0576,0.1864,-3.573,0.242,2.659,0.175,18.983988,0.00367,0.911257,0.03563424898898226,0.9985,1
Gaia EDR3 5252333686877122048,-0.023771,-0.011787,153.68455124598,-64.62178119354,0.0472,0.1808,-3.609,0.227,2.688,0.174,18.992407,0.00358,0.982698,0.03483010158995057,0.9977,1
Gaia EDR3 5252334408455530880,-0.009106,-0.003043,153.7187758666,-64.61304627638,-0.0184,0.0821,-3.541,0.1,2.729,0.082,17.769972,0.002948,0.970917,0.014449719222543666,0.999,1
Gaia EDR3 5252334442791514368,-0.005164,0.000267,153.72797209725,-64.60973758416,0.0642,0.2037,-3.62,0.259,2.782,0.195,19.129864,0.0039,0.851965,0.14727922286829798,0.999,1
Gaia EDR3 5252334408455520256,-0.012442,-0.011392,153.71098445069,-64.6213942753,0.0812,0.0523,-3.622,0.066,2.777,0.053,16.982172,0.002883,0.370054,0.007642971785105961,0.9987,1
Gaia EDR3 5252334717669716096,0.042659,0.0183,153.83943751123,-64.59167103221,0.0378,0.183,-3.48,0.211,2.799,0.187,19.092707,0.003594,1.034975,0.0430371710640354,0.9883,1
Gaia EDR3 5252334442791537152,0.002875,-0.004727,153.74671958828,-64.61473198426,0.078,0.1059,-3.451,0.136,2.745,0.108,18.05241,0.0034,1.386549,0.10978648353870878,0.9991,1
Gaia EDR3 5252335164345929216,-0.016687,-0.004458,153.70109096585,-64.61445734717,-0.016,0.1269,-3.507,0.161,2.746,0.134,18.413206,0.00315,1.076984,0.02611202693254058,0.9987,1
Gaia EDR3 5252334442791537024,0.003483,-0.005256,153.74813975228,-64.61526073287,0.1552,0.1095,-3.509,0.145,2.73,0.115,18.18406,0.003236,1.075977,0.042174977652600226,0.9991,1
Gaia EDR3 5252332930962873088,-0.018177,-0.018545,153.69759277967,-64.62854397998,0.1531,0.1164,-3.507,0.148,2.721,0.117,18.362797,0.003183,1.044687,0.034836640887146546,0.9981,1
Gaia EDR3 5252334374095812608,0.006376,-0.003639,153.75488612594,-64.61364297264,0.0915,0.0593,-3.459,0.072,2.702,0.059,17.143126,0.002875,1.399616,0.00903593341959366,0.999,1
Gaia EDR3 5252334408431710848,-0.01181,-0.003829,153.71246752092,-64.61383161581,0.0348,0.2378,-3.561,0.292,2.654,0.226,19.365955,0.004187,0.881985,0.08290342629213399,0.9988,1
Gaia EDR3 5252334477151352448,0.013273,-0.002543,153.77097285011,-64.61254485888,-0.0039,0.1162,-3.569,0.157,2.685,0.116,18.32428,0.0032,1.043194,0.020824501304224252,0.9986,1
Gaia EDR3 5252334442815291136,-1e-05,0.004335,153.73999163533,-64.60567005084,0.0627,0.0367,-3.59,0.045,2.658,0.036,16.325935,0.002805,1.277966,0.0067667036603731075,0.9989,1
Gaia EDR3 5252334374072054400,0.003718,-0.006434,153.74868650611,-64.61643829035,0.014,0.0733,-3.502,0.092,2.808,0.076,15.984689,0.003045,1.376111,0.02907765028270712,0.999,1
Gaia EDR3 5252334374072121728,0.016766,-0.008967,153.77913035981,-64.61896670082,0.0862,0.4086,-3.54,0.545,2.835,0.378,20.08925,0.006091,1.26347,0.11538520491764263,0.9982,1
Gaia EDR3 5252335194411058432,-0.017446,0.011247,153.6993423384,-64.59875180592,0.0686,0.0524,-3.579,0.062,2.832,0.05,16.837742,0.002837,1.425388,0.0074162071774781626,0.9977,1
Gaia EDR3 5252333755596578688,-0.04259,0.003131,153.64069719993,-64.60684016465,0.13,0.1357,-3.557,0.171,2.82,0.139,18.554789,0.003303,1.18939,0.02100664909988609,0.9931,1
Gaia EDR3 5252333755620476544,-0.039616,0.002216,153.64762966506,-64.60776024999,0.1487,0.0454,-3.48,0.055,2.727,0.047,16.55467,0.002816,1.382985,0.00720334819156657,0.9944,1
Gaia EDR3 5252334374095815296,0.011466,-0.006841,153.76676208839,-64.616843199,0.1133,0.0344,-3.463,0.042,2.788,0.035,16.092258,0.002801,1.382458,0.006740947898679335,0.9988,1
Gaia EDR3 5252333755596555136,-0.043787,-0.000569,153.63789168957,-64.6105384431,0.0023,0.2735,-3.482,0.377,2.689,0.272,19.483263,0.004528,1.261473,0.16100515937145074,0.9934,1
Gaia EDR3 5252334442791570304,0.001554,0.001842,153.74363814448,-64.60816226969,-0.0289,0.1098,-3.55,0.146,2.773,0.109,18.217916,0.00315,0.651895,0.033330126367939784,0.9991,1
Gaia EDR3 5252334511534802688,0.022759,0.017653,153.79305992883,-64.59234239669,0.1638,0.0344,-3.577,0.041,2.761,0.036,16.214972,0.002798,1.455256,0.006403845993084539,0.9959,1
Gaia EDR3 5252334374072054656,0.004172,-0.006497,153.74974724674,-64.61650133367,0.0564,0.0491,-3.541,0.059,2.846,0.047,16.769802,0.002911,,,0.999,1
Gaia EDR3 5252334270992926720,0.028214,-0.016627,153.80585507634,-64.62661694419,-0.01,0.1927,-3.61,0.248,2.706,0.182,19.12411,0.003795,0.939817,0.0362407022232138,0.9959,1
Gaia EDR3 5252334270992961280,0.022925,-0.004825,153.7934900318,-64.61481954912,-0.0252,0.189,-3.595,0.241,2.759,0.182,19.037624,0.00366,0.952175,0.03603884417428855,0.9976,1
Gaia EDR3 5252334889468371328,0.024962,0.02569,153.79817579149,-64.58430293809,0.165,0.1134,-3.567,0.142,2.786,0.115,18.348097,0.003223,1.058496,0.026459551252353122,0.9943,1
Gaia EDR3 5252334442815274240,-0.005106,-0.00344,153.72810431236,-64.61344428389,0.0112,0.0393,-3.536,0.048,2.646,0.04,16.486288,0.002858,0.347502,0.010821005868618309,0.999,1
Gaia EDR3 5252335198729531776,-0.015634,0.017303,153.70357515565,-64.59269708333,0.1413,0.043,-3.46,0.051,2.717,0.042,16.505922,0.002819,1.470754,0.006403910916852093,0.9974,1
Gaia EDR3 5252334339712257408,0.00548,-0.017231,153.75280385193,-64.62723514794,0.179,0.1129,-3.531,0.146,2.756,0.115,18.321495,0.003188,1.01915,0.02050175000218444,0.9984,1
