EDR3Name,_x,_y,RA_ICRS,DE_ICRS,Plx,e_Plx,pmRA,e_pmRA,pmDE,e_pmDE,Gmag,e_Gmag,BP-RP,e_BP-RP,probs_final,membs_select
Gaia EDR3 3358219127561587072,-0.017339,0.013448,103.30688224862,16.93044142903,0.0343,0.0399,0.189,0.04,-1.018,0.033,15.398578,0.002816,,,0.9896,1
Gaia EDR3 3358218818323950976,-0.039616,0.010944,103.28359613196,16.92793435912,0.0111,0.0529,0.13,0.063,-1.049,0.056,16.30742,0.002832,1.196873,0.007746097433037918,0.9981,1
Gaia EDR3 3358219058841587072,-0.06543,0.022297,103.25660878094,16.93927995781,0.0542,0.0514,0.157,0.059,-1.001,0.052,16.365221,0.002837,1.216152,0.00787578058658542,0.998,1
Gaia EDR3 3358218990122108160,-0.054338,0.014738,103.26820658974,16.93172388973,0.0357,0.0188,0.121,0.021,-1.066,0.019,13.684941,0.00284,1.902622,0.00687694891292156,0.9991,1
Gaia EDR3 3358219127561579648,-0.00919,0.021232,103.31539998447,16.93822584818,0.0859,0.0261,0.131,0.03,-1.046,0.025,15.043481,0.002774,1.327436,0.00512564605296994,0.9778,1
Gaia EDR3 3358218887043437952,-0.05633,0.004059,103.26612750797,16.9210442605,0.0152,0.0193,0.1,0.023,-1.037,0.02,14.044648,0.002785,1.730075,0.005245914660575206,0.999,1
Gaia EDR3 3358218779666660480,-0.044583,-0.00018,103.27840745971,16.91680857976,0.0299,0.2706,0.098,0.282,-1.022,0.251,18.99583,0.004077,0.745476,0.03362593238114582,0.9982,1
Gaia EDR3 3358218882745925376,-0.058075,0.002044,103.26430402942,16.91902920018,-0.0094,0.0511,0.118,0.059,-0.996,0.053,16.30558,0.002819,1.193316,0.008121026620838225,0.9989,1
Gaia EDR3 3358218990120586240,-0.054367,0.009924,103.26817790606,16.92691065314,-0.0227,0.0562,0.172,0.067,-1.084,0.056,16.434587,0.002857,1.267155,0.008812578113070721,0.9992,1
Gaia EDR3 3358218985827125248,-0.055761,0.012934,103.26671952166,16.92991937876,-0.0321,0.3631,0.175,0.384,-1.088,0.282,19.15916,0.004849,0.678442,0.062196355164853404,0.9991,1
