EDR3Name _x _y RA_ICRS DE_ICRS Plx e_Plx pmRA e_pmRA pmDE e_pmDE Gmag e_Gmag BP-RP e_BP-RP probs_final
"Gaia EDR3 5353666671358116992" 0.055264 -0.149984 160.44748355465 -55.4599492716 0.4053 0.1135 -9.287 0.115 4.012 0.105 18.250446 0.003045 1.321449 0.01887484961780972 0.0
"Gaia EDR3 5353666671358117120" 0.05606 -0.149443 160.44888531402 -55.45940696081 0.6781 0.6197 -5.566 0.602 -0.047 0.63 20.502 0.008099 "" "" 0.0
"Gaia EDR3 5353666671358150016" 0.049137 -0.138942 160.43665181649 -55.44891605739 -0.2058 0.2611 -5.869 0.265 3.295 0.231 19.564583 0.004075 1.526102 0.09856217187176271 0.0
"Gaia EDR3 5353666671358159232" 0.047338 -0.136184 160.43347451838 -55.44615959599 0.1789 0.3179 -5.519 0.306 3.431 0.263 19.708656 0.004289 1.770815 0.062430887186046786 0.0
"Gaia EDR3 5353666671358161024" 0.057283 -0.144398 160.45102965392 -55.45436028297 -0.2807 0.3696 -4.278 0.436 3.478 0.348 19.910498 0.005081 1.587065 0.07476696151072672 0.0
"Gaia EDR3 5353666671358704256" 0.050804 -0.144993 160.43960581151 -55.45496485546 1.0956 0.5802 -19.885 0.577 12.465 0.533 20.37683 0.006443 2.406061 0.18630478184433555 0.0
"Gaia EDR3 5353666671360060032" 0.044005 -0.142972 160.42761072672 -55.45295220736 0.7749 0.9708 -4.002 1.405 2.148 1.122 20.772337 0.011493 1.09107 0.391108516208789 0.0
"Gaia EDR3 5353666671360060544" 0.044416 -0.145261 160.42834088479 -55.45524048765 -0.5672 0.7805 -3.557 0.921 1.241 0.79 20.678633 0.008554 1.281628 0.1803315170983944 0.0
"Gaia EDR3 5353666671360061056" 0.044744 -0.140824 160.42891058134 -55.45080333005 -1.2156 0.6562 -6.756 0.894 1.175 0.799 20.61374 0.00809 1.941895 0.2207939525121049 0.0
"Gaia EDR3 5353666671360061184" 0.045017 -0.144359 160.42939931257 -55.4543370827 -0.6161 0.6205 -5.284 0.716 1.775 0.59 20.489689 0.006828 1.808472 0.15166018220186012 0.0
"Gaia EDR3 5353666671360062720" 0.045983 -0.138016 160.43108959595 -55.44799335787 0.3926 0.5105 -6.347 0.501 1.981 0.449 20.355782 0.006237 1.751144 0.1277490968768051 0.0
"Gaia EDR3 5353666671360062848" 0.045814 -0.134845 160.43078563598 -55.44482284252 3.7658 1.8031 -1.46 1.543 0.399 1.603 20.896915 0.01446 2.140724 0.24467049299706203 0.0
"Gaia EDR3 5353666671360064768" 0.047611 -0.136806 160.43395645708 -55.44678134968 0.1922 0.9838 -1.284 1.323 3.576 1.405 20.79669 0.010089 2.673279 0.34768846566356887 0.0
"Gaia EDR3 5353666671360065408" 0.048833 -0.137835 160.43611432481 -55.44780890806 0.4815 0.4956 -9.41 0.529 3.119 0.476 20.287277 0.005808 "" "" 0.0
"Gaia EDR3 5353666671360067072" 0.05112 -0.145891 160.44016503071 -55.45586220288 -0.3959 0.7866 -6.259 0.712 3.605 0.693 20.65456 0.008344 1.442198 0.12092571221272115 0.0
"Gaia EDR3 5353666671360067712" 0.052304 -0.145317 160.44225073403 -55.45528692293 0.377 0.9477 -6.341 0.999 2.546 1.0 20.715784 0.012292 1.702555 0.25025789654600694 0.0
"Gaia EDR3 5353666671382997888" 0.047065 -0.146806 160.43301480734 -55.45678246734 -0.0639 0.4632 -4.783 0.709 2.833 0.417 19.950209 0.006419 1.911915 0.06165137502387144 0.0
"Gaia EDR3 5353666671383003136" 0.055685 -0.149551 160.44822422929 -55.45951582508 0.2969 0.2942 -7.009 0.294 3.559 0.273 19.733118 0.004545 2.203804 0.22875270484418592 0.0
"Gaia EDR3 5353666671383007232" 0.053881 -0.14657 160.44503633168 -55.4565372754 0.4119 0.0109 -9.424 0.012 5.278 0.01 13.081248 0.00276 1.549042 0.004731297662237627 0.0
"Gaia EDR3 5353666671383008384" 0.049018 -0.141252 160.43644772357 -55.45122622638 0.0595 0.0382 -2.525 0.04 0.681 0.034 16.224636 0.002823 2.77794 0.008312910922739801 0.0
"Gaia EDR3 5353666671383270400" 0.043251 -0.146176 160.42628858757 -55.45615702665 0.082 0.9978 -3.388 1.113 4.598 0.936 20.769278 0.010272 1.523401 0.15544150074908422 0.0
"Gaia EDR3 5353669587640169856" 0.041216 -0.147965 160.42270300075 -55.45794744093 0.52 0.368 -6.676 0.354 3.635 0.323 20.001774 0.004971 1.712328 0.08413822989906579 0.0
"Gaia EDR3 5353666735780924928" 0.092812 -0.149941 160.51370674179 -55.4598358997 0.0411 0.0744 -3.725 0.08 2.328 0.07 17.62829 0.002917 2.2192 0.01519086792642875 0.0
"Gaia EDR3 5353666735782387328" 0.092991 -0.147377 160.51401268574 -55.45727189522 0.173 0.2378 -6.177 0.249 2.836 0.217 19.431763 0.00385 1.597313 0.04624324205635457 0.0
"Gaia EDR3 5353666740077808768" 0.094588 -0.14761 160.51683024769 -55.45750141711 0.5551 0.5044 -4.001 0.565 3.281 0.463 20.222816 0.006075 1.696318 0.115188812546415 0.0
"Gaia EDR3 5353666740078193664" 0.092596 -0.148271 160.51331858844 -55.45816654444 -0.1143 0.4848 -4.771 0.52 4.711 0.482 20.313063 0.006575 1.601871 0.12126050164986202 0.0
"Gaia EDR3 5353666740079580800" 0.093977 -0.146747 160.51574898266 -55.4566395068 0.493 0.4266 -9.011 0.496 6.439 0.416 20.211538 0.005337 1.798641 0.10465680544111983 0.0
"Gaia EDR3 5353666770142125952" 0.07585 -0.148014 160.48378426005 -55.45794493681 0.3582 0.1706 -10.632 0.179 3.716 0.155 18.932507 0.003489 1.79594 0.04602645823244823 0.0
"Gaia EDR3 5353666804500410368" 0.08074 -0.146353 160.49240276963 -55.45627450645 0.233 0.0918 -3.602 0.097 2.306 0.083 18.000988 0.002975 1.326199 0.014570847113674896 0.0
"Gaia EDR3 5353666804501358976" 0.086093 -0.148306 160.5018499964 -55.45821613268 0.3779 0.2574 -4.078 0.268 -0.791 0.236 19.556524 0.00419 1.698462 0.06598810022565008 0.0
"Gaia EDR3 5353666804501366272" 0.088652 -0.142698 160.50634081182 -55.4526027013 0.2471 0.1098 -8.869 0.112 3.627 0.099 18.191713 0.003081 1.323738 0.01730155912385081 0.0
"Gaia EDR3 5353666804501863936" 0.080104 -0.148673 160.49128869781 -55.45859596787 0.3731 0.1789 -3.411 0.189 1.055 0.159 19.059063 0.003462 1.514156 0.040619260655351035 0.0
"Gaia EDR3 5353666804501864192" 0.087963 -0.147622 160.50514544371 -55.45752780875 0.1473 0.2973 -5.736 0.318 1.79 0.263 19.65759 0.004443 1.736513 0.053806554029567494 0.0
"Gaia EDR3 5353666804506877568" 0.083108 -0.144824 160.49657290101 -55.45474127497 0.1283 0.1156 -5.713 0.129 2.333 0.106 18.165699 0.003297 1.454178 0.018244397677171304 0.0
"Gaia EDR3 5353666804506877824" 0.084309 -0.140106 160.49867337798 -55.4500201968 0.2008 0.1082 -6.843 0.111 3.544 0.095 18.186779 0.00305 1.552589 0.023893527367133963 0.0
"Gaia EDR3 5353666804510825472" 0.079212 -0.136984 160.48967465953 -55.44690864567 -0.0323 0.2183 -6.745 0.229 3.262 0.19 19.219288 0.003741 1.642883 0.05623502751059699 0.0
"Gaia EDR3 5353666804510831744" 0.085101 -0.145502 160.50009027914 -55.45541417434 0.3924 0.2151 -4.546 0.222 2.823 0.193 19.31157 0.003797 1.489447 0.046671160314429895 0.0
"Gaia EDR3 5353666808797221632" 0.076449 -0.142781 160.48482365766 -55.45271109053 0.5389 0.232 -7.516 0.234 2.407 0.199 19.393457 0.003849 1.914745 0.05307330098004706 0.0
"Gaia EDR3 5353666808797231872" 0.077243 -0.141356 160.48621790928 -55.45128516828 0.4383 0.0708 -7.549 0.073 2.239 0.067 17.151632 0.003014 "" "" 0.0
"Gaia EDR3 5353666808797232128" 0.076819 -0.141377 160.48547100337 -55.45130646482 0.3127 0.0345 -11.849 0.036 4.469 0.031 15.945095 0.002836 1.014827 0.01794143741397714 0.0
"Gaia EDR3 5353666808797233536" 0.07899 -0.143109 160.4893052387 -55.45303390064 0.0765 0.1785 -7.899 0.196 2.375 0.164 19.057598 0.003543 1.542662 0.037453421301319754 0.0
"Gaia EDR3 5353666808797234560" 0.083422 -0.146749 160.49713365074 -55.45666489662 0.345 0.3822 -11.81 0.419 4.257 0.347 19.951464 0.005033 2.362946 0.12012025834250716 0.0
"Gaia EDR3 5353666808797240192" 0.085524 -0.14777 160.50084510751 -55.45768119605 0.5907 0.3268 -11.883 0.346 2.995 0.3 19.751997 0.004251 2.220947 0.11375596025011457 0.0
"Gaia EDR3 5353666808797240960" 0.080964 -0.143678 160.49278767384 -55.45359878122 0.0061 0.4688 -5.334 0.525 4.179 0.435 20.175177 0.005326 1.622015 0.10247383823289645 0.0
"Gaia EDR3 5353666808797247360" 0.083897 -0.144938 160.49796420844 -55.45485362134 0.2301 0.1677 -3.407 0.176 1.828 0.153 18.933357 0.003318 1.561687 0.04652400181132796 0.0
"Gaia EDR3 5353666808797247872" 0.087637 -0.148133 160.50457317857 -55.45803967344 0.4198 0.39 -9.895 0.491 5.328 0.384 20.124823 0.005259 1.946907 0.2675966343775805 0.0
"Gaia EDR3 5353666808797267072" 0.079896 -0.13783 160.49088280489 -55.44775335721 0.0541 0.3477 -4.733 0.358 2.403 0.302 19.905802 0.004785 1.647551 0.08649231451725437 0.0
"Gaia EDR3 5353666808797669248" 0.082826 -0.142671 160.49606835822 -55.45258796576 -1.7652 1.2787 -9.523 1.8 2.459 1.182 20.802029 0.012173 1.885168 0.1353047641394604 0.0
"Gaia EDR3 5353666808797669376" 0.082835 -0.143117 160.49608551385 -55.45303409769 1.4548 0.5464 -11.963 0.61 4.473 0.559 20.427078 0.006479 2.228182 0.14739676493106701 0.0
"Gaia EDR3 5353666808799048832" 0.082489 -0.144119 160.49547902286 -55.45403744494 1.1466 0.6807 -7.093 0.884 6.047 0.742 20.641073 0.008681 2.374718 0.2693832189961776 0.0
"Gaia EDR3 5353666808799052672" 0.087115 -0.141567 160.50362655951 -55.45147468045 0.0781 0.513 -6.75 0.504 2.698 0.472 20.39514 0.006444 1.971821 0.13896541199122925 0.0
"Gaia EDR3 5353666808799055360" 0.091217 -0.148645 160.51088874291 -55.45854369856 0.6387 0.7168 -5.159 0.662 2.506 0.641 20.620726 0.007431 1.641499 0.17673861282938094 0.0
"Gaia EDR3 5353666808821992192" 0.08204 -0.148223 160.49470248909 -55.45814152022 0.3329 0.107 -9.336 0.111 4.571 0.094 18.225414 0.00305 1.294107 0.018807983749553527 0.0
"Gaia EDR3 5353666808821995904" 0.077075 -0.141121 160.48592181278 -55.45105003285 0.6216 0.1914 -5.389 0.304 2.572 0.192 18.485544 0.004024 "" "" 0.0
"Gaia EDR3 5353666808822001664" 0.083904 -0.143773 160.49797298936 -55.4536885606 0.1796 0.0457 -6.27 0.049 0.545 0.042 16.685272 0.00281 1.14979 0.00797735021793757 0.0
"Gaia EDR3 5353666808822001792" 0.078697 -0.139212 160.48877391486 -55.44913802929 0.2579 0.0148 -6.732 0.015 1.527 0.014 14.114742 0.002764 1.721437 0.0048525357004253694 0.0
"Gaia EDR3 5353666808822002688" 0.08664 -0.145384 160.50280409514 -55.45529353705 0.6678 0.0294 -8.595 0.031 3.245 0.028 15.734168 0.002777 1.019018 0.00532847190886951 0.0
"Gaia EDR3 5353666808822010496" 0.08245 -0.136335 160.4953817368 -55.44625310728 0.6944 0.1303 -10.328 0.136 7.916 0.117 18.55249 0.003186 1.468166 0.025272411208021362 0.0
"Gaia EDR3 5353666808828718720" 0.084516 -0.138371 160.49903220871 -55.44828523611 0.4191 0.0717 -5.818 0.083 3.208 0.072 13.452362 0.002827 0.509253 0.004952132826547468 0.0
"Gaia EDR3 5353666082947484160" 0.109453 -0.146327 160.54303861375 -55.45617978957 -0.0938 0.2688 -7.266 0.274 4.172 0.237 19.608654 0.004153 1.586456 0.055837709517263294 0.0
"Gaia EDR3 5353666838860145792" 0.099122 -0.147025 160.52482255488 -55.45690462235 0.1804 0.116 -6.469 0.122 3.363 0.108 18.034208 0.003208 1.738325 0.022684279335681932 0.0
"Gaia EDR3 5353666838860147456" 0.097137 -0.146164 160.52131907088 -55.45604846671 0.4336 0.0688 -4.575 0.074 -0.046 0.064 17.459028 0.002878 1.266672 0.01092913373999122 0.0
"Gaia EDR3 5353666838860149376" 0.094345 -0.145442 160.51639253648 -55.45533361976 0.5542 0.0667 -11.404 0.07 5.645 0.061 17.35604 0.002868 1.341125 0.008491172027608416 0.0
"Gaia EDR3 5353666838861601664" 0.103575 -0.149704 160.53268919714 -55.4595725583 0.4419 0.1916 -5.447 0.202 3.215 0.178 19.089598 0.003488 1.569075 0.03571245015788157 0.0
"Gaia EDR3 5353666838861604096" 0.10279 -0.142228 160.53126940281 -55.45209802507 0.3357 0.2128 -9.776 0.223 5.349 0.193 19.31258 0.003731 1.58272 0.047887979349601484 0.0
"Gaia EDR3 5353666838870582656" 0.098406 -0.143513 160.52354556681 -55.45339459046 -0.0525 0.257 -6.236 0.271 2.336 0.237 19.580366 0.004281 1.574638 0.07324416461505676 0.0
"Gaia EDR3 5353666838874050560" 0.105705 -0.149999 160.53644601877 -55.45986215957 -1.8419 1.2573 -6.018 1.863 1.7 2.386 20.8116 0.012649 0.684494 0.18796790181044296 0.0
"Gaia EDR3 5353666843157040384" 0.094045 -0.143214 160.51585272008 -55.45310581192 0.787 1.0287 -5.662 1.122 4.679 1.253 20.643606 0.01063 "" "" 0.0
"Gaia EDR3 5353666843157040512" 0.093784 -0.143087 160.51539164565 -55.45298003377 1.1509 0.3415 -4.615 0.354 3.623 0.31 19.702885 0.005032 1.690739 0.05623741263700027 0.0
"Gaia EDR3 5353666843157045760" 0.098887 -0.146499 160.5244065313 -55.45637955393 0.2657 0.228 -6.593 0.274 3.36 0.221 19.354296 0.003909 0.49703 0.35500511184575645 0.0
"Gaia EDR3 5353666843157049728" 0.099569 -0.146571 160.52561005154 -55.45644921281 -0.2982 0.3091 -5.807 0.34 3.358 0.297 19.849697 0.004694 1.709126 0.2169889446153235 0.0
"Gaia EDR3 5353666843157051520" 0.095952 -0.14315 160.51921631973 -55.45303721497 0.1386 0.3195 -8.227 0.331 0.89 0.284 19.70459 0.004809 2.268614 0.07037520754783146 0.0
"Gaia EDR3 5353666843157058816" 0.101279 -0.147126 160.52862794129 -55.45699991015 -0.3159 0.2651 -6.899 0.281 2.869 0.247 19.577284 0.004079 1.607002 0.05966235983564712 0.0
"Gaia EDR3 5353666843157060736" 0.10019 -0.145793 160.52670126161 -55.45567002389 1.207 0.3192 -5.311 0.378 1.955 0.283 19.687763 0.005005 "" "" 0.0
"Gaia EDR3 5353666843157060864" 0.099661 -0.14509 160.52576564675 -55.45496882111 1.7905 1.3923 -2.941 1.427 5.54 1.614 20.776283 0.015241 0.670649 0.3412281132319085 0.0
"Gaia EDR3 5353666843157065472" 0.095122 -0.140485 160.51774000404 -55.45037481265 0.2766 0.2135 -6.759 0.226 1.145 0.2 19.29292 0.00389 1.849934 0.058113359820959096 0.0
"Gaia EDR3 5353666843157088896" 0.101539 -0.141324 160.5290592682 -55.45119772747 -0.2024 0.4832 -4.848 0.49 2.567 0.461 20.199005 0.005417 1.76144 0.09996370589179486 0.0
"Gaia EDR3 5353666843157089408" 0.104615 -0.143808 160.53449615469 -55.45367390416 0.5504 0.4847 -24.975 0.535 6.379 0.451 20.186073 0.005744 1.914202 0.10554450822661263 -1.0
"Gaia EDR3 5353666843157089536" 0.100305 -0.140065 160.52687855656 -55.44994175837 0.189 0.1771 -3.909 0.186 -0.845 0.164 19.04525 0.00338 1.624109 0.03139620480428511 0.0
"Gaia EDR3 5353666843157103616" 0.097078 -0.134649 160.52116512263 -55.44453347999 -0.1669 0.2174 -6.305 0.232 5.601 0.204 19.329351 0.003784 1.467966 0.07433693900900541 0.0
"Gaia EDR3 5353666843157105536" 0.101062 -0.137689 160.52820223168 -55.4475642965 0.3166 0.1909 -6.021 0.203 2.532 0.175 19.162947 0.003514 1.53837 0.04271536901032469 0.0
"Gaia EDR3 5353666843157411200" 0.097262 -0.143831 160.52152882015 -55.45371538647 -0.7957 0.3857 -5.364 0.428 3.272 0.362 20.062862 0.005552 1.742638 0.08325472691232993 0.0
"Gaia EDR3 5353666843157414016" 0.103091 -0.139621 160.53178873743 -55.44949112695 1.9975 0.479 -7.21 0.561 2.666 0.496 20.258083 0.00605 1.98078 0.11594714113663429 0.0
"Gaia EDR3 5353666843158797440" 0.096224 -0.14532 160.51970514046 -55.45520664057 -0.4737 0.8273 -9.983 0.943 4.849 0.807 20.663141 0.008964 1.613319 0.15987159202753348 0.0
"Gaia EDR3 5353666843158798592" 0.09801 -0.14609 160.52285803537 -55.45597273786 0.1451 0.6198 -7.133 0.677 3.346 0.637 20.463854 0.006975 1.726381 0.14637379449208418 0.0
"Gaia EDR3 5353666843158798848" 0.098228 -0.146595 160.52324440415 -55.45647728297 -0.2363 0.7961 -6.547 1.093 1.777 0.918 20.59361 0.008689 1.650352 0.3188468190098903 0.0
"Gaia EDR3 5353666843158799104" 0.098588 -0.13701 160.52383682839 -55.44689142494 -0.4921 0.5501 -4.905 0.571 1.402 0.509 20.493338 0.00639 1.314026 0.13379939584598333 0.0
"Gaia EDR3 5353666843158800384" 0.100759 -0.149351 160.52772090887 -55.45922641855 0.4446 0.863 -7.848 1.167 1.513 1.042 20.779325 0.00947 1.443413 0.22397255506305036 0.0
"Gaia EDR3 5353666843158802944" 0.10417 -0.141976 160.53370164341 -55.45184311732 0.1367 0.6531 0.071 1.125 -0.906 0.815 20.614496 0.007857 2.048933 0.12002614498504663 0.0
"Gaia EDR3 5353666843158803456" 0.104323 -0.140636 160.53396548122 -55.450502573 0.3853 0.9155 -0.922 1.569 3.137 0.929 20.645956 0.008983 1.557135 0.1338675630727803 0.0
"Gaia EDR3 5353666843158804736" 0.106666 -0.142718 160.53810621317 -55.45257830412 0.4434 0.4959 -6.331 0.546 2.743 0.446 20.17172 0.006157 1.673946 0.10194726761562192 0.0
