EDR3Name _x _y RA_ICRS DE_ICRS Plx e_Plx pmRA e_pmRA pmDE e_pmDE Gmag e_Gmag BP-RP e_BP-RP probs_final
"Gaia EDR3 5251579039648320256" 0.146895 -0.149597 154.08449833293 -64.7592024986 0.115 0.0881 -6.106 0.097 4.097 0.083 17.893091 0.003024 1.310636 0.014083567126256986 0.0
"Gaia EDR3 5251579043953756928" 0.142829 -0.146179 154.074919818 -64.75580687494 -0.2231 0.5991 -5.758 0.669 2.82 0.786 20.210697 0.008163 "" "" 0.0
"Gaia EDR3 5251579043953762048" 0.139252 -0.142065 154.06648285331 -64.75171100673 0.1475 0.2534 -6.204 0.278 3.412 0.235 19.505865 0.004522 1.322384 0.07992461947176052 0.0
"Gaia EDR3 5251579043956635136" 0.140354 -0.147475 154.06913171936 -64.75711558449 -4.3131 1.2603 -7.041 1.625 3.829 1.235 20.897255 0.014901 1.096109 0.3385369314580559 0.0
"Gaia EDR3 5251579043956900352" 0.142927 -0.149563 154.07519179934 -64.75918999094 -0.0588 2.1734 -4.106 1.753 3.568 1.419 20.94606 0.015078 0.889 0.3666226157273048 0.0
"Gaia EDR3 5251579043966705536" 0.139315 -0.145437 154.06667155178 -64.75508249098 0.4389 0.0508 -6.313 0.057 3.282 0.049 16.928389 0.002911 1.200945 0.010515186393597884 0.0
"Gaia EDR3 5251579043966707968" 0.142489 -0.146341 154.07412462467 -64.75597040885 0.692 0.034 -7.133 0.037 6.233 0.034 16.08248 0.002844 1.235797 0.006242393422717078 0.0
"Gaia EDR3 5251579043966710144" 0.143684 -0.14637 154.07692788868 -64.75599308235 0.2928 0.1182 -4.279 0.142 3.167 0.117 18.33323 0.003196 1.035519 0.020706598185149735 0.0
"Gaia EDR3 5251579043966710784" 0.137794 -0.139549 154.0630338902 -64.74920233577 0.2771 0.0371 -3.664 0.042 3.678 0.037 16.391083 0.002802 0.98898 0.007195360369370879 0.0
"Gaia EDR3 5251579043967138048" 0.135949 -0.145692 154.05878327636 -64.75535494009 0.3487 0.5024 -5.639 0.614 3.372 0.484 20.276852 0.007048 1.082722 0.13952636287253264 0.0
"Gaia EDR3 5251579074009038464" 0.140989 -0.134532 154.07046244722 -64.7441687978 0.0956 0.1178 -6.104 0.14 3.467 0.118 18.304623 0.00318 1.118204 0.023620361899481603 0.0
"Gaia EDR3 5251579074009040128" 0.141596 -0.132481 154.07186013783 -64.7421148114 0.2081 0.1433 -6.554 0.168 6.649 0.146 18.54594 0.003262 1.086111 0.035375398685710886 0.0
"Gaia EDR3 5251579074019253760" 0.144323 -0.136545 154.07830262786 -64.74616469322 0.4706 0.1528 -3.443 0.188 3.371 0.156 18.78035 0.003521 1.36145 0.04645992133566997 0.0
"Gaia EDR3 5251579078313512960" 0.146885 -0.147265 154.08444369156 -64.75687080648 0.4034 0.422 -5.688 0.501 2.497 0.464 19.849613 0.006231 1.454636 0.36020903972597496 0.0
"Gaia EDR3 5251579078313514624" 0.148389 -0.148494 154.08798608442 -64.75809127431 0.6624 0.1458 -5.85 0.174 2.374 0.148 18.705809 0.003423 1.689234 0.03061957658018305 0.0
"Gaia EDR3 5251579078313520000" 0.140687 -0.139739 154.06981780384 -64.74937743995 0.0712 0.3315 -4.202 0.353 3.095 0.301 19.7935 0.005097 1.066368 0.08289550228759646 0.0
"Gaia EDR3 5251579078313521152" 0.144474 -0.143567 154.07874474168 -64.75318591852 -0.4122 0.4498 -5.951 0.509 1.293 0.416 19.83555 0.007217 1.155718 0.06648254087225478 0.0
"Gaia EDR3 5251579078313530368" 0.140144 -0.137724 154.06852136093 -64.74736581045 -0.0509 0.2114 -5.648 0.234 2.745 0.191 19.200623 0.003906 1.09248 0.07370776590105003 0.0
"Gaia EDR3 5251579078313535488" 0.14436 -0.140424 154.07843833221 -64.75004375 0.2492 0.0975 -4.221 0.118 2.965 0.1 18.116001 0.003056 1.093973 0.02024495418644536 0.0
"Gaia EDR3 5251579078313539712" 0.143532 -0.138351 154.07647151403 -64.74797523981 -0.209 0.392 -5.21 0.457 3.406 0.368 19.981682 0.005639 "" "" 0.0
"Gaia EDR3 5251579078313560192" 0.145973 -0.136899 154.08217482726 -64.74650986526 0.7314 0.3021 -7.177 0.348 -0.825 0.281 19.566015 0.005709 1.262867 0.06253685384502464 0.0
"Gaia EDR3 5251579078313582464" 0.147502 -0.134263 154.08572432544 -64.74386569055 0.6876 0.309 -14.484 0.347 3.103 0.295 19.806173 0.005206 2.28311 0.1028363802458236 0.0
"Gaia EDR3 5251579078315443456" 0.141615 -0.139726 154.07199446719 -64.74936029445 0.3954 0.4702 -3.698 0.568 2.684 0.478 20.209003 0.006834 1.081627 0.17774999970891495 0.0
"Gaia EDR3 5251579078316365184" 0.140939 -0.132917 154.07032580859 -64.742555014 -0.2127 0.9906 0.494 1.234 1.705 0.924 20.676685 0.011538 2.278179 0.35150285868870595 0.0
"Gaia EDR3 5251579078317320960" 0.142226 -0.134315 154.07335885902 -64.74394535484 -3.8871 1.0871 -7.067 1.897 3.029 1.457 20.828781 0.012946 1.139526 0.31681231669694737 0.0
"Gaia EDR3 5251579078326450688" 0.141312 -0.142313 154.07131538658 -64.75194870413 0.1438 0.0551 -5.944 0.061 2.434 0.054 17.108635 0.002853 1.151913 0.008902138510492376 0.0
"Gaia EDR3 5251579078326456960" 0.140137 -0.136917 154.06849414323 -64.74655878863 0.2238 0.0793 -7.702 0.089 3.469 0.075 17.653042 0.002949 1.026314 0.01436527035663573 0.0
"Gaia EDR3 5251579078326457728" 0.144883 -0.14044 154.07966277849 -64.75005629892 0.2823 0.3226 -5.916 0.351 3.787 0.314 19.779697 0.004771 "" "" 0.0
"Gaia EDR3 5251579078326459776" 0.147691 -0.142341 154.08627022628 -64.75194286321 0.2746 0.2391 -4.843 0.265 3.673 0.223 19.467857 0.00417 1.048237 0.05079989104927538 0.0
"Gaia EDR3 5251579078326459904" 0.143456 -0.137892 154.0762863591 -64.74751603099 0.2683 0.0941 -3.901 0.107 2.46 0.083 17.896587 0.003034 0.841188 0.023581330384469325 0.0
"Gaia EDR3 5251579078326471296" 0.143111 -0.128662 154.07536348225 -64.73828798245 0.1463 0.0634 -5.738 0.073 4.197 0.064 17.45526 0.002902 0.972408 0.017551446960983024 0.0
"Gaia EDR3 5251579078329512576" 0.147166 -0.147522 154.08510724834 -64.75712654591 -0.1426 0.3198 -1.433 0.364 3.857 0.311 19.667393 0.006345 1.600485 0.08633511744683932 0.0
"Gaia EDR3 5251579177087320704" 0.147576 -0.120331 154.08572058806 -64.72993350346 -1.2519 0.7375 -5.566 0.924 3.996 0.789 20.500093 0.009879 "" "" 0.0
"Gaia EDR3 5251579177088255744" 0.148577 -0.131927 154.08821389023 -64.74152352665 0.1563 0.1673 -5.269 0.199 3.729 0.162 18.912752 0.00352 1.040497 0.03385013670127202 0.0
"Gaia EDR3 5251579177088257152" 0.149233 -0.130071 154.08972707563 -64.73966393995 0.1797 0.2065 -0.36 0.246 -1.04 0.201 18.96653 0.004728 1.83362 0.04885110569745892 0.0
"Gaia EDR3 5251579181392808192" 0.143162 -0.127549 154.07546974952 -64.73717524137 0.1411 0.1356 -3.554 0.19 2.519 0.161 17.934797 0.003352 "" "" 0.0
"Gaia EDR3 5251579181392834944" 0.148841 -0.126811 154.08876699321 -64.73640639566 -0.0554 0.2945 -2.864 0.335 2.448 0.278 19.78371 0.005034 0.80258 0.06777122440466526 0.0
"Gaia EDR3 5251579181392856448" 0.147846 -0.120772 154.08635873293 -64.73037238223 0.344 0.1822 -8.583 0.21 5.059 0.175 18.985058 0.003613 1.418518 0.034282823611989865 0.0
"Gaia EDR3 5251579181392863232" 0.149599 -0.121395 154.09047152491 -64.73098667601 0.092 0.2765 -3.909 0.306 2.036 0.255 19.650759 0.004421 1.100784 0.0596978955987925 0.0
"Gaia EDR3 5251579181392880256" 0.149402 -0.117576 154.08996085306 -64.72716790338 0.0572 0.2111 -9.676 0.247 4.007 0.195 19.261011 0.003865 1.165081 0.04502254613159871 0.0
"Gaia EDR3 5251579181394670848" 0.146899 -0.1198 154.08412694907 -64.72940616316 0.1568 0.7564 -4.896 0.686 4.124 0.671 20.477102 0.009639 1.30838 0.19751601880861894 0.0
"Gaia EDR3 5251579181396029696" 0.148896 -0.123694 154.08885516431 -64.73328871107 -0.5572 0.7291 -4.491 0.914 3.858 0.825 20.561008 0.009795 1.499004 0.13867350163958278 0.0
"Gaia EDR3 5251579181405688192" 0.143381 -0.127803 154.07598643099 -64.7374280277 0.2882 0.1048 -8.09 0.119 6.569 0.106 16.353851 0.003135 1.021407 0.0162699012068382 0.0
"Gaia EDR3 5251579181405694464" 0.147217 -0.125421 154.08494476188 -64.73502531662 0.1302 0.0437 -4.478 0.05 2.894 0.044 16.74335 0.002823 1.400577 0.006744665148903044 0.0
"Gaia EDR3 5251579181405697152" 0.146423 -0.122473 154.08304610738 -64.73208205166 0.166 0.0652 -5.835 0.075 3.897 0.066 17.478088 0.00292 0.898115 0.01122850935258883 0.0
"Gaia EDR3 5251580517118040704" 0.127383 -0.148407 154.03872779541 -64.75811158546 -0.0378 0.1573 -5.597 0.188 2.47 0.163 18.696367 0.003447 0.955208 0.03048214620228374 0.0
"Gaia EDR3 5251580517118044800" 0.12179 -0.143664 154.02556268841 -64.75339461306 0.1093 0.1409 -5.554 0.169 3.274 0.147 18.695183 0.003364 1.078016 0.03610588798871362 0.0
"Gaia EDR3 5251580521422409600" 0.118985 -0.14685 154.01901818311 -64.75659292182 0.1134 0.3357 -4.174 0.374 -1.153 0.327 19.800402 0.00466 1.656368 0.07749802157028357 0.0
"Gaia EDR3 5251580521422443264" 0.129821 -0.149546 154.0444583487 -64.75923906639 0.1769 0.1999 -8.919 0.22 4.049 0.19 19.195562 0.003732 0.933662 0.0525852158416691 0.0
"Gaia EDR3 5251580521422444288" 0.1283 -0.147792 154.04087189508 -64.75749247227 0.3831 0.3893 -4.97 0.475 3.524 0.394 20.085672 0.005916 0.889063 0.1202552956068706 0.0
"Gaia EDR3 5251580521423937536" 0.11958 -0.145877 154.02040404333 -64.75561735262 0.1742 0.4493 -8.999 0.55 1.431 0.503 20.233622 0.006828 1.986841 0.1480451516981958 0.0
"Gaia EDR3 5251580521425648128" 0.126891 -0.146792 154.03755661365 -64.75649912243 0.7067 0.9465 -5.798 1.673 2.579 0.974 20.601713 0.010661 0.826559 0.3296737543324531 0.0
"Gaia EDR3 5251580521425836928" 0.129162 -0.149324 154.04290929795 -64.75902018523 -0.3993 0.9314 -3.496 1.257 4.099 1.316 20.700726 0.011169 0.815824 0.2583713477311667 0.0
"Gaia EDR3 5251580521425842688" 0.121083 -0.14966 154.02396745025 -64.75939357234 0.6703 0.8673 -6.163 1.196 4.667 1.103 20.721039 0.011657 1.002834 0.18493965117516586 0.0
"Gaia EDR3 5251580521435443840" 0.121106 -0.14172 154.02393750722 -64.75145309111 0.2209 0.1959 -3.15 0.221 3.081 0.189 19.14407 0.004139 0.962515 0.042219202417593464 0.0
"Gaia EDR3 5251580521436020736" 0.1182 -0.149464 154.01720510846 -64.75921036242 -1.0539 1.0985 -9.61 2.262 7.785 2.748 20.862839 0.012347 0.936443 0.36421437077115465 0.0
"Gaia EDR3 5251580551476810368" 0.107223 -0.14935 153.99146061351 -64.75914173772 0.4371 0.0306 -11.036 0.035 6.956 0.031 16.06677 0.002786 0.981998 0.006255062550350187 0.0
"Gaia EDR3 5251580551476812160" 0.106699 -0.146436 153.99020682431 -64.75623041677 0.41 0.0617 -7.425 0.071 1.957 0.064 17.141184 0.00292 1.055899 0.008860745402633315 0.0
"Gaia EDR3 5251580551488011520" 0.104441 -0.143301 153.98488215743 -64.75310364778 0.1999 0.1486 -5.216 0.181 2.748 0.154 18.819563 0.003386 1.061714 0.03450408698696215 0.0
"Gaia EDR3 5251580555782060160" 0.099721 -0.148383 153.97386021891 -64.75820348876 -0.5058 0.3119 -4.597 0.357 3.484 0.312 19.814806 0.005003 1.252701 0.07704225603460346 0.0
"Gaia EDR3 5251580555782075520" 0.104009 -0.14912 153.98392254007 -64.7589245088 0.1498 0.1142 -4.374 0.14 3.115 0.121 18.303225 0.003207 0.962378 0.02665050781166059 0.0
"Gaia EDR3 5251580555782077440" 0.101775 -0.146584 153.97866130277 -64.75639682635 0.3186 0.2053 -4.402 0.23 2.924 0.194 19.273136 0.003899 0.963768 0.03881683888160895 0.0
"Gaia EDR3 5251580555782088832" 0.104515 -0.146803 153.9850880202 -64.75660534598 -0.2466 0.2192 -3.928 0.249 3.311 0.21 19.360176 0.004235 1.071178 0.0463713427709436 0.0
"Gaia EDR3 5251580555795154688" 0.101452 -0.148858 153.97792304544 -64.75867250107 0.0789 0.6556 -4.292 0.76 2.633 0.663 17.990479 0.009637 0.965664 0.015010659597895097 0.0
"Gaia EDR3 5251580555795158784" 0.105338 -0.149229 153.98703980158 -64.75902879698 0.3388 0.013 -5.559 0.016 3.713 0.014 13.612168 0.002789 1.263587 0.00508485246210228 0.0
"Gaia EDR3 5251580585836554752" 0.11805 -0.14398 154.01679705204 -64.75372654209 0.3211 0.0898 -4.717 0.108 1.551 0.09 17.999674 0.003033 1.041945 0.01564530317776669 0.0
"Gaia EDR3 5251580585836565120" 0.109759 -0.137821 153.99729793431 -64.74760296435 0.0476 0.121 -5.847 0.144 3.5 0.122 18.467508 0.003191 0.947159 0.0234263136450623 0.0
"Gaia EDR3 5251580585836571264" 0.114675 -0.135245 154.00879663334 -64.74500704677 2.8661 0.0099 -41.349 0.012 18.123 0.01 12.665957 0.002772 1.155464 0.004866933217302632 -1.0
"Gaia EDR3 5251580585837520384" 0.109804 -0.144709 153.99746892582 -64.75449075109 -0.2883 0.1687 -5.605 0.211 2.96 0.172 18.924232 0.003598 1.025206 0.03547403085381921 0.0
"Gaia EDR3 5251580585837521792" 0.109253 -0.142962 153.99616208963 -64.75274562904 0.1862 0.148 -8.651 0.177 0.968 0.153 18.706623 0.00331 1.2234 0.030628722257472346 0.0
"Gaia EDR3 5251580585837522816" 0.119165 -0.139456 154.01936457276 -64.7491978905 2.3525 0.0787 6.137 0.09 4.72 0.079 17.743961 0.002976 2.420145 0.01965525536213396 0.0
"Gaia EDR3 5251580585837528448" 0.110118 -0.131939 153.99808340886 -64.74171991572 0.2227 0.1257 -6.39 0.158 6.634 0.132 18.539944 0.003278 1.117359 0.03609593794321611 0.0
"Gaia EDR3 5251580585847743104" 0.111031 -0.143771 154.0003374605 -64.75354820162 0.1964 0.1255 -3.384 0.151 4.129 0.129 18.472626 0.003196 1.151671 0.0203545381024143 0.0
"Gaia EDR3 5251580585847743360" 0.108795 -0.137188 153.99503216151 -64.74697409603 0.27 0.2097 -8.014 0.235 1.993 0.201 19.168375 0.003922 1.522825 0.045540109336516275 0.0
"Gaia EDR3 5251580590141856512" 0.111669 -0.146491 154.00186006259 -64.75626545169 0.1645 0.1548 -5.814 0.184 3.461 0.159 18.711597 0.00352 1.045391 0.03259896338885322 0.0
"Gaia EDR3 5251580590141858432" 0.108009 -0.142441 153.99324008077 -64.75222985988 1.0014 0.298 -8.954 0.335 5.952 0.288 19.779947 0.004442 2.006247 0.11807456457888832 0.0
"Gaia EDR3 5251580590141872896" 0.114932 -0.145776 154.00950353093 -64.75553688013 0.4044 0.2749 -5.836 0.314 4.082 0.266 19.70065 0.004528 1.033264 0.06295331183892862 0.0
"Gaia EDR3 5251580590141876096" 0.112631 -0.14282 154.00407946399 -64.75259041804 0.4263 0.2115 -4.124 0.234 3.338 0.199 19.293558 0.003981 1.113308 0.049963946205403 0.0
"Gaia EDR3 5251580590141883392" 0.108905 -0.137551 153.99529385132 -64.7473360881 0.9043 0.6218 -4.989 0.91 3.244 0.743 20.367414 0.008233 "" "" 0.0
"Gaia EDR3 5251580590141890432" 0.114969 -0.141731 154.00955037158 -64.75149163126 0.9768 0.3263 -8.517 0.365 4.83 0.319 19.8632 0.005075 1.850796 0.10206222773893849 0.0
"Gaia EDR3 5251580590141893504" 0.113064 -0.13902 154.00505850989 -64.74878808242 0.4025 0.1204 -3.941 0.149 5.209 0.125 18.464565 0.00335 1.161739 0.03000305383121115 0.0
"Gaia EDR3 5251580590141905280" 0.116844 -0.139998 154.01392882908 -64.74975031152 0.5767 0.2792 -6.183 0.321 4.754 0.274 19.616058 0.004285 1.263884 0.0689712719655191 0.0
"Gaia EDR3 5251580590141911936" 0.114379 -0.134274 154.00809301142 -64.74403731837 -0.0087 0.1956 -5.365 0.289 1.455 0.219 18.889072 0.005754 1.028992 0.10547580850610079 0.0
"Gaia EDR3 5251580590141913856" 0.108278 -0.129411 153.99374745065 -64.73919897672 0.2853 0.0697 -4.97 0.081 4.912 0.071 17.589285 0.002949 0.930107 0.009862235242529155 0.0
"Gaia EDR3 5251580590143416576" 0.109245 -0.133483 153.996051873 -64.74326676626 0.2725 0.4888 -1.992 0.543 1.509 0.474 20.164434 0.006204 1.597477 0.1256377822592279 0.0
"Gaia EDR3 5251580590143423488" 0.112295 -0.133831 154.00320454054 -64.74360215877 0.1801 0.444 -4.508 0.559 4.498 0.532 20.167332 0.006381 1.70426 0.1139554768123975 0.0
"Gaia EDR3 5251580590143876736" 0.107269 -0.133065 153.99141720414 -64.74285676898 -0.0489 0.6554 -1.271 0.783 5.574 0.743 20.60361 0.008157 1.886459 0.14775867471467097 0.0
"Gaia EDR3 5251580590145028864" 0.106389 -0.138109 153.98940248151 -64.74790414749 0.6392 0.7323 -6.485 0.933 4.17 0.814 20.570612 0.008698 1.046577 0.26662639473764654 0.0
"Gaia EDR3 5251580590145325568" 0.111952 -0.142589 154.00248535354 -64.75236165635 -1.2619 1.336 -0.587 1.935 0.534 1.754 20.76495 0.013294 1.412804 0.17774422810447982 0.0
"Gaia EDR3 5251580590145494016" 0.106093 -0.132451 153.98865578327 -64.7422477437 0.5541 1.4884 -5.549 2.51 0.811 1.879 20.897842 0.019058 1.242199 0.18367506206599987 0.0
"Gaia EDR3 5251580590145747840" 0.115177 -0.14389 154.01005936658 -64.75364987589 -0.4279 2.2605 -1.215 1.75 0.437 1.683 20.785631 0.014415 0.962864 0.28407370479104516 0.0
"Gaia EDR3 5251580590154907136" 0.11166 -0.145305 154.00182634485 -64.75507911367 1.1596 0.0343 -14.439 0.039 10.99 0.034 16.244507 0.002807 1.420895 0.0074035203181415645 0.0
"Gaia EDR3 5251580590154917632" 0.11636 -0.138969 154.01278293354 -64.74872331723 0.0847 0.1615 -4.752 0.207 -2.727 0.18 18.492662 0.003637 1.222368 0.02447557643274586 0.0
"Gaia EDR3 5251580590154919296" 0.114112 -0.136045 154.00748421446 -64.74580922731 2.8111 0.049 -41.889 0.057 18.136 0.051 16.82021 0.003036 2.076204 0.04614459361444794 -1.0
"Gaia EDR3 5251580590155459328" 0.113929 -0.138099 154.00707697475 -64.74786403364 2.1183 0.6463 -8.563 1.02 6.432 0.738 20.525654 0.010829 1.72213 0.13957394371896462 0.0
