EDR3Name _x _y RA_ICRS DE_ICRS Plx e_Plx pmRA e_pmRA pmDE e_pmDE Gmag e_Gmag BP-RP e_BP-RP probs_final
"Gaia EDR3 2922114775458180480" -0.097196 -0.148608 102.14348819802 -24.14857719511 0.0002 0.1902 -0.498 0.125 2.141 0.181 18.973078 0.003178 1.169746 0.025313028935869748 0.0
"Gaia EDR3 2922114779752307712" -0.102037 -0.148434 102.13818262951 -24.14839933832 0.1348 0.5248 -4.064 0.322 3.784 0.5 20.20547 0.004839 2.161758 0.10880759920495198 0.0
"Gaia EDR3 2922114779756866048" -0.098535 -0.14638 102.14202227344 -24.14634786996 0.1819 0.2526 0.078 0.164 1.066 0.245 19.371836 0.00349 1.007103 0.04160588045123238 0.0
"Gaia EDR3 2922114779756867072" -0.104246 -0.148749 102.13576217137 -24.1487123442 0.4472 0.0296 -2.383 0.022 5.394 0.031 15.770511 0.002772 0.759862 0.005099360969122332 0.0
"Gaia EDR3 2922114814116607744" -0.120379 -0.1472 102.11808309273 -24.1471494186 0.0276 0.0684 -1.084 0.047 1.599 0.066 17.347712 0.002833 0.694756 0.010629788582268157 0.0
"Gaia EDR3 2922114844177667072" -0.103629 -0.140795 102.13644573067 -24.14075904688 1.3834 0.2285 18.186 0.15 -23.776 0.224 19.255499 0.003522 2.721514 0.07362918919332985 -1.0
"Gaia EDR3 2922114844177668096" -0.10624 -0.139554 102.13358546552 -24.13951590879 1.6561 0.3096 0.391 0.201 4.798 0.29 19.5591 0.003779 2.651552 0.09610594033883345 0.0
"Gaia EDR3 2922114848476343168" -0.104887 -0.144391 102.13506363763 -24.14435417036 0.0935 0.0456 -0.145 0.032 3.01 0.046 16.609098 0.002791 1.206616 0.006540346649460177 0.0
"Gaia EDR3 2922114848476344448" -0.117898 -0.141823 102.12080822592 -24.14177513968 0.3768 0.0857 0.216 0.058 0.351 0.079 17.696095 0.002857 0.850199 0.012815417024334074 0.0
"Gaia EDR3 2922126457769226496" -0.138209 -0.147888 102.09854297419 -24.14781978663 1.5003 0.1937 9.619 0.13 14.125 0.186 18.98581 0.003292 2.473524 0.057321490008163375 0.0
"Gaia EDR3 2922126462067918848" -0.140034 -0.144417 102.09654666671 -24.14434690819 0.0332 0.0334 -0.044 0.024 0.992 0.033 16.016739 0.002774 1.38162 0.005598219151649762 0.0
"Gaia EDR3 2922126530782852736" -0.144504 -0.141164 102.09165288679 -24.14108838563 1.1135 0.8508 -3.493 0.509 3.845 0.866 20.606667 0.006937 1.883781 0.17470066334926304 0.0
"Gaia EDR3 2922126530782853888" -0.143486 -0.143109 102.0927653229 -24.14303448762 0.9797 0.8231 6.577 0.469 -0.731 0.669 20.566504 0.00617 1.853437 0.11618564024383617 0.0
"Gaia EDR3 2922126560848448768" -0.126426 -0.142433 102.11146139754 -24.14237658386 0.4422 0.4513 -0.873 0.281 2.925 0.392 20.076134 0.004379 1.494127 0.11137471141636023 0.0
"Gaia EDR3 2922126560848449408" -0.132323 -0.142549 102.10499948125 -24.14248686837 -0.0051 0.1398 -0.726 0.095 1.082 0.135 18.558739 0.003053 1.206089 0.021058762737675152 0.0
"Gaia EDR3 2922126560848450944" -0.129511 -0.141205 102.10808274781 -24.1411457367 0.047 0.4324 -1.417 0.267 0.956 0.39 20.059784 0.004522 1.10437 0.0739113685413084 0.0
"Gaia EDR3 2922126560848458624" -0.130997 -0.136064 102.10645985384 -24.13600349799 -0.0167 0.0658 -0.645 0.046 1.726 0.063 17.21784 0.002844 0.4816 0.00940697530950238 0.0
"Gaia EDR3 2922126565142574080" -0.128966 -0.138038 102.10868312367 -24.13797901122 2.3558 0.9091 6.257 0.541 -7.436 0.902 20.72571 0.007315 2.088644 0.16044542430225853 0.0
"Gaia EDR3 2922126565142586496" -0.133306 -0.145076 102.10391942147 -24.14501279972 0.5904 0.457 -1.71 0.297 1.077 0.419 20.060368 0.004571 2.225319 0.08210146989500466 0.0
"Gaia EDR3 2922126565142586624" -0.135423 -0.143843 102.10160021932 -24.14377788651 -0.1469 0.457 0.574 0.28 0.487 0.4 20.103535 0.004609 1.097694 0.06682471261631229 0.0
"Gaia EDR3 2922126565144640000" -0.134599 -0.144519 102.10250269909 -24.14445392502 2.4369 1.4473 1.359 0.872 0.093 1.216 20.848898 0.010033 1.622547 0.18258924196730222 0.0
"Gaia EDR3 2922126565145271296" -0.130709 -0.135255 102.10677675189 -24.13519394964 -1.2587 1.7932 -0.564 0.827 0.894 1.814 20.879782 0.010196 0.951029 0.2127639823510593 0.0
"Gaia EDR3 2922126565147130240" -0.132386 -0.140307 102.10493324784 -24.140244233 -0.1484 0.3403 -0.151 0.213 1.793 0.309 19.751957 0.003995 0.978033 0.053633749490488665 0.0
"Gaia EDR3 2922126565147132160" -0.128712 -0.147839 102.10895065376 -24.14778045808 0.3566 0.0855 0.957 0.057 -1.421 0.082 17.695673 0.002864 1.108278 0.010373344325520636 0.0
"Gaia EDR3 2922126595208204544" -0.115781 -0.128317 102.12314065791 -24.12827096085 -0.3679 0.1723 -0.089 0.115 0.02 0.168 18.843575 0.00314 1.204433 0.032050983311988204 0.0
"Gaia EDR3 2922126599502304896" -0.114387 -0.133719 102.12466281404 -24.13367429712 -0.3715 0.7136 -1.649 0.414 5.799 0.558 20.494884 0.005897 1.53977 0.117390652167764 0.0
"Gaia EDR3 2922126599502309888" -0.126686 -0.136224 102.11118397222 -24.13616744983 -0.5656 0.7693 0.022 0.398 4.028 0.851 20.358862 0.007617 1.089693 0.1248106327456691 0.0
"Gaia EDR3 2922126599506866944" -0.127534 -0.135704 102.11025450056 -24.13564680378 0.913 0.0241 3.073 0.017 -7.135 0.024 15.095628 0.002764 0.914062 0.004914084248856778 0.0
"Gaia EDR3 2922126599508854144" -0.122051 -0.140803 102.11625812628 -24.14075073313 -0.457 0.3307 -1.33 0.204 2.179 0.31 19.696608 0.003975 1.23271 0.0621828433899453 0.0
"Gaia EDR3 2922126629567942400" -0.138772 -0.129156 102.09794850923 -24.1290864394 0.5398 0.3425 -2.431 0.209 4.066 0.324 19.576067 0.003836 1.536173 0.062117492302785696 0.0
"Gaia EDR3 2922126633864116480" -0.136969 -0.129619 102.09992330982 -24.12955145236 0.0524 0.8236 1.204 0.481 -0.203 0.738 20.595358 0.006658 1.668642 0.13307049642008648 0.0
"Gaia EDR3 2922126633864118016" -0.143836 -0.13829 102.09238806846 -24.13821573015 -0.7752 0.3736 -1.088 0.211 1.073 0.467 19.569061 0.006993 "" "" 0.0
