EDR3Name _x _y RA_ICRS DE_ICRS Plx e_Plx pmRA e_pmRA pmDE e_pmDE Gmag e_Gmag BP-RP e_BP-RP probs_final
"Gaia EDR3 2174057641454796032" 0.084918 -0.149024 328.08206432671 55.18033503481 0.1994 0.1607 -2.636 0.198 -2.464 0.159 18.788744 0.003364 2.839644 0.06301817508952941 0.0
"Gaia EDR3 2174057641454796160" 0.08095 -0.149009 328.07511500767 55.18035851242 0.2178 0.2391 -2.089 0.297 -3.598 0.243 19.408766 0.003778 2.241779 0.07217540493045442 0.0
"Gaia EDR3 2174057641454807680" 0.090777 -0.14266 328.09235072503 55.18668635755 0.256 0.313 -3.97 0.382 -3.81 0.306 19.753965 0.004414 2.347908 0.10208322853396806 0.0
"Gaia EDR3 2174057645754061312" 0.088678 -0.142546 328.0886746687 55.18680419602 0.3205 0.4873 -8.008 0.677 -10.913 0.557 20.249985 0.005717 2.193441 0.12258252914618732 0.0
"Gaia EDR3 2174057645760077440" 0.088379 -0.145753 328.08813695553 55.18359809146 0.5323 0.0283 -1.962 0.034 -0.405 0.03 15.683571 0.002775 1.350196 0.005438294975760857 0.0
"Gaia EDR3 2174057645760077952" 0.089839 -0.147537 328.09068849672 55.18181156906 1.3521 0.0419 -0.192 0.05 -6.751 0.043 16.47763 0.002801 1.699012 0.00806767981751888 0.0
"Gaia EDR3 2174057675814538496" 0.067064 -0.147043 328.05080055566 55.18235015656 0.2931 0.1307 -3.143 0.161 -3.106 0.138 18.478878 0.003166 3.438238 0.08896287511010041 0.0
"Gaia EDR3 2174057675814541696" 0.070655 -0.145816 328.05709531111 55.18357118426 0.3407 0.0924 -4.203 0.112 -3.104 0.096 17.942694 0.002947 1.715015 0.025157114926858605 0.0
"Gaia EDR3 2174057675814545152" 0.071728 -0.144072 328.05897881662 55.18531234986 1.0131 0.29 -6.089 0.362 -2.783 0.284 19.658329 0.00443 2.446327 0.08978058894749903 0.0
"Gaia EDR3 2174057675814547072" 0.07488 -0.14276 328.0645040303 55.1866185435 0.6704 0.2208 1.094 0.268 -3.49 0.222 19.292585 0.003711 1.915859 0.05776434280932803 0.0
"Gaia EDR3 2174057675814550656" 0.073226 -0.140981 328.06161269572 55.18840155831 0.0199 0.0634 -2.546 0.075 -2.276 0.064 17.156815 0.002867 2.359375 0.013692860706271449 0.0
"Gaia EDR3 2174057675817111552" 0.077315 -0.149914 328.06874556193 55.1794604155 -0.0585 0.6049 -0.685 0.815 -1.28 0.809 20.410673 0.007994 2.596268 0.23011638651417549 0.0
"Gaia EDR3 2174057680113791488" 0.073209 -0.14713 328.06156324031 55.1822521619 0.5751 0.1918 -0.991 0.236 1.475 0.196 19.115694 0.003568 2.151112 0.05815399860509522 0.0
"Gaia EDR3 2174057680114725888" 0.066986 -0.14982 328.05065654788 55.17957271886 -2.4553 1.4817 0.255 2.121 -2.941 1.361 20.79519 0.012506 2.329176 0.41478080939836465 0.0
"Gaia EDR3 2174057680114735744" 0.077826 -0.149158 328.06964207466 55.18021499902 0.7625 1.6246 -3.839 1.765 -2.298 1.622 20.888641 0.01558 2.062744 0.394795889440305 0.0
"Gaia EDR3 2174057680119812992" 0.073955 -0.145328 328.0628752223 55.18405229878 0.386 0.3146 -2.215 0.39 -2.089 0.324 19.772089 0.004534 2.946539 0.11963775908864352 0.0
"Gaia EDR3 2174057680119813120" 0.074269 -0.14677 328.06342185769 55.18261013462 0.2617 0.0846 -0.492 0.103 1.437 0.09 17.818745 0.002932 1.976074 0.016625139714620138 0.0
"Gaia EDR3 2174057710174278528" 0.077875 -0.146388 328.06973823025 55.18298527737 0.3371 0.1005 -2.913 0.126 -1.091 0.103 18.09058 0.003024 2.744438 0.03524440221956089 0.0
"Gaia EDR3 2174057710174295680" 0.081834 -0.13676 328.07670610955 55.19260558988 0.2703 0.1228 -1.886 0.153 -2.075 0.129 18.42749 0.003113 1.998573 0.03787729031175173 0.0
"Gaia EDR3 2174057710174428416" 0.078548 -0.143968 328.07092606755 55.18540403539 -0.0226 0.1831 -2.493 0.226 -2.578 0.183 18.987576 0.003478 2.202759 0.050807230868559906 0.0
"Gaia EDR3 2174057710176850048" 0.077717 -0.143929 328.06946952922 55.18544416838 -0.6358 0.4255 -0.868 0.563 -1.807 0.468 19.972284 0.005003 2.727537 0.12407573834448082 0.0
"Gaia EDR3 2174057714473529984" 0.084558 -0.13682 328.0814788354 55.19253951867 0.4008 0.3698 -2.753 0.503 -2.389 0.397 19.944746 0.005088 2.085047 0.12380157031192343 0.0
"Gaia EDR3 2174057714473533952" 0.080303 -0.145764 328.07399366795 55.18360418609 0.599 0.7956 0.09 1.106 -1.521 0.883 20.439331 0.008051 1.934429 0.12714347568236534 0.0
"Gaia EDR3 2174057714473721216" 0.076055 -0.13496 328.06658913108 55.19441632426 0.3769 0.6328 -2.417 0.803 -1.74 0.719 20.416616 0.007065 1.701353 0.18526419890965545 0.0
"Gaia EDR3 2174057714474472832" 0.07529 -0.141162 328.06522802125 55.18821595509 -0.1026 0.8669 -2.876 1.038 -0.279 0.854 20.662497 0.009064 2.112375 0.23439940915493224 0.0
"Gaia EDR3 2174057714479550592" 0.073624 -0.137897 328.06231957786 55.19148392701 0.3928 0.1385 -2.15 0.175 -2.294 0.137 18.555328 0.003196 1.789989 0.03523762163890051 0.0
"Gaia EDR3 2174057714479552384" 0.08031 -0.14398 328.07401205723 55.18538806809 1.3868 0.0188 -2.367 0.022 -3.815 0.019 14.780814 0.002774 1.25074 0.004955668915216027 0.0
"Gaia EDR3 2174057714481087360" 0.07795 -0.140428 328.06989013022 55.18894513475 0.4155 0.1261 -3.091 0.157 -2.72 0.131 18.492971 0.003127 1.934851 0.03594696156325368 0.0
"Gaia EDR3 2174058195510878592" 0.14886 -0.148209 328.19405104446 55.18096173829 -1.1657 1.6184 -1.066 1.519 -2.741 1.823 20.794088 0.012929 1.963057 0.3196912172085505 0.0
"Gaia EDR3 2174058225570347264" 0.131897 -0.147946 328.16434556568 55.18128477357 0.0935 0.1365 -2.163 0.172 -2.334 0.162 18.531702 0.003193 2.054657 0.05163335619349221 0.0
"Gaia EDR3 2174058225570783232" 0.137449 -0.142996 328.17409878541 55.18621626131 0.1217 0.1595 -3.108 0.195 -1.329 0.186 18.882744 0.003396 1.917936 0.041415800907561515 0.0
"Gaia EDR3 2174058229869644032" 0.138601 -0.141803 328.1761238508 55.18740524952 0.1684 0.4279 0.478 0.517 -4.077 0.529 20.097588 0.005395 1.932192 0.10017723690656366 0.0
"Gaia EDR3 2174058229869646080" 0.142317 -0.142546 328.18262791647 55.18664894799 0.7346 0.3379 -3.615 0.398 -2.682 0.373 19.873394 0.004719 2.203178 0.11406032885446059 0.0
"Gaia EDR3 2174058229869996416" 0.139592 -0.142428 328.17785505106 55.18677692421 0.9919 0.5153 -3.752 0.697 -2.661 0.689 20.337786 0.007079 1.876621 0.11182152144634473 0.0
"Gaia EDR3 2174058229869997184" 0.137264 -0.145836 328.17375741577 55.18337674646 0.3676 0.4209 -3.754 0.523 -4.203 0.486 20.087952 0.005481 2.084322 0.094688028720059 0.0
"Gaia EDR3 2174058229870081920" 0.142305 -0.145414 328.18258814705 55.18378099505 -0.5178 0.4875 -0.84 0.604 -3.254 0.573 20.327057 0.005693 2.024794 0.14153109199195815 0.0
"Gaia EDR3 2174058229870606848" 0.13611 -0.143292 328.17175064124 55.18592427773 1.6438 0.9192 -5.262 1.355 -3.35 1.19 20.743822 0.010364 1.765427 0.24249702377810045 0.0
"Gaia EDR3 2174058229875637760" 0.136261 -0.144951 328.17200561562 55.18426520597 0.6566 0.0747 -3.101 0.087 0.25 0.085 17.594784 0.002906 1.650618 0.012326254882414973 0.0
"Gaia EDR3 2174058259930514944" 0.148066 -0.144918 328.19268251277 55.18425596097 0.2456 0.1129 -2.644 0.138 -3.017 0.127 18.2892 0.003036 2.220387 0.026444686359211496 0.0
"Gaia EDR3 2174058259930531328" 0.14656 -0.13873 328.19008462601 55.19044927132 0.1907 0.1564 -2.69 0.191 -2.885 0.176 18.771267 0.003302 2.009148 0.032682513204428984 0.0
"Gaia EDR3 2174058259930541568" 0.149363 -0.136358 328.19501002888 55.19281084509 0.2776 0.1498 -3.367 0.182 -4.695 0.17 18.812874 0.003296 2.414062 0.11275704736404614 0.0
"Gaia EDR3 2174058264229733120" 0.14514 -0.133421 328.18763151167 55.19576392905 0.5361 0.4739 -4.091 0.608 -1.585 0.58 20.163141 0.005693 2.399471 0.1686595994344446 0.0
"Gaia EDR3 2174058264229737216" 0.149869 -0.13672 328.19589384435 55.19244752084 0.2739 0.1079 -4.792 0.13 -6.019 0.123 18.289177 0.003039 1.892628 0.03681534042101348 0.0
"Gaia EDR3 2174058264236933376" 0.149255 -0.137225 328.19481509406 55.19194503636 0.2899 0.3757 -2.082 0.477 -2.187 0.441 20.063345 0.005087 1.889053 0.2045241178164604 0.0
"Gaia EDR3 2174058264236933504" 0.14843 -0.136005 328.19337869273 55.19316740073 0.5515 0.2133 -3.033 0.263 -3.375 0.237 19.323187 0.00416 1.91086 0.08111816002481714 0.0
"Gaia EDR3 2174058878405385984" 0.118818 -0.14353 328.14146262822 55.18574171493 0.1831 0.2774 -2.742 0.329 -4.187 0.298 19.624884 0.00422 2.265673 0.08038685328311615 0.0
"Gaia EDR3 2174058882705624704" 0.124558 -0.140871 328.15153040155 55.18838328873 -0.8259 1.3063 -6.695 1.653 -2.044 1.67 20.778887 0.011983 1.70426 0.17428487973370566 0.0
"Gaia EDR3 2174058882705626368" 0.126293 -0.142011 328.15456304774 55.1872378183 -1.8551 0.8858 -4.43 1.315 0.012 1.352 20.716297 0.010089 "" "" 0.0
"Gaia EDR3 2174058882705814656" 0.122901 -0.149951 328.14857962687 55.17930899451 -2.0795 1.1189 1.258 1.608 -1.299 1.673 20.764336 0.011556 1.840302 0.25246785835749014 0.0
"Gaia EDR3 2174058882705814784" 0.122557 -0.146211 328.14799582061 55.18304967482 1.6222 1.818 -4.886 2.575 -2.666 2.368 20.820265 0.017703 1.653233 0.26329893874012067 0.0
"Gaia EDR3 2174058882710664064" 0.121923 -0.141515 328.14691059385 55.18774768889 1.0823 0.0754 1.211 0.087 -2.216 0.079 16.511738 0.002932 1.609429 0.00747565380728174 0.0
"Gaia EDR3 2174058882710818816" 0.127701 -0.146361 328.15700520496 55.18288365999 -1.4491 0.6166 -0.094 0.776 -0.778 0.683 20.431288 0.00773 2.19224 0.15894340795372897 0.0
"Gaia EDR3 2174058912765118080" 0.107708 -0.147101 328.12198604454 55.18220268273 0.5004 0.1822 -1.053 0.225 -2.807 0.202 19.004154 0.003485 2.411735 0.05842807384132496 0.0
"Gaia EDR3 2174058912767694336" 0.101452 -0.14662 328.11103067589 55.18270000554 0.0225 0.4262 -1.877 0.506 -1.846 0.425 19.945414 0.004873 2.921236 0.21275503113052638 0.0
"Gaia EDR3 2174058917064389248" 0.103666 -0.142478 328.11492696573 55.18683656421 1.0813 0.4039 -5.53 0.48 -11.32 0.416 19.863459 0.004854 2.287224 0.11743849710137266 0.0
"Gaia EDR3 2174058917064391040" 0.103579 -0.145986 328.11475803561 55.18332843522 1.0681 0.5796 -2.924 0.752 -4.418 0.741 20.404398 0.00668 2.066811 0.14567103490787764 0.0
"Gaia EDR3 2174058917064846336" 0.104922 -0.1448 328.11711625996 55.18451158322 -0.0409 0.5105 1.116 0.66 -2.209 0.635 20.291 0.006859 1.847197 0.14856033191409163 0.0
"Gaia EDR3 2174058917064877056" 0.107028 -0.138062 328.12083689714 55.19124343996 0.2619 0.5749 0.657 0.755 -2.758 0.709 20.422726 0.006864 2.124166 0.23663951724635668 0.0
"Gaia EDR3 2174058917064877184" 0.099971 -0.147592 328.10843202865 55.18173163133 1.5626 0.8993 -6.033 0.905 -4.008 1.184 20.568169 0.009539 1.912075 0.17092553327750024 0.0
"Gaia EDR3 2174058917064930944" 0.105751 -0.149216 328.11854786563 55.18009346867 0.8131 0.588 -4.257 0.764 -3.374 0.854 20.49791 0.007327 2.173178 0.17965611547458865 0.0
"Gaia EDR3 2174058917070399360" 0.107094 -0.139362 328.12094647494 55.18994308202 0.3198 0.1562 -2.796 0.175 -2.387 0.175 17.690369 0.003094 2.121738 0.015572981582983147 0.0
"Gaia EDR3 2174058917070399744" 0.106302 -0.143154 328.11954096164 55.18615335537 0.7253 0.0227 -1.311 0.027 1.962 0.026 15.239367 0.002769 1.420665 0.005243990485915365 0.0
"Gaia EDR3 2174058917070400768" 0.110379 -0.145747 328.12667004641 55.18354980105 0.6329 0.0252 -8.807 0.03 -7.327 0.028 15.309157 0.00277 1.370259 0.004990657954444472 0.0
"Gaia EDR3 2174058947124868736" 0.113586 -0.140399 328.13231302091 55.18888838977 0.3438 0.1684 -3.247 0.2 -2.24 0.18 18.772814 0.003289 1.993734 0.043744028449377415 0.0
"Gaia EDR3 2174058947125325312" 0.113752 -0.131119 328.13265159649 55.19816771706 0.8683 0.1821 -2.911 0.226 -4.642 0.2 19.067358 0.003581 2.32939 0.050264904082770547 0.0
"Gaia EDR3 2174058947125331840" 0.116924 -0.129045 328.13821866244 55.20023230851 0.3918 0.0872 -2.359 0.109 -2.115 0.1 17.789526 0.002984 1.960489 0.022505114022428833 0.0
"Gaia EDR3 2174058951424126720" 0.113931 -0.131403 328.13296263681 55.19788311964 -1.0611 1.8113 0.108 2.819 -3.24 1.962 20.79548 0.015156 "" "" 0.0
"Gaia EDR3 2174058951424131840" 0.115066 -0.137544 328.13492059697 55.19173888654 0.1686 0.4437 -2.346 0.559 -2.435 0.535 20.211935 0.005813 2.16939 0.13496963399282022 0.0
"Gaia EDR3 2174058951424136320" 0.113573 -0.144205 328.1322724598 55.18508222405 0.1757 0.202 -2.296 0.241 -2.963 0.221 19.142904 0.003527 2.222885 0.0588256379027852 0.0
"Gaia EDR3 2174058951424492544" 0.11651 -0.138443 328.13744574302 55.19083620675 -0.4022 0.6491 -1.899 0.853 -2.061 0.747 20.565575 0.008036 2.201326 0.2758312201820362 0.0
"Gaia EDR3 2174058951424494080" 0.117891 -0.140896 328.13985162425 55.18837900722 0.2596 0.6788 -0.734 0.816 1.436 0.753 20.438847 0.010103 2.035515 0.1368763202580342 0.0
"Gaia EDR3 2174058951424585344" 0.118029 -0.143618 328.14007894586 55.18565680245 1.9686 1.6298 -2.818 1.948 -1.834 2.463 20.766365 0.016686 1.910709 0.25505992236931824 0.0
"Gaia EDR3 2174058951425089920" 0.112427 -0.136436 328.13030273349 55.19285503155 2.5662 1.4682 -5.419 2.586 -2.398 1.958 20.686111 0.013901 2.453159 0.25013343784960657 0.0
"Gaia EDR3 2174058951425093760" 0.116976 -0.137636 328.13826683306 55.19164130678 1.7352 0.6955 -3.664 0.907 0.09 0.787 20.53626 0.008071 1.804337 0.165848478908081 0.0
"Gaia EDR3 2174058951430138624" 0.121362 -0.133474 328.14597095236 55.19579068647 1.1541 0.3412 -3.465 0.427 -2.906 0.381 19.851608 0.004661 1.972696 0.09381737713647238 0.0
"Gaia EDR3 2174058951430139520" 0.12169 -0.136251 328.1465318417 55.19301206786 0.1209 0.1084 -2.878 0.128 -2.13 0.114 18.143969 0.003061 2.439777 0.03194556308810667 0.0
"Gaia EDR3 2174058951430140288" 0.114021 -0.147443 328.13304000632 55.1818430589 0.336 0.0144 0.397 0.017 -0.183 0.016 14.023181 0.002771 2.390729 0.0049115217384634756 0.0
"Gaia EDR3 2174058951431669888" 0.11479 -0.13164 328.13446649164 55.19764361926 1.4724 0.437 -3.921 0.54 -2.447 0.453 20.042418 0.005313 2.479034 0.0918184994002449 0.0
"Gaia EDR3 2174058259930549376" 0.145649 -0.132549 328.18852914688 55.19663387319 0.1037 0.1291 -3.275 0.156 -3.119 0.149 18.47402 0.00317 2.022205 0.03738310471025227 0.0
"Gaia EDR3 2174058981484603776" 0.12674 -0.141695 328.15534847638 55.18755247867 0.5424 0.1101 -0.315 0.141 -0.888 0.132 18.273806 0.003057 1.771156 0.02577797720953921 0.0
"Gaia EDR3 2174058981485039744" 0.127741 -0.138389 328.15712079563 55.19085529571 0.6804 0.2445 -4.128 0.308 -5.874 0.289 19.455051 0.003866 2.469311 0.08751595404461533 0.0
"Gaia EDR3 2174058981487173632" 0.131094 -0.134878 328.1630140236 55.19435590071 0.2911 0.3831 -1.611 0.494 -2.288 0.456 20.042622 0.005227 2.338682 0.1344150829799702 0.0
"Gaia EDR3 2174058985783876480" 0.135328 -0.127941 328.17047345395 55.20127840038 -0.1291 0.4789 -2.644 0.617 -2.094 0.535 20.217817 0.005807 2.029562 0.09723622384851517 0.0
"Gaia EDR3 2174058985784234624" 0.128231 -0.136822 328.15798668011 55.19242042535 0.137 0.4797 -5.035 0.607 -4.317 0.547 20.268368 0.006065 2.07102 0.12646496758020567 0.0
"Gaia EDR3 2174058985784324352" 0.130962 -0.136593 328.16277271716 55.19264066266 -0.3902 0.7836 -4.361 1.089 -1.015 0.929 20.504042 0.008559 2.006384 0.21393172179882555 0.0
"Gaia EDR3 2174058985784354560" 0.131056 -0.146609 328.16287989294 55.18262482699 -0.0432 0.873 0.956 1.003 -4.519 0.96 20.650906 0.010113 1.867312 0.16894646292870105 0.0
"Gaia EDR3 2174058985784851072" 0.135134 -0.134803 328.17009173317 55.19441713636 -0.0249 0.6902 -0.371 0.917 -1.506 0.838 20.618034 0.008502 2.033695 0.17734565099903554 0.0
"Gaia EDR3 2174058985784851328" 0.13524 -0.132639 328.17029068741 55.19658087565 -2.2771 2.2264 3.408 2.04 -4.307 2.276 20.883621 0.014489 1.426596 0.2954850432374139 0.0
"Gaia EDR3 2174058985789878272" 0.134323 -0.126771 328.16871869922 55.20245131562 0.279 0.1012 -3.248 0.121 -3.15 0.11 18.023424 0.003057 3.234816 0.04141621023683573 0.0
"Gaia EDR3 2174058985789878784" 0.126101 -0.136766 328.1542565218 55.19248404003 0.298 0.0355 -4.194 0.043 -2.909 0.04 16.145609 0.002804 2.895104 0.00944629186309368 0.0
"Gaia EDR3 2174058985789879040" 0.130246 -0.133524 328.16153583978 55.1957127541 0.6121 0.0387 -2.88 0.046 -2.058 0.041 16.374186 0.002796 1.470735 0.007005415364846048 0.0
"Gaia EDR3 2174058985789879808" 0.137161 -0.132922 328.17365429753 55.19629093594 0.4507 0.0593 -5.806 0.07 -5.041 0.065 17.223103 0.002843 1.649054 0.01596660932037965 0.0
"Gaia EDR3 2174058985789881088" 0.138295 -0.137028 328.17561665662 55.19218082463 0.2109 0.1358 -3.643 0.168 -4.026 0.153 18.600508 0.00315 2.290987 0.05628096223358945 0.0
"Gaia EDR3 2174058985789881216" 0.132346 -0.145214 328.16514735311 55.18401539959 0.7243 0.1037 -0.193 0.13 -2.695 0.121 18.07112 0.002999 1.764198 0.017919853888859697 0.0
"Gaia EDR3 2174059015844801792" 0.147661 -0.129908 328.19207142624 55.19926779401 -0.0938 0.1378 -2.574 0.173 -1.81 0.16 18.47572 0.003181 2.531475 0.0514795551134514 0.0
"Gaia EDR3 2174059015844821888" 0.147896 -0.124276 328.19251839906 55.20489893052 0.2435 0.0755 -4.263 0.089 -2.265 0.088 17.524569 0.002938 2.800035 0.020102966990409355 0.0
"Gaia EDR3 2174059015844822016" 0.147768 -0.126058 328.19228349393 55.20311736464 11.546 0.1365 -78.596 0.167 -19.613 0.148 18.616238 0.003248 0.64955 0.03025531412423405 -1.0
"Gaia EDR3 2174059015844823168" 0.140588 -0.123778 328.17971491755 55.2054230044 0.1611 0.5197 -1.386 0.661 -1.205 0.624 20.136757 0.005715 2.688337 0.16073085447039165 0.0
"Gaia EDR3 2174059015846913664" 0.141726 -0.132863 328.1816540284 55.19633377826 0.2331 0.5886 -3.37 0.746 -2.779 0.649 20.411926 0.007863 2.009836 0.1531175353711335 0.0
"Gaia EDR3 2174059015846984832" 0.146881 -0.122742 328.19075111341 55.20643592425 0.1138 0.7021 -0.74 1.018 0.393 0.85 20.490993 0.00814 1.925669 0.24107475348536633 0.0
"Gaia EDR3 2174059020143972224" 0.142199 -0.121268 328.1825546365 55.20792766655 0.3027 0.401 -3.152 0.555 -3.426 0.435 19.887928 0.004831 2.163334 0.10069297084269446 0.0
"Gaia EDR3 2174059020143972352" 0.140942 -0.123596 328.1803373322 55.20560366974 1.3039 1.2685 -5.431 2.356 -0.128 1.522 20.65033 0.011554 "" "" 0.0
"Gaia EDR3 2174059020143972864" 0.139606 -0.125918 328.1779823949 55.20328605643 0.3604 0.3516 -2.41 0.442 -2.913 0.391 19.84325 0.004689 2.218613 0.1258914026565366 0.0
"Gaia EDR3 2174059020144598912" 0.145787 -0.125228 328.18881774796 55.20395414754 1.4259 1.4499 -6.741 1.827 -1.579 1.249 20.723976 0.012124 1.785713 0.1479378381367914 0.0
"Gaia EDR3 2174059020149618816" 0.13936 -0.132793 328.17750806425 55.19641241674 1.3821 0.0114 3.436 0.013 -2.118 0.012 12.815797 0.002759 0.90078 0.004739755374902961 0.0
"Gaia EDR3 2174059020149781632" 0.140444 -0.132769 328.17940794217 55.19643286128 2.2209 1.4388 -7.032 2.078 -2.145 1.845 20.65015 0.016848 1.227226 0.1651963006145618 0.0
"Gaia EDR3 2174059050204534016" 0.127547 -0.132579 328.15681252211 55.19666626506 0.2659 0.1123 -3.221 0.14 -0.749 0.122 18.302313 0.00308 1.847559 0.023390269133091546 0.0
"Gaia EDR3 2174059050204540288" 0.121077 -0.131299 328.14548352422 55.19796575111 0.5334 0.192 -2.671 0.281 -1.581 0.25 18.582176 0.004202 "" "" 0.0
"Gaia EDR3 2174059050204554880" 0.127391 -0.126645 328.15657257084 55.20260055144 0.6699 0.5309 -2.178 0.679 -3.928 0.617 20.281555 0.0063 1.607231 0.21671768753046047 0.0
"Gaia EDR3 2174059050204557696" 0.126726 -0.125512 328.1554137538 55.20373565817 0.3177 0.4364 -4.44 0.609 -3.578 0.51 20.020977 0.005141 2.301186 0.09450812034452907 0.0
"Gaia EDR3 2174059050204563584" 0.130645 -0.123468 328.16229299701 55.20576642758 -0.2051 0.1784 -2.252 0.229 -2.247 0.192 19.005981 0.003561 2.51433 0.05141114856010741 0.0
"Gaia EDR3 2174059050204567040" 0.128189 -0.122737 328.15799273024 55.20650623969 0.0885 0.2011 -1.049 0.254 -1.488 0.219 19.198784 0.003594 2.152866 0.04376095581945541 0.0
"Gaia EDR3 2174059050204584448" 0.12963 -0.118238 328.16054507636 55.21099993734 1.5337 0.099 4.163 0.122 1.404 0.11 18.087074 0.003028 2.351841 0.0254828873985074 0.0
"Gaia EDR3 2174059050204584576" 0.129908 -0.119829 328.16102311117 55.20940783312 0.0037 0.1727 -2.482 0.212 -1.072 0.211 18.953125 0.003475 2.274223 0.05286766486579307 0.0
"Gaia EDR3 2174059050208582784" 0.130865 -0.120216 328.16269650676 55.20901827956 0.3408 0.3068 -5.772 0.375 -3.054 0.336 19.639612 0.004563 2.123789 0.1356660543448411 0.0
"Gaia EDR3 2174059054503346304" 0.126674 -0.125048 328.15532448948 55.204199644 0.1388 0.8535 -2.472 1.194 -3.351 1.077 20.579657 0.010574 "" "" 0.0
"Gaia EDR3 2174059054503347072" 0.126708 -0.12695 328.15537456022 55.20229720637 -0.123 0.2439 -1.416 0.311 -1.714 0.277 19.41704 0.003821 1.948858 0.06681247553042882 0.0
"Gaia EDR3 2174059054503347200" 0.128146 -0.126297 328.15789781498 55.20294600785 0.3131 0.3114 -1.618 0.395 -2.453 0.327 19.64449 0.004163 2.798674 0.0962655640106204 0.0
"Gaia EDR3 2174059054503350144" 0.131517 -0.12614 328.16380528055 55.2030920586 0.504 0.347 -3.177 0.452 -2.004 0.407 19.931831 0.004908 2.161892 0.10266264056582919 0.0
"Gaia EDR3 2174059054503706880" 0.132402 -0.122158 328.1653797375 55.20707070691 0.4848 0.352 -3.918 0.452 -2.231 0.375 19.933231 0.004732 2.231669 0.1316097849485239 0.0
"Gaia EDR3 2174059054503799424" 0.122598 -0.123398 328.14819187609 55.20586234806 -0.582 0.4768 -3.353 0.64 -3.644 0.596 20.206907 0.006088 1.988352 0.1380670633649243 0.0
"Gaia EDR3 2174059054504323200" 0.127437 -0.11757 328.15670441573 55.21167489447 2.7483 0.9278 -5.744 1.18 -4.909 1.026 20.696821 0.009229 1.77803 0.1927587760884357 0.0
"Gaia EDR3 2174059054504324096" 0.129012 -0.120799 328.15944716488 55.20844148741 -1.2555 1.0915 -1.508 1.324 -5.394 1.05 20.767906 0.009468 1.784559 0.14937575850389964 0.0
"Gaia EDR3 2174059054509351936" 0.123612 -0.119541 328.1499896362 55.20971638849 0.1616 0.2539 -2.986 0.313 -3.321 0.273 19.512047 0.00404 2.329371 0.14660845459952873 0.0
"Gaia EDR3 2174059054509352448" 0.126616 -0.118253 328.15526147881 55.21099472511 0.7281 0.0363 -9.908 0.043 -0.192 0.039 16.28181 0.002793 1.412349 0.006354867805539661 0.0
"Gaia EDR3 2174059054509353984" 0.130265 -0.126604 328.16160843255 55.20263177869 0.4533 0.062 -3.779 0.075 -4.685 0.067 17.239075 0.002855 1.729073 0.010211350099857065 0.0
"Gaia EDR3 2174059054509355136" 0.124189 -0.136413 328.15090841705 55.19284266749 0.1508 0.0806 -3.321 0.097 -2.48 0.092 17.635035 0.002909 2.092997 0.01774264475085153 0.0
"Gaia EDR3 2174059054510885376" 0.121328 -0.131081 328.14592472492 55.19818310982 5.2633 0.6252 -3.895 0.756 -3.701 0.687 17.564617 0.00695 2.022589 0.01846165442194308 0.0
"Gaia EDR3 2174059084564322688" 0.131811 -0.118115 328.16436815383 55.21111562096 1.713 0.1304 12.682 0.162 1.328 0.146 18.50884 0.003213 2.517107 0.04152568848922685 0.0
"Gaia EDR3 2174059084564325376" 0.133274 -0.117523 328.16693452498 55.21170302633 0.133 0.2286 -2.615 0.278 -3.592 0.268 19.235344 0.003613 2.1276 0.047315668818486874 0.0
"Gaia EDR3 2174059084564333056" 0.13712 -0.115174 328.17369090487 55.21403864604 0.3213 0.2238 -2.471 0.266 -4.896 0.238 19.33232 0.003975 2.119009 0.0710294173502327 0.0
