EDR3Name _x _y RA_ICRS DE_ICRS Plx e_Plx pmRA e_pmRA pmDE e_pmDE Gmag e_Gmag BP-RP e_BP-RP probs_final
"Gaia EDR3 3035337397644032128" 0.142529 -0.147781 112.97478622413 -10.11775567285 -1.3885 0.8329 9.675 0.641 -9.388 0.616 20.417292 0.006124 1.395466 0.13908680506410354 0.0
"Gaia EDR3 3035337432005058944" 0.121256 -0.147601 112.95317765774 -10.11758398484 0.662 0.1249 -1.468 0.104 7.233 0.094 18.051775 0.002956 1.530399 0.016536213679909047 0.0
"Gaia EDR3 3035337436305894528" 0.120366 -0.149066 112.95227374938 -10.1190492466 0.0261 0.1123 -1.056 0.104 1.477 0.092 17.945328 0.002962 1.042709 0.017235990345595 0.0
"Gaia EDR3 3035337436305895424" 0.117712 -0.148014 112.94957788403 -10.11799837048 0.3819 0.2356 -1.881 0.196 2.003 0.179 19.09793 0.00345 1.199869 0.034897557933363514 0.0
"Gaia EDR3 3035337436305896960" 0.115619 -0.14741 112.94745122403 -10.11739556879 0.2821 0.0802 -1.231 0.07 1.451 0.063 17.403234 0.002851 1.083359 0.011708954562749077 0.0
"Gaia EDR3 3035337466363509376" 0.131104 -0.146768 112.96318118697 -10.11674761611 -0.0429 0.2097 -0.905 0.185 1.134 0.161 18.915525 0.00332 1.077234 0.041681723982762625 0.0
"Gaia EDR3 3035337466364795392" 0.124269 -0.148848 112.9562389852 -10.11883028802 -0.9897 0.4075 0.135 0.327 0.796 0.289 19.752762 0.004277 1.126677 0.054601049952246454 0.0
"Gaia EDR3 3035337470658531072" 0.137547 -0.143692 112.9697244463 -10.1136690803 1.2241 0.9519 -0.426 0.789 0.322 0.753 20.52474 0.006274 1.692793 0.14488498019216672 0.0
"Gaia EDR3 3035337470658544896" 0.126149 -0.142252 112.95814615664 -10.112233634 0.068 0.7184 -0.77 0.49 2.544 0.457 20.221703 0.005315 1.238327 0.20962570138585912 0.0
"Gaia EDR3 3035337470658559616" 0.128272 -0.148582 112.96030503591 -10.11856242444 0.5655 0.9968 -0.872 0.854 0.494 0.783 20.638096 0.007456 1.610872 0.1539869537006625 0.0
"Gaia EDR3 3035337470665615872" 0.131654 -0.142759 112.96373828894 -10.11273833129 -0.319 0.2016 -2.296 0.17 -0.178 0.158 18.748579 0.00315 1.172417 0.027297081044190367 0.0
"Gaia EDR3 3035337470665616768" 0.134592 -0.145166 112.9667235294 -10.1151436824 0.2682 0.0833 -0.481 0.072 -0.966 0.066 17.34594 0.00285 1.079916 0.00978301602202699 0.0
"Gaia EDR3 3035337470665620096" 0.125462 -0.142219 112.95744820916 -10.11220123188 0.434 0.3471 -1.496 0.307 0.814 0.274 19.650898 0.003978 1.594969 0.06619321372004873 0.0
"Gaia EDR3 3035337470665621376" 0.125648 -0.143864 112.95763754267 -10.11384568558 0.1343 0.0251 -3.486 0.022 -0.448 0.02 15.006527 0.002765 1.533229 0.005045624709689604 0.0
"Gaia EDR3 3035337470667978624" 0.132136 -0.149393 112.96422979736 -10.11937224591 -0.1994 0.5497 -2.966 0.482 2.889 0.469 18.601818 0.008523 1.22488 0.027649698528297347 0.0
"Gaia EDR3 3035349217402295936" 0.119711 -0.144113 112.95160687172 -10.11409681946 -0.5446 0.4917 -0.678 0.343 0.505 0.317 19.847713 0.004376 1.041376 0.06352339235829159 0.0
"Gaia EDR3 3035337500723246080" 0.148077 -0.149654 112.9804227199 -10.11962644065 0.1498 0.2718 0.887 0.23 -0.183 0.214 19.31524 0.003537 1.258644 0.043222059823436285 0.0
"Gaia EDR3 3035337500723249792" 0.144939 -0.144589 112.97723363279 -10.11456236545 -0.1655 0.2344 -2.998 0.199 1.299 0.188 19.09543 0.003439 1.313599 0.03663505716737512 0.0
"Gaia EDR3 3035337505025343872" 0.144403 -0.141075 112.97668757098 -10.11104931355 0.4822 0.3441 -0.421 0.295 0.195 0.257 19.60125 0.004006 1.154234 0.06231316105247403 0.0
"Gaia EDR3 3035337569442727168" 0.140355 -0.143424 112.97257683333 -10.11339994275 -0.1556 0.5062 -0.961 0.414 1.207 0.396 19.94419 0.004404 1.139473 0.08171722302075905 0.0
"Gaia EDR3 3035337573744809344" 0.139728 -0.126706 112.97193193499 -10.09668190782 0.2452 0.0303 -3.383 0.026 2.308 0.024 15.270279 0.002768 0.929576 0.0050314586515659825 0.0
"Gaia EDR3 3035337573744809728" 0.141636 -0.128251 112.97387060255 -10.0982258461 0.3871 0.0561 -2.763 0.048 5.188 0.045 16.605217 0.002806 1.04116 0.006510921865571024 0.0
"Gaia EDR3 3035337573744817920" 0.141543 -0.136467 112.97378037872 -10.1064426817 0.3194 0.0262 -0.803 0.023 0.734 0.023 15.003241 0.002767 0.843594 0.005095815680521802 0.0
"Gaia EDR3 3035337603803802880" 0.144113 -0.123711 112.97638498412 -10.09368531629 -0.1872 0.1321 -0.848 0.115 0.926 0.107 18.05215 0.002946 1.079304 0.016311893882297708 0.0
"Gaia EDR3 3035337608097406464" 0.147892 -0.125434 112.98022383955 -10.09540621787 0.0742 0.2202 -0.553 0.187 0.244 0.168 18.94038 0.003322 0.99979 0.03388021424997155 0.0
"Gaia EDR3 3035337608101632896" 0.147836 -0.120733 112.98016452477 -10.09070504023 -0.3874 1.5911 -5.311 1.194 4.51 1.175 20.737675 0.009935 1.829897 0.17372565254454497 0.0
"Gaia EDR3 3035337608104533632" 0.149478 -0.121285 112.98183329018 -10.09125711131 0.7566 0.0205 -7.029 0.018 6.828 0.017 14.319424 0.002768 0.679821 0.004800728192734886 0.0
"Gaia EDR3 3035337608104539776" 0.148187 -0.126541 112.98052406958 -10.0965127624 0.4325 0.281 -1.717 0.237 2.312 0.215 19.350286 0.003667 1.339779 0.04831692705810083 0.0
"Gaia EDR3 3035337608104544128" 0.141296 -0.125202 112.97352415286 -10.09517745947 0.5535 0.0884 -2.456 0.073 0.498 0.068 17.37876 0.002872 1.285139 0.009869525170267537 0.0
"Gaia EDR3 3035337608104545280" 0.143204 -0.127464 112.97546314616 -10.09743870226 0.2925 0.1325 -2.162 0.109 2.558 0.105 18.030231 0.002952 1.090027 0.016525959338614973 0.0
"Gaia EDR3 3035337608104546944" 0.147118 -0.131379 112.97944084679 -10.1013516757 0.3042 0.0949 -2.649 0.079 -1.002 0.074 17.538614 0.002869 1.062187 0.011934898586084455 0.0
"Gaia EDR3 3035345510837827072" -0.076989 -0.147632 112.75180172983 -10.11762898856 -0.4881 0.5247 -2.061 0.463 1.279 0.445 19.933655 0.004941 1.213022 0.13883097374990958 0.0
"Gaia EDR3 3035345510842252032" -0.076756 -0.146908 112.75203815994 -10.11690522304 -2.506 2.5433 4.917 1.939 1.635 1.908 20.784195 0.014789 -0.70977 0.5919365772326105 0.0
"Gaia EDR3 3035345545197613184" -0.094261 -0.149617 112.73425583748 -10.11960888323 1.2104 1.0521 -1.987 0.677 -0.384 0.756 20.50437 0.006629 2.031567 0.2011878671875123 0.0
"Gaia EDR3 3035345579557336576" -0.09281 -0.14525 112.73573151551 -10.11524260698 -0.1341 0.1947 -0.664 0.22 1.538 0.172 18.508976 0.00325 1.079882 0.05914226756847239 0.0
"Gaia EDR3 3035345712702028288" -0.128967 -0.138328 112.69900595488 -10.10830884494 0.3559 0.3524 -0.348 0.282 2.85 0.278 19.722588 0.00413 1.400599 0.07309579089757295 0.0
"Gaia EDR3 3035345712705568256" -0.124322 -0.146566 112.70372111405 -10.11654818478 0.6991 0.6646 1.965 0.562 -4.092 0.574 19.998466 0.005811 2.293356 0.09051243631378349 0.0
"Gaia EDR3 3035345712708180608" -0.126085 -0.148025 112.70192974072 -10.11800630422 0.7319 0.3501 -0.125 0.289 -0.002 0.288 19.731089 0.004161 1.392979 0.06840085104374018 0.0
"Gaia EDR3 3035345716996352768" -0.124577 -0.144153 112.70346245287 -10.11413528261 0.2463 0.0469 0.323 0.04 1.669 0.038 14.002922 0.003086 1.285957 0.021828359785448996 0.0
"Gaia EDR3 3035345716996366336" -0.135066 -0.140002 112.69281031564 -10.10998044037 1.064 0.7448 -0.683 0.724 0.401 0.855 20.126486 0.005317 1.052235 0.07427891795938044 0.0
"Gaia EDR3 3035345717003023360" -0.124293 -0.14389 112.70375107101 -10.11387207354 0.2674 0.0397 -0.113 0.063 1.941 0.08 15.075042 0.003178 "" "" 0.0
"Gaia EDR3 3035345747061749120" -0.113055 -0.145958 112.71516663156 -10.115944005 0.267 0.0854 -0.05 0.074 0.143 0.07 17.475727 0.002869 1.064238 0.009860470941812085 0.0
"Gaia EDR3 3035345751356035200" -0.100031 -0.143109 112.72839704015 -10.11309942075 0.2033 0.1957 -1.98 0.165 2.104 0.168 18.794823 0.003229 1.193293 0.03771796345075157 0.0
"Gaia EDR3 3035345751356036480" -0.10373 -0.141289 112.72463953752 -10.11127812245 -0.0122 0.9736 -2.484 1.166 -1.243 1.368 20.59164 0.007773 1.703339 0.15572116950418946 0.0
"Gaia EDR3 3035345751356048512" -0.108441 -0.141157 112.71985463853 -10.1111445869 1.0416 0.45 -0.539 0.354 -0.323 0.367 19.863707 0.004504 1.164475 0.07007696161134642 0.0
"Gaia EDR3 3035345751356048640" -0.107521 -0.141794 112.72078947648 -10.11178266336 -0.1846 0.2587 -0.322 0.21 0.714 0.204 19.22318 0.003594 1.223286 0.03808054380171856 0.0
"Gaia EDR3 3035345751356060288" -0.109957 -0.143201 112.7183139164 -10.1131884206 -0.8811 0.713 0.093 0.551 1.079 0.534 20.314304 0.005526 1.425547 0.1260887150317412 0.0
"Gaia EDR3 3035345751356067968" -0.114542 -0.142535 112.71365740759 -10.11252061836 0.6237 0.5195 -0.966 0.389 -0.015 0.374 20.02161 0.004782 1.563131 0.10029266141882996 0.0
"Gaia EDR3 3035345751362743040" -0.105416 -0.140292 112.72292805748 -10.11028129505 0.1125 0.052 -0.928 0.044 0.581 0.042 16.444403 0.002793 1.475429 0.0071464505140035285 0.0
"Gaia EDR3 3035345751362758144" -0.112979 -0.149287 112.71524269838 -10.11927311086 0.2259 0.0728 -2.113 0.061 3.77 0.059 17.183556 0.00283 0.996771 0.009936260242961847 0.0
"Gaia EDR3 3035345781421515008" -0.105943 -0.133035 112.72239432125 -10.10302345289 0.6661 0.3442 -2.441 0.28 3.597 0.279 19.678804 0.004073 1.406456 0.06001328640178084 0.0
"Gaia EDR3 3035345785715719680" -0.096921 -0.129747 112.73155942151 -10.09973842281 0.3625 0.1937 -2.186 0.162 1.223 0.157 18.81865 0.003296 1.229082 0.03364507397390364 0.0
"Gaia EDR3 3035345785715729152" -0.095259 -0.133437 112.73324676607 -10.10342957066 0.0699 0.1983 -0.88 0.169 0.412 0.165 18.90996 0.003331 0.860512 0.035270955684106826 0.0
"Gaia EDR3 3035345785715739520" -0.09416 -0.136087 112.73436279929 -10.10607924253 0.2895 0.1755 -0.38 0.152 -0.004 0.151 18.5968 0.003135 1.129253 0.027014652105435674 0.0
"Gaia EDR3 3035345785715740928" -0.092107 -0.137873 112.73644754612 -10.10786554281 1.0529 0.7881 0.202 0.579 -1.74 0.548 20.348534 0.005939 2.099325 0.3695469669784446 0.0
"Gaia EDR3 3035345785715744896" -0.091681 -0.139039 112.73688013993 -10.10903259481 1.1116 0.1289 -7.386 0.111 -2.167 0.114 18.128729 0.002961 2.11199 0.026024770723394937 0.0
"Gaia EDR3 3035345785715746816" -0.09453 -0.137714 112.73398607006 -10.1077062177 1.145 0.3621 -7.781 0.3 4.768 0.292 19.695208 0.004182 2.043554 0.08864042940166865 0.0
"Gaia EDR3 3035345785715747712" -0.103938 -0.131447 112.72443150294 -10.10143602971 -0.6854 0.6439 -0.498 0.569 0.949 0.526 20.362963 0.006045 1.245682 0.10276983752169112 0.0
"Gaia EDR3 3035345785715748352" -0.103388 -0.132162 112.72499040044 -10.10215181196 2.4948 1.616 -7.531 1.307 4.004 1.232 20.69227 0.009193 1.727444 0.22724175183353146 0.0
"Gaia EDR3 3035345785715756928" -0.09795 -0.138613 112.73051224278 -10.10860453712 0.1249 0.2252 -1.315 0.213 1.904 0.195 19.037855 0.003451 1.340574 0.039418331447811115 0.0
