EDR3Name _x _y RA_ICRS DE_ICRS Plx e_Plx pmRA e_pmRA pmDE e_pmDE Gmag e_Gmag BP-RP e_BP-RP probs_final
"Gaia EDR3 3032432659726961536" 0.137005 -0.149752 107.08139137238 -14.29971690693 -0.4284 0.2622 0.161 0.246 -0.761 0.312 18.993557 0.003299 1.606472 0.042018331584983554 0.0
"Gaia EDR3 3032432664016637312" 0.1382 -0.145748 107.08262174874 -14.29571140612 0.8816 0.683 -0.149 0.702 -3.604 0.931 20.355808 0.005291 2.098585 0.13006523766371933 0.0
"Gaia EDR3 3032432664026214912" 0.138377 -0.147395 107.08280554156 -14.29735869323 1.14 0.1626 -1.05 0.139 -2.228 0.167 18.378542 0.003013 1.978434 0.027047564867998884 0.0
"Gaia EDR3 3032432664026215040" 0.14002 -0.148781 107.08450243702 -14.29874404629 0.8528 0.022 -1.953 0.018 -4.27 0.021 14.131169 0.00276 0.973611 0.004789929363799864 0.0
"Gaia EDR3 3032432694086001152" 0.1426 -0.147464 107.08716371235 -14.29742493587 0.4335 0.8195 -0.106 0.93 1.686 1.176 20.529902 0.00586 1.444115 0.1771442662281176 0.0
"Gaia EDR3 3032432694086013312" 0.146034 -0.140668 107.0907033493 -14.29062707864 1.112 0.3326 -1.599 0.345 -0.637 0.447 19.41982 0.003653 1.831398 0.06410454426095342 0.0
"Gaia EDR3 3032432698385952128" 0.149585 -0.142817 107.09436916884 -14.2927733538 0.3323 0.1227 2.844 0.111 -4.958 0.125 17.831743 0.002884 1.460646 0.016448655912470096 0.0
"Gaia EDR3 3032432698385952512" 0.14423 -0.142089 107.08884248707 -14.29204904368 0.314 0.0763 -0.966 0.066 -2.786 0.087 16.933424 0.00281 1.495155 0.009869136420843746 0.0
"Gaia EDR3 3044436547860642048" 0.076035 -0.147548 107.01847172173 -14.29754114308 0.2877 0.0607 -0.596 0.052 1.653 0.06 16.887182 0.002798 1.183689 0.007080330921177551 0.0
"Gaia EDR3 3044436582217538304" 0.055867 -0.148001 106.99765913143 -14.29800058892 0.8262 0.4161 -2.031 0.35 1.644 0.412 19.910736 0.004165 1.72617 0.11517984755925045 0.0
"Gaia EDR3 3044436582220394496" 0.056333 -0.147347 106.99813937612 -14.29734625797 -0.5007 0.3791 -0.355 0.328 6.346 0.36 18.870274 0.003263 2.019583 0.026951046596709303 0.0
"Gaia EDR3 3044436582220395008" 0.053878 -0.145831 106.99560551211 -14.29583059965 0.8125 0.3216 -1.256 0.272 4.457 0.312 19.166925 0.004794 2.328789 0.048146879471613925 0.0
"Gaia EDR3 3044436612279784832" 0.070098 -0.146816 107.0123442038 -14.29681081136 0.1101 0.0937 -0.891 0.081 1.441 0.093 17.686632 0.00286 1.075409 0.010921164245171273 0.0
"Gaia EDR3 3044436612279786496" 0.067346 -0.145356 107.00950362153 -14.29535173151 0.5573 0.208 -1.005 0.177 0.732 0.207 18.964827 0.003217 1.416243 0.024874900735858754 0.0
"Gaia EDR3 3044436612279788032" 0.06399 -0.144003 107.00604079991 -14.29399988569 0.1958 0.4144 -2.394 0.37 0.276 0.47 19.870152 0.004022 1.825481 0.07346584737866763 0.0
"Gaia EDR3 3044436612279793152" 0.067927 -0.140784 107.01010183548 -14.29077982762 0.3278 0.1205 -0.111 0.103 -0.309 0.118 18.080765 0.002912 1.391991 0.015446806285037895 0.0
"Gaia EDR3 3044436616577244160" 0.065898 -0.146489 107.00801037999 -14.29648578557 -0.012 0.3629 -0.861 0.346 0.747 0.433 19.625744 0.003844 1.437891 0.04809033029950461 0.0
"Gaia EDR3 3044436616577260928" 0.058549 -0.14492 107.00042597031 -14.29491880451 0.1038 0.2513 -1.828 0.221 2.201 0.28 19.147076 0.00337 1.695421 0.04689350282118594 0.0
"Gaia EDR3 3044436616577268096" 0.06169 -0.149336 107.00366858518 -14.29933331325 0.0846 0.1197 -1.784 0.101 1.579 0.119 18.061241 0.002905 1.218016 0.04761426178655817 0.0
"Gaia EDR3 3044436616578127104" 0.058478 -0.146996 107.0003533676 -14.29699426107 0.4024 1.0559 4.463 0.979 -2.815 1.319 20.664366 0.007323 2.009417 0.1499253186211957 0.0
