EDR3Name _x _y RA_ICRS DE_ICRS Plx e_Plx pmRA e_pmRA pmDE e_pmDE Gmag e_Gmag BP-RP e_BP-RP probs_final
"Gaia EDR3 5237096448607568896" -0.005687 -0.149568 169.9072058115 -65.36957126484 -1.1311 1.197 -8.593 1.12 5.346 1.37 20.723839 0.011337 1.695585 0.254463053780542 0.0
"Gaia EDR3 5237096650445937280" 0.047003 -0.14847 170.03362684992 -65.36843114415 0.2762 0.1455 -7.491 0.144 1.436 0.131 18.41557 0.003227 1.584141 0.018408022488935243 0.0002
"Gaia EDR3 5237096650449019264" 0.04879 -0.149045 170.03791670842 -65.36900325339 0.2909 0.0514 -5.985 0.051 2.715 0.049 16.640263 0.002837 1.711356 0.007665326720448232 0.0003
"Gaia EDR3 5237096650462524672" 0.05155 -0.148461 170.04453542648 -65.36841354106 0.3112 0.2136 -5.821 0.222 3.192 0.206 18.7978 0.003517 1.55089 0.03881309102278631 0.0007
"Gaia EDR3 5237096654761761536" 0.050013 -0.149916 170.04085490394 -65.36987190761 0.2912 0.0423 -6.436 0.042 1.427 0.043 15.286314 0.003462 1.677445 0.2047692557012928 0.0014
"Gaia EDR3 5237096654761761664" 0.050368 -0.149696 170.04170670787 -65.36965119047 0.1061 0.0768 -6.242 0.079 1.272 0.076 14.970196 0.002965 1.141647 0.04146925333580908 0.0014
"Gaia EDR3 5237096654761769984" 0.051887 -0.149462 170.04535029776 -65.36941436248 1.0265 0.3883 -8.285 0.37 3.838 0.344 19.872005 0.004854 1.510006 0.06705707526319704 0.0002
"Gaia EDR3 5237096654761770112" 0.049407 -0.147994 170.03939234739 -65.36795114868 0.3526 0.4343 -4.012 0.414 1.038 0.389 19.981733 0.00524 1.440563 0.06475414435161413 0.0014
"Gaia EDR3 5237096654761784448" 0.054758 -0.148349 170.05223178141 -65.36829577955 0.469 0.4811 -6.349 0.493 0.878 0.495 20.05067 0.005788 1.74646 0.09538485668111803 0.0006
"Gaia EDR3 5237096654761791360" 0.050841 -0.144529 170.04281701239 -65.36448348596 0.4067 0.2791 -5.023 0.281 1.489 0.262 19.448357 0.004096 1.361116 0.062330872899224926 0.0043
"Gaia EDR3 5237096654761796224" 0.050965 -0.143606 170.04310907299 -65.36356015347 0.2691 0.1796 -7.905 0.175 2.661 0.168 18.80178 0.003408 1.664167 0.055216970033433135 0.0029
"Gaia EDR3 5237096654761800320" 0.057619 -0.145979 170.05908509407 -65.36591958435 1.0156 0.651 -13.273 0.637 3.139 0.667 20.28862 0.006624 1.661539 0.15233604717938395 0.0
"Gaia EDR3 5237096654764088960" 0.047751 -0.14797 170.03541918837 -65.36793005791 1.1113 0.6641 -2.157 0.717 2.052 0.664 20.384794 0.007224 1.792423 0.11963416897256508 0.0
"Gaia EDR3 5237096654764095104" 0.048898 -0.137954 170.03812528837 -65.35791163868 0.355 0.2371 -1.098 0.249 -1.592 0.255 19.157833 0.003853 1.532042 0.08512634828273154 0.0
"Gaia EDR3 5237096654764096128" 0.049957 -0.139244 170.04067237758 -65.35919991759 -0.4626 0.5495 -4.772 0.619 2.402 0.617 20.147488 0.006201 1.446949 0.17576375003168293 0.0043
"Gaia EDR3 5237096654764102656" 0.058939 -0.149805 170.06227220052 -65.36974220277 -1.2057 0.8495 -6.219 0.874 0.927 0.802 20.410366 0.00721 2.03022 0.1979105493538577 0.0006
"Gaia EDR3 5237096654765006080" 0.05224 -0.143935 170.0461697291 -65.36388639739 0.0089 0.7401 -5.722 0.755 0.672 0.787 20.5625 0.007931 1.515532 0.1171055158651511 0.0009
"Gaia EDR3 5237096654765012352" 0.048057 -0.145661 170.0361420764 -65.36562094422 0.434 0.8158 -2.881 0.968 0.876 0.902 20.465332 0.008444 1.63208 0.17428346237315273 0.001
"Gaia EDR3 5237096654765951744" 0.059758 -0.149099 170.06423436934 -65.36903410377 0.0535 1.4804 -7.097 1.059 -3.218 1.554 20.76927 0.01139 1.903465 0.3582241854252678 0.0
"Gaia EDR3 5237096654765957376" 0.053608 -0.142771 170.04944534027 -65.36271973613 -2.4733 1.2154 -8.389 1.114 1.207 1.635 20.7792 0.011529 1.553959 0.1780331513625318 0.0001
"Gaia EDR3 5237096654766561152" 0.051733 -0.143442 170.04495249127 -65.36339444434 -1.9594 1.3619 -2.89 1.358 -0.337 1.508 20.770815 0.013506 "" "" 0.0001
"Gaia EDR3 5237096654772608640" 0.050411 -0.142776 170.04177737311 -65.36273129181 0.0799 0.0185 -5.975 0.019 1.997 0.019 14.446072 0.002786 2.463963 0.0052713861056468934 0.0033
"Gaia EDR3 5237096654772609280" 0.059895 -0.147237 170.06455143416 -65.36717192569 0.4429 0.0185 -6.777 0.019 4.043 0.02 14.642584 0.002769 0.842155 0.004875511042445682 0.0007
