EDR3Name _x _y RA_ICRS DE_ICRS Plx e_Plx pmRA e_pmRA pmDE e_pmDE Gmag e_Gmag BP-RP e_BP-RP probs_final
"Gaia EDR3 1968772017324192640" -0.068525 -0.1483 319.3332620443 41.67833533871 0.5041 0.1778 -2.258 0.165 -2.683 0.193 18.795933 0.00346 1.528698 0.03442457177552893 0.0
"Gaia EDR3 1968772017324196992" -0.071536 -0.145397 319.32922620344 41.68123538057 0.0221 0.0711 -2.103 0.071 -1.763 0.076 17.316483 0.003099 0.809896 0.013670170232344877 0.0001
"Gaia EDR3 1968772017325459968" -0.069809 -0.148566 319.33154286991 41.67806789333 0.9961 0.1388 -5.35 0.131 -1.148 0.149 18.529425 0.003239 2.059841 0.03756421452604206 0.0
"Gaia EDR3 1968772021624804608" -0.067632 -0.149097 319.3344581003 41.67753979393 1.0439 0.2447 0.559 0.227 -1.333 0.262 19.392237 0.00391 2.360504 0.07675508621285845 0.0
"Gaia EDR3 1968772021629233536" -0.070958 -0.148602 319.33000393332 41.67803114536 0.3077 0.0514 -2.608 0.049 -3.68 0.055 16.890133 0.002817 1.243799 0.007885180255092024 0.0
"Gaia EDR3 1968772159063733760" -0.105796 -0.14654 319.28335642047 41.68004515241 1.7879 0.4644 -5.95 0.467 15.001 0.548 20.333345 0.006158 2.248711 0.17555716954079303 0.0
"Gaia EDR3 1968772159064249344" -0.102098 -0.148825 319.28831254644 41.67776569408 -0.7256 0.6841 -5.789 0.713 -7.643 0.892 20.56525 0.00772 1.294319 0.20027022525170987 0.0
"Gaia EDR3 1968772159064249856" -0.107436 -0.145414 319.28115798312 41.68116873908 -0.704 1.0859 -0.806 0.976 -1.861 1.154 20.851871 0.01167 1.240534 0.24370912160977387 0.0
"Gaia EDR3 1968772159068184448" -0.104707 -0.141866 319.28480407038 41.68472065704 0.9121 0.6508 -2.704 0.696 -1.403 0.726 20.471014 0.006974 1.464943 0.11550093833073814 0.0
"Gaia EDR3 1968772189122884096" -0.086357 -0.148747 319.30938791237 41.6778676148 0.2209 0.2345 -2.906 0.216 -4.085 0.233 19.231842 0.003781 1.296331 0.0442071214382286 0.0
"Gaia EDR3 1968772189122890112" -0.089381 -0.144549 319.30533094477 41.68206100994 0.2394 0.118 -4.757 0.108 -3.803 0.119 18.244608 0.003115 1.618 0.01994694233153112 0.0
"Gaia EDR3 1968772193423484288" -0.083739 -0.149624 319.31289432774 41.67699389358 0.9237 0.3094 -4.073 0.287 -3.435 0.296 19.635965 0.004324 1.292671 0.09697273572497463 0.0
"Gaia EDR3 1968772193423485056" -0.085884 -0.148421 319.3100206035 41.67819359879 -0.1919 0.5315 -4.439 0.495 -4.584 0.548 20.319014 0.006255 "" "" 0.0
"Gaia EDR3 1968772193423491072" -0.086869 -0.143748 319.30869253872 41.68286547372 -0.0934 0.1679 -1.532 0.157 -2.606 0.172 18.786036 0.003314 1.298878 0.04249840782578753 0.0
"Gaia EDR3 1968772193427921536" -0.08952 -0.14995 319.30515450273 41.67666029588 0.2673 0.0576 -0.795 0.057 -4.885 0.059 16.956467 0.002832 1.362732 0.007461945542600948 0.0
"Gaia EDR3 1968772223482622336" -0.083015 -0.149053 319.31386244598 41.6775652645 0.0384 0.0377 -2.056 0.035 -2.538 0.038 16.148335 0.002796 1.952921 0.005989491278688622 0.0
"Gaia EDR3 1968772223482628864" -0.086157 -0.143367 319.30964605338 41.6832471437 0.1986 0.1873 -0.353 0.171 -0.434 0.19 18.72207 0.003473 1.515972 0.03099811113548996 0.0
