EDR3Name _x _y RA_ICRS DE_ICRS Plx e_Plx pmRA e_pmRA pmDE e_pmDE Gmag e_Gmag BP-RP e_BP-RP probs_final
"Gaia EDR3 3129410723463499264" 0.077999 -0.149819 102.65337900765 5.60016941127 0.2128 0.1442 -0.07 0.156 -0.849 0.133 17.883438 0.003233 1.485966 0.028871333857929074 0.0
"Gaia EDR3 3129410856603875840" 0.122756 -0.148598 102.69835144475 5.60138301199 0.0795 0.676 -1.174 0.974 -0.133 0.871 19.860256 0.006644 1.579514 0.12016072033854103 0.0
"Gaia EDR3 3129410890963611520" 0.143239 -0.14924 102.71893274245 5.60073656458 0.625 0.1392 -0.006 0.155 -1.472 0.143 18.140951 0.003276 1.730406 0.04186549455066761 0.0
"Gaia EDR3 3129410895262148992" 0.144642 -0.149928 102.72034239421 5.60004733581 0.3917 0.1172 -0.757 0.122 -0.933 0.102 17.508102 0.003052 1.143574 0.021000568868012288 0.0
"Gaia EDR3 3129410959687852800" 0.131444 -0.144335 102.70708193347 5.60564367092 0.2516 0.3249 -1.076 0.317 -1.239 0.279 19.053574 0.004327 1.300137 0.08019122458387344 0.0
"Gaia EDR3 3129410959687905280" 0.139976 -0.148261 102.71565413969 5.60171647296 0.9795 0.1035 7.254 0.109 -5.158 0.096 17.277218 0.003017 1.544495 0.018146661879396644 0.0
"Gaia EDR3 3129410963976761856" 0.13295 -0.143472 102.70859589128 5.60650667443 0.6076 0.5108 -3.825 0.455 -5.789 0.397 19.636755 0.005813 2.729933 0.17531472423491723 0.0
"Gaia EDR3 3129410963981622272" 0.135639 -0.13724 102.71129913983 5.61273814221 0.2187 0.225 -0.212 0.246 -1.058 0.214 18.847986 0.003805 1.378202 0.04277101150147508 0.0
"Gaia EDR3 3129410963981624576" 0.135538 -0.139993 102.71119699692 5.60998551233 0.4083 0.0361 -0.718 0.04 -0.293 0.035 15.641731 0.002795 0.854377 0.005960423467123584 0.0
"Gaia EDR3 3129410963981624832" 0.139668 -0.144018 102.71534545591 5.60595866298 0.4118 0.1305 -3.731 0.143 1.655 0.129 17.769907 0.003183 1.454155 0.02146007363329591 0.0
"Gaia EDR3 3129410963981629568" 0.133284 -0.144408 102.70893098791 5.6055702273 0.1072 0.139 0.169 0.156 0.466 0.132 17.907778 0.00316 1.173973 0.022758597322631312 0.0
"Gaia EDR3 3129410963981629952" 0.137306 -0.14822 102.71297076428 5.60175765271 0.3554 0.0433 -1.001 0.048 0.608 0.04 15.810336 0.002802 0.983895 0.007586334305779326 0.0
"Gaia EDR3 3129410963981634048" 0.127365 -0.143626 102.70298400338 5.60635408567 0.0221 0.1484 -0.274 0.162 1.265 0.143 18.217838 0.003422 1.301495 0.028000216716312254 0.0
"Gaia EDR3 3129410994042856064" 0.144748 -0.13758 102.72045163912 5.61239565933 0.7027 0.514 -0.965 0.481 -0.69 0.433 19.785042 0.00619 1.627071 0.11359050092743748 0.0
"Gaia EDR3 3129410998336422144" 0.147807 -0.128453 102.72352727619 5.62152219905 0.1119 0.4281 -1.748 0.394 -1.36 0.377 19.426414 0.005049 1.553217 0.10802735767167787 0.0
"Gaia EDR3 3129410998336456576" 0.146551 -0.140927 102.72226280569 5.60904806605 -1.5293 0.8138 2.163 0.895 0.826 0.783 20.46113 0.009739 1.604485 0.20061020458014542 0.0
