ID MP sel
"Gaia EDR3 3035402101335158784" 1.0 1
"Gaia EDR3 3035355578248273536" 1.0 1
"Gaia EDR3 3035402101335153536" 1.0 1
"Gaia EDR3 3035402170054632320" 1.0 1
"Gaia EDR3 3035402170054627584" 1.0 1
"Gaia EDR3 3035402410572788480" 1.0 1
"Gaia EDR3 3035355165930819584" 1.0 1
"Gaia EDR3 3035355165930833280" 1.0 1
"Gaia EDR3 3035401998255957760" 1.0 1
"Gaia EDR3 3035402135694883200" 1.0 1
"Gaia EDR3 3035402204414364160" 1.0 1
"Gaia EDR3 3035402101335155840" 1.0 1
"Gaia EDR3 3035355200290551296" 1.0 1
"Gaia EDR3 3035402101335162496" 1.0 1
"Gaia EDR3 3035355578247653760" 1.0 1
"Gaia EDR3 3035402101335158016" 1.0 1
"Gaia EDR3 3035402135694885504" 1.0 1
"Gaia EDR3 3035355200291152128" 1.0 1
"Gaia EDR3 3035355195996457856" 1.0 1
"Gaia EDR3 3035355165930825984" 1.0 1
"Gaia EDR3 3035355161636700032" 1.0 1
"Gaia EDR3 3035355509528184960" 1.0 1
"Gaia EDR3 3035355200291151744" 1.0 1
"Gaia EDR3 3035402097039243520" 1.0 1
"Gaia EDR3 3035355165930819456" 1.0 1
"Gaia EDR3 3035355505231027328" 1.0 1
"Gaia EDR3 3035355131571065344" 1.0 1
"Gaia EDR3 3035401963896224128" 1.0 1
"Gaia EDR3 3035402135694889088" 1.0 1
"Gaia EDR3 3035402097036254080" 1.0 1
"Gaia EDR3 3035355200290554624" 1.0 1
"Gaia EDR3 3035402101335160960" 1.0 1
"Gaia EDR3 3035402066975428608" 1.0 1
"Gaia EDR3 3035355608307076096" 1.0 1
"Gaia EDR3 3035402513642994816" 1.0 1
"Gaia EDR3 3035355165923631488" 1.0 1
"Gaia EDR3 3035355200290543104" 1.0 1
"Gaia EDR3 3035402410572783616" 1.0 1
"Gaia EDR3 3035355058551185408" 1.0 1
"Gaia EDR3 3035402376213058048" 1.0 1
"Gaia EDR3 3035354925412637952" 1.0 1
"Gaia EDR3 3035401963896225280" 1.0 1
"Gaia EDR3 3035402509349968000" 1.0 1
"Gaia EDR3 3035355131571067392" 1.0 1
"Gaia EDR3 3035402101326269312" 1.0 1
"Gaia EDR3 3035402131393513984" 1.0 1
"Gaia EDR3 3035355024197640192" 1.0 1
"Gaia EDR3 3035402131392825600" 1.0 1
"Gaia EDR3 3035402165752567424" 1.0 1
"Gaia EDR3 3035402097039282944" 1.0 1
"Gaia EDR3 3035355161630436352" 1.0 1
"Gaia EDR3 3035355092910933888" 1.0 1
"Gaia EDR3 3035402582371470208" 1.0 1
"Gaia EDR3 3035354989831694336" 1.0 1
"Gaia EDR3 3035355097211354752" 1.0 1
"Gaia EDR3 3035355028484801792" 1.0 1
"Gaia EDR3 3035355062852199296" 1.0 1
"Gaia EDR3 3035402101335163520" 1.0 1
