# 
# Subset of stars selected as members
# M1: primary mass
# M2: secondary mass (if binary system)
# P_binar: binary probability
# 
ID Mag Col M1 M1_std M2 M2_std P_binar
"Gaia EDR3 3035402101335158784" 13.86676 1.72242 1.32474 0.14839 1.14975 0.15922 0.62
"Gaia EDR3 3035355578248273536" 14.31818 1.63149 1.32456 0.14830 1.15006 0.16129 0.63
"Gaia EDR3 3035402101335153536" 14.69360 1.43578 1.32474 0.14854 1.15020 0.16774 0.64
"Gaia EDR3 3035402170054632320" 14.70342 1.50585 1.32456 0.14846 1.14787 0.16615 0.64
"Gaia EDR3 3035402170054627584" 15.09365 1.45894 1.32395 0.14866 1.13774 0.16465 0.64
"Gaia EDR3 3035402410572788480" 15.09949 1.44434 1.32394 0.14867 1.13974 0.16538 0.64
"Gaia EDR3 3035355165930819584" 15.16254 1.47418 1.32342 0.14845 1.13836 0.16302 0.63
"Gaia EDR3 3035355165930833280" 15.18340 1.54067 1.32309 0.14814 1.13571 0.16237 0.63
"Gaia EDR3 3035401998255957760" 15.30134 0.37891 1.32238 0.14749 1.15709 0.15966 0.56
"Gaia EDR3 3035402135694883200" 15.82613 1.47601 1.31678 0.14531 1.12539 0.15776 0.62
"Gaia EDR3 3035402204414364160" 16.24008 1.38352 1.30957 0.14192 1.12634 0.15124 0.63
"Gaia EDR3 3035402101335155840" 16.49028 0.68269 1.29636 0.13740 1.16325 0.13465 0.64
"Gaia EDR3 3035355200290551296" 16.49182 1.41992 1.30416 0.13973 1.11537 0.14634 0.63
"Gaia EDR3 3035402101335162496" 16.54336 0.69893 1.29455 0.13673 1.15887 0.13489 0.65
"Gaia EDR3 3035355578247653760" 16.54522 1.04169 1.30029 0.13837 1.13954 0.14416 0.68
"Gaia EDR3 3035402101335158016" 16.68824 1.01056 1.29498 0.13595 1.13541 0.13733 0.69
"Gaia EDR3 3035402135694885504" 16.79539 1.38284 1.29694 0.13751 1.09918 0.13869 0.60
"Gaia EDR3 3035355200291152128" 16.82167 0.98851 1.28974 0.13387 1.12706 0.13233 0.70
"Gaia EDR3 3035355195996457856" 16.88146 1.10331 1.29034 0.13438 1.11062 0.13128 0.67
"Gaia EDR3 3035355165930825984" 16.91750 1.03429 1.28682 0.13320 1.11034 0.12907 0.69
"Gaia EDR3 3035355161636700032" 16.98316 1.14729 1.28660 0.13353 1.09920 0.13014 0.65
"Gaia EDR3 3035355509528184960" 17.06755 0.92480 1.27414 0.12821 1.10307 0.12949 0.69
"Gaia EDR3 3035355200291151744" 17.14817 1.23064 1.28066 0.12981 1.07351 0.12310 0.61
"Gaia EDR3 3035402097039243520" 17.20369 0.98491 1.26675 0.12590 1.07514 0.12167 0.68
"Gaia EDR3 3035355165930819456" 17.20451 0.96136 1.26640 0.12565 1.07801 0.12217 0.68
"Gaia EDR3 3035355505231027328" 17.20544 1.22220 1.27671 0.12878 1.06493 0.11852 0.61
"Gaia EDR3 3035355131571065344" 17.25650 0.95627 1.26187 0.12370 1.07247 0.12099 0.68
"Gaia EDR3 3035401963896224128" 17.28662 1.01254 1.26192 0.12296 1.06455 0.12118 0.66
"Gaia EDR3 3035402135694889088" 17.34208 1.35484 1.27111 0.12698 1.04264 0.11629 0.55
"Gaia EDR3 3035402097036254080" 17.34494 0.74589 1.24937 0.12094 1.06909 0.11521 0.62
"Gaia EDR3 3035355200290554624" 17.34793 0.98785 1.25520 0.12146 1.05635 0.11862 0.66
