# 
# Subset of stars selected as members
# M1: primary mass
# M2: secondary mass (if binary system)
# P_binar: binary probability
# 
ID Mag Col M1 M1_std M2 M2_std P_binar
"Gaia EDR3 3129425566870428032" 14.16572 2.19177 1.08033 0.09462 0.93713 0.11903 0.59
"Gaia EDR3 3129425257632789888" 14.65687 2.20147 1.08027 0.09459 0.93489 0.11914 0.60
"Gaia EDR3 3129425360712028800" 16.07383 1.25276 1.07759 0.09315 0.93489 0.12431 0.57
"Gaia EDR3 3129425429431495168" 16.11350 2.04924 1.07789 0.09360 0.92762 0.12001 0.58
"Gaia EDR3 3129431442385678336" 16.49265 1.96599 1.07651 0.09291 0.92595 0.12137 0.58
"Gaia EDR3 3129425154553597952" 16.83348 1.05321 1.07191 0.09026 0.95156 0.12298 0.57
"Gaia EDR3 3129425459492963840" 17.27172 1.06310 1.06548 0.08764 0.95820 0.11145 0.58
"Gaia EDR3 3129425459492955904" 17.34698 1.21829 1.06547 0.08767 0.95564 0.11119 0.61
"Gaia EDR3 3129425528212453376" 17.56691 1.83488 1.06682 0.09036 0.90976 0.10586 0.57
"Gaia EDR3 3129425566870420480" 17.58831 1.37536 1.06100 0.08625 0.94187 0.10493 0.66
"Gaia EDR3 3129425498150950144" 17.59725 1.64674 1.06530 0.08938 0.92000 0.10658 0.64
"Gaia EDR3 3129425459492948608" 17.64643 1.84515 1.06586 0.08961 0.90451 0.10571 0.56
"Gaia EDR3 3129425493854657920" 17.79589 1.91296 1.06256 0.08904 0.88970 0.10197 0.54
"Gaia EDR3 3129431167507771264" 17.82656 1.48051 1.05604 0.08420 0.91924 0.10405 0.69
"Gaia EDR3 3129425459492958080" 17.85900 1.68906 1.05935 0.08696 0.89455 0.10148 0.61
"Gaia EDR3 3129425253334502656" 17.93756 1.50613 1.05259 0.08346 0.90539 0.09989 0.69
"Gaia EDR3 3129425532510694912" 17.94185 1.39586 1.05003 0.08226 0.91362 0.09881 0.67
"Gaia EDR3 3129425463791224576" 18.01596 1.41349 1.04738 0.08180 0.90316 0.09847 0.68
"Gaia EDR3 3129425498150951552" 18.09939 1.49260 1.04506 0.08150 0.89120 0.09738 0.69
"Gaia EDR3 3129425463791224448" 18.12530 1.43550 1.04240 0.08049 0.89086 0.09754 0.68
