ID MP sel
"Gaia EDR3 2946940412281296640" 1.0 1
"Gaia EDR3 2946940687159206400" 1.0 1
"Gaia EDR3 2946940652799463552" 1.0 1
"Gaia EDR3 2946940687159203840" 1.0 1
"Gaia EDR3 2946940584079996160" 1.0 1
"Gaia EDR3 2946941305634505856" 1.0 1
"Gaia EDR3 2946941339994237312" 1.0 1
"Gaia EDR3 2946940549720261888" 1.0 1
"Gaia EDR3 2946940240480416128" 1.0 1
"Gaia EDR3 2946940584079995520" 1.0 1
"Gaia EDR3 2946940274842353280" 1.0 1
"Gaia EDR3 2946940515360519680" 1.0 1
"Gaia EDR3 2946940343561821184" 1.0 1
"Gaia EDR3 2946940171763140992" 1.0 1
"Gaia EDR3 2946940377921555072" 1.0 1
"Gaia EDR3 2946940618439726208" 1.0 1
"Gaia EDR3 2946940618439729024" 1.0 1
"Gaia EDR3 2946947352948442496" 1.0 1
"Gaia EDR3 2946940240482613376" 1.0 1
"Gaia EDR3 2946941438774319360" 1.0 1
"Gaia EDR3 2946940682860067712" 1.0 1
"Gaia EDR3 2946940442341882496" 1.0 1
"Gaia EDR3 2946940137403406848" 1.0 1
"Gaia EDR3 2946940412281298560" 1.0 1
"Gaia EDR3 2946940481000783872" 1.0 1
"Gaia EDR3 2946939862525500288" 1.0 1
"Gaia EDR3 2946940579780838016" 1.0 1
"Gaia EDR3 2946940412281297536" 1.0 1
"Gaia EDR3 2946940098744468736" 1.0 1
"Gaia EDR3 2946941374353979904" 1.0 1
"Gaia EDR3 2946940167467001472" 1.0 1
"Gaia EDR3 2946940511061345536" 1.0 1
"Gaia EDR3 2946940412281300736" 1.0 1
"Gaia EDR3 2946940584079995392" 1.0 1
"Gaia EDR3 2946940579780835072" 1.0 1
"Gaia EDR3 2946940515360515200" 1.0 1
"Gaia EDR3 2946940515360517504" 1.0 1
"Gaia EDR3 2946940515360518272" 1.0 1
"Gaia EDR3 2946940511061353600" 1.0 1
"Gaia EDR3 2946940103043666432" 1.0 1
"Gaia EDR3 2946940339262648192" 1.0 1
"Gaia EDR3 2946940515360517888" 1.0 1
"Gaia EDR3 2946939892586022784" 1.0 1
"Gaia EDR3 2946941473134064640" 1.0 1
"Gaia EDR3 2946940923378206208" 1.0 1
"Gaia EDR3 2946941301335346688" 1.0 1
"Gaia EDR3 2946940480998594560" 1.0 1
"Gaia EDR3 2946940545421090560" 1.0 1
"Gaia EDR3 2946940648503339776" 1.0 1
"Gaia EDR3 2946940515358327168" 1.0 1
"Gaia EDR3 2946940407982131584" 1.0 1
"Gaia EDR3 2946940476701598720" 1.0 1
"Gaia EDR3 2946940515360517120" 1.0 1
"Gaia EDR3 2946940377921554560" 1.0 1
"Gaia EDR3 2946941370054842880" 1.0 1
"Gaia EDR3 2946941335698105856" 1.0 1
"Gaia EDR3 2946940442341888768" 1.0 1
"Gaia EDR3 2946940923378204160" 1.0 1
"Gaia EDR3 2946940545421084416" 1.0 1
"Gaia EDR3 2946940270543155456" 1.0 1
"Gaia EDR3 2946940515360516352" 1.0 1
"Gaia EDR3 2946940476701602176" 1.0 1
"Gaia EDR3 2946940236183419904" 1.0 1
"Gaia EDR3 2946940098744462848" 1.0 1
"Gaia EDR3 2946940717219812480" 1.0 1
"Gaia EDR3 2946941443073447808" 1.0 1
"Gaia EDR3 2946940579780835328" 1.0 1
"Gaia EDR3 2946940618439726080" 1.0 1
"Gaia EDR3 2946940545421084544" 1.0 1
"Gaia EDR3 2946940579780829056" 1.0 1
"Gaia EDR3 2946940648503339904" 1.0 1
"Gaia EDR3 2946946627098217088" 1.0 1
"Gaia EDR3 2946940480998592896" 1.0 1
"Gaia EDR3 2946940511061348480" 1.0 1
"Gaia EDR3 2946939892586024192" 1.0 1
"Gaia EDR3 2946940717219809792" 1.0 1
"Gaia EDR3 2946940889018470656" 1.0 1
"Gaia EDR3 2946940682860062720" 1.0 1
"Gaia EDR3 2946941477430961664" 1.0 1
"Gaia EDR3 2946940579780838400" 1.0 1
"Gaia EDR3 2946940511064385920" 1.0 1
"Gaia EDR3 2946941305632310400" 1.0 1
"Gaia EDR3 2946940480998592640" 1.0 1
"Gaia EDR3 2946940584077801984" 1.0 1
"Gaia EDR3 2946940682863077888" 1.0 1
"Gaia EDR3 2946941473134076288" 1.0 1
"Gaia EDR3 2946940511061353984" 1.0 1
"Gaia EDR3 2946947348649335168" 1.0 1
"Gaia EDR3 2946940648500323584" 1.0 1
"Gaia EDR3 2946941541853553920" 1.0 1
"Gaia EDR3 2946941404414584960" 1.0 1
"Gaia EDR3 2946946317857149184" 1.0 1
"Gaia EDR3 2946946592735096192" 1.0 1
"Gaia EDR3 2946940549720258560" 1.0 1
"Gaia EDR3 2946941541853559424" 1.0 1
"Gaia EDR3 2946940511061349632" 1.0 1
"Gaia EDR3 2946752563294485632" 1.0 1
"Gaia EDR3 2946940614140569600" 1.0 1
"Gaia EDR3 2946940167463955712" 1.0 1
"Gaia EDR3 2946940442341883776" 1.0 1
