# 
# Subset of stars selected as members
# M1: primary mass
# M2: secondary mass (if binary system)
# P_binar: binary probability
# 
ID Mag Col M1 M1_std M2 M2_std P_binar
"Gaia EDR3 2922223081654847232" 13.78909 1.53648 1.14919 0.08098 0.98944 0.11085 0.54
"Gaia EDR3 2922223184734045696" 15.09599 1.25642 1.14874 0.08119 0.97987 0.11088 0.54
"Gaia EDR3 2922223253453530368" 15.28730 1.31664 1.14791 0.08094 0.97540 0.11126 0.54
"Gaia EDR3 2922222806776947584" 16.09569 1.15880 1.14229 0.07854 0.97334 0.11389 0.57
"Gaia EDR3 2922222806776944640" 16.37089 0.33419 1.13856 0.07639 1.00927 0.11295 0.55
"Gaia EDR3 2922222875496413568" 16.82809 0.93236 1.13578 0.07693 0.98789 0.10713 0.62
"Gaia EDR3 2922223249154669440" 16.83014 0.42278 1.13053 0.07361 1.03027 0.09731 0.59
"Gaia EDR3 2922223253455323904" 16.89711 0.42929 1.12870 0.07284 1.03115 0.09152 0.59
"Gaia EDR3 2922223287813251456" 17.10133 0.80929 1.13021 0.07386 1.00353 0.09725 0.68
"Gaia EDR3 2922223283511332864" 17.10726 0.70837 1.12811 0.07266 1.01377 0.09244 0.68
"Gaia EDR3 2922223253453526784" 17.26969 1.16252 1.13241 0.07610 0.93858 0.09491 0.51
"Gaia EDR3 2922223390892459776" 17.29310 0.82406 1.12556 0.07206 0.98357 0.09279 0.70
"Gaia EDR3 2922223081654852608" 17.36297 0.76770 1.12053 0.06975 0.98697 0.09011 0.71
"Gaia EDR3 2922222875496417408" 17.36603 0.79649 1.12153 0.07007 0.98099 0.09276 0.71
"Gaia EDR3 2922223253453524992" 17.37200 0.96476 1.12799 0.07353 0.95849 0.09706 0.63
"Gaia EDR3 2922223253453522304" 17.39581 0.89466 1.12448 0.07189 0.96152 0.09728 0.67
"Gaia EDR3 2922223150374467968" 17.43227 0.43734 1.11114 0.06710 0.99558 0.08204 0.58
"Gaia EDR3 2922222806776940160" 17.44860 0.77229 1.11749 0.06865 0.97445 0.08962 0.71
"Gaia EDR3 2922223184734046080" 17.54986 0.78337 1.11344 0.06729 0.95968 0.08994 0.70
