# 
# Subset of stars selected as members
# M1: primary mass
# M2: secondary mass (if binary system)
# P_binar: binary probability
# 
ID Mag Col M1 M1_std M2 M2_std P_binar
"Gaia EDR3 5588003213770185088" 15.78145 0.65545 1.80231 0.40292 1.52556 0.35493 0.58
"Gaia EDR3 5588001667581966592" 16.07349 0.66456 1.78092 0.38838 1.49901 0.33718 0.59
"Gaia EDR3 5588001731998621824" 16.59230 0.71594 1.71304 0.35025 1.41285 0.28857 0.59
"Gaia EDR3 5588001736301437184" 16.71926 0.64555 1.69051 0.33706 1.39245 0.28535 0.58
"Gaia EDR3 5588006168707686400" 16.88116 0.60772 1.66113 0.32423 1.36738 0.27642 0.57
"Gaia EDR3 5588003145050698240" 16.94396 0.60219 1.64859 0.31958 1.35485 0.27494 0.56
"Gaia EDR3 5588001736301438464" 16.97273 0.64716 1.64415 0.31839 1.34804 0.27059 0.57
"Gaia EDR3 5588001736303995520" 17.07145 0.59746 1.62584 0.30873 1.32377 0.25910 0.56
"Gaia EDR3 5588003209467392768" 17.33148 0.94692 1.57385 0.29428 1.27194 0.23979 0.60
"Gaia EDR3 5588003213770182400" 17.48278 0.67936 1.54344 0.27564 1.24260 0.23515 0.56
"Gaia EDR3 5588003213770182528" 17.52343 0.64373 1.53709 0.27336 1.23632 0.23511 0.54
"Gaia EDR3 5588001736301571328" 17.56568 0.69716 1.52750 0.27119 1.23251 0.23388 0.56
"Gaia EDR3 5588001731998590208" 17.68066 0.68543 1.50293 0.26553 1.20425 0.22215 0.54
"Gaia EDR3 5588001736301437568" 17.72895 0.72901 1.49216 0.26312 1.19791 0.21978 0.55
"Gaia EDR3 5588001663279075328" 17.88356 0.65464 1.46152 0.25220 1.16099 0.21284 0.51
"Gaia EDR3 5588003209467411456" 17.96730 0.70460 1.44516 0.24967 1.14174 0.20874 0.52
"Gaia EDR3 5588004686936170112" 17.96896 0.78342 1.44351 0.24940 1.14259 0.20543 0.55
"Gaia EDR3 5588001736297822976" 17.98417 0.69951 1.44226 0.24915 1.14138 0.20812 0.51
"Gaia EDR3 5588004691238940800" 18.01804 0.79127 1.43334 0.24635 1.13724 0.20531 0.54
"Gaia EDR3 5588003140747908224" 18.04927 0.70538 1.42983 0.24601 1.13243 0.20325 0.51
"Gaia EDR3 5588003209467412736" 18.08744 0.76579 1.42020 0.24319 1.12462 0.20195 0.53
"Gaia EDR3 5588001663279092992" 18.16857 0.74706 1.40412 0.24145 1.11182 0.20473 0.52
"Gaia EDR3 5588004652576392448" 18.20366 0.73334 1.39748 0.24124 1.10702 0.20418 0.51
"Gaia EDR3 5588003213770321024" 18.26826 0.71125 1.38711 0.23882 1.09473 0.20084 0.50
"Gaia EDR3 5588001697638841600" 18.28545 0.82270 1.38152 0.23778 1.09475 0.20090 0.54
"Gaia EDR3 5588001736297825408" 18.29171 0.91392 1.37954 0.23719 1.09220 0.19797 0.57
"Gaia EDR3 5588003243827144960" 18.31410 0.95354 1.37493 0.23610 1.09016 0.19648 0.57
"Gaia EDR3 5588003209467531264" 18.31818 0.81179 1.37733 0.23637 1.08818 0.19872 0.53
"Gaia EDR3 5588004652576335488" 18.32230 0.75883 1.37802 0.23712 1.08806 0.19938 0.51
"Gaia EDR3 5588003140747908352" 18.35004 0.74770 1.37377 0.23569 1.08281 0.19716 0.51
